seqname	dsDNAphage	NCLDV	RNA	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
k141_8451910||full	0.287	0.633	0.295	0.000	0.233	0.633	NCLDV	6330	0	14.300	0.000
k141_7064212||full	0.793	0.307	0.315	0.073	0.060	0.793	dsDNAphage	7181	0	10.000	0.000
k141_20951961||full	0.313	0.693	0.070	0.007	0.587	0.693	NCLDV	7562	0	16.700	0.000
k141_11230136||full	0.793	0.673	0.050	0.167	0.733	0.793	dsDNAphage	5413	0	42.900	0.000
k141_18174498||full	0.873	0.127	0.000	0.000	0.000	0.873	dsDNAphage	14572	3	21.400	21.400
k141_5676177||full	0.627	0.720	0.270	0.060	0.280	0.720	NCLDV	7048	0	44.400	0.000
k141_1509734||full	0.100	0.827	0.005	0.007	0.173	0.827	NCLDV	6558	0	33.300	16.700
k141_19563902||full	0.093	0.553	0.090	0.007	0.413	0.553	NCLDV	5176	0	20.000	0.000
k141_29285639||full	0.193	0.680	0.000	0.013	0.020	0.680	NCLDV	5794	0	28.600	0.000
k141_27897473||full	0.747	0.600	0.420	0.160	0.653	0.747	dsDNAphage	5182	0	25.000	0.000
k141_29286062||full	0.880	0.340	0.455	0.347	0.200	0.880	dsDNAphage	6040	0	25.000	0.000
k141_16787801||full	0.247	0.713	0.000	0.020	0.113	0.713	NCLDV	7197	0	33.300	0.000
k141_12621452||full	0.327	0.500	0.085	0.073	0.253	0.500	NCLDV	4838	0	25.000	0.000
k141_124308||full	0.807	0.560	0.240	0.020	0.240	0.807	dsDNAphage	9059	0	25.000	0.000
k141_19565310||full	0.187	0.840	0.065	0.013	0.507	0.840	NCLDV	5220	0	33.300	0.000
k141_20954645||full	0.107	0.907	0.050	0.007	0.180	0.907	NCLDV	4911	0	20.000	0.000
k141_124509||full	0.940	0.327	0.100	0.147	0.113	0.940	dsDNAphage	9811	0	53.300	0.000
k141_26508458||full	0.967	0.187	0.260	0.040	0.180	0.967	dsDNAphage	8752	1	11.100	0.000
k141_30677979||full	0.807	0.613	0.140	0.760	0.660	0.807	dsDNAphage	5279	0	100.000	0.000
k141_4291592||full	0.347	0.973	0.080	0.007	0.267	0.973	NCLDV	5965	0	28.600	0.000
k141_19566810||full	0.120	0.533	0.025	0.013	0.007	0.533	NCLDV	5924	0	20.000	0.000
k141_18178460||full	0.853	0.640	0.065	0.160	0.307	0.853	dsDNAphage	5012	0	40.000	0.000
k141_30678952||full	0.380	0.893	0.160	0.033	0.133	0.893	NCLDV	5157	0	33.300	0.000
k141_4293476||full	0.060	0.760	0.165	0.000	0.273	0.760	NCLDV	12341	0	14.300	0.000
k141_5681154||full	0.753	0.907	0.570	0.420	0.973	0.973	lavidaviridae	5251	0	14.300	0.000
k141_20957397||full	1.000	0.607	0.490	0.920	0.960	1.000	dsDNAphage	5458	1	62.500	0.000
k141_8457844||full	0.253	0.573	0.275	0.133	0.200	0.573	NCLDV	4072	0	33.300	0.000
k141_7070164||full	1.000	0.107	0.055	0.360	0.267	1.000	dsDNAphage	5138	3	83.300	0.000
k141_27901802||full	0.067	0.620	0.000	0.000	0.027	0.620	NCLDV	5049	0	28.600	0.000
k141_8458180||full	0.573	0.227	0.370	0.633	0.647	0.647	lavidaviridae	5146	0	66.700	0.000
k141_25123348||full	0.833	0.100	0.010	0.020	0.033	0.833	dsDNAphage	8077	0	23.500	5.900
k141_8458285||full	0.940	0.393	0.015	0.073	0.213	0.940	dsDNAphage	5301	3	50.000	0.000
k141_30681025||full	0.507	0.500	0.200	0.307	0.500	0.507	dsDNAphage	6860	0	33.300	0.000
k141_15402135||full	0.147	0.607	0.125	0.000	0.160	0.607	NCLDV	5997	0	20.000	0.000
k141_7071176||full	0.820	0.053	0.000	0.000	0.020	0.820	dsDNAphage	5294	1	28.600	14.300
k141_30681520||full	0.427	0.527	0.160	0.040	0.520	0.527	NCLDV	6235	0	40.000	0.000
k141_14016578||full	0.667	0.447	0.155	0.173	0.220	0.667	dsDNAphage	9839	0	75.000	0.000
k141_128859||full	0.293	0.420	0.320	0.513	0.387	0.513	ssDNA	6686	0	50.000	0.000
k141_5683150||full	0.093	0.567	0.090	0.007	0.280	0.567	NCLDV	6735	0	25.000	0.000
k141_16792915||full	0.207	0.647	0.020	0.000	0.140	0.647	NCLDV	5987	0	28.600	0.000
k141_2906124||full	0.880	0.140	0.130	0.480	0.280	0.880	dsDNAphage	6976	0	70.000	0.000
k141_26513135||full	0.080	0.567	0.000	0.000	0.000	0.567	NCLDV	9378	0	12.500	0.000
k141_1517188||full	0.600	0.233	0.005	0.000	0.053	0.600	dsDNAphage	7556	0	9.100	0.000
k141_25125298||full	0.880	0.300	0.355	0.667	0.627	0.880	dsDNAphage	7030	0	30.000	0.000
k141_27904336||full	0.593	0.073	0.380	0.247	0.367	0.593	dsDNAphage	5589	0	16.700	0.000
k141_2907035||full	0.787	0.527	0.430	0.493	0.580	0.787	dsDNAphage	5350	0	28.600	0.000
k141_11239039||full	0.100	0.800	0.050	0.020	0.107	0.800	NCLDV	5291	0	16.700	0.000
k141_27905163||full	0.220	0.660	0.300	0.100	0.647	0.660	NCLDV	5935	0	25.000	0.000
k141_12628413||full	0.993	0.307	0.195	0.713	0.427	0.993	dsDNAphage	8011	1	66.700	0.000
k141_16795404||full	0.993	0.407	0.440	1.000	0.947	1.000	ssDNA	5204	0	100.000	0.000
k141_22351476||full	0.160	0.713	0.110	0.000	0.280	0.713	NCLDV	9676	0	12.500	0.000
k141_26515879||full	0.313	0.800	0.045	0.007	0.360	0.800	NCLDV	13130	0	36.400	0.000
k141_25128105||full	1.000	0.373	0.085	0.227	0.273	1.000	dsDNAphage	38703	1	55.300	0.000
k141_30685862||full	0.093	0.660	0.080	0.007	0.220	0.660	NCLDV	5162	0	12.500	0.000
k141_15407342||full	0.787	0.987	0.255	0.327	1.000	1.000	lavidaviridae	10465	0	30.000	0.000
k141_27908042||full	0.953	0.827	0.045	0.093	0.287	0.953	dsDNAphage	9345	1	62.500	0.000
k141_20964342||full	0.987	0.013	0.025	0.053	0.580	0.987	dsDNAphage	25668	2	20.500	5.100
k141_32076200||full	0.547	0.053	0.005	0.040	0.607	0.607	lavidaviridae	6326	0	30.000	10.000
k141_133972||full	0.913	0.193	0.040	0.300	0.140	0.913	dsDNAphage	7853	0	17.600	0.000
k141_8464743||full	0.287	0.500	0.130	0.200	0.327	0.500	NCLDV	6312	0	11.100	0.000
k141_27908668||full	0.253	0.753	0.000	0.000	0.053	0.753	NCLDV	7439	0	12.500	0.000
k141_26518266||full	0.740	0.267	0.385	0.113	0.620	0.740	dsDNAphage	6496	0	25.000	0.000
k141_18187182||full	1.000	0.587	0.445	0.900	0.193	1.000	dsDNAphage	5439	1	25.000	0.000
k141_4301884||full	0.113	0.633	0.040	0.000	0.187	0.633	NCLDV	7378	0	16.700	0.000
k141_16799326||full	0.973	0.380	0.050	0.053	0.207	0.973	dsDNAphage	9644	1	13.300	0.000
k141_8466004||full	0.280	0.960	0.075	0.067	0.813	0.960	NCLDV	5084	0	12.500	0.000
k141_15409442||full	0.587	0.147	0.010	0.000	0.067	0.587	dsDNAphage	11678	1	18.200	0.000
k141_14023286||full	0.987	0.347	0.000	0.000	0.007	0.987	dsDNAphage	19182	3	31.600	5.300
k141_19577185||full	0.327	0.733	0.220	0.007	0.280	0.733	NCLDV	6094	0	20.000	0.000
k141_5690333||full	0.407	0.907	0.010	0.000	0.373	0.907	NCLDV	6958	0	33.300	0.000
k141_16800008||full	0.153	0.787	0.035	0.007	0.107	0.787	NCLDV	6615	0	16.700	0.000
k141_25131611||full	0.160	0.547	0.020	0.000	0.280	0.547	NCLDV	15257	0	41.700	0.000
k141_5690398||full	1.000	0.080	0.010	0.007	0.000	1.000	dsDNAphage	60197	8	33.300	3.600
k141_15409914||full	0.927	0.207	0.485	0.860	0.860	0.927	dsDNAphage	5274	0	20.000	0.000
k141_12633388||full	0.373	0.993	0.280	0.107	0.987	0.993	NCLDV	13275	0	9.100	0.000
k141_136306||full	0.760	0.327	0.030	0.007	0.040	0.760	dsDNAphage	17573	0	6.200	3.100
k141_4303529||full	0.400	0.600	0.150	0.007	0.187	0.600	NCLDV	4928	0	40.000	0.000
k141_1523930||full	1.000	0.013	0.000	0.013	0.007	1.000	dsDNAphage	74070	7	28.100	5.300
k141_8467523||full	0.820	0.680	0.370	0.033	0.693	0.820	dsDNAphage	8124	1	25.000	0.000
k141_5691605||full	0.993	0.080	0.005	0.007	0.147	0.993	dsDNAphage	11623	1	26.300	5.300
k141_14024963||full	0.613	0.073	0.000	0.033	0.067	0.613	dsDNAphage	5549	0	57.100	14.300
k141_23744985||full	1.000	0.740	0.135	0.473	0.267	1.000	dsDNAphage	5905	2	80.000	0.000
k141_18190150||full	1.000	0.267	0.175	0.107	0.440	1.000	dsDNAphage	6544	2	62.500	0.000
k141_9857685||full	0.540	0.747	0.020	0.013	0.233	0.747	NCLDV	4782	0	25.000	12.500
k141_15411621||full	0.527	0.147	0.000	0.000	0.007	0.527	dsDNAphage	10147	2	22.200	33.300
k141_23745494||full	0.560	0.167	0.245	0.027	0.233	0.560	dsDNAphage	6101	1	25.000	0.000
k141_8468781||full	0.660	0.213	0.125	0.007	0.273	0.660	dsDNAphage	6138	0	28.600	0.000
k141_22357482||full	0.087	0.860	0.000	0.000	0.133	0.860	NCLDV	16678	0	23.100	7.700
k141_2915307||full	1.000	0.480	0.090	0.480	0.240	1.000	dsDNAphage	12604	4	65.000	0.000
k141_30691488||full	0.527	0.673	0.235	0.033	0.427	0.673	NCLDV	6025	0	66.700	0.000
k141_7081222||full	0.147	0.507	0.085	0.000	0.347	0.507	NCLDV	6916	0	16.700	0.000
k141_23746258||full	0.487	0.127	0.055	0.100	0.620	0.620	lavidaviridae	4900	0	16.700	0.000
k141_14027268||full	0.627	0.753	0.150	0.413	0.473	0.753	NCLDV	7267	0	50.000	0.000
k141_19581176||full	0.820	0.920	0.830	0.360	0.993	0.993	lavidaviridae	5500	0	33.300	0.000
k141_32082071||full	0.527	0.473	0.005	0.047	0.000	0.527	dsDNAphage	5939	0	50.000	25.000
k141_20970161||full	0.160	0.167	0.075	0.000	0.753	0.753	lavidaviridae	7031	0	28.600	14.300
k141_11249193||full	0.887	0.333	0.275	0.020	0.073	0.887	dsDNAphage	5064	1	20.000	0.000
k141_25135901||full	0.247	0.747	0.000	0.040	0.373	0.747	NCLDV	7082	0	60.000	20.000
k141_16804631||full	0.107	0.860	0.290	0.000	0.253	0.860	NCLDV	5930	0	16.700	0.000
k141_25136142||full	0.187	0.767	0.035	0.000	0.333	0.767	NCLDV	5596	0	20.000	0.000
k141_5694811||full	0.347	0.933	0.090	0.013	0.427	0.933	NCLDV	7969	0	11.100	0.000
k141_27914999||full	0.027	0.560	0.000	0.000	0.093	0.560	NCLDV	11180	0	11.100	0.000
k141_9860676||full	0.720	0.367	0.160	0.453	0.813	0.813	lavidaviridae	8331	0	33.300	0.000
k141_20971326||full	0.580	0.587	0.690	0.400	0.900	0.900	lavidaviridae	7058	0	50.000	0.000
k141_2918129||full	0.680	0.633	0.650	0.407	0.813	0.813	lavidaviridae	6328	0	16.700	0.000
k141_25136673||full	1.000	0.387	0.115	0.433	0.693	1.000	dsDNAphage	5539	6	70.000	0.000
k141_5696019||full	1.000	0.167	0.010	0.293	0.213	1.000	dsDNAphage	23961	4	55.600	0.000
k141_23749863||full	0.120	0.713	0.080	0.000	0.320	0.713	NCLDV	7706	0	14.300	0.000
k141_142442||full	0.293	0.547	0.225	0.047	0.487	0.547	NCLDV	4621	0	33.300	0.000
k141_29305375||full	0.980	0.600	0.230	0.700	0.573	0.980	dsDNAphage	5695	1	100.000	0.000
k141_4309848||full	0.233	0.347	0.075	0.053	0.513	0.513	lavidaviridae	5968	0	42.900	0.000
k141_2920009||full	0.933	0.427	0.340	0.507	0.140	0.933	dsDNAphage	6110	0	25.000	0.000
k141_19584501||full	0.247	0.147	0.170	0.000	0.673	0.673	lavidaviridae	8820	0	14.300	0.000
k141_9862970||full	0.367	0.933	0.130	0.213	0.920	0.933	NCLDV	5873	0	25.000	0.000
k141_2920235||full	1.000	0.440	0.020	0.053	0.180	1.000	dsDNAphage	17435	5	48.000	0.000
k141_9863391||full	0.167	0.373	0.125	0.007	0.647	0.647	lavidaviridae	4692	0	20.000	0.000
k141_12640848||full	0.207	0.633	0.010	0.007	0.027	0.633	NCLDV	5472	0	20.000	0.000
k141_11252658||full	0.913	0.273	0.265	0.100	0.020	0.913	dsDNAphage	7206	0	7.100	0.000
k141_7087023||full	0.060	0.920	0.115	0.007	0.380	0.920	NCLDV	5820	0	20.000	0.000
k141_5698581||full	0.980	0.213	0.010	0.033	0.080	0.980	dsDNAphage	78373	8	59.200	1.400
k141_9864720||full	0.160	0.720	0.005	0.000	0.020	0.720	NCLDV	6549	0	25.000	0.000
k141_30697975||full	0.900	0.067	0.000	0.020	0.107	0.900	dsDNAphage	5618	1	50.000	16.700
k141_4312090||full	0.540	0.040	0.020	0.067	0.107	0.540	dsDNAphage	5057	0	60.000	20.000
k141_4312372||full	0.967	0.620	0.015	0.727	0.227	0.967	dsDNAphage	4982	0	85.700	0.000
k141_9866047||full	1.000	0.113	0.280	0.207	0.273	1.000	dsDNAphage	41067	4	47.900	0.000
k141_9866450||full	0.727	0.020	0.000	0.000	0.000	0.727	dsDNAphage	55048	0	5.800	4.700
k141_32089487||full	0.093	0.533	0.090	0.053	0.207	0.533	NCLDV	4147	0	25.000	0.000
k141_2924440||full	0.080	0.547	0.035	0.007	0.167	0.547	NCLDV	5408	0	16.700	0.000
k141_146931||full	0.700	0.033	0.295	0.353	0.593	0.700	dsDNAphage	5447	0	100.000	0.000
k141_29309796||full	0.247	0.467	0.365	0.007	0.793	0.793	lavidaviridae	6004	0	25.000	0.000
k141_30700686||full	0.080	0.633	0.075	0.007	0.140	0.633	NCLDV	6712	0	14.300	0.000
k141_7090405||full	0.987	0.033	0.020	0.020	0.007	0.987	dsDNAphage	18848	1	30.800	7.700
k141_14035497||full	0.553	0.060	0.020	0.007	0.080	0.553	dsDNAphage	5504	1	12.500	0.000
k141_16812043||full	0.733	0.127	0.310	0.113	0.407	0.733	dsDNAphage	6450	0	16.700	0.000
k141_27922664||full	0.913	0.473	0.020	0.147	0.260	0.913	dsDNAphage	4804	1	42.900	0.000
k141_4315293||full	0.033	0.813	0.000	0.000	0.007	0.813	NCLDV	5266	0	20.000	0.000
k141_20978798||full	0.933	nan	0.015	0.033	0.087	0.933	dsDNAphage	5330	2	75.000	25.000
k141_7091687||full	0.913	0.067	0.080	0.120	0.013	0.913	dsDNAphage	5624	0	9.100	4.500
k141_4315992||full	0.627	0.367	0.020	0.033	0.120	0.627	dsDNAphage	8043	0	83.300	16.700
k141_18201965||full	0.293	0.833	0.000	0.007	0.007	0.833	NCLDV	7320	0	20.000	0.000
k141_18202055||full	0.200	0.800	0.175	0.027	0.640	0.800	NCLDV	6431	0	25.000	0.000
k141_16813484||full	0.780	0.267	0.130	0.027	0.060	0.780	dsDNAphage	10048	0	30.800	0.000
k141_20980263||full	0.720	0.793	0.120	0.433	0.253	0.793	NCLDV	5543	0	12.500	0.000
k141_12647299||full	0.227	0.780	0.085	0.047	0.387	0.780	NCLDV	6212	0	37.500	0.000
k141_150033||full	0.007	0.500	0.010	0.000	0.007	0.500	NCLDV	5850	0	20.000	0.000
k141_5704169||full	0.280	0.353	0.395	0.047	0.727	0.727	lavidaviridae	10168	0	14.300	0.000
k141_25146300||full	0.807	0.147	0.005	0.000	0.000	0.807	dsDNAphage	20617	0	20.000	5.000
k141_29312977||full	0.333	nan	0.590	0.253	0.860	0.860	lavidaviridae	8317	0	25.000	0.000
k141_26534516||full	0.467	0.200	0.325	0.173	0.720	0.720	lavidaviridae	4764	0	25.000	0.000
k141_23758106||full	0.667	0.033	0.000	0.000	0.087	0.667	dsDNAphage	7932	1	25.000	16.700
k141_11259885||full	0.047	0.780	0.000	0.000	0.047	0.780	NCLDV	8583	0	28.600	0.000
k141_22370431||full	0.167	0.967	0.475	0.027	0.800	0.967	NCLDV	5617	0	16.700	0.000
k141_8481238||full	0.873	0.087	0.285	0.153	0.007	0.873	dsDNAphage	11950	0	3.300	0.000
k141_1538368||full	0.480	0.527	0.070	0.147	0.540	0.540	lavidaviridae	5173	0	60.000	0.000
k141_18204574||full	0.020	0.627	0.015	0.007	0.067	0.627	NCLDV	7438	0	20.000	0.000
k141_29314441||full	0.027	0.520	0.000	0.000	0.000	0.520	NCLDV	6026	0	16.700	0.000
k141_20982440||full	0.907	0.253	0.485	0.453	0.193	0.907	dsDNAphage	5105	0	12.500	0.000
k141_19594152||full	0.013	0.580	0.000	0.000	0.000	0.580	NCLDV	8325	0	14.300	0.000
k141_5706313||full	0.953	0.013	0.025	0.053	0.127	0.953	dsDNAphage	7047	1	37.500	12.500
k141_7095808||full	0.573	0.767	0.000	0.000	0.000	0.767	NCLDV	17203	0	7.700	0.000
k141_14040707||full	0.673	0.160	0.000	0.007	0.020	0.673	dsDNAphage	9029	0	11.800	5.900
k141_25149086||full	1.000	0.533	0.060	0.187	0.480	1.000	dsDNAphage	9772	3	61.500	0.000
k141_32095452||full	0.133	0.940	0.255	0.020	0.200	0.940	NCLDV	5190	0	14.300	0.000
k141_27927786||full	0.973	0.833	0.045	0.113	0.947	0.973	dsDNAphage	13374	1	55.600	11.100
k141_22372935||full	0.267	0.487	0.340	0.193	0.753	0.753	lavidaviridae	5263	0	20.000	0.000
k141_2931016||full	0.740	0.213	0.040	0.040	0.327	0.740	dsDNAphage	5592	0	28.600	14.300
k141_22373541||full	0.700	0.053	0.000	0.007	0.013	0.700	dsDNAphage	9821	2	45.500	9.100
k141_19595961||full	0.053	0.607	0.120	0.000	0.267	0.607	NCLDV	15862	0	16.700	8.300
k141_9874423||full	0.027	0.587	0.000	0.000	0.000	0.587	NCLDV	5492	0	14.300	0.000
k141_11263390||full	0.393	0.180	0.355	0.160	0.613	0.613	lavidaviridae	4901	0	25.000	0.000
k141_25150618||full	0.387	0.567	0.180	0.020	0.607	0.607	lavidaviridae	10498	0	25.000	0.000
k141_2932344||full	0.993	0.240	0.020	0.073	0.367	0.993	dsDNAphage	7998	3	66.700	11.100
k141_19596667||full	0.107	0.713	0.160	0.067	0.300	0.713	NCLDV	7110	0	42.900	0.000
k141_27929937||full	0.060	0.693	0.000	0.000	0.100	0.693	NCLDV	7929	0	28.600	0.000
k141_8486162||full	0.520	0.613	0.035	0.127	0.413	0.613	NCLDV	4831	0	57.100	0.000
k141_7098861||full	0.993	0.140	0.210	0.900	0.807	0.993	dsDNAphage	5794	4	62.500	0.000
k141_22375655||full	0.027	0.553	0.000	0.000	0.060	0.553	NCLDV	5234	0	20.000	0.000
k141_9876326||full	0.027	0.567	0.000	0.000	0.000	0.567	NCLDV	16125	0	9.100	0.000
k141_26541327||full	0.893	0.480	0.570	0.787	0.653	0.893	dsDNAphage	5423	0	20.000	0.000
k141_14044969||full	0.547	0.513	0.065	0.000	0.120	0.547	dsDNAphage	9607	1	11.100	0.000
k141_2935125||full	0.053	0.593	0.015	0.000	0.140	0.593	NCLDV	10501	0	12.500	0.000
k141_30711118||full	0.987	0.240	0.210	0.540	0.113	0.987	dsDNAphage	6332	0	33.300	0.000
k141_20988226||full	0.333	0.353	0.190	0.280	0.727	0.727	lavidaviridae	5739	0	33.300	16.700
k141_11267241||full	0.987	0.233	0.215	0.880	0.840	0.987	dsDNAphage	5048	3	83.300	0.000
k141_32100396||full	0.407	0.547	0.295	0.260	0.727	0.727	lavidaviridae	5041	0	16.700	0.000
k141_32100697||full	0.867	0.040	0.420	0.240	0.627	0.867	dsDNAphage	18939	1	33.300	0.000
k141_26542964||full	0.287	0.887	0.050	0.067	0.420	0.887	NCLDV	6733	0	22.200	0.000
k141_5712728||full	1.000	0.400	0.025	0.033	0.160	1.000	dsDNAphage	40758	2	45.200	0.000
k141_2936854||full	0.213	0.620	0.085	0.113	0.300	0.620	NCLDV	8217	0	40.000	0.000
k141_8489789||full	0.020	0.600	0.000	0.000	0.000	0.600	NCLDV	8334	0	16.700	0.000
k141_25156099||full	0.500	0.347	0.000	0.007	0.147	0.500	dsDNAphage	5733	0	18.200	9.100
k141_32102695||full	0.953	0.053	0.110	0.080	0.000	0.953	dsDNAphage	9108	0	22.700	4.500
k141_20990953||full	1.000	0.280	0.085	0.233	0.333	1.000	dsDNAphage	6212	2	71.400	0.000
k141_15435655||full	0.960	0.080	0.235	0.333	0.367	0.960	dsDNAphage	5617	2	66.700	0.000
k141_16825243||full	0.993	0.800	0.170	0.393	0.200	0.993	dsDNAphage	10456	3	50.000	0.000
k141_20992147||full	0.953	0.353	0.240	0.953	0.247	0.953	dsDNAphage	5227	0	14.300	0.000
k141_7104835||full	0.240	0.513	0.025	0.027	0.140	0.513	NCLDV	5155	0	25.000	0.000
k141_25158251||full	0.513	0.527	0.270	0.193	0.187	0.527	NCLDV	5646	0	50.000	0.000
k141_2940523||full	0.993	0.013	0.160	0.427	0.433	0.993	dsDNAphage	7077	3	70.000	0.000
k141_19604983||full	0.307	0.613	0.175	0.180	0.560	0.613	NCLDV	5680	0	50.000	0.000
k141_12660285||full	0.920	0.607	0.340	0.980	0.813	0.980	ssDNA	5403	0	75.000	0.000
k141_27937879||full	1.000	0.140	0.035	0.527	0.513	1.000	dsDNAphage	6320	1	45.500	0.000
k141_32105673||full	0.013	0.520	0.000	0.000	0.000	0.520	NCLDV	5816	0	12.500	0.000
k141_1550967||full	1.000	0.227	0.120	0.813	0.367	1.000	dsDNAphage	7911	4	78.600	0.000
k141_23771187||full	0.027	0.513	0.000	0.000	0.007	0.513	NCLDV	6608	0	14.300	0.000
k141_19605782||full	0.753	0.693	0.225	0.027	0.347	0.753	dsDNAphage	5064	0	40.000	0.000
k141_5717642||full	0.047	0.700	0.010	0.000	0.173	0.700	NCLDV	13654	0	22.200	11.100
k141_18217380||full	0.033	0.833	0.000	0.000	0.153	0.833	NCLDV	5159	0	20.000	0.000
k141_1551740||full	0.953	0.667	0.435	0.280	0.047	0.953	dsDNAphage	6346	0	16.700	0.000
k141_26548864||full	0.107	0.660	0.140	0.027	0.267	0.660	NCLDV	7189	0	25.000	0.000
k141_22384023||full	0.953	0.020	0.075	0.100	0.013	0.953	dsDNAphage	10462	0	16.700	4.200
k141_30718202||full	1.000	0.293	0.035	0.073	0.040	1.000	dsDNAphage	18784	1	25.800	0.000
k141_18217907||full	0.120	0.467	0.235	0.000	0.533	0.533	lavidaviridae	5420	0	20.000	0.000
k141_7107921||full	0.980	0.167	0.275	0.300	0.253	0.980	dsDNAphage	20620	0	26.800	0.000
k141_18218299||full	1.000	0.407	0.035	0.367	0.100	1.000	dsDNAphage	25630	11	46.500	0.000
k141_30718802||full	0.087	0.693	0.010	0.027	0.047	0.693	NCLDV	5567	0	25.000	0.000
k141_20995742||full	0.767	0.067	0.005	0.113	0.067	0.767	dsDNAphage	11447	0	7.100	3.600
k141_27939975||full	0.080	0.633	0.010	0.013	0.027	0.633	NCLDV	5409	0	25.000	0.000
k141_29328341||full	0.940	0.580	0.005	0.140	0.053	0.940	dsDNAphage	7023	0	37.500	0.000
k141_23773446||full	0.900	0.260	0.025	0.107	0.073	0.900	dsDNAphage	9580	0	43.800	0.000
k141_22385305||full	0.800	0.207	0.490	0.387	0.807	0.807	lavidaviridae	5663	0	50.000	0.000
k141_25162102||full	0.653	0.473	0.300	0.453	0.973	0.973	lavidaviridae	6465	0	40.000	0.000
k141_26550723||full	0.387	0.920	0.315	0.020	0.493	0.920	NCLDV	11230	0	20.000	0.000
k141_12663561||full	0.107	0.520	0.040	0.000	0.200	0.520	NCLDV	6083	0	16.700	0.000
k141_5720288||full	0.207	0.747	0.155	0.007	0.173	0.747	NCLDV	6947	0	33.300	0.000
k141_27941500||full	0.867	0.080	0.030	0.100	0.033	0.867	dsDNAphage	7376	0	17.600	0.000
k141_29329617||full	0.253	0.127	0.025	0.120	0.553	0.553	lavidaviridae	6424	0	57.100	14.300
k141_167987||full	0.633	0.020	0.000	0.000	0.053	0.633	dsDNAphage	11554	1	27.300	18.200
k141_4334659||full	1.000	0.200	0.000	0.020	0.047	1.000	dsDNAphage	27384	2	27.000	0.000
k141_19609568||full	0.087	0.900	0.295	0.000	0.153	0.900	NCLDV	6989	0	16.700	0.000
k141_22387019||full	0.000	0.547	0.000	0.000	0.007	0.547	NCLDV	7014	0	25.000	0.000
k141_2946084||full	0.093	0.513	0.110	0.000	0.133	0.513	NCLDV	8106	0	14.300	0.000
k141_15443017||full	0.220	0.707	0.000	0.093	0.067	0.707	NCLDV	4775	0	75.000	0.000
k141_12665615||full	0.507	0.013	0.050	0.000	0.307	0.507	dsDNAphage	7701	0	25.000	0.000
k141_2946709||full	0.047	0.553	0.030	0.000	0.193	0.553	NCLDV	10040	0	16.700	0.000
k141_7112492||full	0.047	0.560	0.000	0.000	0.160	0.560	NCLDV	24003	0	20.000	15.000
k141_20999978||full	0.020	0.567	0.000	0.000	0.027	0.567	NCLDV	5466	0	20.000	0.000
k141_21000278||full	0.847	0.367	0.565	0.133	0.233	0.847	dsDNAphage	6152	0	10.000	0.000
k141_2948462||full	0.913	0.247	0.010	0.013	0.007	0.913	dsDNAphage	9099	2	33.300	11.100
k141_30724109||full	0.207	0.560	0.240	0.020	0.400	0.560	NCLDV	11570	0	18.200	0.000
k141_19612971||full	0.920	0.100	0.000	0.000	0.027	0.920	dsDNAphage	51590	5	28.600	14.300
k141_23778552||full	0.380	0.573	0.040	0.127	0.580	0.580	lavidaviridae	7318	0	8.300	0.000
k141_27946258||full	0.487	0.413	0.095	0.133	0.733	0.733	lavidaviridae	7941	0	20.000	10.000
k141_26556456||full	0.413	0.507	0.000	0.000	0.000	0.507	NCLDV	11653	0	25.000	0.000
k141_30725347||full	0.960	0.267	0.430	0.433	0.220	0.960	dsDNAphage	6218	0	16.700	0.000
k141_26556547||full	0.113	0.860	0.355	0.020	0.767	0.860	NCLDV	4866	0	20.000	0.000
k141_9892211||full	0.200	0.700	0.035	0.007	0.113	0.700	NCLDV	6747	0	16.700	0.000
k141_4340019||full	0.140	0.833	0.010	0.033	0.140	0.833	NCLDV	8724	0	27.300	0.000
k141_18226098||full	0.060	0.520	0.000	0.007	0.000	0.520	NCLDV	7489	0	50.000	0.000
k141_5726358||full	0.180	0.200	0.305	0.000	0.680	0.680	lavidaviridae	5423	0	16.700	0.000
k141_32115415||full	0.627	0.567	0.155	0.000	0.207	0.627	dsDNAphage	7809	0	20.000	0.000
k141_14061636||full	0.993	0.260	0.085	0.287	0.493	0.993	dsDNAphage	5806	3	71.400	0.000
k141_22392760||full	0.947	0.493	0.005	0.067	0.200	0.947	dsDNAphage	61761	0	26.300	2.500
k141_26557907||full	0.093	0.573	0.225	0.027	0.487	0.573	NCLDV	4922	0	20.000	0.000
k141_7117010||full	0.107	0.353	0.090	0.000	0.580	0.580	lavidaviridae	8531	0	14.300	0.000
k141_8503464||full	0.887	0.093	0.115	0.100	0.013	0.887	dsDNAphage	6406	0	7.700	0.000
k141_30727553||full	0.187	0.307	0.260	0.027	0.533	0.533	lavidaviridae	5882	0	25.000	0.000
k141_12670809||full	0.347	0.587	0.000	0.000	0.000	0.587	NCLDV	12847	0	7.700	0.000
k141_26558650||full	0.987	0.433	0.065	0.627	0.147	0.987	dsDNAphage	6872	1	33.300	0.000
k141_16838472||full	0.227	0.807	0.355	0.007	0.300	0.807	NCLDV	12738	0	25.000	0.000
k141_5727911||full	1.000	0.420	0.140	0.193	0.327	1.000	dsDNAphage	8428	2	80.000	0.000
k141_27949253||full	0.133	0.687	0.000	0.000	0.007	0.687	NCLDV	6061	0	40.000	0.000
