seqname	dsDNAphage	NCLDV	RNA	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
k141_20064699||full	0.867	0.120	0.135	0.460	0.067	0.867	dsDNAphage	8252	0	7.100	0.000
k141_3328120||full	0.533	0.827	0.145	0.453	0.693	0.827	NCLDV	4833	0	75.000	0.000
k141_15497973||full	0.620	0.733	0.305	0.933	1.000	1.000	lavidaviridae	5434	0	66.700	0.000
k141_13959793||full	0.967	0.207	0.205	0.040	0.180	0.967	dsDNAphage	5930	2	28.600	0.000
k141_35271303||full	0.207	0.567	0.195	0.020	0.060	0.567	NCLDV	5700	0	16.700	0.000
k141_9414515||full	0.253	0.487	0.365	0.007	0.540	0.540	lavidaviridae	6319	0	20.000	0.000
k141_10925759||full	0.773	0.293	0.030	0.033	0.140	0.773	dsDNAphage	5826	0	42.900	0.000
k141_20065931||full	0.160	0.913	0.075	0.040	0.340	0.913	NCLDV	5936	0	25.000	0.000
k141_12460300||full	0.133	0.660	0.035	0.000	0.000	0.660	NCLDV	7007	0	14.300	0.000
k141_6354226||full	0.993	0.993	0.310	0.800	0.980	0.993	dsDNAphage	7094	2	36.400	0.000
k141_24630303||full	0.567	0.133	0.005	0.000	0.140	0.567	dsDNAphage	6498	1	28.600	14.300
k141_33740050||full	0.120	0.613	0.090	0.000	0.260	0.613	NCLDV	6426	0	16.700	0.000
k141_7875217||full	0.940	0.453	0.275	0.280	0.133	0.940	dsDNAphage	8126	0	11.800	0.000
k141_15501499||full	0.100	0.660	0.090	0.047	0.213	0.660	NCLDV	8099	0	37.500	0.000
k141_1798312||full	0.680	0.313	0.000	0.007	0.013	0.680	dsDNAphage	11166	0	26.300	5.300
k141_21572244||full	0.987	0.980	0.040	0.400	0.900	0.987	dsDNAphage	8712	2	45.500	0.000
k141_29185735||full	0.993	0.093	0.255	0.427	0.653	0.993	dsDNAphage	5289	1	33.300	0.000
k141_20070660||full	0.227	0.927	0.080	0.060	0.713	0.927	NCLDV	6218	0	33.300	0.000
k141_33743347||full	0.713	0.613	0.145	0.773	0.287	0.773	ssDNA	4752	0	33.300	0.000
k141_23113200||full	0.507	0.353	0.150	0.040	0.507	0.507	dsDNAphage	5082	0	28.600	0.000
k141_30705675||full	0.567	0.067	0.005	0.013	0.020	0.567	dsDNAphage	5763	0	57.100	28.600
k141_18548075||full	0.993	0.660	0.155	0.713	0.193	0.993	dsDNAphage	6327	1	33.300	0.000
k141_35277652||full	0.053	0.767	0.030	0.000	0.133	0.767	NCLDV	6741	0	14.300	0.000
k141_23114280||full	1.000	0.280	0.190	0.480	0.313	1.000	dsDNAphage	6370	1	36.400	0.000
k141_23114311||full	0.980	0.160	0.365	0.473	0.340	0.980	dsDNAphage	8874	1	13.300	0.000
k141_33745213||full	0.153	0.553	0.040	0.060	0.160	0.553	NCLDV	4607	0	25.000	0.000
k141_9422235||full	0.193	0.987	0.065	0.027	0.380	0.987	NCLDV	5050	0	28.600	0.000
k141_4858902||full	0.573	0.680	0.415	0.807	1.000	1.000	lavidaviridae	4814	0	50.000	0.000
k141_13968745||full	0.893	0.133	0.005	0.000	0.047	0.893	dsDNAphage	8878	1	50.000	10.000
k141_21576622||full	0.173	0.513	0.245	0.033	0.347	0.513	NCLDV	5969	0	33.300	0.000
k141_3339367||full	0.853	0.800	0.120	0.720	0.267	0.853	dsDNAphage	4747	0	100.000	0.000
k141_1806556||full	0.813	0.527	0.395	0.487	0.353	0.813	dsDNAphage	5540	0	25.000	0.000
k141_20078132||full	1.000	0.327	0.130	0.733	0.127	1.000	dsDNAphage	6629	2	20.000	0.000
k141_17023737||full	0.053	0.507	0.000	0.000	0.040	0.507	NCLDV	6765	0	28.600	14.300
k141_24642336||full	0.200	0.813	0.155	0.027	0.647	0.813	NCLDV	5328	0	33.300	0.000
k141_17024196||full	0.827	0.180	0.620	0.073	0.340	0.827	dsDNAphage	9604	0	12.500	0.000
k141_27688230||full	0.947	0.127	0.000	0.020	0.047	0.947	dsDNAphage	5251	1	22.200	11.100
k141_26151183||full	0.100	0.740	0.075	0.000	0.000	0.740	NCLDV	7242	0	14.300	0.000
k141_18556129||full	0.167	0.573	0.170	0.000	0.493	0.573	NCLDV	6261	0	16.700	0.000
k141_4865921||full	0.987	0.313	0.755	0.020	0.580	0.987	dsDNAphage	11351	1	16.700	0.000
k141_20082326||full	0.780	0.253	0.575	0.740	0.487	0.780	dsDNAphage	5827	0	25.000	0.000
k141_29197463||full	0.993	0.033	0.000	0.013	0.013	0.993	dsDNAphage	6924	3	58.300	16.700
k141_7889485||full	0.073	0.693	0.050	0.007	0.087	0.693	NCLDV	5246	0	14.300	0.000
k141_305857||full	1.000	0.553	0.160	0.700	0.820	1.000	dsDNAphage	5244	1	42.900	0.000
k141_27691801||full	1.000	0.793	0.045	0.127	0.187	1.000	dsDNAphage	26824	6	46.200	0.000
k141_1813337||full	0.993	0.300	0.395	0.140	0.593	0.993	dsDNAphage	10473	1	16.700	0.000
k141_9433575||full	0.693	0.513	0.025	0.180	0.040	0.693	dsDNAphage	5433	0	75.000	12.500
k141_32240301||full	0.833	0.327	0.830	0.913	1.000	1.000	lavidaviridae	6316	0	37.500	0.000
k141_35289673||full	0.953	0.267	0.015	0.247	0.053	0.953	dsDNAphage	10214	0	27.300	0.000
k141_7891124||full	0.873	0.573	0.170	0.160	0.240	0.873	dsDNAphage	9288	0	63.600	0.000
k141_26156174||full	0.160	0.873	0.085	0.000	0.447	0.873	NCLDV	6598	0	14.300	0.000
k141_20086034||full	0.600	0.420	0.045	0.073	0.313	0.600	dsDNAphage	6729	0	33.300	0.000
k141_18561138||full	0.333	0.773	0.120	0.087	0.807	0.807	lavidaviridae	5609	0	50.000	0.000
k141_27694046||full	0.400	0.507	0.155	0.013	0.153	0.507	NCLDV	5520	0	40.000	0.000
k141_17030857||full	0.993	0.787	0.005	0.060	0.553	0.993	dsDNAphage	51217	6	29.800	1.900
k141_1815457||full	0.987	0.240	0.130	0.273	0.787	0.987	dsDNAphage	13368	4	64.300	0.000
k141_23128912||full	0.320	0.973	0.195	0.020	0.487	0.973	NCLDV	5768	0	28.600	0.000
k141_10947625||full	0.827	0.487	0.225	0.087	0.147	0.827	dsDNAphage	6673	0	27.300	0.000
k141_33759065||full	0.473	0.080	0.335	0.240	0.993	0.993	lavidaviridae	4891	0	33.300	0.000
k141_35292936||full	0.593	0.720	0.450	0.447	0.973	0.973	lavidaviridae	5118	0	14.300	0.000
k141_3352243||full	0.007	0.600	0.000	0.000	0.113	0.600	NCLDV	11403	0	37.500	0.000
k141_30723381||full	0.653	0.773	0.035	0.073	0.280	0.773	NCLDV	6190	0	13.300	6.700
k141_33761618||full	0.713	0.500	0.235	0.220	0.387	0.713	dsDNAphage	5372	0	25.000	0.000
k141_15523880||full	0.153	0.607	0.180	0.000	0.273	0.607	NCLDV	5172	0	25.000	0.000
k141_4876738||full	0.993	0.213	0.165	0.580	0.407	0.993	dsDNAphage	5087	2	71.400	0.000
k141_1820531||full	0.333	0.613	0.185	0.007	0.353	0.613	NCLDV	8343	0	25.000	0.000
k141_20092514||full	0.953	0.960	0.030	0.280	0.540	0.960	NCLDV	8364	0	30.800	0.000
k141_6377735||full	0.113	0.507	0.010	0.000	0.020	0.507	NCLDV	7013	0	40.000	20.000
k141_10952049||full	0.747	0.593	0.190	0.067	0.173	0.747	dsDNAphage	6886	0	11.100	0.000
k141_7898724||full	0.933	0.400	0.020	0.180	0.087	0.933	dsDNAphage	7132	0	35.700	0.000
k141_6379272||full	0.973	0.620	0.585	0.980	0.193	0.980	ssDNA	5160	0	40.000	0.000
k141_26164366||full	0.880	0.240	0.195	0.200	0.027	0.880	dsDNAphage	5771	0	15.800	5.300
k141_17038397||full	0.993	0.040	0.000	0.007	0.020	0.993	dsDNAphage	52255	2	24.200	4.500
k141_18570179||full	0.647	0.127	0.260	0.120	0.193	0.647	dsDNAphage	8988	0	33.300	0.000
k141_3359138||full	0.267	0.533	0.130	0.027	0.667	0.667	lavidaviridae	6491	0	33.300	0.000
k141_10955432||full	0.213	0.853	0.000	0.007	0.027	0.853	NCLDV	5052	0	42.900	0.000
k141_6382048||full	0.220	0.180	0.245	0.067	0.527	0.527	lavidaviridae	5088	0	33.300	0.000
k141_319460||full	0.660	0.927	0.255	0.413	0.893	0.927	NCLDV	5199	0	50.000	0.000
k141_29211342||full	0.207	0.593	0.045	0.020	0.167	0.593	NCLDV	5855	0	20.000	0.000
k141_30730001||full	0.980	0.860	0.280	0.873	0.280	0.980	dsDNAphage	6188	0	42.900	0.000
k141_18571856||full	0.033	0.680	0.085	0.007	0.340	0.680	NCLDV	8040	0	20.000	0.000
k141_23139901||full	0.993	0.827	0.180	0.420	0.413	0.993	dsDNAphage	5777	2	66.700	0.000
k141_30730888||full	0.807	0.220	0.465	0.860	0.793	0.860	ssDNA	4309	0	50.000	0.000
k141_26168388||full	0.167	0.107	0.170	0.000	0.807	0.807	lavidaviridae	5354	0	20.000	0.000
k141_21599398||full	0.127	0.893	0.340	0.000	0.547	0.893	NCLDV	5551	0	20.000	0.000
k141_12493111||full	0.700	0.253	0.160	0.293	0.220	0.700	dsDNAphage	6664	0	37.500	0.000
k141_3362149||full	0.993	0.307	0.000	0.000	0.000	0.993	dsDNAphage	16398	1	28.000	4.000
k141_20099501||full	0.980	0.320	0.040	0.120	0.253	0.980	dsDNAphage	27954	4	62.200	0.000
k141_1827501||full	0.727	0.087	0.845	0.253	0.507	0.845	RNA	5532	0	20.000	0.000
k141_12495168||full	0.087	0.020	0.040	0.000	0.513	0.513	lavidaviridae	5743	0	20.000	0.000
k141_27708502||full	1.000	0.173	0.025	0.067	0.053	1.000	dsDNAphage	19130	3	32.400	0.000
k141_9452611||full	0.993	0.567	0.275	0.580	0.220	0.993	dsDNAphage	9098	2	33.300	0.000
k141_30736531||full	0.953	0.253	0.430	0.807	0.247	0.953	dsDNAphage	8384	0	21.400	0.000
k141_35307219||full	0.987	0.393	0.150	0.873	0.307	0.987	dsDNAphage	5065	0	60.000	0.000
k141_13998513||full	0.673	0.300	0.015	0.087	0.533	0.673	dsDNAphage	5192	0	66.700	16.700
k141_24668565||full	0.580	0.460	0.075	0.240	0.427	0.580	dsDNAphage	5409	0	28.600	0.000
k141_1833104||full	0.113	0.900	0.140	0.013	0.247	0.900	NCLDV	5950	0	25.000	0.000
k141_12500215||full	0.213	0.573	0.060	0.033	0.207	0.573	NCLDV	5880	0	40.000	0.000
k141_17049214||full	0.620	0.060	0.010	0.007	0.033	0.620	dsDNAphage	5648	0	15.400	7.700
k141_4891023||full	0.947	0.333	0.080	0.013	0.053	0.947	dsDNAphage	9516	1	8.300	0.000
k141_14000673||full	0.593	0.693	0.175	0.360	0.440	0.693	NCLDV	5868	0	66.700	0.000
k141_7910839||full	0.167	0.553	0.055	0.033	0.187	0.553	NCLDV	8704	0	16.700	0.000
k141_12501230||full	0.207	0.600	0.200	0.040	0.207	0.600	NCLDV	7388	0	33.300	0.000
k141_7911825||full	0.993	0.200	0.455	0.480	0.187	0.993	dsDNAphage	5675	2	20.000	0.000
k141_4893693||full	0.167	0.513	0.000	0.013	0.000	0.513	NCLDV	6479	0	40.000	0.000
k141_23151444||full	0.060	0.553	0.120	0.000	0.173	0.553	NCLDV	6362	0	14.300	0.000
k141_26179534||full	0.120	0.560	0.010	0.007	0.087	0.560	NCLDV	6809	0	20.000	0.000
k141_7916584||full	0.993	0.260	0.125	0.127	0.380	0.993	dsDNAphage	20094	6	71.400	0.000
k141_15546689||full	1.000	0.187	0.290	0.540	0.927	1.000	dsDNAphage	18198	1	36.000	0.000
k141_23154954||full	0.993	0.880	0.055	0.953	0.240	0.993	dsDNAphage	5147	3	50.000	0.000
k141_7917258||full	0.140	0.673	0.060	0.020	0.467	0.673	NCLDV	6601	0	25.000	12.500
k141_26184613||full	0.887	0.373	0.010	0.033	0.160	0.887	dsDNAphage	5852	1	57.100	28.600
k141_27723255||full	0.240	0.313	0.160	0.060	0.673	0.673	lavidaviridae	7141	0	40.000	0.000
k141_21615102||full	0.560	0.720	0.015	0.060	0.140	0.720	NCLDV	5800	0	57.100	0.000
k141_24679730||full	0.620	0.153	0.005	0.113	0.027	0.620	dsDNAphage	5823	0	12.500	6.200
k141_4901513||full	1.000	0.260	0.290	0.873	0.973	1.000	dsDNAphage	9002	2	76.900	0.000
k141_14011006||full	1.000	0.147	0.185	0.140	0.320	1.000	dsDNAphage	6408	3	55.600	0.000
k141_18591030||full	1.000	0.333	0.295	0.407	0.267	1.000	dsDNAphage	6292	2	44.400	0.000
k141_1845410||full	0.113	0.607	0.030	0.000	0.087	0.607	NCLDV	9596	0	14.300	0.000
k141_32272483||full	0.060	0.820	0.180	0.000	0.160	0.820	NCLDV	5632	0	16.700	0.000
k141_15553056||full	0.947	0.200	0.170	0.680	0.453	0.947	dsDNAphage	5149	2	57.100	0.000
k141_12514988||full	0.487	0.647	0.305	0.380	0.647	0.647	NCLDV	5094	0	50.000	0.000
k141_29233717||full	0.993	0.267	0.215	0.527	0.547	0.993	dsDNAphage	5080	1	100.000	0.000
k141_6404675||full	0.480	0.513	0.235	0.073	0.207	0.513	NCLDV	5524	0	50.000	0.000
k141_32274603||full	1.000	0.747	0.155	0.707	0.240	1.000	dsDNAphage	5446	2	55.600	0.000
k141_15554332||full	0.327	0.847	0.205	0.007	0.247	0.847	NCLDV	5884	0	33.300	0.000
k141_4907258||full	1.000	0.760	0.240	0.953	1.000	1.000	dsDNAphage	6533	2	80.000	0.000
k141_33791637||full	1.000	0.793	0.250	0.900	0.907	1.000	dsDNAphage	6704	4	100.000	0.000
k141_1850265||full	0.393	0.587	0.280	0.447	0.773	0.773	lavidaviridae	5923	0	30.000	0.000
k141_10983834||full	1.000	0.293	0.575	0.853	0.893	1.000	dsDNAphage	11017	1	35.300	0.000
k141_30756202||full	0.687	0.433	0.225	0.687	0.747	0.747	lavidaviridae	5406	0	75.000	0.000
k141_9475456||full	1.000	0.447	0.150	0.573	0.253	1.000	dsDNAphage	5324	2	44.400	0.000
k141_1853439||full	0.527	0.387	0.735	0.027	0.320	0.735	RNA	5344	0	25.000	0.000
k141_4912590||full	0.053	0.613	0.140	0.033	0.180	0.613	NCLDV	7342	0	20.000	0.000
k141_1855796||full	0.407	0.960	0.315	0.387	0.960	0.960	NCLDV	5276	0	12.500	0.000
k141_9478679||full	1.000	0.020	0.000	0.020	0.033	1.000	dsDNAphage	57054	4	25.300	2.400
k141_9478931||full	0.960	0.527	0.080	0.620	0.160	0.960	dsDNAphage	5553	0	14.300	0.000
k141_33799448||full	0.133	1.000	0.105	0.033	0.207	1.000	NCLDV	6154	0	25.000	0.000
k141_29244065||full	0.920	0.180	0.075	0.533	0.320	0.920	dsDNAphage	6448	0	14.300	0.000
k141_30762624||full	0.993	0.273	0.480	0.213	0.147	0.993	dsDNAphage	22692	1	10.300	0.000
k141_17074718||full	1.000	0.580	0.245	0.433	0.180	1.000	dsDNAphage	6416	0	38.500	0.000
k141_15567170||full	0.920	0.167	0.745	0.420	0.380	0.920	dsDNAphage	5088	0	12.500	0.000
k141_6418918||full	0.053	0.760	0.070	0.013	0.380	0.760	NCLDV	5167	0	16.700	0.000
k141_15569573||full	0.993	0.720	0.140	0.433	0.173	0.993	dsDNAphage	9917	1	9.100	0.000
k141_32289241||full	1.000	0.680	0.105	0.580	0.200	1.000	dsDNAphage	5585	2	50.000	0.000
k141_10996083||full	0.580	0.587	0.120	0.107	0.187	0.587	NCLDV	5199	0	16.700	0.000
k141_23176728||full	0.867	0.247	0.355	0.240	0.253	0.867	dsDNAphage	5780	0	12.500	0.000
k141_29249403||full	0.207	0.647	0.115	0.013	0.120	0.647	NCLDV	7981	0	16.700	0.000
k141_6420328||full	0.920	0.187	0.010	0.013	0.000	0.920	dsDNAphage	9902	1	14.300	7.100
k141_17079833||full	0.073	0.560	0.090	0.033	0.267	0.560	NCLDV	5638	0	25.000	0.000
k141_14031636||full	0.827	0.500	0.030	0.633	0.813	0.827	dsDNAphage	5772	0	55.600	0.000
k141_361413||full	0.547	0.233	0.000	0.007	0.133	0.547	dsDNAphage	8300	0	16.700	8.300
k141_26206568||full	0.107	0.740	0.000	0.000	0.020	0.740	NCLDV	6320	0	25.000	12.500
k141_14032442||full	0.993	0.187	0.150	0.467	0.400	0.993	dsDNAphage	5342	2	62.500	0.000
k141_7940702||full	0.940	0.167	0.085	0.040	0.207	0.940	dsDNAphage	20844	0	21.900	0.000
k141_23178972||full	0.893	0.393	0.370	0.387	0.353	0.893	dsDNAphage	5635	0	12.500	0.000
k141_26208418||full	0.993	0.160	0.025	0.047	0.220	0.993	dsDNAphage	22489	4	36.000	0.000
k141_3404148||full	0.927	0.647	0.000	0.013	0.093	0.927	dsDNAphage	9638	3	30.800	0.000
k141_21639988||full	0.927	0.193	0.460	0.787	0.807	0.927	dsDNAphage	3980	0	60.000	0.000
k141_9490795||full	0.100	0.880	0.045	0.000	0.207	0.880	NCLDV	6744	0	20.000	0.000
k141_29254663||full	0.513	0.047	0.045	0.060	0.073	0.513	dsDNAphage	5512	0	80.000	20.000
k141_27750454||full	0.640	0.647	0.885	0.220	0.933	0.933	lavidaviridae	7447	0	28.600	0.000
k141_7944680||full	1.000	0.740	0.010	0.013	0.027	1.000	dsDNAphage	38048	2	25.000	1.800
k141_27751209||full	0.927	0.493	0.055	0.180	0.020	0.927	dsDNAphage	11449	0	9.400	3.100
k141_33811374||full	0.093	0.673	0.000	0.000	0.020	0.673	NCLDV	12633	0	23.100	0.000
k141_3408659||full	0.227	0.460	0.360	0.000	0.760	0.760	lavidaviridae	5068	0	25.000	0.000
k141_23184502||full	0.493	0.947	0.155	0.293	0.973	0.973	lavidaviridae	7522	0	20.000	0.000
k141_33813653||full	0.253	0.660	0.085	0.013	0.313	0.660	NCLDV	6557	0	28.600	14.300
k141_17089395||full	0.620	0.267	0.105	0.560	0.667	0.667	lavidaviridae	5415	0	75.000	0.000
k141_6430530||full	0.100	0.500	0.215	0.000	0.153	0.500	NCLDV	7710	0	12.500	0.000
k141_26217078||full	0.087	0.693	0.000	0.007	0.007	0.693	NCLDV	5015	0	25.000	0.000
k141_11008908||full	0.900	0.533	0.355	0.553	0.747	0.900	dsDNAphage	8840	1	66.700	0.000
k141_23189315||full	0.133	0.767	0.000	0.000	0.040	0.767	NCLDV	6486	0	25.000	0.000
k141_35350731||full	0.993	0.480	0.100	0.227	0.347	0.993	dsDNAphage	13752	3	60.000	0.000
k141_3414297||full	0.780	0.207	0.005	0.000	0.107	0.780	dsDNAphage	6402	1	28.600	14.300
k141_12545687||full	0.907	0.980	0.045	0.773	0.193	0.980	NCLDV	5047	0	50.000	0.000
k141_374424||full	0.993	0.720	0.005	0.000	0.207	0.993	dsDNAphage	12331	6	41.200	5.900
k141_20151890||full	0.187	0.580	0.235	0.013	0.227	0.580	NCLDV	6994	0	25.000	0.000
k141_29262625||full	0.127	0.580	0.165	0.033	0.253	0.580	NCLDV	4477	0	25.000	0.000
k141_26219069||full	0.020	0.713	0.005	0.000	0.040	0.713	NCLDV	10371	0	16.700	0.000
k141_6433829||full	0.380	0.833	0.035	0.047	0.240	0.833	NCLDV	7723	0	50.000	0.000
k141_30782763||full	1.000	0.493	0.210	0.447	0.433	1.000	dsDNAphage	6916	2	50.000	0.000
k141_14047091||full	0.867	0.140	0.075	0.093	0.640	0.867	dsDNAphage	5033	0	37.500	12.500
k141_11013216||full	0.953	0.467	0.000	0.007	0.033	0.953	dsDNAphage	5595	2	50.000	33.300
k141_14047367||full	0.793	0.440	0.300	0.413	0.307	0.793	dsDNAphage	5220	0	14.300	0.000
k141_27762259||full	0.453	0.660	0.335	0.140	0.233	0.660	NCLDV	6922	0	50.000	0.000
k141_11014355||full	0.060	0.853	0.030	0.000	0.133	0.853	NCLDV	6161	0	14.300	0.000
k141_3418839||full	0.640	0.347	0.195	0.427	0.727	0.727	lavidaviridae	6649	0	42.900	0.000
k141_7956397||full	0.947	0.153	0.075	0.160	0.087	0.947	dsDNAphage	15654	1	3.400	0.000
k141_9506037||full	0.993	0.140	0.000	0.093	0.013	0.993	dsDNAphage	6388	6	66.700	16.700
k141_30787207||full	1.000	0.707	0.400	0.453	0.620	1.000	dsDNAphage	6517	2	42.900	0.000
k141_3421181||full	0.120	0.827	0.055	0.000	0.160	0.827	NCLDV	5117	0	16.700	0.000
k141_1883669||full	0.100	0.700	0.015	0.000	0.200	0.700	NCLDV	11033	0	27.300	18.200
k141_12553907||full	0.833	0.147	0.000	0.113	0.013	0.833	dsDNAphage	10005	0	21.100	5.300
k141_17100703||full	0.987	0.533	0.030	0.120	0.133	0.987	dsDNAphage	7098	1	41.700	0.000
k141_9508752||full	0.327	0.727	0.010	0.020	0.127	0.727	NCLDV	5035	0	28.600	14.300
k141_9509013||full	1.000	0.200	0.060	0.160	0.473	1.000	dsDNAphage	11144	1	66.700	0.000
k141_14053712||full	0.993	0.080	0.010	0.140	0.020	0.993	dsDNAphage	27789	3	22.400	2.000
k141_20161570||full	1.000	0.787	0.200	0.907	0.500	1.000	dsDNAphage	5772	4	75.000	0.000
k141_4945428||full	0.160	0.540	0.135	0.007	0.547	0.547	lavidaviridae	4878	0	33.300	0.000
k141_29271797||full	0.080	0.613	0.100	0.007	0.180	0.613	NCLDV	5156	0	25.000	0.000
k141_3425461||full	0.853	0.233	0.065	0.113	0.227	0.853	dsDNAphage	6710	0	27.300	0.000
k141_24726187||full	0.187	0.553	0.125	0.013	0.200	0.553	NCLDV	4322	0	25.000	0.000
k141_21661579||full	0.200	0.560	0.025	0.040	0.153	0.560	NCLDV	5425	0	40.000	0.000
k141_33831959||full	0.380	0.727	0.015	0.007	0.047	0.727	NCLDV	5323	0	33.300	0.000
k141_21662568||full	0.927	0.413	0.310	0.227	0.187	0.927	dsDNAphage	5381	0	13.300	0.000
k141_32318198||full	0.840	0.273	0.060	0.193	0.193	0.840	dsDNAphage	11342	0	27.800	0.000
k141_32318288||full	0.387	0.527	0.010	0.007	0.093	0.527	NCLDV	4903	0	60.000	20.000
k141_18641079||full	0.973	0.173	0.130	0.607	0.140	0.973	dsDNAphage	5478	0	12.500	0.000
k141_14060255||full	0.853	0.233	0.060	0.053	0.193	0.853	dsDNAphage	20025	0	20.000	0.000
k141_15600434||full	0.113	0.700	0.200	0.013	0.527	0.700	NCLDV	5071	0	20.000	0.000
k141_3430425||full	0.313	0.513	0.235	0.320	0.580	0.580	lavidaviridae	6804	0	25.000	0.000
k141_12562384||full	0.293	0.700	0.125	0.020	0.580	0.700	NCLDV	5552	0	40.000	0.000
k141_14062002||full	0.140	0.833	0.130	0.007	0.140	0.833	NCLDV	6378	0	16.700	0.000
k141_24733050||full	0.107	0.760	0.095	0.007	0.133	0.760	NCLDV	5158	0	25.000	0.000
k141_3432687||full	0.913	0.287	0.230	0.233	0.093	0.913	dsDNAphage	6380	0	20.000	0.000
k141_17110189||full	0.293	0.733	0.235	0.173	0.947	0.947	lavidaviridae	6698	0	25.000	0.000
k141_1894707||full	0.933	0.807	0.335	0.953	0.947	0.953	ssDNA	5681	0	33.300	0.000
k141_23207284||full	0.467	0.747	0.240	0.860	0.940	0.940	lavidaviridae	5153	0	75.000	0.000
k141_24734225||full	0.227	0.820	0.265	0.020	0.647	0.820	NCLDV	5670	0	25.000	0.000
k141_32321830||full	0.040	0.707	0.005	0.000	0.013	0.707	NCLDV	6713	0	25.000	0.000
k141_9519335||full	0.200	0.013	0.020	0.013	0.513	0.513	lavidaviridae	6917	0	28.600	14.300
k141_27778274||full	0.900	0.440	0.265	0.020	0.660	0.900	dsDNAphage	8093	1	40.000	0.000
k141_1896982||full	0.173	0.613	0.155	0.153	0.280	0.613	NCLDV	4432	0	50.000	0.000
k141_33838876||full	0.007	0.500	0.000	0.000	0.000	0.500	NCLDV	7026	0	16.700	0.000
k141_33839032||full	1.000	0.167	0.125	0.633	0.293	1.000	dsDNAphage	6210	2	40.000	0.000
k141_20174902||full	1.000	0.613	0.280	0.507	0.533	1.000	dsDNAphage	5650	1	66.700	0.000
k141_29284122||full	1.000	0.333	0.000	0.007	0.020	1.000	dsDNAphage	21863	7	38.700	3.200
k141_21670064||full	0.413	0.833	0.140	0.020	0.613	0.833	NCLDV	5739	0	33.300	16.700
k141_1899035||full	1.000	0.433	0.115	0.140	0.280	1.000	dsDNAphage	9868	3	69.200	0.000
k141_33840778||full	0.027	0.667	0.000	0.000	0.007	0.667	NCLDV	5731	0	14.300	0.000
k141_9523824||full	0.680	0.000	0.000	0.007	0.127	0.680	dsDNAphage	4983	2	28.600	71.400
k141_33840820||full	0.967	0.840	0.030	0.353	0.193	0.967	dsDNAphage	18125	0	61.500	0.000
k141_20176532||full	0.993	0.360	0.215	0.120	0.273	0.993	dsDNAphage	33883	6	63.600	0.000
k141_35377143||full	0.960	0.253	0.475	0.520	0.073	0.960	dsDNAphage	5257	0	6.700	0.000
k141_30808069||full	0.647	0.127	0.010	0.020	0.340	0.647	dsDNAphage	9532	0	21.400	7.100
k141_24743588||full	0.993	0.567	0.005	0.027	0.380	0.993	dsDNAphage	25996	3	61.100	2.800
k141_32330537||full	0.913	0.307	0.190	0.927	0.653	0.927	ssDNA	8156	0	28.600	0.000
k141_12574677||full	0.853	0.447	0.050	0.000	0.153	0.853	dsDNAphage	5872	1	28.600	14.300
k141_12574765||full	0.900	0.647	0.020	0.067	0.147	0.900	dsDNAphage	6734	1	18.200	0.000
k141_27787865||full	0.153	0.513	0.110	0.033	0.287	0.513	NCLDV	5279	0	25.000	0.000
k141_20181430||full	0.933	0.300	0.400	0.047	0.247	0.933	dsDNAphage	7389	1	16.700	0.000
k141_4965399||full	0.160	0.713	0.165	0.000	0.567	0.713	NCLDV	5331	0	20.000	0.000
k141_7980104||full	1.000	0.447	0.000	0.053	0.100	1.000	dsDNAphage	15734	3	46.700	3.300
k141_32332667||full	0.160	0.800	0.095	0.013	0.447	0.800	NCLDV	5118	0	25.000	0.000
k141_11041394||full	0.033	0.507	0.085	0.000	0.193	0.507	NCLDV	8023	0	16.700	0.000
k141_18656999||full	0.580	0.240	0.425	0.400	0.253	0.580	dsDNAphage	4169	0	66.700	0.000
k141_11042549||full	0.973	0.253	0.030	0.260	0.167	0.973	dsDNAphage	8590	0	21.100	0.000
k141_12578937||full	0.080	0.500	0.050	0.007	0.020	0.500	NCLDV	11231	0	10.000	0.000
k141_21679563||full	0.180	0.707	0.065	0.027	0.467	0.707	NCLDV	5462	0	20.000	0.000
k141_12579174||full	1.000	0.760	0.205	0.573	0.833	1.000	dsDNAphage	9834	3	66.700	0.000
k141_9533264||full	0.673	0.387	0.055	0.413	0.767	0.767	lavidaviridae	6245	0	60.000	0.000
k141_23221195||full	0.867	0.767	0.135	0.573	0.460	0.867	dsDNAphage	5305	0	21.400	0.000
k141_32335392||full	0.993	0.207	0.330	0.947	0.413	0.993	dsDNAphage	7234	3	66.700	0.000
k141_24749204||full	0.667	0.147	0.000	0.000	0.000	0.667	dsDNAphage	5386	1	33.300	16.700
k141_7984160||full	0.980	0.387	0.215	0.787	0.113	0.980	dsDNAphage	6193	0	22.200	0.000
k141_6465975||full	0.527	0.227	0.190	0.300	0.707	0.707	lavidaviridae	5843	0	66.700	0.000
k141_17127281||full	0.540	0.827	0.550	0.133	0.947	0.947	lavidaviridae	4608	0	20.000	0.000
k141_15620896||full	0.433	0.560	0.055	0.167	0.207	0.560	NCLDV	5029	0	75.000	0.000
k141_7986613||full	0.980	0.200	0.285	0.453	0.667	0.980	dsDNAphage	9506	4	54.500	0.000
k141_17128299||full	1.000	0.913	0.510	0.967	0.953	1.000	dsDNAphage	5334	2	50.000	0.000
