seqname	dsDNAphage	NCLDV	RNA	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
k141_4055134||full	0.993	0.627	0.330	0.753	0.193	0.993	dsDNAphage	8367	1	30.800	0.000
k141_3198002||full	0.140	0.833	0.050	0.007	0.133	0.833	NCLDV	5906	0	14.300	0.000
k141_6628621||full	1.000	0.567	0.055	0.687	0.287	1.000	dsDNAphage	5284	1	87.500	0.000
k141_3198463||full	0.107	0.680	0.250	0.020	0.260	0.680	NCLDV	5079	0	25.000	0.000
k141_1765918||full	0.560	0.147	0.005	0.000	0.027	0.560	dsDNAphage	5789	1	33.300	16.700
k141_4915707||full	0.080	0.627	0.125	0.013	0.240	0.627	NCLDV	8626	0	20.000	0.000
k141_622580||full	0.867	0.120	0.000	0.000	0.040	0.867	dsDNAphage	8109	1	37.500	25.000
k141_51848||full	0.993	0.953	0.710	0.327	0.967	0.993	dsDNAphage	7771	2	28.600	0.000
k141_4627150||full	0.613	0.513	0.025	0.000	0.273	0.613	dsDNAphage	7558	1	16.700	0.000
k141_1766223||full	0.313	0.553	0.000	0.013	0.347	0.553	NCLDV	7337	0	60.000	20.000
k141_2625673||full	0.493	0.920	0.000	0.027	0.840	0.920	NCLDV	8888	0	50.000	12.500
k141_2055002||full	0.987	0.240	0.590	0.640	0.880	0.987	dsDNAphage	5547	2	40.000	0.000
k141_5772911||full	0.813	0.040	0.000	0.000	0.000	0.813	dsDNAphage	56343	5	29.100	34.500
k141_910972||full	1.000	0.120	0.210	0.567	0.380	1.000	dsDNAphage	5256	3	71.400	0.000
k141_5487608||full	0.993	0.233	0.610	0.833	0.900	0.993	dsDNAphage	7490	1	27.300	0.000
k141_911387||full	0.347	0.640	0.005	0.013	0.127	0.640	NCLDV	5620	0	60.000	0.000
k141_1767094||full	0.287	0.567	0.330	0.013	0.047	0.567	NCLDV	9247	0	10.000	0.000
k141_53021||full	0.960	0.747	0.290	0.733	0.827	0.960	dsDNAphage	5063	0	55.600	0.000
k141_4342363||full	1.000	0.613	0.055	0.060	0.420	1.000	dsDNAphage	14652	2	35.300	0.000
k141_1195552||full	0.627	0.407	0.445	0.647	0.800	0.800	lavidaviridae	5030	0	50.000	0.000
k141_53329||full	0.413	0.973	0.205	0.033	0.440	0.973	NCLDV	8665	0	44.400	0.000
k141_2914335||full	0.360	0.660	0.050	0.073	0.567	0.660	NCLDV	7911	0	50.000	0.000
k141_1482228||full	0.980	0.753	0.780	0.680	0.947	0.980	dsDNAphage	4998	1	16.700	0.000
k141_53407||full	0.220	0.613	0.145	0.053	0.547	0.613	NCLDV	6325	0	25.000	0.000
k141_2914389||full	0.240	0.780	0.020	0.007	0.180	0.780	NCLDV	5350	0	40.000	0.000
k141_1767654||full	0.193	0.727	0.090	0.007	0.413	0.727	NCLDV	18424	0	11.100	0.000
k141_4342693||full	0.467	0.873	0.245	0.220	0.987	0.987	lavidaviridae	10650	0	22.200	0.000
k141_2341408||full	0.567	0.887	0.140	0.053	0.260	0.887	NCLDV	6663	0	50.000	0.000
k141_624543||full	0.200	0.567	0.095	0.053	0.420	0.567	NCLDV	5084	0	33.300	0.000
k141_3486172||full	0.560	nan	0.690	0.613	0.807	0.807	lavidaviridae	6235	0	50.000	0.000
k141_2627742||full	0.240	0.833	0.195	0.033	0.667	0.833	NCLDV	4138	0	33.300	0.000
k141_4057834||full	0.833	0.707	0.445	0.333	0.560	0.833	dsDNAphage	12683	0	28.600	0.000
k141_4057858||full	0.280	0.607	0.005	0.040	0.173	0.607	NCLDV	11071	0	40.000	0.000
k141_2342094||full	0.627	0.013	0.000	0.000	0.007	0.627	dsDNAphage	12193	1	30.000	20.000
k141_6345317||full	1.000	0.360	0.175	0.387	0.433	1.000	dsDNAphage	6092	1	85.700	0.000
k141_625033||full	0.580	0.033	0.085	0.200	0.220	0.580	dsDNAphage	5757	0	28.600	0.000
k141_1483278||full	0.980	0.673	0.245	0.547	0.853	0.980	dsDNAphage	4829	2	28.600	0.000
k141_4918841||full	0.400	0.827	0.750	0.233	0.960	0.960	lavidaviridae	7878	0	33.300	0.000
k141_54452||full	0.040	0.593	0.110	0.000	0.153	0.593	NCLDV	5631	0	20.000	0.000
k141_2915458||full	0.167	0.753	0.005	0.013	0.160	0.753	NCLDV	5336	0	25.000	0.000
k141_1768751||full	0.987	0.313	0.095	0.000	0.213	0.987	dsDNAphage	19145	1	14.300	0.000
k141_4919174||full	0.053	0.793	0.095	0.000	0.067	0.793	NCLDV	7363	0	10.000	0.000
k141_54843||full	0.427	0.533	0.145	0.233	0.920	0.920	lavidaviridae	8936	0	40.000	10.000
k141_5775331||full	0.073	0.560	0.055	0.000	0.200	0.560	NCLDV	5746	0	20.000	0.000
k141_2915769||full	0.920	0.607	0.000	0.000	0.160	0.920	dsDNAphage	15998	1	35.300	17.600
k141_2915808||full	1.000	0.233	0.355	0.607	0.773	1.000	dsDNAphage	6924	1	30.000	0.000
k141_6062469||full	0.980	0.080	0.000	0.000	0.000	0.980	dsDNAphage	14996	2	18.200	4.500
k141_4630100||full	0.253	0.400	0.240	0.047	0.820	0.820	lavidaviridae	6760	0	16.700	0.000
k141_55093||full	0.260	0.380	0.315	0.260	0.860	0.860	lavidaviridae	5928	0	25.000	0.000
k141_3487411||full	0.953	0.220	0.175	0.820	0.573	0.953	dsDNAphage	5375	0	100.000	0.000
k141_55254||full	0.813	0.347	0.050	0.040	0.213	0.813	dsDNAphage	8731	2	40.000	0.000
k141_5775773||full	0.900	0.700	0.060	0.613	0.413	0.900	dsDNAphage	4987	0	50.000	0.000
k141_2057966||full	0.853	0.020	0.005	0.000	0.087	0.853	dsDNAphage	8538	2	22.200	33.300
k141_4919630||full	0.647	0.753	0.230	0.380	0.780	0.780	lavidaviridae	5654	0	28.600	0.000
k141_914278||full	0.627	0.280	0.030	0.027	0.207	0.627	dsDNAphage	7005	0	44.400	11.100
k141_1197508||full	1.000	0.033	0.340	0.180	0.200	1.000	dsDNAphage	10452	1	16.700	0.000
k141_5202854||full	0.160	0.900	0.225	0.027	0.793	0.900	NCLDV	5330	0	20.000	0.000
k141_1198250||full	0.127	0.893	0.000	0.000	0.053	0.893	NCLDV	7907	0	20.000	0.000
k141_55926||full	0.387	0.573	0.165	0.233	0.427	0.573	NCLDV	3692	0	33.300	0.000
k141_2058897||full	0.480	0.653	0.270	0.207	0.293	0.653	NCLDV	5321	0	33.300	0.000
k141_2058898||full	0.993	0.247	0.190	0.453	0.113	0.993	dsDNAphage	5052	0	17.600	0.000
k141_6347317||full	0.607	0.433	0.095	0.007	0.527	0.607	dsDNAphage	7649	0	25.000	0.000
k141_4631288||full	0.160	0.287	0.245	0.033	0.627	0.627	lavidaviridae	13514	0	16.700	0.000
k141_5491106||full	1.000	0.733	0.145	0.420	0.593	1.000	dsDNAphage	6433	1	83.300	0.000
k141_4345845||full	0.987	0.187	0.020	0.520	0.487	0.987	dsDNAphage	8640	1	75.000	0.000
k141_1770553||full	0.500	0.133	0.000	0.000	0.013	0.500	dsDNAphage	47327	1	50.000	25.000
k141_6347817||full	0.300	0.900	0.180	0.053	0.940	0.940	lavidaviridae	7105	0	33.300	0.000
k141_5491618||full	0.507	0.827	0.010	0.060	0.520	0.827	NCLDV	8635	0	41.700	0.000
k141_342505||full	0.573	0.500	0.180	0.113	0.233	0.573	dsDNAphage	6887	0	60.000	0.000
k141_3489390||full	0.467	0.920	0.160	0.127	0.800	0.920	NCLDV	7769	0	50.000	0.000
k141_5777464||full	1.000	0.147	0.035	0.087	0.180	1.000	dsDNAphage	8904	2	47.100	0.000
k141_6348279||full	0.573	0.347	0.040	0.320	0.267	0.573	dsDNAphage	4981	0	28.600	0.000
k141_627710||full	0.980	0.020	0.000	0.007	0.007	0.980	dsDNAphage	12048	4	50.000	43.800
k141_1199743||full	0.667	0.400	0.005	0.000	0.027	0.667	dsDNAphage	7744	0	30.800	7.700
k141_2060315||full	0.167	0.827	0.160	0.007	0.667	0.827	NCLDV	6315	0	33.300	0.000
k141_5492537||full	0.773	0.227	0.005	0.000	0.187	0.773	dsDNAphage	12058	1	33.300	16.700
k141_57765||full	0.993	0.333	0.060	0.027	0.407	0.993	dsDNAphage	27180	5	38.500	0.000
k141_5492720||full	0.953	0.413	0.010	0.013	0.240	0.953	dsDNAphage	10867	1	40.000	10.000
k141_2632045||full	1.000	0.133	0.130	0.320	0.467	1.000	dsDNAphage	10331	5	91.700	0.000
k141_2918828||full	0.053	0.627	0.025	0.000	0.053	0.627	NCLDV	7534	0	14.300	0.000
k141_2061077||full	0.640	0.620	0.955	0.787	1.000	1.000	lavidaviridae	5422	0	33.300	0.000
k141_344383||full	0.873	0.147	0.325	0.780	0.280	0.873	dsDNAphage	5663	0	27.300	0.000
k141_1487753||full	0.993	0.247	0.390	0.833	0.640	0.993	dsDNAphage	7610	2	100.000	0.000
k141_4633458||full	0.113	0.820	0.055	0.000	0.147	0.820	NCLDV	6128	0	14.300	0.000
k141_58538||full	0.980	0.420	0.040	0.033	0.180	0.980	dsDNAphage	25867	4	34.800	0.000
k141_4923053||full	0.713	0.347	0.170	0.200	0.420	0.713	dsDNAphage	5442	0	60.000	0.000
k141_3491479||full	1.000	0.193	0.055	0.087	0.087	1.000	dsDNAphage	7836	2	27.300	0.000
k141_4348719||full	0.093	0.540	0.015	0.000	0.027	0.540	NCLDV	8283	0	14.300	0.000
k141_344975||full	0.320	0.847	0.000	0.020	0.013	0.847	NCLDV	5534	0	50.000	0.000
k141_2919807||full	0.540	0.013	0.020	0.000	0.000	0.540	dsDNAphage	19978	2	12.500	31.200
k141_1773311||full	0.087	0.547	0.085	0.007	0.407	0.547	NCLDV	5196	0	20.000	0.000
k141_1488574||full	0.353	0.240	0.360	0.173	0.940	0.940	lavidaviridae	5110	0	20.000	0.000
k141_2347280||full	0.947	0.060	0.000	0.007	0.007	0.947	dsDNAphage	6137	1	23.100	15.400
k141_3779204||full	0.967	0.753	0.340	0.587	0.773	0.967	dsDNAphage	5879	1	40.000	0.000
k141_2920147||full	0.500	0.060	0.110	0.027	0.213	0.500	dsDNAphage	4974	0	40.000	0.000
k141_4923822||full	0.967	0.227	0.355	0.720	0.180	0.967	dsDNAphage	4998	0	30.000	0.000
k141_345605||full	0.087	1.000	0.015	0.000	0.320	1.000	NCLDV	16677	0	12.500	6.200
k141_2633824||full	0.013	0.693	0.000	0.000	0.000	0.693	NCLDV	5955	0	20.000	0.000
k141_918602||full	1.000	0.140	0.005	0.120	0.047	1.000	dsDNAphage	38302	6	42.900	1.400
k141_6351178||full	0.993	0.613	0.370	0.593	0.287	0.993	dsDNAphage	11605	1	38.500	0.000
k141_2920545||full	0.093	0.600	0.000	0.000	0.100	0.600	NCLDV	12166	0	21.400	7.100
k141_1489172||full	0.987	0.967	0.320	0.593	0.993	0.993	lavidaviridae	10585	0	21.400	0.000
k141_345939||full	0.353	0.860	0.080	0.047	0.767	0.860	NCLDV	7704	0	28.600	14.300
k141_3492684||full	0.900	1.000	0.260	0.480	0.993	1.000	NCLDV	5967	0	33.300	0.000
k141_3207297||full	0.893	0.920	0.245	0.073	0.787	0.920	NCLDV	8979	1	33.300	0.000
k141_4349920||full	0.540	0.000	0.000	0.000	0.000	0.540	dsDNAphage	19183	2	18.800	31.200
k141_6351474||full	0.273	0.820	0.210	0.040	0.487	0.820	NCLDV	16870	0	33.300	0.000
k141_5206971||full	0.993	0.353	0.215	0.393	0.440	0.993	dsDNAphage	6596	2	57.100	0.000
k141_3207649||full	0.533	0.067	0.005	0.000	0.040	0.533	dsDNAphage	7952	1	37.500	25.000
k141_3780438||full	0.993	0.253	0.045	0.107	0.053	0.993	dsDNAphage	15958	1	25.000	0.000
k141_3493208||full	0.327	0.973	0.125	0.113	0.207	0.973	NCLDV	5690	0	57.100	0.000
k141_631419||full	0.953	0.413	0.150	0.333	0.653	0.953	dsDNAphage	6906	1	25.000	0.000
k141_60396||full	0.067	0.520	0.000	0.000	0.127	0.520	NCLDV	10716	0	18.200	9.100
k141_6067921||full	1.000	0.280	0.110	0.427	0.687	1.000	dsDNAphage	11216	4	72.700	0.000
k141_919464||full	0.860	0.393	0.035	0.000	0.000	0.860	dsDNAphage	5445	0	18.200	9.100
k141_60681||full	0.627	0.047	0.095	0.013	0.180	0.627	dsDNAphage	6646	1	25.000	0.000
k141_5495862||full	0.013	0.647	0.000	0.000	0.067	0.647	NCLDV	17474	0	21.400	14.300
k141_2348953||full	0.127	0.527	0.090	0.020	0.420	0.527	NCLDV	5305	0	25.000	0.000
k141_3208187||full	0.733	0.480	0.015	0.047	0.240	0.733	dsDNAphage	10994	0	31.600	10.500
k141_4635954||full	0.327	0.780	0.060	0.053	0.147	0.780	NCLDV	6242	0	33.300	0.000
k141_6068539||full	0.280	0.687	0.000	0.013	0.060	0.687	NCLDV	5463	0	25.000	0.000
k141_2063909||full	0.513	0.353	0.000	0.007	0.653	0.653	lavidaviridae	9521	0	33.300	11.100
k141_2922018||full	0.920	nan	0.040	0.093	0.053	0.920	dsDNAphage	6381	0	10.000	0.000
k141_5496366||full	0.240	0.600	0.015	0.107	0.413	0.600	NCLDV	5521	0	75.000	25.000
k141_6352780||full	0.820	0.047	0.475	0.140	0.140	0.820	dsDNAphage	7858	0	9.100	0.000
k141_5208090||full	0.627	0.207	0.135	0.013	0.480	0.627	dsDNAphage	5813	0	28.600	14.300
k141_6068740||full	0.013	0.927	0.005	0.000	0.060	0.927	NCLDV	6282	0	20.000	0.000
k141_5208151||full	0.147	0.987	0.035	0.000	0.413	0.987	NCLDV	6717	0	14.300	0.000
k141_4351077||full	0.860	0.093	0.000	0.000	0.053	0.860	dsDNAphage	8780	1	38.500	30.800
k141_1203882||full	0.020	0.733	0.000	0.000	0.007	0.733	NCLDV	6585	0	20.000	0.000
k141_61422||full	0.800	0.020	0.000	0.000	0.000	0.800	dsDNAphage	31697	8	27.500	45.000
k141_347944||full	0.553	0.300	0.515	0.413	0.667	0.667	lavidaviridae	6250	0	33.300	0.000
k141_3494372||full	0.507	0.480	0.255	0.080	0.773	0.773	lavidaviridae	3944	0	14.300	0.000
k141_347985||full	0.987	0.100	0.005	0.000	0.020	0.987	dsDNAphage	47467	3	20.300	2.900
k141_6069544||full	0.060	0.547	0.000	0.000	0.100	0.547	NCLDV	7819	0	28.600	14.300
k141_4636899||full	1.000	0.133	0.100	0.173	0.240	1.000	dsDNAphage	16139	9	84.200	0.000
k141_3782263||full	0.807	0.527	0.520	0.607	0.860	0.860	lavidaviridae	6158	0	40.000	0.000
k141_5209038||full	0.053	0.533	0.095	0.007	0.220	0.533	NCLDV	7424	0	25.000	0.000
k141_6353839||full	0.413	0.660	0.075	0.067	0.287	0.660	NCLDV	6443	0	14.300	0.000
k141_2350385||full	0.360	0.613	0.195	0.120	0.647	0.647	lavidaviridae	6881	0	14.300	0.000
k141_5782567||full	1.000	0.193	0.295	0.087	0.440	1.000	dsDNAphage	24273	9	36.700	0.000
k141_6353988||full	0.133	0.747	0.030	0.033	0.233	0.747	NCLDV	11126	0	40.000	20.000
k141_1776759||full	0.413	0.873	0.475	0.300	0.980	0.980	lavidaviridae	6782	0	33.300	0.000
k141_633908||full	0.627	0.973	0.160	0.060	0.967	0.973	NCLDV	7352	0	37.500	0.000
k141_4067797||full	0.993	0.187	0.090	0.613	0.693	0.993	dsDNAphage	8998	1	53.800	0.000
k141_921142||full	0.767	0.073	0.005	0.013	0.053	0.767	dsDNAphage	5091	0	30.000	10.000
k141_2065275||full	0.747	0.147	0.355	0.207	0.420	0.747	dsDNAphage	5822	0	20.000	0.000
k141_62528||full	0.353	0.713	0.210	0.087	0.487	0.713	NCLDV	9035	0	50.000	0.000
k141_6640703||full	0.293	0.960	0.145	0.140	0.840	0.960	NCLDV	5808	0	50.000	0.000
k141_3210080||full	0.453	0.987	0.005	0.033	0.847	0.987	NCLDV	6116	0	57.100	14.300
k141_349348||full	0.987	0.633	0.100	0.687	0.120	0.987	dsDNAphage	8221	0	31.200	0.000
k141_4352855||full	0.000	0.580	0.000	0.000	0.000	0.580	NCLDV	10881	0	11.100	0.000
k141_634488||full	0.687	0.220	0.000	0.000	0.060	0.687	dsDNAphage	11042	2	33.300	44.400
k141_2066096||full	0.233	0.620	0.100	0.033	0.647	0.647	lavidaviridae	5915	0	40.000	0.000
k141_634656||full	0.967	0.300	0.035	0.293	0.213	0.967	dsDNAphage	5879	0	30.800	0.000
k141_5498755||full	0.560	0.953	0.150	0.387	0.900	0.953	NCLDV	11592	0	50.000	0.000
k141_5784299||full	1.000	0.420	0.275	0.413	0.640	1.000	dsDNAphage	8430	1	83.300	0.000
k141_4638906||full	0.947	0.087	0.000	0.013	0.000	0.947	dsDNAphage	15482	1	12.500	4.200
k141_4638980||full	0.213	0.893	0.060	0.007	0.153	0.893	NCLDV	4950	0	25.000	0.000
k141_3211036||full	0.800	0.280	0.025	0.033	0.040	0.800	dsDNAphage	9609	0	35.700	7.100
k141_4069393||full	0.900	0.167	0.795	0.513	0.700	0.900	dsDNAphage	5199	0	14.300	0.000
k141_2066768||full	0.100	0.600	0.090	0.013	0.287	0.600	NCLDV	7408	0	16.700	0.000
k141_4353933||full	0.273	0.460	0.225	0.027	0.700	0.700	lavidaviridae	10469	0	33.300	0.000
k141_3784385||full	0.367	0.260	0.155	0.113	0.513	0.513	lavidaviridae	5326	0	33.300	0.000
k141_5784955||full	0.980	0.727	0.075	0.593	0.873	0.980	dsDNAphage	5541	0	46.200	0.000
k141_3784509||full	0.707	0.200	0.345	0.167	0.567	0.707	dsDNAphage	7536	0	33.300	0.000
k141_635620||full	0.807	0.153	0.010	0.000	0.060	0.807	dsDNAphage	13638	2	23.100	23.100
k141_2352815||full	1.000	0.053	0.320	0.227	0.600	1.000	dsDNAphage	8013	1	18.200	0.000
k141_2924906||full	0.240	0.660	0.005	0.000	0.007	0.660	NCLDV	5574	0	20.000	0.000
k141_4354382||full	0.860	0.267	0.800	0.540	0.633	0.860	dsDNAphage	5669	0	10.000	0.000
k141_2067407||full	0.773	0.220	0.025	0.020	0.053	0.773	dsDNAphage	24155	0	29.000	9.700
k141_5211537||full	0.340	0.673	0.190	0.047	0.133	0.673	NCLDV	6591	0	33.300	0.000
k141_5785662||full	0.760	0.573	0.590	0.627	0.553	0.760	dsDNAphage	2617	0	50.000	0.000
k141_5500641||full	0.947	0.360	0.000	0.053	0.393	0.947	dsDNAphage	7831	3	50.000	25.000
k141_6357045||full	0.300	0.440	0.270	0.020	0.700	0.700	lavidaviridae	12475	0	25.000	0.000
k141_1779934||full	0.993	0.340	0.175	0.513	0.107	0.993	dsDNAphage	6502	1	40.000	0.000
k141_5212308||full	0.667	0.993	0.040	0.000	0.440	0.993	NCLDV	13608	0	16.700	0.000
k141_2640313||full	0.600	0.607	0.200	0.127	1.000	1.000	lavidaviridae	12087	0	23.100	0.000
k141_3213081||full	0.460	0.760	0.250	0.347	0.273	0.760	NCLDV	5950	0	66.700	0.000
k141_5501173||full	0.493	0.613	0.460	0.567	0.907	0.907	lavidaviridae	5910	0	50.000	0.000
k141_5786625||full	1.000	0.120	0.205	0.567	0.587	1.000	dsDNAphage	5937	4	85.700	0.000
k141_1208935||full	0.133	0.560	0.130	0.007	0.240	0.560	NCLDV	5399	0	25.000	0.000
k141_5212803||full	0.847	0.487	0.070	0.307	0.227	0.847	dsDNAphage	5070	0	30.000	0.000
k141_6073660||full	1.000	0.907	0.070	0.340	0.093	1.000	dsDNAphage	14531	1	28.600	0.000
k141_637224||full	1.000	0.113	0.195	0.213	0.380	1.000	dsDNAphage	36031	7	73.000	0.000
k141_1209158||full	0.100	0.760	0.115	0.000	0.407	0.760	NCLDV	11117	0	14.300	0.000
k141_3213644||full	0.553	0.020	0.000	0.007	0.013	0.553	dsDNAphage	16294	1	28.600	19.000
k141_3498808||full	0.973	0.267	0.415	0.673	0.113	0.973	dsDNAphage	8563	0	27.800	0.000
k141_5501897||full	0.107	0.653	0.030	0.007	0.080	0.653	NCLDV	9718	0	28.600	14.300
k141_2069252||full	0.940	0.353	0.110	0.393	0.447	0.940	dsDNAphage	6187	0	85.700	0.000
k141_925212||full	0.347	0.640	0.175	0.040	0.767	0.767	lavidaviridae	5480	0	40.000	0.000
k141_6358434||full	0.513	0.107	0.000	0.007	0.053	0.513	dsDNAphage	5923	0	25.000	12.500
k141_5213516||full	0.407	0.633	0.045	0.040	0.727	0.727	lavidaviridae	7837	0	42.900	0.000
k141_3499203||full	0.347	0.533	0.165	0.187	0.947	0.947	lavidaviridae	4685	0	25.000	0.000
k141_5787464||full	0.940	0.100	0.005	0.080	0.093	0.940	dsDNAphage	6152	0	35.700	7.100
k141_2355200||full	0.973	0.420	0.305	0.167	0.087	0.973	dsDNAphage	9738	0	11.800	0.000
k141_4642226||full	0.413	0.940	0.015	0.000	0.467	0.940	NCLDV	8286	0	37.500	12.500
k141_4072848||full	0.900	0.373	0.875	0.493	0.967	0.967	lavidaviridae	5091	0	33.300	0.000
k141_3499537||full	0.453	0.627	0.215	0.547	0.820	0.820	lavidaviridae	5716	0	25.000	0.000
k141_5787898||full	0.120	0.567	0.310	0.020	0.367	0.567	NCLDV	6851	0	25.000	0.000
k141_66852||full	0.180	0.700	0.100	0.013	0.293	0.700	NCLDV	9360	0	33.300	0.000
k141_1781670||full	0.973	0.053	0.000	0.020	0.000	0.973	dsDNAphage	8804	7	53.300	40.000
k141_5502638||full	0.040	0.533	0.000	0.000	0.007	0.533	NCLDV	5370	0	50.000	0.000
k141_354041||full	0.027	0.693	0.000	0.000	0.013	0.693	NCLDV	7848	0	12.500	0.000
k141_3499780||full	0.893	0.173	0.050	0.447	0.480	0.893	dsDNAphage	6418	0	57.100	0.000
k141_2642549||full	0.773	0.900	0.125	0.540	0.727	0.900	NCLDV	6911	0	8.300	0.000
k141_3788028||full	0.227	0.687	0.020	0.000	0.000	0.687	NCLDV	6600	0	14.300	0.000
k141_2070511||full	0.493	0.307	0.095	0.060	0.680	0.680	lavidaviridae	5909	0	57.100	0.000
k141_3500262||full	0.980	0.060	0.020	0.127	0.553	0.980	dsDNAphage	7816	1	25.000	6.200
k141_4643429||full	0.400	0.667	0.270	0.087	0.193	0.667	NCLDV	5799	0	33.300	0.000
k141_2356418||full	0.360	nan	0.175	0.007	0.667	0.667	lavidaviridae	7288	0	33.300	0.000
k141_5503433||full	0.673	0.533	0.165	0.013	0.427	0.673	dsDNAphage	6784	0	12.500	0.000
k141_3500456||full	0.213	0.893	0.230	0.007	0.627	0.893	NCLDV	5928	0	25.000	0.000
k141_1497730||full	0.587	0.533	0.200	0.033	0.920	0.920	lavidaviridae	5192	0	28.600	0.000
k141_5789191||full	0.807	0.807	0.000	0.060	0.127	0.807	dsDNAphage	5009	2	66.700	33.300
k141_4933547||full	0.133	0.860	0.005	0.007	0.187	0.860	NCLDV	6372	0	33.300	16.700
k141_4643720||full	0.993	0.160	0.165	0.067	0.240	0.993	dsDNAphage	18384	5	45.500	0.000
k141_3215991||full	0.413	0.787	0.425	0.560	0.967	0.967	lavidaviridae	6530	0	50.000	0.000
k141_3500596||full	0.047	0.613	0.235	0.067	0.133	0.613	NCLDV	5849	0	25.000	0.000
k141_4643851||full	0.960	0.393	0.180	0.100	0.927	0.960	dsDNAphage	7156	3	42.900	0.000
k141_5789359||full	0.933	0.080	0.010	0.047	0.007	0.933	dsDNAphage	9077	0	14.300	4.800
k141_4357896||full	0.973	0.380	0.175	0.747	0.740	0.973	dsDNAphage	16118	0	10.000	0.000
k141_2356988||full	0.987	0.233	0.000	0.000	0.053	0.987	dsDNAphage	63039	9	22.700	2.300
k141_5215458||full	0.633	0.040	0.565	0.140	0.933	0.933	lavidaviridae	5492	0	25.000	0.000
k141_639915||full	0.207	0.687	0.310	0.013	0.373	0.687	NCLDV	5389	0	16.700	0.000
k141_5789956||full	0.980	0.247	0.075	0.767	0.327	0.980	dsDNAphage	7430	0	37.500	0.000
k141_2644060||full	1.000	0.180	0.055	0.213	0.387	1.000	dsDNAphage	16737	5	66.700	0.000
k141_2644123||full	0.973	0.040	0.005	0.007	0.033	0.973	dsDNAphage	5284	3	60.000	20.000
k141_6076968||full	0.673	0.313	0.430	0.107	0.153	0.673	dsDNAphage	6659	0	10.000	0.000
k141_4934616||full	0.660	0.153	0.025	0.133	0.067	0.660	dsDNAphage	5503	0	10.000	0.000
k141_68715||full	1.000	0.227	0.475	0.747	0.227	1.000	dsDNAphage	5567	1	33.300	0.000
k141_5790283||full	0.973	0.320	0.000	0.007	0.033	0.973	dsDNAphage	64553	4	41.500	4.600
k141_3217055||full	0.993	0.193	0.315	0.207	0.233	0.993	dsDNAphage	5237	1	33.300	0.000
k141_5504622||full	0.907	0.093	0.000	0.000	0.000	0.907	dsDNAphage	34747	3	38.900	19.400
k141_6647239||full	0.260	0.633	0.130	0.047	0.587	0.633	NCLDV	5216	0	25.000	0.000
k141_6361087||full	1.000	0.187	0.030	0.133	0.127	1.000	dsDNAphage	6994	1	30.800	0.000
k141_3789731||full	0.880	0.047	0.000	0.007	0.020	0.880	dsDNAphage	22096	4	33.300	22.200
k141_1212555||full	0.053	0.533	0.000	0.000	0.000	0.533	NCLDV	6539	0	28.600	0.000
k141_6361196||full	0.867	0.140	0.000	0.000	0.020	0.867	dsDNAphage	13478	1	53.800	15.400
k141_1212688||full	0.140	0.887	0.030	0.007	0.087	0.887	NCLDV	5718	0	16.700	0.000
k141_3217437||full	0.247	0.640	0.350	0.007	0.327	0.640	NCLDV	6507	0	12.500	0.000
k141_641069||full	0.113	0.720	0.000	0.000	0.180	0.720	NCLDV	9258	0	25.000	12.500
k141_4645267||full	0.733	0.293	0.390	0.380	0.713	0.733	dsDNAphage	10634	0	12.500	0.000
k141_1499557||full	0.227	0.453	0.205	0.007	0.860	0.860	lavidaviridae	7071	0	16.700	0.000
k141_1499570||full	1.000	0.307	0.120	0.113	0.527	1.000	dsDNAphage	13183	5	86.700	0.000
k141_2073115||full	0.087	0.567	0.075	0.020	0.080	0.567	NCLDV	8631	0	12.500	0.000
k141_929176||full	1.000	0.513	0.145	0.507	0.700	1.000	dsDNAphage	5850	3	42.900	0.000
k141_6648250||full	0.167	0.507	0.005	0.000	0.020	0.507	NCLDV	6076	0	37.500	0.000
k141_6078335||full	0.227	0.807	0.090	0.140	0.160	0.807	NCLDV	5490	0	50.000	0.000
k141_5217102||full	1.000	0.213	0.045	0.160	0.893	1.000	dsDNAphage	41740	5	50.000	3.200
k141_4076724||full	1.000	0.647	0.010	0.207	0.200	1.000	dsDNAphage	39952	5	35.700	0.000
k141_929492||full	0.360	0.307	0.140	0.027	0.793	0.793	lavidaviridae	7071	0	40.000	0.000
k141_1785575||full	0.473	0.813	0.450	0.100	0.907	0.907	lavidaviridae	5228	0	14.300	0.000
k141_6078766||full	0.953	0.500	0.270	0.667	0.600	0.953	dsDNAphage	8986	0	46.200	0.000
k141_70531||full	0.120	0.600	0.065	0.000	0.140	0.600	NCLDV	4872	0	20.000	0.000
k141_4360583||full	0.120	0.633	0.175	0.093	0.333	0.633	NCLDV	5424	0	33.300	0.000
k141_642693||full	0.933	0.013	0.000	0.000	0.000	0.933	dsDNAphage	67131	13	46.800	19.000
k141_6079497||full	1.000	0.733	0.290	0.607	0.280	1.000	dsDNAphage	12516	1	23.500	0.000
k141_2646715||full	0.227	0.540	0.420	0.020	0.920	0.920	lavidaviridae	8599	1	20.000	0.000
k141_5218286||full	0.980	0.053	0.005	0.027	0.107	0.980	dsDNAphage	7155	2	40.000	20.000
k141_930557||full	0.987	0.340	0.050	0.347	0.207	0.987	dsDNAphage	7542	1	38.500	0.000
k141_6649351||full	0.993	0.813	0.545	0.527	0.900	0.993	dsDNAphage	7708	3	50.000	0.000
