seqname	dsDNAphage	NCLDV	RNA	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
c_000001201997||full	0.593	0.367	0.250	0.007	0.307	0.593	dsDNAphage	18733	0	7.700	0.000
c_000001203111||full	0.287	0.647	0.090	0.033	0.287	0.647	NCLDV	5403	0	25.000	0.000
c_000001203899||full	0.247	0.253	0.105	0.007	0.527	0.527	lavidaviridae	9697	0	25.000	0.000
c_000001204083||full	0.987	0.547	0.110	0.107	0.173	0.987	dsDNAphage	4963	2	57.100	0.000
c_000001204368||full	0.313	0.573	0.175	0.073	0.687	0.687	lavidaviridae	8869	0	33.300	0.000
c_000001205790||full	0.080	0.633	0.080	0.013	0.353	0.633	NCLDV	10403	0	14.300	0.000
c_000001206068||full	0.180	0.887	0.125	0.040	0.447	0.887	NCLDV	5110	0	25.000	0.000
c_000001206926||full	1.000	0.880	0.110	0.613	0.800	1.000	dsDNAphage	5111	2	88.900	0.000
c_000001207807||full	0.193	0.673	0.150	0.000	0.560	0.673	NCLDV	6031	0	25.000	0.000
c_000001211539||full	0.393	0.973	0.250	0.093	0.780	0.973	NCLDV	19303	0	34.800	0.000
c_000001211832||full	0.040	0.847	0.005	0.000	0.007	0.847	NCLDV	9936	0	28.600	0.000
c_000001213533||full	0.960	0.040	0.000	0.000	0.000	0.960	dsDNAphage	17231	7	43.500	39.100
c_000001213913||full	0.067	0.633	0.000	0.000	0.027	0.633	NCLDV	7991	0	25.000	0.000
c_000001215455||full	1.000	0.200	0.145	0.213	0.220	1.000	dsDNAphage	14815	1	53.300	0.000
c_000001216889||full	0.180	0.593	0.055	0.073	0.213	0.593	NCLDV	4935	0	50.000	0.000
c_000001217045||full	0.120	0.853	0.130	0.133	0.540	0.853	NCLDV	5067	0	33.300	0.000
c_000001217145||full	0.873	0.807	0.855	0.720	0.893	0.893	lavidaviridae	5417	0	33.300	0.000
c_000001217609||full	0.353	0.713	0.610	0.013	0.867	0.867	lavidaviridae	7115	0	14.300	0.000
c_000001217857||full	0.713	0.760	0.795	0.113	0.880	0.880	lavidaviridae	19043	0	14.300	0.000
c_000001219304||full	0.027	0.653	0.000	0.007	0.007	0.653	NCLDV	5253	0	33.300	0.000
c_000001220701||full	0.807	0.700	0.100	0.000	0.453	0.807	dsDNAphage	13480	1	28.600	0.000
c_000001221218||full	0.020	0.840	0.010	0.000	0.027	0.840	NCLDV	9967	0	22.200	11.100
c_000001221610||full	0.260	nan	0.395	0.007	0.573	0.573	lavidaviridae	5085	0	33.300	0.000
c_000001222587||full	0.393	0.613	0.480	0.040	0.280	0.613	NCLDV	5092	0	33.300	0.000
c_000001222943||full	0.213	0.487	0.185	0.160	0.680	0.680	lavidaviridae	4920	0	25.000	0.000
c_000001227501||full	0.133	0.793	0.195	0.060	0.300	0.793	NCLDV	7174	0	25.000	0.000
c_000001227666||full	0.600	0.473	0.670	0.427	0.947	0.947	lavidaviridae	5974	0	33.300	0.000
c_000001228631||full	0.140	0.907	0.140	0.047	0.547	0.907	NCLDV	7116	0	20.000	0.000
c_000001229508||full	0.700	0.160	0.000	0.000	0.013	0.700	dsDNAphage	11156	1	41.700	16.700
c_000001231390||full	0.993	0.313	0.105	0.153	0.573	0.993	dsDNAphage	12335	1	46.200	0.000
c_000001231738||full	0.247	0.540	0.150	0.013	0.447	0.540	NCLDV	7265	0	33.300	0.000
c_000001231921||full	0.553	0.787	0.555	0.627	0.960	0.960	lavidaviridae	4786	0	16.700	0.000
c_000001232375||full	0.880	0.027	0.000	0.000	0.000	0.880	dsDNAphage	11516	3	26.700	20.000
c_000001233026||full	0.127	0.380	0.150	0.013	0.573	0.573	lavidaviridae	8771	0	16.700	0.000
c_000001234403||full	0.987	0.693	0.020	0.180	0.273	0.987	dsDNAphage	6377	0	27.300	0.000
c_000001235295||full	0.233	0.607	0.155	0.120	0.360	0.607	NCLDV	8592	0	50.000	0.000
c_000001235610||full	0.240	0.973	0.150	0.067	0.780	0.973	NCLDV	9605	0	33.300	0.000
c_000001236139||full	0.773	0.993	0.130	0.007	0.387	0.993	NCLDV	20616	1	14.800	0.000
c_000001237531||full	0.107	0.653	0.110	0.000	0.227	0.653	NCLDV	5270	0	25.000	0.000
c_000001239987||full	0.100	0.093	0.070	0.007	0.580	0.580	lavidaviridae	5683	0	16.700	0.000
c_000001240307||full	0.267	0.700	0.155	0.027	0.860	0.860	lavidaviridae	7346	0	11.100	0.000
c_000001242291||full	0.493	0.927	0.635	0.173	0.980	0.980	lavidaviridae	9811	0	16.700	0.000
c_000001242462||full	0.193	0.507	0.170	0.000	0.467	0.507	NCLDV	7712	0	28.600	0.000
c_000001242967||full	0.113	0.787	0.110	0.020	0.393	0.787	NCLDV	5230	0	25.000	0.000
c_000001243729||full	0.353	0.520	0.090	0.147	0.327	0.520	NCLDV	4849	0	25.000	0.000
c_000001243773||full	0.220	0.407	0.210	0.020	0.567	0.567	lavidaviridae	6777	0	33.300	0.000
c_000001244370||full	0.827	0.313	0.745	0.360	0.960	0.960	lavidaviridae	6704	0	33.300	0.000
c_000001245724||full	0.113	0.460	0.065	0.007	0.547	0.547	lavidaviridae	7782	0	16.700	0.000
c_000001246847||full	0.987	0.253	0.030	0.033	0.333	0.987	dsDNAphage	19392	2	13.800	3.400
c_000001247321||full	0.960	0.027	0.000	0.007	0.047	0.960	dsDNAphage	7396	3	44.400	22.200
c_000001248166||full	0.920	0.587	0.895	0.473	0.947	0.947	lavidaviridae	5190	0	33.300	0.000
c_000001248277||full	0.093	0.573	0.015	0.013	0.360	0.573	NCLDV	7485	0	20.000	0.000
c_000001249123||full	0.307	0.507	0.190	0.020	0.373	0.507	NCLDV	5402	0	25.000	0.000
c_000001249626||full	0.267	0.713	0.340	0.020	0.807	0.807	lavidaviridae	6590	0	20.000	0.000
c_000001251805||full	0.073	0.500	0.010	0.000	0.100	0.500	NCLDV	11162	0	18.200	9.100
c_000001251851||full	0.893	0.480	0.075	0.027	0.393	0.893	dsDNAphage	5255	1	28.600	0.000
c_000001254710||full	0.467	0.887	0.210	0.293	0.947	0.947	lavidaviridae	5214	1	50.000	0.000
c_000001255508||full	0.607	0.960	0.605	0.393	0.993	0.993	lavidaviridae	5466	0	33.300	0.000
c_000001257639||full	0.600	0.633	0.130	0.000	0.147	0.633	NCLDV	9727	0	12.500	0.000
c_000001259560||full	0.947	0.240	0.520	0.507	0.207	0.947	dsDNAphage	6123	0	30.800	0.000
c_000001261545||full	0.093	0.720	0.045	0.007	0.140	0.720	NCLDV	5952	0	16.700	0.000
c_000001262088||full	1.000	0.467	0.200	0.327	0.593	1.000	dsDNAphage	10891	8	92.300	0.000
c_000001262219||full	0.087	0.693	0.000	0.000	0.227	0.693	NCLDV	11035	0	22.200	11.100
c_000001263055||full	0.487	0.393	0.605	0.033	0.520	0.605	RNA	6280	0	10.000	0.000
c_000001263534||full	0.907	0.207	0.720	0.627	0.780	0.907	dsDNAphage	5393	0	12.500	0.000
c_000001263604||full	0.773	0.127	0.000	0.000	0.000	0.773	dsDNAphage	10831	2	23.100	23.100
c_000001264140||full	0.993	0.573	0.020	0.373	0.507	0.993	dsDNAphage	9423	4	60.000	0.000
c_000001264280||full	0.840	0.200	0.005	0.000	0.027	0.840	dsDNAphage	8273	2	33.300	11.100
c_000001264352||full	0.927	0.920	0.180	0.133	0.873	0.927	dsDNAphage	11116	1	42.900	0.000
c_000001265661||full	0.407	0.847	0.710	0.400	0.973	0.973	lavidaviridae	5451	0	16.700	0.000
c_000001267574||full	0.627	0.500	0.160	0.073	0.367	0.627	dsDNAphage	5777	0	28.600	0.000
c_000001268361||full	0.680	0.293	0.210	0.660	0.760	0.760	lavidaviridae	7537	0	75.000	0.000
c_000001269801||full	0.320	0.747	0.675	0.267	0.960	0.960	lavidaviridae	5009	0	20.000	0.000
c_000001270376||full	0.940	0.273	0.485	0.060	0.547	0.940	dsDNAphage	5753	1	16.700	0.000
c_000001271326||full	0.767	0.667	0.575	0.127	0.760	0.767	dsDNAphage	1569	0	33.300	0.000
c_000001271365||full	0.080	0.940	0.090	0.020	0.353	0.940	NCLDV	7561	0	14.300	0.000
c_000001271908||full	0.053	0.547	0.000	0.000	0.040	0.547	NCLDV	6429	0	14.300	0.000
c_000001273008||full	1.000	0.360	0.220	0.480	0.807	1.000	dsDNAphage	5526	1	33.300	0.000
c_000001273202||full	0.160	0.527	0.075	0.013	0.193	0.527	NCLDV	5921	0	20.000	0.000
c_000001275220||full	0.093	0.787	0.185	0.080	0.067	0.787	NCLDV	4278	0	50.000	0.000
c_000001279348||full	0.167	0.547	0.320	0.007	0.833	0.833	lavidaviridae	5237	0	14.300	0.000
c_000001280159||full	0.573	0.347	0.050	0.000	0.133	0.573	dsDNAphage	9626	1	12.500	0.000
c_000001280762||full	0.360	0.707	0.185	0.040	0.427	0.707	NCLDV	7819	0	11.100	0.000
c_000001280808||full	0.973	0.380	0.125	0.033	0.147	0.973	dsDNAphage	7184	1	57.100	0.000
c_000001283361||full	0.480	0.820	0.225	0.093	0.960	0.960	lavidaviridae	7431	0	20.000	0.000
c_000001283663||full	0.040	0.727	0.000	0.000	0.053	0.727	NCLDV	17275	0	23.100	15.400
c_000001288816||full	0.207	0.913	0.160	0.027	0.973	0.973	lavidaviridae	7103	0	14.300	0.000
c_000001289709||full	0.047	0.533	0.050	0.000	0.127	0.533	NCLDV	16628	0	12.500	0.000
c_000001289780||full	0.680	0.027	0.000	0.000	0.013	0.680	dsDNAphage	14632	1	42.900	21.400
c_000001292158||full	0.333	0.800	0.230	0.013	0.807	0.807	lavidaviridae	8619	0	12.500	0.000
c_000001293775||full	0.107	0.887	0.240	0.000	0.500	0.887	NCLDV	9448	0	12.500	0.000
c_000001294766||full	0.453	0.793	0.075	0.033	0.487	0.793	NCLDV	12394	0	30.000	0.000
c_000001294871||full	0.040	0.060	0.005	0.000	0.607	0.607	lavidaviridae	26460	0	25.000	12.500
c_000001295106||full	0.940	0.367	0.665	0.853	0.833	0.940	dsDNAphage	7027	0	13.300	0.000
c_000001295550||full	1.000	0.813	0.270	0.860	0.780	1.000	dsDNAphage	5640	3	62.500	0.000
c_000001297549||full	0.120	0.547	0.065	0.020	0.273	0.547	NCLDV	8026	0	16.700	0.000
c_000001298514||full	0.887	0.253	0.115	0.387	0.660	0.887	dsDNAphage	7132	0	66.700	0.000
c_000001299505||full	0.640	0.113	0.000	0.007	0.033	0.640	dsDNAphage	7270	1	33.300	22.200
c_000001299535||full	0.280	0.927	0.000	0.020	0.480	0.927	NCLDV	6282	0	28.600	14.300
c_000001301402||full	0.247	0.360	0.300	0.013	0.887	0.887	lavidaviridae	5572	0	16.700	0.000
c_000001302114||full	0.400	0.880	0.555	0.333	0.927	0.927	lavidaviridae	5035	0	33.300	0.000
c_000001303323||full	0.187	0.740	0.155	0.047	0.793	0.793	lavidaviridae	5363	1	25.000	0.000
c_000001303455||full	0.607	0.113	0.000	0.000	0.213	0.607	dsDNAphage	17791	1	20.000	6.700
c_000001304622||full	0.780	0.073	0.305	0.240	0.627	0.780	dsDNAphage	6610	0	14.300	0.000
c_000001310110||full	0.107	0.653	0.005	0.000	0.027	0.653	NCLDV	9771	0	25.000	12.500
c_000001310140||full	0.467	0.500	0.290	0.087	0.860	0.860	lavidaviridae	5435	0	50.000	0.000
c_000001310493||full	0.053	0.527	0.000	0.000	0.047	0.527	NCLDV	13053	0	20.000	10.000
c_000001311278||full	0.353	0.800	0.260	0.013	0.680	0.800	NCLDV	6166	0	20.000	0.000
c_000001312116||full	0.687	0.367	0.720	0.667	0.833	0.833	lavidaviridae	6053	0	33.300	0.000
c_000001312325||full	0.587	0.920	0.275	0.147	0.927	0.927	lavidaviridae	5769	0	42.900	0.000
c_000001312527||full	0.693	0.133	0.000	0.000	0.027	0.693	dsDNAphage	44408	3	26.300	21.100
c_000001315829||full	1.000	0.200	0.465	0.380	0.600	1.000	dsDNAphage	9377	1	37.500	0.000
c_000001317438||full	0.113	0.660	0.120	0.000	0.520	0.660	NCLDV	10328	0	16.700	0.000
c_000001318319||full	0.413	0.613	0.695	0.027	0.573	0.695	RNA	9712	0	11.100	0.000
c_000001320508||full	0.747	0.420	0.350	0.667	0.920	0.920	lavidaviridae	4912	1	66.700	0.000
c_000001320890||full	0.300	0.687	0.200	0.047	0.787	0.787	lavidaviridae	5274	0	33.300	0.000
c_000001320968||full	0.540	0.200	0.000	0.000	0.013	0.540	dsDNAphage	26442	2	17.400	30.400
c_000001321879||full	0.027	0.747	0.010	0.000	0.087	0.747	NCLDV	5139	0	25.000	0.000
c_000001322796||full	0.060	0.733	0.000	0.033	0.180	0.733	NCLDV	6316	0	40.000	20.000
c_000001322831||full	0.400	0.400	0.215	0.047	0.520	0.520	lavidaviridae	7764	0	33.300	0.000
c_000001323164||full	0.633	nan	0.470	0.140	0.760	0.760	lavidaviridae	6542	0	16.700	0.000
c_000001324498||full	0.220	0.560	0.575	0.027	0.800	0.800	lavidaviridae	5560	0	12.500	0.000
c_000001325884||full	0.073	0.647	0.010	0.040	0.047	0.647	NCLDV	6517	0	33.300	0.000
c_000001327384||full	0.620	0.587	0.105	0.073	0.720	0.720	lavidaviridae	7366	0	25.000	0.000
c_000001327896||full	0.353	0.927	0.120	0.033	0.733	0.927	NCLDV	5061	0	40.000	0.000
c_000001328757||full	0.247	0.520	0.165	0.080	0.640	0.640	lavidaviridae	5608	0	33.300	0.000
c_000001330979||full	0.967	0.700	0.610	0.387	0.967	0.967	dsDNAphage	12190	2	23.100	0.000
c_000001331665||full	0.500	0.033	0.000	0.000	0.013	0.500	dsDNAphage	14270	1	21.400	14.300
c_000001333038||full	0.927	0.927	0.095	0.807	0.967	0.967	lavidaviridae	5272	0	75.000	0.000
c_000001333188||full	0.527	0.393	0.060	0.053	0.333	0.527	dsDNAphage	12456	0	23.100	0.000
c_000001333521||full	0.960	0.347	0.000	0.020	0.413	0.960	dsDNAphage	6729	1	33.300	11.100
c_000001335309||full	1.000	0.707	0.345	0.947	0.913	1.000	dsDNAphage	8051	1	38.500	0.000
c_000001336177||full	0.533	0.820	0.540	0.133	0.967	0.967	lavidaviridae	6919	0	25.000	0.000
c_000001338361||full	0.087	0.960	0.140	0.000	0.233	0.960	NCLDV	7416	0	20.000	0.000
c_000001338502||full	0.547	0.900	0.305	0.780	0.853	0.900	NCLDV	5151	0	33.300	0.000
c_000001338905||full	1.000	0.713	0.205	0.587	0.727	1.000	dsDNAphage	7174	2	94.100	0.000
c_000001342158||full	0.513	0.673	0.550	0.987	0.933	0.987	ssDNA	1716	0	50.000	0.000
c_000001342669||full	0.307	0.880	0.240	0.087	0.920	0.920	lavidaviridae	7201	0	16.700	0.000
c_000001343210||full	0.553	0.773	0.205	0.080	0.713	0.773	NCLDV	8342	0	33.300	0.000
c_000001343482||full	0.340	0.853	0.135	0.253	0.847	0.853	NCLDV	5069	0	33.300	0.000
c_000001344827||full	1.000	0.287	0.230	0.627	0.667	1.000	dsDNAphage	7169	4	88.900	0.000
c_000001345613||full	0.140	0.927	0.230	0.000	0.907	0.927	NCLDV	8681	0	16.700	0.000
c_000001345936||full	0.773	0.720	0.115	0.040	0.460	0.773	dsDNAphage	8899	1	28.600	0.000
c_000001346237||full	0.073	0.600	0.040	0.000	0.213	0.600	NCLDV	48147	0	17.600	14.700
c_000001347325||full	0.293	0.913	0.480	0.287	0.787	0.913	NCLDV	5265	0	33.300	0.000
c_000001347707||full	0.880	0.053	0.000	0.000	0.020	0.880	dsDNAphage	10141	1	41.700	16.700
c_000001349098||full	0.073	0.573	0.005	0.000	0.127	0.573	NCLDV	7840	0	20.000	10.000
c_000001351575||full	0.360	0.707	0.045	0.007	0.393	0.707	NCLDV	7659	0	22.200	11.100
c_000001352042||full	0.093	0.500	0.025	0.007	0.113	0.500	NCLDV	5548	0	25.000	0.000
c_000001356008||full	0.153	0.933	0.335	0.013	0.800	0.933	NCLDV	5265	0	16.700	0.000
c_000001356656||full	0.247	0.707	0.230	0.000	0.300	0.707	NCLDV	8642	0	16.700	0.000
c_000001356669||full	0.320	0.753	0.390	0.007	0.753	0.753	NCLDV	11402	0	9.100	0.000
c_000001356716||full	0.287	0.533	0.050	0.053	0.440	0.533	NCLDV	9248	0	33.300	0.000
c_000001358231||full	0.160	0.793	0.080	0.027	0.493	0.793	NCLDV	5646	0	28.600	0.000
c_000001358653||full	0.947	0.753	0.035	0.407	0.527	0.947	dsDNAphage	5095	1	33.300	0.000
c_000001358762||full	0.200	0.927	0.100	0.033	0.493	0.927	NCLDV	6281	0	25.000	0.000
c_000001358925||full	0.607	0.527	0.150	0.200	0.860	0.860	lavidaviridae	6764	0	22.200	0.000
c_000001359319||full	0.420	0.453	0.645	0.213	0.933	0.933	lavidaviridae	10738	0	25.000	0.000
c_000001359961||full	0.120	0.627	0.190	0.000	0.193	0.627	NCLDV	4743	0	33.300	0.000
c_000001361446||full	0.647	0.067	0.015	0.027	0.107	0.647	dsDNAphage	9946	0	20.000	5.000
c_000001362763||full	0.093	0.773	0.060	0.000	0.227	0.773	NCLDV	10908	0	10.000	0.000
c_000001364081||full	0.140	0.513	0.125	0.000	0.227	0.513	NCLDV	10149	0	25.000	12.500
c_000001364723||full	0.107	0.573	0.000	0.000	0.213	0.573	NCLDV	12303	0	30.000	10.000
c_000001364874||full	0.947	0.627	0.265	0.480	0.433	0.947	dsDNAphage	5006	1	14.300	0.000
c_000001366297||full	0.800	0.707	0.245	0.433	0.953	0.953	lavidaviridae	5740	0	28.600	0.000
c_000001366541||full	0.367	0.600	0.445	0.187	0.967	0.967	lavidaviridae	5114	0	25.000	0.000
c_000001367083||full	0.180	0.547	0.000	0.013	0.160	0.547	NCLDV	6127	0	20.000	0.000
c_000001368859||full	0.067	0.620	0.125	0.007	0.513	0.620	NCLDV	6169	0	14.300	0.000
c_000001371221||full	0.320	0.773	0.205	0.013	0.747	0.773	NCLDV	6145	0	20.000	0.000
c_000001373334||full	0.833	0.207	0.155	0.000	0.300	0.833	dsDNAphage	6379	1	16.700	0.000
c_000001373356||full	0.940	0.020	0.005	0.007	0.007	0.940	dsDNAphage	17714	8	45.800	37.500
c_000001375300||full	0.120	0.893	0.255	0.020	0.740	0.893	NCLDV	8573	0	20.000	0.000
c_000001375940||full	0.540	0.253	0.780	0.013	0.787	0.787	lavidaviridae	5312	0	20.000	0.000
c_000001376707||full	0.473	0.353	0.430	0.127	0.967	0.967	lavidaviridae	6268	0	25.000	0.000
c_000001377763||full	0.060	0.747	0.040	0.007	0.247	0.747	NCLDV	19685	0	14.300	0.000
c_000001378984||full	0.213	0.567	0.215	0.000	0.120	0.567	NCLDV	17189	0	10.000	0.000
c_000001379503||full	0.193	0.020	0.140	0.000	0.520	0.520	lavidaviridae	6996	0	16.700	0.000
c_000001379597||full	0.407	0.633	0.320	0.120	0.620	0.633	NCLDV	5329	0	25.000	0.000
c_000001380369||full	0.053	0.820	0.050	0.007	0.173	0.820	NCLDV	9412	0	14.300	0.000
c_000001380752||full	0.147	0.533	0.165	0.000	0.300	0.533	NCLDV	7337	1	20.000	0.000
c_000001382853||full	1.000	0.740	0.030	0.120	0.247	1.000	dsDNAphage	66921	16	46.500	1.000
c_000001384300||full	0.293	0.493	0.220	0.020	0.547	0.547	lavidaviridae	6677	0	16.700	0.000
c_000001385257||full	0.067	0.820	0.030	0.000	0.020	0.820	NCLDV	5269	0	16.700	0.000
c_000001385467||full	0.153	0.853	0.040	0.027	0.507	0.853	NCLDV	5226	0	40.000	0.000
c_000001386305||full	0.067	0.727	0.100	0.013	0.500	0.727	NCLDV	5927	0	20.000	0.000
c_000001387472||full	0.307	0.327	0.205	0.093	0.820	0.820	lavidaviridae	5741	0	25.000	0.000
c_000001393355||full	0.480	0.880	0.665	0.093	0.913	0.913	lavidaviridae	5070	0	16.700	0.000
c_000001394590||full	0.607	0.120	0.755	0.067	0.300	0.755	RNA	7007	0	25.000	0.000
c_000001394810||full	0.093	0.507	0.075	0.007	0.220	0.507	NCLDV	6251	0	14.300	0.000
c_000001397134||full	0.313	0.353	0.560	0.273	0.700	0.700	lavidaviridae	8370	0	33.300	0.000
c_000001397732||full	0.040	0.600	0.000	0.000	0.000	0.600	NCLDV	6229	0	25.000	0.000
c_000001400780||full	0.047	0.827	0.060	0.007	0.600	0.827	NCLDV	6115	0	16.700	0.000
c_000001401198||full	0.660	0.193	0.150	0.200	0.180	0.660	dsDNAphage	5809	0	22.200	0.000
c_000001401327||full	0.540	0.807	0.685	0.020	0.747	0.807	NCLDV	6780	0	14.300	0.000
c_000001401344||full	0.913	0.187	0.335	0.873	0.760	0.913	dsDNAphage	6207	0	23.100	0.000
c_000001402794||full	0.120	0.733	0.020	0.000	0.220	0.733	NCLDV	6635	0	25.000	12.500
c_000001404901||full	0.973	0.133	0.010	0.013	0.007	0.973	dsDNAphage	5485	4	50.000	25.000
c_000001405797||full	0.113	0.633	0.040	0.027	0.253	0.633	NCLDV	6324	0	33.300	0.000
c_000001406482||full	0.067	0.667	0.030	0.000	0.053	0.667	NCLDV	5322	0	14.300	0.000
c_000001406688||full	0.033	0.527	0.005	0.027	0.107	0.527	NCLDV	5591	0	16.700	0.000
c_000001409052||full	0.120	0.927	0.075	0.000	0.433	0.927	NCLDV	9610	0	12.500	0.000
c_000001409119||full	0.187	0.727	0.105	0.000	0.113	0.727	NCLDV	10465	0	10.000	0.000
c_000001410532||full	0.860	0.780	0.055	0.807	0.673	0.860	dsDNAphage	4791	0	66.700	0.000
c_000001411781||full	0.067	0.593	0.000	0.000	0.020	0.593	NCLDV	8674	0	14.300	0.000
c_000001412641||full	0.547	0.173	0.120	0.033	0.067	0.547	dsDNAphage	6376	0	12.500	0.000
c_000001412976||full	0.680	0.847	0.155	0.500	0.627	0.847	NCLDV	6647	0	50.000	0.000
c_000001415415||full	0.067	0.767	0.010	0.000	0.073	0.767	NCLDV	5889	0	16.700	0.000
c_000001415609||full	0.333	0.813	0.160	0.007	0.633	0.813	NCLDV	7931	0	28.600	0.000
c_000001415873||full	0.207	0.867	0.315	0.133	0.740	0.867	NCLDV	5557	0	20.000	0.000
c_000001417223||full	0.160	0.800	0.160	0.000	0.333	0.800	NCLDV	9680	0	12.500	0.000
c_000001419456||full	0.960	0.380	0.060	0.080	0.453	0.960	dsDNAphage	5222	4	40.000	0.000
c_000001419612||full	0.213	0.867	0.020	0.013	0.567	0.867	NCLDV	5494	0	50.000	25.000
c_000001420460||full	0.587	0.573	0.600	0.233	0.873	0.873	lavidaviridae	5633	0	20.000	0.000
c_000001422126||full	0.100	0.800	0.150	0.013	0.600	0.800	NCLDV	5879	0	14.300	0.000
c_000001422732||full	0.287	0.440	0.220	0.013	0.767	0.767	lavidaviridae	5220	0	40.000	0.000
c_000001423265||full	0.633	0.047	0.005	0.007	0.140	0.633	dsDNAphage	7063	0	36.400	9.100
c_000001423512||full	0.733	0.247	0.000	0.007	0.027	0.733	dsDNAphage	8650	1	27.300	9.100
c_000001423911||full	0.187	0.320	0.150	0.007	0.653	0.653	lavidaviridae	5827	0	20.000	0.000
c_000001425010||full	0.227	0.507	0.070	0.120	0.420	0.507	NCLDV	7089	0	50.000	16.700
c_000001426168||full	0.413	0.560	0.010	0.027	0.013	0.560	NCLDV	5878	0	20.000	0.000
c_000001427317||full	0.467	0.253	0.525	0.040	0.667	0.667	lavidaviridae	9017	0	33.300	0.000
c_000001428371||full	0.140	0.753	0.110	0.013	0.453	0.753	NCLDV	6299	0	20.000	0.000
c_000001428420||full	0.220	0.833	0.175	0.007	0.387	0.833	NCLDV	9306	0	14.300	0.000
c_000001434155||full	0.733	0.253	0.005	0.000	0.060	0.733	dsDNAphage	6370	1	33.300	16.700
c_000001434556||full	0.193	0.887	0.095	0.040	0.713	0.887	NCLDV	5838	0	40.000	0.000
c_000001436347||full	0.740	0.213	0.000	0.000	0.100	0.740	dsDNAphage	7904	1	30.000	10.000
c_000001436577||full	1.000	0.160	0.020	0.107	0.567	1.000	dsDNAphage	22842	11	75.800	0.000
c_000001438044||full	0.247	0.060	0.165	0.013	0.853	0.853	lavidaviridae	5006	0	20.000	0.000
c_000001438275||full	0.140	0.540	0.115	0.020	0.027	0.540	NCLDV	4380	0	33.300	0.000
c_000001439747||full	0.087	0.680	0.025	0.000	0.213	0.680	NCLDV	8139	0	25.000	12.500
c_000001439847||full	0.953	0.020	0.000	0.007	0.013	0.953	dsDNAphage	9390	6	50.000	42.900
c_000001440190||full	0.500	0.980	0.100	0.073	0.173	0.980	NCLDV	5306	0	40.000	0.000
c_000001440880||full	0.133	0.893	0.205	0.000	0.640	0.893	NCLDV	8853	0	14.300	0.000
c_000001441067||full	0.907	0.193	0.050	0.500	0.267	0.907	dsDNAphage	11821	0	76.500	0.000
c_000001441414||full	0.533	0.673	0.495	0.180	0.847	0.847	lavidaviridae	5387	0	16.700	0.000
c_000001444867||full	0.173	0.720	0.170	0.013	0.620	0.720	NCLDV	5120	0	25.000	0.000
c_000001445275||full	0.280	0.693	0.245	0.080	0.567	0.693	NCLDV	5015	0	33.300	0.000
c_000001445426||full	0.273	0.760	0.075	0.087	0.153	0.760	NCLDV	4558	0	50.000	0.000
c_000001447548||full	0.233	0.240	0.270	0.060	0.620	0.620	lavidaviridae	7686	0	50.000	0.000
c_000001447889||full	0.440	0.193	0.590	0.147	0.240	0.590	RNA	5128	0	14.300	0.000
c_000001448159||full	0.547	0.460	0.015	0.167	0.293	0.547	dsDNAphage	5704	0	66.700	0.000
c_000001448331||full	1.000	0.153	0.360	0.380	0.487	1.000	dsDNAphage	7792	4	45.500	0.000
c_000001448743||full	0.113	0.873	0.000	0.007	0.280	0.873	NCLDV	10359	0	37.500	12.500
c_000001449211||full	0.493	0.207	0.445	0.007	0.500	0.500	lavidaviridae	5999	0	20.000	0.000
c_000001450892||full	0.520	0.040	0.000	0.000	0.007	0.520	dsDNAphage	30393	1	27.800	16.700
c_000001451890||full	0.553	0.660	0.345	0.333	1.000	1.000	lavidaviridae	11456	1	33.300	0.000
c_000001453953||full	0.907	0.673	0.165	0.413	0.213	0.907	dsDNAphage	6576	0	36.400	0.000
c_000001454200||full	0.520	0.093	0.015	0.000	0.060	0.520	dsDNAphage	13743	1	41.700	25.000
c_000001454277||full	0.520	0.207	0.525	0.000	0.200	0.525	RNA	5116	0	20.000	0.000
c_000001454279||full	0.727	0.573	0.000	0.000	0.180	0.727	dsDNAphage	13225	1	37.500	12.500
c_000001455347||full	0.233	0.907	0.140	0.027	0.960	0.960	lavidaviridae	9056	0	14.300	0.000
c_000001455416||full	0.027	0.547	0.000	0.000	0.033	0.547	NCLDV	6937	0	25.000	0.000
c_000001455853||full	0.067	0.613	0.180	0.020	0.220	0.613	NCLDV	5530	0	25.000	0.000
c_000001458623||full	0.507	0.100	0.020	0.040	0.287	0.507	dsDNAphage	6165	0	42.900	0.000
c_000001459538||full	0.053	0.887	0.050	0.007	0.147	0.887	NCLDV	13213	0	9.100	0.000
c_000001461805||full	0.013	0.867	0.005	0.000	0.040	0.867	NCLDV	9977	0	22.200	11.100
c_000001463329||full	0.207	0.500	0.040	0.000	0.400	0.500	NCLDV	15781	0	18.200	9.100
c_000001464023||full	0.293	0.607	0.035	0.040	0.760	0.760	lavidaviridae	7954	0	37.500	0.000
c_000001467764||full	0.467	0.293	0.755	0.007	0.633	0.755	RNA	6763	0	16.700	0.000
c_000001468530||full	0.467	0.660	0.640	0.767	0.980	0.980	lavidaviridae	4283	0	50.000	0.000
c_000001469379||full	0.400	0.700	0.030	0.013	0.373	0.700	NCLDV	6150	0	50.000	0.000
c_000001472384||full	0.400	0.607	0.245	0.093	0.593	0.607	NCLDV	4766	0	33.300	0.000
c_000001472740||full	0.220	0.573	0.015	0.007	0.387	0.573	NCLDV	7898	0	33.300	16.700
