filename,Genome,dsDNAphage,NCLDV,RNA,ssDNA,lavidaviridae,max_score,max_score_group,length,hallmark,viral,cellular
Ettinger,Ettinger_c_000003873634,0.5,0.393,0.2,0.013,0.907,0.907,lavidaviridae,5357,0,14.3,0
Ettinger,Ettinger_c_000003875693,0.193,0.687,0.165,0.127,0.4,0.687,NCLDV,6029,0,50,0
Ettinger,Ettinger_c_000003876099,0.067,0.613,0.085,0.007,0.673,0.673,lavidaviridae,5265,0,33.3,0
Ettinger,Ettinger_c_000003878635,0.26,0.827,0.095,0.02,0.627,0.827,NCLDV,6039,0,33.3,0
Ettinger,Ettinger_c_000003878912,0.127,0.627,0.17,0.04,0.173,0.627,NCLDV,5176,0,33.3,0
Ettinger,Ettinger_c_000003881007,0.087,0.607,0.055,0,0.16,0.607,NCLDV,5944,0,16.7,0
Ettinger,Ettinger_c_000003881142,0.14,0.64,0.145,0.04,0.233,0.64,NCLDV,6290,0,25,0
Ettinger,Ettinger_c_000003884791,0.753,0.24,0.145,0.313,0.853,0.853,lavidaviridae,5978,0,33.3,0
Ettinger,Ettinger_c_000003884901,0.46,0.793,0.045,0.16,0.38,0.793,NCLDV,7144,0,60,0
Ettinger,Ettinger_c_000003892685,0.38,0.62,0.795,0.027,0.82,0.82,lavidaviridae,5838,0,25,0
Ettinger,Ettinger_c_000003892777,0.533,0.087,0.005,0.007,0.02,0.533,dsDNAphage,6631,0,28.6,14.3
Ettinger,Ettinger_c_000003893664,0.16,0.56,0.145,0.007,0.387,0.56,NCLDV,7588,0,25,0
Ettinger,Ettinger_c_000003897063,0.3,0.527,0.595,0.053,0.787,0.787,lavidaviridae,4746,0,12.5,0
Ettinger,Ettinger_c_000003899042,0.3,0.847,0.21,0.167,0.873,0.873,lavidaviridae,5063,0,20,0
Ettinger,Ettinger_c_000003901948,0.56,1,0.375,0.3,0.993,1,NCLDV,9641,1,22.2,0
Ettinger,Ettinger_c_000003902719,0.673,NA,0.6,0.367,0.92,0.92,lavidaviridae,5976,1,50,0
Ettinger,Ettinger_c_000003904722,0.313,0.453,0.035,0.033,0.5,0.5,lavidaviridae,4732,0,40,0
Ettinger,Ettinger_c_000003905102,0.56,0.74,0.87,0,0.667,0.87,RNA,5087,0,20,0
Ettinger,Ettinger_c_000003906820,0.08,0.753,0.085,0,0.147,0.753,NCLDV,12323,0,10,0
Ettinger,Ettinger_c_000003908128,0.727,0.107,0.24,0.233,0.6,0.727,dsDNAphage,5871,0,14.3,0
Ettinger,Ettinger_c_000003910000,0.967,0.7,0.75,0.02,0.793,0.967,dsDNAphage,6958,1,25,0
Ettinger,Ettinger_c_000003910454,0.98,0.907,0.05,0.227,0.213,0.98,dsDNAphage,5598,1,75,0
Ettinger,Ettinger_c_000003910513,0.12,0.66,0.135,0.06,0.233,0.66,NCLDV,9488,0,33.3,0
Ettinger,Ettinger_c_000003910833,0.187,0.72,0.21,0,0.373,0.72,NCLDV,9752,0,20,0
Ettinger,Ettinger_c_000003913469,0.84,0.187,0.14,0.133,0.193,0.84,dsDNAphage,5972,0,13.3,0
Ettinger,Ettinger_c_000003915378,0.213,0.413,0.21,0.12,0.593,0.593,lavidaviridae,5090,0,33.3,0
Ettinger,Ettinger_c_000003917205,0.327,0.46,0.35,0.027,0.613,0.613,lavidaviridae,5911,0,16.7,0
Ettinger,Ettinger_c_000003918635,0.173,0.513,0.005,0.007,0.253,0.513,NCLDV,5475,0,33.3,16.7
Ettinger,Ettinger_c_000003921489,0.373,NA,0.345,0.153,0.82,0.82,lavidaviridae,6490,0,20,0
Ettinger,Ettinger_c_000003922239,0.067,0.933,0.055,0.007,0.453,0.933,NCLDV,6029,0,16.7,0
Ettinger,Ettinger_c_000003922592,0.187,0.68,0.1,0,0.153,0.68,NCLDV,7813,0,14.3,0
Ettinger,Ettinger_c_000003922787,0.333,0.52,0.02,0.06,0.46,0.52,NCLDV,18474,0,50,16.7
Ettinger,Ettinger_c_000003923368,0.353,0.847,0,0.02,0.02,0.847,NCLDV,4993,0,16.7,0
Ettinger,Ettinger_c_000003924468,0.2,0.793,0.13,0.107,0.427,0.793,NCLDV,6528,0,66.7,0
Ettinger,Ettinger_c_000003924950,0.853,0.573,0.88,0.4,0.98,0.98,lavidaviridae,6896,0,50,0
Ettinger,Ettinger_c_000003925540,0.913,1,0.11,0.1,0.853,1,NCLDV,5820,0,50,0
Ettinger,Ettinger_c_000003927445,0.373,0.94,0.185,0.107,0.633,0.94,NCLDV,9522,1,30.8,0
Ettinger,Ettinger_c_000003928874,0.22,0.533,0.175,0.06,0.667,0.667,lavidaviridae,5361,0,33.3,0
Ettinger,Ettinger_c_000003930050,0.673,0,0,0,0.007,0.673,dsDNAphage,11808,2,21.4,50
Ettinger,Ettinger_c_000003931570,0.313,0.687,0.165,0.02,0.827,0.827,lavidaviridae,4626,0,14.3,0
Ettinger,Ettinger_c_000003932018,0.3,0.513,0.31,0.087,0.34,0.513,NCLDV,6025,0,20,0
Ettinger,Ettinger_c_000003932118,0.533,0.26,0.355,0.013,0.667,0.667,lavidaviridae,5935,0,14.3,0
Ettinger,Ettinger_c_000003934595,0.793,0.26,0.66,0.96,0.867,0.96,ssDNA,5645,0,20,0
Ettinger,Ettinger_c_000003935180,0.667,0.427,0.335,0.093,0.58,0.667,dsDNAphage,9454,0,41.7,0
Ettinger,Ettinger_c_000003935799,0.173,0.46,0.285,0.007,0.673,0.673,lavidaviridae,6406,0,16.7,0
Ettinger,Ettinger_c_000003936813,1,0.133,0.01,0.02,0.027,1,dsDNAphage,7075,3,62.5,12.5
Ettinger,Ettinger_c_000003940153,0.047,0.52,0.06,0,0.073,0.52,NCLDV,21605,0,6.7,0
Ettinger,Ettinger_c_000003943708,0.72,0.593,0.09,0.007,0.093,0.72,dsDNAphage,10015,1,11.1,0
Ettinger,Ettinger_c_000003945073,0.167,0.653,0.145,0.013,0.513,0.653,NCLDV,7464,0,20,0
Ettinger,Ettinger_c_000003947647,0.24,0.5,0.045,0.013,0.347,0.5,NCLDV,10781,0,25,0
Ettinger,Ettinger_c_000003948664,0.133,0.58,0.015,0.007,0.187,0.58,NCLDV,6487,0,33.3,16.7
Ettinger,Ettinger_c_000003948678,0.46,0.86,0.43,0.253,0.973,0.973,lavidaviridae,5488,0,20,0
Ettinger,Ettinger_c_000003950135,0.907,0.28,0.06,0.1,0.48,0.907,dsDNAphage,6551,1,50,0
Ettinger,Ettinger_c_000003950844,0.173,0.153,0.09,0,0.7,0.7,lavidaviridae,7648,0,14.3,0
Ettinger,Ettinger_c_000003952497,1,0.393,0.065,0.8,0.907,1,dsDNAphage,6309,3,100,0
Ettinger,Ettinger_c_000003956869,0.56,0.793,0.405,0.073,0.787,0.793,NCLDV,8203,0,16.7,0
Ettinger,Ettinger_c_000003963160,0.44,0.127,0.195,0.02,0.9,0.9,lavidaviridae,8830,0,14.3,0
Ettinger,Ettinger_c_000003964353,1,0.247,0.05,0.013,0.2,1,dsDNAphage,22827,5,46.2,0
Ettinger,Ettinger_c_000003965477,0.853,0.013,0.01,0.007,0.067,0.853,dsDNAphage,5041,1,60,40
Ettinger,Ettinger_c_000003965482,0.82,0.767,0.315,0.993,0.98,0.993,ssDNA,5773,0,66.7,0
Ettinger,Ettinger_c_000003968409,0.313,0.687,0.105,0.007,0.107,0.687,NCLDV,13256,0,10,0
Ettinger,Ettinger_c_000003971994,0.2,0.533,0.28,0.227,0.807,0.807,lavidaviridae,4327,0,50,0
Ettinger,Ettinger_c_000003974819,0.04,0.607,0.005,0,0.127,0.607,NCLDV,15563,0,28.6,21.4
Ettinger,Ettinger_c_000003976974,0.24,0.12,0.41,0.027,0.593,0.593,lavidaviridae,7854,0,12.5,0
Ettinger,Ettinger_c_000003978290,0.08,0.807,0.05,0,0.18,0.807,NCLDV,10815,0,12.5,0
Ettinger,Ettinger_c_000003978532,0.227,0.527,0.24,0.033,0.44,0.527,NCLDV,6105,0,20,0
Ettinger,Ettinger_c_000003979442,1,0.933,0.14,0.827,0.98,1,dsDNAphage,13549,4,100,0
Ettinger,Ettinger_c_000003981278,0.267,0.747,0.31,0.047,0.893,0.893,lavidaviridae,5416,0,25,0
Ettinger,Ettinger_c_000003982752,0.447,0.773,0.52,0.127,0.973,0.973,lavidaviridae,6730,0,20,0
Ettinger,Ettinger_c_000003983027,0.987,0.107,0,0.007,0.007,0.987,dsDNAphage,14835,7,47.4,15.8
Ettinger,Ettinger_c_000003983172,0.86,0.74,0,0,0.033,0.86,dsDNAphage,16637,1,17.6,5.9
Ettinger,Ettinger_c_000003984682,0.987,0.207,0.24,0.94,0.96,0.987,dsDNAphage,6129,2,75,0
Ettinger,Ettinger_c_000003985338,0.3,0.553,0.055,0.02,0.28,0.553,NCLDV,5791,0,28.6,0
Ettinger,Ettinger_c_000003985683,0.347,0.5,0.195,0.053,0.427,0.5,NCLDV,6955,0,33.3,0
Ettinger,Ettinger_c_000003986105,0.873,0.08,0,0.007,0.02,0.873,dsDNAphage,5966,1,57.1,14.3
Ettinger,Ettinger_c_000003987489,0.013,0.893,0.005,0,0,0.893,NCLDV,11505,0,28.6,0
Ettinger,Ettinger_c_000003988753,0.647,0.467,0,0,0.067,0.647,dsDNAphage,25322,2,30.8,23.1
Ettinger,Ettinger_c_000003989015,0.827,0.14,0,0,0.2,0.827,dsDNAphage,11186,1,40,20
Ettinger,Ettinger_c_000003989194,0.167,0.767,0.07,0.007,0.18,0.767,NCLDV,7065,0,25,0
Ettinger,Ettinger_c_000003989743,0.487,0.94,0.325,0.133,0.84,0.94,NCLDV,10187,0,50,0
Ettinger,Ettinger_c_000003990014,0.773,0.06,0.005,0,0.007,0.773,dsDNAphage,24774,0,28.9,5.3
Ettinger,Ettinger_c_000003991891,0.787,0.18,0.12,0.333,0.147,0.787,dsDNAphage,9740,0,25,0
Ettinger,Ettinger_c_000003993674,0.72,0.473,0.205,0.167,0.213,0.72,dsDNAphage,5961,0,66.7,0
Ettinger,Ettinger_c_000003993715,0.087,0.973,0.085,0,0.233,0.973,NCLDV,6855,0,14.3,0
Ettinger,Ettinger_c_000003998088,0.793,0.753,0.115,0.04,0.553,0.793,dsDNAphage,10094,1,33.3,0
Ettinger,Ettinger_c_000004000470,0.653,0.873,0.235,0.593,0.647,0.873,NCLDV,7769,0,50,0
Ettinger,Ettinger_c_000004003663,0.48,0.54,0.59,0.053,0.833,0.833,lavidaviridae,4930,0,14.3,0
Ettinger,Ettinger_c_000004005504,0.747,0.033,0.54,0.387,0.82,0.82,lavidaviridae,4629,0,20,0
Ettinger,Ettinger_c_000004006338,0.607,0.107,0.235,0.04,0.16,0.607,dsDNAphage,6470,1,20,0
Ettinger,Ettinger_c_000004006401,0.633,0.753,0.395,0.72,0.993,0.993,lavidaviridae,8149,0,50,0
Ettinger,Ettinger_c_000004012403,0.507,0.173,0.005,0,0.327,0.507,dsDNAphage,19188,1,20,10
Ettinger,Ettinger_c_000004015219,0.333,0.653,0.065,0.26,0.547,0.653,NCLDV,6515,0,20,0
Ettinger,Ettinger_c_000004016214,0.12,0.947,0.025,0.027,0.267,0.947,NCLDV,7551,0,22.2,11.1
Ettinger,Ettinger_c_000004018807,0.56,0.2,0.3,0.173,0.987,0.987,lavidaviridae,7846,0,33.3,0
Ettinger,Ettinger_c_000004019147,0.52,0.807,0.74,0.36,0.793,0.807,NCLDV,6168,0,25,0
Ettinger,Ettinger_c_000004020058,0.367,0.473,0.56,0,0.313,0.56,RNA,6331,0,16.7,0
Ettinger,Ettinger_c_000004021236,0.813,0,0.005,0,0.107,0.813,dsDNAphage,19913,4,23.1,46.2
Ettinger,Ettinger_c_000004023115,0.753,0.353,0.1,0.027,0.293,0.753,dsDNAphage,5188,1,33.3,0
Ettinger,Ettinger_c_000004027543,0.193,0.453,0.245,0.047,0.593,0.593,lavidaviridae,5313,1,33.3,0
Ettinger,Ettinger_c_000004027935,0.84,0.78,0.95,0.46,0.96,0.96,lavidaviridae,11827,0,50,0
Ettinger,Ettinger_c_000004029185,0.407,0.753,0.03,0.073,0.34,0.753,NCLDV,6193,0,40,0
Ettinger,Ettinger_c_000004029686,0.967,0.067,0,0.007,0,0.967,dsDNAphage,5519,1,42.9,14.3
Ettinger,Ettinger_c_000004034986,0.233,0.567,0.24,0.007,0.233,0.567,NCLDV,12158,0,12.5,0
Ettinger,Ettinger_c_000004037058,0.087,0.727,0.06,0.007,0.04,0.727,NCLDV,4811,0,25,0
Ettinger,Ettinger_c_000004037127,1,0.073,0.015,0.127,0.08,1,dsDNAphage,5736,5,66.7,22.2
Ettinger,Ettinger_c_000004039097,0.567,0.487,0.475,0.173,0.687,0.687,lavidaviridae,5214,0,14.3,0
Ettinger,Ettinger_c_000004039215,0.573,0.8,0.625,0.4,0.94,0.94,lavidaviridae,4166,0,20,0
Ettinger,Ettinger_c_000004039753,0.173,0.633,0.08,0.013,0.2,0.633,NCLDV,9762,0,11.1,0
Ettinger,Ettinger_c_000004040556,0.807,0.953,0.88,0.24,0.967,0.967,lavidaviridae,8663,0,20,0
Ettinger,Ettinger_c_000004047405,0.08,0.813,0.14,0.007,0.393,0.813,NCLDV,4855,0,33.3,0
Ettinger,Ettinger_c_000004048515,0.187,0.26,0.345,0,0.787,0.787,lavidaviridae,4581,0,20,0
Ettinger,Ettinger_c_000004048949,0.12,0.667,0.22,0.013,0.2,0.667,NCLDV,7096,0,16.7,0
Ettinger,Ettinger_c_000004050498,0.193,0.82,0.08,0.06,0.82,0.82,NCLDV,7496,0,33.3,0
Ettinger,Ettinger_c_000004050912,0.073,0.92,0.01,0.013,0.253,0.92,NCLDV,9949,0,33.3,16.7
Ettinger,Ettinger_c_000004053979,0.52,0.007,0.02,0.013,0.027,0.52,dsDNAphage,6688,0,22.2,11.1
Ettinger,Ettinger_c_000004055412,0.58,0.427,0.05,0.153,0.24,0.58,dsDNAphage,5240,0,75,0
Ettinger,Ettinger_c_000004056804,0.52,0.52,0.255,0.007,0.693,0.693,lavidaviridae,12242,0,8.3,0
Ettinger,Ettinger_c_000004059672,0.3,0.573,0.15,0.007,0.5,0.573,NCLDV,6981,0,22.2,0
Ettinger,Ettinger_c_000004060116,0.993,0.313,0.07,0.293,0.487,0.993,dsDNAphage,19989,9,66.7,0
Ettinger,Ettinger_c_000004061329,0.733,0.107,0,0,0,0.733,dsDNAphage,14498,2,16.7,16.7
Ettinger,Ettinger_c_000004061937,0.1,0.927,0.085,0.007,0.34,0.927,NCLDV,6078,0,16.7,0
Ettinger,Ettinger_c_000004063153,0.667,0.013,0,0,0,0.667,dsDNAphage,28145,1,33.3,19
Ettinger,Ettinger_c_000004064967,0.127,0.647,0.025,0,0.2,0.647,NCLDV,5100,0,20,0
Ettinger,Ettinger_c_000004065141,0.513,0.127,0.435,0.24,0.867,0.867,lavidaviridae,5460,0,33.3,0
Ettinger,Ettinger_c_000004065917,0.133,0.94,0.105,0,0.4,0.94,NCLDV,5829,0,20,0
Ettinger,Ettinger_c_000004066985,1,0.787,0.23,0.98,0.98,1,dsDNAphage,5049,2,100,0
Ettinger,Ettinger_c_000004067008,0.773,0.067,0.295,0.193,0.607,0.773,dsDNAphage,5265,0,16.7,0
Ettinger,Ettinger_c_000004067855,0.1,0.74,0.18,0.007,0.2,0.74,NCLDV,6215,0,14.3,0
Ettinger,Ettinger_c_000004068909,0.987,0.587,0.41,0.973,0.587,0.987,dsDNAphage,5159,1,100,0
Ettinger,Ettinger_c_000004071311,0.34,0.647,0.275,0.047,0.62,0.647,NCLDV,5178,0,40,0
Ettinger,Ettinger_c_000004072021,0.28,0.613,0.005,0.06,0.253,0.613,NCLDV,7793,0,50,33.4
Ettinger,Ettinger_c_000004073147,0.813,0.533,0.275,0.633,0.647,0.813,dsDNAphage,4345,0,20,0
Ettinger,Ettinger_c_000004073283,0.08,0.513,0.07,0,0.46,0.513,NCLDV,17801,0,21.4,0
Ettinger,Ettinger_c_000004073488,0.82,0.793,0.085,0.487,0.527,0.82,dsDNAphage,5700,0,62.5,0
Ettinger,Ettinger_c_000004074312,0.553,0.94,0.16,0.08,0.867,0.94,NCLDV,9291,0,50,0
Ettinger,Ettinger_c_000004074541,0.153,0.5,0.27,0,0.38,0.5,NCLDV,5554,0,20,0
Ettinger,Ettinger_c_000004077416,0.38,0.813,0.115,0.027,0.167,0.813,NCLDV,5373,0,50,0
Ettinger,Ettinger_c_000004078382,0.44,0.347,0.5,0.473,0.953,0.953,lavidaviridae,6295,0,40,0
Ettinger,Ettinger_c_000004078752,0.38,0.733,0.42,0,0.273,0.733,NCLDV,8209,0,16.7,0
Ettinger,Ettinger_c_000004080949,0.847,0.013,0.44,0.013,0.353,0.847,dsDNAphage,6182,1,25,0
Ettinger,Ettinger_c_000004081510,0.94,0.647,0.385,0.72,0.993,0.993,lavidaviridae,5543,0,66.7,0
Ettinger,Ettinger_c_000004082361,0.367,0.547,0.29,0.02,0.527,0.547,NCLDV,4961,0,40,0
Ettinger,Ettinger_c_000004082402,0.36,0.507,0.405,0.04,0.48,0.507,NCLDV,6677,0,20,0
Ettinger,Ettinger_c_000004083786,0.547,0.533,0.165,0.267,0.72,0.72,lavidaviridae,5807,0,50,0
Ettinger,Ettinger_c_000004087791,0.207,0.507,0.13,0,0.16,0.507,NCLDV,13293,0,10,0
Ettinger,Ettinger_c_000004091780,0.153,0.66,0.06,0.027,0.053,0.66,NCLDV,5055,0,25,0
Ettinger,Ettinger_c_000004098824,0.647,0.087,0,0,0.04,0.647,dsDNAphage,12451,1,27.3,9.1
Ettinger,Ettinger_c_000004103567,0.507,0.053,0.015,0.033,0.073,0.507,dsDNAphage,6329,0,60,40
Ettinger,Ettinger_c_000004105903,0.993,0.487,0.155,0.293,0.753,0.993,dsDNAphage,9768,1,71.4,0
Ettinger,Ettinger_c_000004109685,0.08,0.627,0.045,0,0.233,0.627,NCLDV,9796,0,9.1,0
Ettinger,Ettinger_c_000004114997,0.64,0.6,0.66,0.407,0.64,0.66,RNA,4464,0,16.7,0
Ettinger,Ettinger_c_000004116871,0.193,0.727,0.145,0.013,0.32,0.727,NCLDV,6918,0,20,0
Ettinger,Ettinger_c_000004117659,0.827,0.793,0.25,0.04,0.48,0.827,dsDNAphage,6666,1,33.3,0
Ettinger,Ettinger_c_000004119295,0.707,0.013,0,0,0,0.707,dsDNAphage,6901,1,50,16.7
Ettinger,Ettinger_c_000004120757,0.653,0.247,0,0,0.187,0.653,dsDNAphage,7763,1,28.6,14.3
Ettinger,Ettinger_c_000004121034,0.233,0.687,0.125,0.007,0.787,0.787,lavidaviridae,9443,0,16.7,0
Ettinger,Ettinger_c_000004122417,0.433,0.467,0.82,0.013,0.433,0.82,RNA,5866,0,25,0
Ettinger,Ettinger_c_000004122934,0.22,0.88,0.13,0.047,0.62,0.88,NCLDV,8225,0,33.3,0
Ettinger,Ettinger_c_000004124298,0.92,0.12,0.515,0.273,0.627,0.92,dsDNAphage,4664,0,12.5,0
Ettinger,Ettinger_c_000004125172,0.36,0.567,0.045,0,0.187,0.567,NCLDV,12366,0,30,0
Ettinger,Ettinger_c_000004126847,0.147,0.127,0.015,0.007,0.747,0.747,lavidaviridae,7416,0,25,12.5
Ettinger,Ettinger_c_000004127200,0.32,0.747,0.22,0.02,0.347,0.747,NCLDV,7652,0,20,0
Ettinger,Ettinger_c_000004129399,0.553,0.44,0.71,0.2,0.827,0.827,lavidaviridae,5370,0,25,0
Ettinger,Ettinger_c_000004130384,0.327,0.4,0.48,0.22,0.967,0.967,lavidaviridae,5137,0,25,0
Ettinger,Ettinger_c_000004131116,0.993,0.92,0.13,0.913,0.96,0.993,dsDNAphage,5801,0,100,0
Ettinger,Ettinger_c_000004131245,0.047,0.787,0.08,0.007,0.333,0.787,NCLDV,6651,0,16.7,0
Ettinger,Ettinger_c_000004132545,0.587,0.553,0.03,0.053,0.547,0.587,dsDNAphage,5500,0,50,0
Ettinger,Ettinger_c_000004133341,0.213,0.3,0.155,0,0.507,0.507,lavidaviridae,7499,0,28.6,0
Ettinger,Ettinger_c_000004135265,0.547,0.853,0.49,0.24,0.98,0.98,lavidaviridae,4507,0,25,0
Ettinger,Ettinger_c_000004135926,0.453,0.573,0.56,0.047,1,1,lavidaviridae,6687,0,16.7,0
Ettinger,Ettinger_c_000004136086,1,0.3,0.02,0.053,0.173,1,dsDNAphage,11279,3,31.8,0
Ettinger,Ettinger_c_000004137574,0.16,0.867,0.08,0.02,0.52,0.867,NCLDV,5648,0,16.7,0
Ettinger,Ettinger_c_000004139258,0.247,0.707,0.235,0.013,0.087,0.707,NCLDV,5749,0,14.3,0
Ettinger,Ettinger_c_000004140436,0.147,0.673,0.06,0.013,0.487,0.673,NCLDV,11997,0,30.8,0
Ettinger,Ettinger_c_000004141347,0.027,0.573,0,0,0.007,0.573,NCLDV,7378,0,16.7,0
Ettinger,Ettinger_c_000004143680,0.347,0.56,0.185,0.027,0.633,0.633,lavidaviridae,12116,0,9.1,0
Ettinger,Ettinger_c_000004146153,0.653,0.28,0.815,0.213,0.947,0.947,lavidaviridae,7739,0,16.7,0
Ettinger,Ettinger_c_000004146596,0.62,0.553,0,0,0.013,0.62,dsDNAphage,6894,1,42.9,14.3
Ettinger,Ettinger_c_000004147286,0.507,0.82,0.645,0.413,0.98,0.98,lavidaviridae,6040,0,25,0
Ettinger,Ettinger_c_000004147647,0.46,0.127,0.19,0.013,0.627,0.627,lavidaviridae,5849,0,28.6,0
Ettinger,Ettinger_c_000004148180,0.347,0.867,0.125,0.127,0.873,0.873,lavidaviridae,8977,0,50,0
Ettinger,Ettinger_c_000004149779,0.32,NA,0.485,0.033,0.813,0.813,lavidaviridae,5668,0,16.7,0
Ettinger,Ettinger_c_000004153665,0.64,0.827,0.41,0.607,0.96,0.96,lavidaviridae,5324,0,33.3,0
Ettinger,Ettinger_c_000004153961,0.687,0.253,0.01,0.007,0.04,0.687,dsDNAphage,6240,2,33.3,50
Ettinger,Ettinger_c_000004155066,0.247,0.667,0.165,0.127,0.92,0.92,lavidaviridae,5562,0,40,0
Ettinger,Ettinger_c_000004157878,0.107,0.653,0.21,0.02,0.327,0.653,NCLDV,5506,0,25,0
Ettinger,Ettinger_c_000004158028,0.66,0.527,0.48,0.873,0.873,0.873,ssDNA,5152,0,50,0
Ettinger,Ettinger_c_000004159598,0.52,0.167,0.035,0.087,0.66,0.66,lavidaviridae,12156,0,14.3,7.1
Ettinger,Ettinger_c_000004161480,0.193,0.867,0.24,0.007,0.66,0.867,NCLDV,7067,0,20,0
Ettinger,Ettinger_c_000004163598,0.607,0.107,0.26,0.127,0.96,0.96,lavidaviridae,6811,0,16.7,0
Ettinger,Ettinger_c_000004163649,0.173,0.707,0.005,0.02,0.647,0.707,NCLDV,24945,0,17.9,7.1
Ettinger,Ettinger_c_000004164550,0.187,0.693,0.02,0.007,0.027,0.693,NCLDV,10881,0,16.7,0
Ettinger,Ettinger_c_000004164909,0.487,0.907,0.17,0.353,0.813,0.907,NCLDV,6667,0,8.3,0
Ettinger,Ettinger_c_000004164998,0.813,0.707,0.535,0.287,1,1,lavidaviridae,5915,0,16.7,0
Ettinger,Ettinger_c_000004165551,0.993,0.16,0.01,0.007,0.14,0.993,dsDNAphage,7359,2,57.1,14.3
Ettinger,Ettinger_c_000004166924,0.513,0.927,0.345,0.593,0.9,0.927,NCLDV,3530,0,25,0
Ettinger,Ettinger_c_000004167687,0.18,0.673,0,0.02,0.1,0.673,NCLDV,5109,0,25,0
Ettinger,Ettinger_c_000004169327,0.88,0.547,0.175,0.767,0.92,0.92,lavidaviridae,8060,0,46.2,0
Ettinger,Ettinger_c_000004172808,0.587,NA,0.31,0.04,0.88,0.88,lavidaviridae,8726,1,33.3,0
Ettinger,Ettinger_c_000004175135,0.353,0.74,0.01,0,0,0.74,NCLDV,10108,0,33.3,0
Ettinger,Ettinger_c_000004175639,0.987,0.94,0.325,0.98,0.973,0.987,dsDNAphage,5243,1,60,0
Ettinger,Ettinger_c_000004176502,0.8,0.687,0.02,0.08,0.06,0.8,dsDNAphage,5334,0,75,12.5
Ettinger,Ettinger_c_000004176915,0.2,0.747,0.4,0.033,0.387,0.747,NCLDV,5628,0,25,0
Ettinger,Ettinger_c_000004181071,0.393,0.673,0.175,0.02,0.633,0.673,NCLDV,10923,0,22.2,0
Ettinger,Ettinger_c_000004182467,0.053,0.767,0.02,0,0.133,0.767,NCLDV,29755,0,19,9.5
Ettinger,Ettinger_c_000004182468,1,0.173,0.21,0.56,0.433,1,dsDNAphage,5087,2,57.1,0
Ettinger,Ettinger_c_000004182565,0.133,0.74,0.185,0.04,0.76,0.76,lavidaviridae,23340,0,25,0
Ettinger,Ettinger_c_000004184645,0.193,0.347,0.215,0,0.713,0.713,lavidaviridae,5294,0,20,0
Ettinger,Ettinger_c_000004186779,0.087,0.833,0.06,0.007,0.127,0.833,NCLDV,6161,0,20,0
Ettinger,Ettinger_c_000004191343,0.06,0.56,0.095,0,0.347,0.56,NCLDV,9726,0,22.2,0
Ettinger,Ettinger_c_000004192064,0.133,0.74,0.215,0.013,0.867,0.867,lavidaviridae,6608,0,16.7,0
Ettinger,Ettinger_c_000004192281,0.093,0.527,0.005,0,0,0.527,NCLDV,16969,0,18.2,9.1
Ettinger,Ettinger_c_000004192493,0.153,0.793,0.19,0.007,0.447,0.793,NCLDV,5504,0,20,0
Ettinger,Ettinger_c_000004194376,0.353,0.52,0.26,0.06,0.427,0.52,NCLDV,4742,0,33.3,0
Ettinger,Ettinger_c_000004195033,0.233,0.633,0.375,0.113,0.18,0.633,NCLDV,6698,0,33.3,0
Ettinger,Ettinger_c_000004198765,0.473,0.287,0.16,0.273,0.847,0.847,lavidaviridae,6104,0,66.7,0
Ettinger,Ettinger_c_000004201357,0.273,0.667,0.105,0.027,0.26,0.667,NCLDV,5571,0,25,0
Ettinger,Ettinger_c_000004202897,0.993,0.133,0,0,0.007,0.993,dsDNAphage,8858,3,54.5,18.2
Ettinger,Ettinger_c_000004203571,0.073,0.767,0.01,0.007,0.14,0.767,NCLDV,5423,0,28.6,14.3
Ettinger,Ettinger_c_000004204019,0.333,0.987,0.01,0.02,0.407,0.987,NCLDV,5825,0,22.2,0
Ettinger,Ettinger_c_000004204376,0.847,0.367,0.07,0.04,0.207,0.847,dsDNAphage,6756,0,9.1,0
Ettinger,Ettinger_c_000004208367,0.073,0.833,0.215,0,0.4,0.833,NCLDV,5892,0,20,0
Ettinger,Ettinger_c_000004208444,0.993,0.68,0.31,0.613,0.887,0.993,dsDNAphage,23972,1,9.8,0
Ettinger,Ettinger_c_000004209036,0.447,0.573,0.6,0.38,0.96,0.96,lavidaviridae,5156,0,33.3,0
Ettinger,Ettinger_c_000004210072,0.327,0.3,0.24,0.073,0.613,0.613,lavidaviridae,5662,0,12.5,0
Ettinger,Ettinger_c_000004210363,0.253,0.533,0.08,0.04,0.48,0.533,NCLDV,10080,0,50,0
Ettinger,Ettinger_c_000004210692,0.14,0.647,0,0,0.02,0.647,NCLDV,9298,0,25,0
Ettinger,Ettinger_c_000004212229,0.06,0.62,0.05,0,0.18,0.62,NCLDV,5459,0,20,0
Ettinger,Ettinger_c_000004219347,0.107,0.667,0.005,0.007,0.047,0.667,NCLDV,7976,0,37.5,0
Ettinger,Ettinger_c_000004224659,0.4,0.973,0.325,0.007,0.867,0.973,NCLDV,6992,1,28.6,0
Ettinger,Ettinger_c_000004225846,0.46,0.767,0.365,0.213,0.833,0.833,lavidaviridae,5517,1,50,0
Ettinger,Ettinger_c_000004228347,0.127,0.527,0.315,0.02,0.54,0.54,lavidaviridae,5652,0,20,0
Ettinger,Ettinger_c_000004229728,0.087,0.593,0,0,0.007,0.593,NCLDV,6185,0,25,0
Ettinger,Ettinger_c_000004230025,0.073,0.747,0,0,0.007,0.747,NCLDV,5823,0,25,0
