Genome,VIRSorter category,Circular,Prophage,Gene count,Strand switches,potential AMG count,Transposase present,Possible Non-Viral Contig,Viral hypothetical genes,Viral genes with host benefits,Viral genes with unknown function,Viral replication genes,Viral genes with viral benefits,Viral structure genes
Fraser2023_k141_223842,1,FALSE,FALSE,8,0,0,FALSE,0,6,2,0,0,0,0
Fraser2023_k141_233168,1,FALSE,FALSE,14,1,0,FALSE,0,13,0,1,0,0,0
Fraser2023_k141_284229,2,FALSE,FALSE,7,0,0,FALSE,0,7,0,0,0,0,0
Fraser2023_k141_293064,1,FALSE,FALSE,8,2,0,FALSE,0,6,0,2,0,0,0
Fraser2023_k141_309992,2,FALSE,FALSE,12,0,0,FALSE,0.08333333333333333,10,2,0,0,0,0
Fraser2023_k141_349698,1,FALSE,FALSE,32,0,0,FALSE,0,26,3,1,1,0,1
Fraser2023_k141_356690,2,FALSE,FALSE,7,2,0,TRUE,0,6,0,1,0,0,0
Fraser2023_k141_433013,2,FALSE,FALSE,6,2,0,TRUE,0,0,5,0,1,0,0
Fraser2023_k141_463246,2,FALSE,FALSE,23,0,0,FALSE,0,22,1,0,0,0,0
Fraser2023_k141_468526,1,FALSE,FALSE,18,1,0,FALSE,0,17,1,0,0,0,0
Fraser2023_k141_476164,2,FALSE,FALSE,5,0,0,FALSE,0,5,0,0,0,0,0
Fraser2023_k141_479511,2,FALSE,FALSE,14,2,0,FALSE,0,10,2,2,0,0,0
Fraser2023_k141_487540,2,FALSE,FALSE,5,1,0,FALSE,0,4,1,0,0,0,0
Fraser2023_k141_492795,1,FALSE,FALSE,12,1,0,FALSE,0.08333333333333333,8,2,1,0,1,0
Fraser2023_k141_492976,1,FALSE,FALSE,5,0,0,FALSE,0,1,1,1,0,0,2
Fraser2023_k141_516463,2,FALSE,FALSE,7,3,0,FALSE,0,7,0,0,0,0,0
Fraser2023_k141_529814,2,FALSE,FALSE,4,0,0,FALSE,0.25,2,2,0,0,0,0
Fraser2023_k141_536994,2,FALSE,FALSE,16,2,0,FALSE,0,11,2,3,0,0,0
Fraser2023_k141_563241,2,FALSE,FALSE,9,3,0,FALSE,0,8,0,0,0,1,0
Fraser2023_k141_574691,2,FALSE,FALSE,2,1,0,FALSE,0.5,1,1,0,0,0,0
Fraser2023_k141_587614,2,FALSE,FALSE,9,2,0,FALSE,0,9,0,0,0,0,0
Fraser2023_k141_591966,2,FALSE,FALSE,19,1,0,FALSE,0.05263157894736842,18,1,0,0,0,0
Fraser2023_k141_597574,2,FALSE,FALSE,6,3,0,FALSE,0,5,0,1,0,0,0
Fraser2023_k141_621321,1,FALSE,FALSE,12,7,0,FALSE,0,11,0,1,0,0,0
Fraser2023_k141_698888,2,FALSE,FALSE,7,0,1,FALSE,0,7,0,0,0,0,0
Fraser2023_k141_711490,2,FALSE,FALSE,20,0,0,FALSE,0.05,18,2,0,0,0,0
Fraser2023_k141_76914,2,FALSE,FALSE,3,0,0,FALSE,0,3,0,0,0,0,0
Fraser2023_k141_78218,1,FALSE,FALSE,8,1,0,FALSE,0,6,1,0,0,0,1
Fraser2023_k141_787347,2,FALSE,FALSE,11,3,0,FALSE,0,11,0,0,0,0,0
Fraser2023_k141_801534,2,FALSE,FALSE,7,3,0,FALSE,0,6,0,1,0,0,0
Fraser2023_k141_804321,1,FALSE,FALSE,7,0,0,FALSE,0,7,0,0,0,0,0
Fraser2023_k141_805084,1,FALSE,FALSE,7,1,0,FALSE,0,5,0,2,0,0,0
Fraser2023_k141_8300,2,FALSE,FALSE,5,1,1,FALSE,0,4,0,1,0,0,0
Fraser2023_k141_904341,2,FALSE,FALSE,7,0,2,FALSE,0.42857142857142855,2,3,2,0,0,0
Fraser2023_k141_92593,2,FALSE,FALSE,7,0,0,FALSE,0.2857142857142857,5,2,0,0,0,0
Fraser2023_k141_934146,2,FALSE,FALSE,3,1,0,FALSE,0.3333333333333333,1,2,0,0,0,0
Fraser2023_k141_951931,2,FALSE,FALSE,24,1,0,FALSE,0,21,3,0,0,0,0
Fraser2023_k141_962801,1,FALSE,FALSE,6,0,0,FALSE,0,5,1,0,0,0,0
Fraser2023_k141_982436,2,FALSE,FALSE,6,1,0,FALSE,0.16666666666666666,5,1,0,0,0,0
Fraser2023_k141_990913,1,FALSE,FALSE,7,3,0,FALSE,0,6,0,1,0,0,0
Miranda_k141_1001008,2,FALSE,FALSE,5,0,0,FALSE,0,5,0,0,0,0,0
Miranda_k141_1002906,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Miranda_k141_1007961,2,FALSE,FALSE,9,3,0,FALSE,0,8,0,1,0,0,0
Miranda_k141_1011953,2,FALSE,FALSE,6,2,0,TRUE,0,3,0,0,3,0,0
Miranda_k141_1028250,2,FALSE,FALSE,10,1,0,FALSE,0,7,0,3,0,0,0
Miranda_k141_1029481,2,FALSE,FALSE,6,0,0,FALSE,0,5,0,0,1,0,0
Miranda_k141_1035534,2,FALSE,FALSE,6,3,0,FALSE,0,6,0,0,0,0,0
Miranda_k141_1044286,2,FALSE,FALSE,2,0,0,FALSE,0,1,0,0,1,0,0
Miranda_k141_1044979,2,FALSE,FALSE,7,3,0,FALSE,0.14285714285714285,6,1,0,0,0,0
Miranda_k141_1049091,2,FALSE,FALSE,6,1,0,FALSE,0,5,0,1,0,0,0
Miranda_k141_1051423,2,FALSE,FALSE,4,0,0,FALSE,0,3,0,0,1,0,0
Miranda_k141_1057706,2,FALSE,FALSE,6,1,0,FALSE,0.16666666666666666,5,1,0,0,0,0
Miranda_k141_1058746,2,FALSE,FALSE,6,1,0,FALSE,0,4,0,2,0,0,0
Miranda_k141_106453,2,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Miranda_k141_1065816,2,FALSE,FALSE,14,2,0,FALSE,0,13,0,1,0,0,0
Miranda_k141_1068432,2,FALSE,FALSE,3,2,0,FALSE,0,3,0,0,0,0,0
Miranda_k141_1090547,2,FALSE,FALSE,7,2,0,TRUE,0,5,0,0,2,0,0
Miranda_k141_1093193,2,FALSE,FALSE,10,3,0,TRUE,0,10,0,0,0,0,0
Miranda_k141_1102210,1,FALSE,FALSE,9,0,0,FALSE,0,8,0,0,1,0,0
Miranda_k141_1105015,2,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Miranda_k141_1106625,2,FALSE,FALSE,4,1,0,FALSE,0,3,0,0,1,0,0
Miranda_k141_1109385,2,FALSE,FALSE,5,2,0,FALSE,0,5,0,0,0,0,0
Miranda_k141_111172,2,FALSE,FALSE,5,0,0,FALSE,0,4,0,0,1,0,0
Miranda_k141_1118141,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Miranda_k141_1118233,2,FALSE,FALSE,10,1,0,FALSE,0.1,9,1,0,0,0,0
Miranda_k141_1126376,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Miranda_k141_1132491,1,FALSE,FALSE,8,3,1,FALSE,0,8,0,0,0,0,0
Miranda_k141_1139857,2,FALSE,FALSE,8,2,0,TRUE,0,6,0,0,2,0,0
Miranda_k141_1144507,1,FALSE,FALSE,9,0,0,FALSE,0,7,0,2,0,0,0
Miranda_k141_1145532,1,FALSE,FALSE,31,0,0,FALSE,0.03225806451612903,28,1,2,0,0,0
Miranda_k141_1146582,1,FALSE,FALSE,37,0,0,FALSE,0.05405405405405406,27,2,3,3,0,2
Miranda_k141_1148968,2,FALSE,FALSE,10,0,0,FALSE,0,10,0,0,0,0,0
Miranda_k141_1160466,1,FALSE,FALSE,24,1,0,FALSE,0,19,0,4,1,0,0
Miranda_k141_1165871,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Miranda_k141_1169106,2,FALSE,FALSE,9,0,0,FALSE,0.1111111111111111,7,1,0,1,0,0
Miranda_k141_1169415,2,FALSE,FALSE,3,2,0,FALSE,0,3,0,0,0,0,0
Miranda_k141_1174375,2,FALSE,FALSE,8,2,0,TRUE,0,7,0,0,1,0,0
Miranda_k141_1180089,2,FALSE,FALSE,8,0,0,FALSE,0,6,0,0,2,0,0
Miranda_k141_1199114,2,FALSE,FALSE,36,4,0,FALSE,0,36,0,0,0,0,0
Miranda_k141_1200335,2,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Miranda_k141_1202328,1,FALSE,FALSE,7,0,0,FALSE,0,4,0,0,0,0,3
Miranda_k141_1202644,2,FALSE,FALSE,8,2,1,FALSE,0.125,5,2,1,0,0,0
Miranda_k141_1211888,2,FALSE,FALSE,2,0,0,FALSE,0,2,0,0,0,0,0
Miranda_k141_1223304,2,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Miranda_k141_1227046,2,FALSE,FALSE,5,1,0,FALSE,0,5,0,0,0,0,0
Miranda_k141_1227864,2,FALSE,FALSE,12,1,0,FALSE,0,9,0,3,0,0,0
Miranda_k141_1232516,1,FALSE,FALSE,13,0,0,FALSE,0,5,2,2,4,0,0
Miranda_k141_1233133,2,FALSE,FALSE,12,0,0,FALSE,0.08333333333333333,11,1,0,0,0,0
Miranda_k141_1235351,2,FALSE,FALSE,6,1,0,FALSE,0,6,0,0,0,0,0
Miranda_k141_124323,2,FALSE,FALSE,10,2,0,FALSE,0,9,0,0,1,0,0
Miranda_k141_1250060,1,FALSE,FALSE,3,0,0,FALSE,0,3,0,0,0,0,0
Miranda_k141_1254846,1,FALSE,FALSE,26,1,0,FALSE,0,17,0,3,0,0,6
Miranda_k141_1255800,2,FALSE,FALSE,5,0,0,FALSE,0,4,0,1,0,0,0
Miranda_k141_1262779,2,FALSE,FALSE,6,1,0,FALSE,0,6,0,0,0,0,0
Miranda_k141_126691,1,FALSE,FALSE,5,0,0,FALSE,0,4,0,1,0,0,0
Miranda_k141_1268811,2,FALSE,FALSE,5,1,0,FALSE,0,5,0,0,0,0,0
Miranda_k141_1281414,2,FALSE,FALSE,3,1,0,FALSE,0,3,0,0,0,0,0
Miranda_k141_1295538,2,FALSE,FALSE,8,1,0,FALSE,0,8,0,0,0,0,0
Miranda_k141_1296817,2,FALSE,FALSE,3,1,0,FALSE,0,3,0,0,0,0,0
Miranda_k141_1304024,1,FALSE,FALSE,9,0,0,FALSE,0,8,0,1,0,0,0
Miranda_k141_1310419,2,FALSE,FALSE,3,1,0,FALSE,0,3,0,0,0,0,0
Miranda_k141_1314204,2,FALSE,FALSE,14,2,0,FALSE,0.07142857142857142,8,1,4,1,0,0
Miranda_k141_1326277,2,FALSE,FALSE,11,3,1,FALSE,0,10,0,0,1,0,0
Miranda_k141_1333450,1,FALSE,FALSE,12,0,0,FALSE,0,11,0,0,0,0,1
Miranda_k141_1335406,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Miranda_k141_1339029,2,FALSE,FALSE,8,3,0,FALSE,0.125,7,1,0,0,0,0
Miranda_k141_1340609,2,FALSE,FALSE,8,1,0,FALSE,0.125,6,1,0,0,0,1
Miranda_k141_1344825,1,FALSE,FALSE,2,0,0,FALSE,0,2,0,0,0,0,0
Miranda_k141_1350556,2,FALSE,FALSE,5,3,0,FALSE,0,3,0,2,0,0,0
Miranda_k141_1354404,2,FALSE,FALSE,10,2,0,FALSE,0,9,0,1,0,0,0
Miranda_k141_1359692,1,FALSE,FALSE,1,0,0,FALSE,0,0,0,1,0,0,0
Miranda_k141_135988,2,FALSE,FALSE,6,3,0,TRUE,0,6,0,0,0,0,0
Miranda_k141_1363179,2,FALSE,FALSE,6,2,0,FALSE,0.16666666666666666,5,1,0,0,0,0
Miranda_k141_1368589,1,FALSE,FALSE,10,0,0,FALSE,0,6,0,4,0,0,0
Miranda_k141_1369653,2,FALSE,FALSE,13,0,0,FALSE,0,2,0,10,1,0,0
Miranda_k141_1372544,2,FALSE,FALSE,9,5,0,FALSE,0,8,0,0,1,0,0
Miranda_k141_1373072,1,FALSE,FALSE,98,12,2,FALSE,0.02040816326530612,95,2,1,0,0,0
Miranda_k141_1373400,2,FALSE,FALSE,9,1,0,FALSE,0,8,0,0,0,0,1
Miranda_k141_1381711,2,FALSE,FALSE,7,1,0,FALSE,0,6,0,1,0,0,0
Miranda_k141_1381769,1,FALSE,FALSE,6,0,0,FALSE,0.16666666666666666,5,1,0,0,0,0
Miranda_k141_1381941,1,FALSE,FALSE,10,0,0,FALSE,0,5,0,4,0,0,1
Miranda_k141_1386066,2,FALSE,FALSE,6,3,0,FALSE,0.16666666666666666,5,1,0,0,0,0
Miranda_k141_1389565,1,FALSE,FALSE,28,1,1,FALSE,0,19,0,9,0,0,0
Miranda_k141_1395273,2,FALSE,FALSE,15,0,0,FALSE,0,12,0,3,0,0,0
Miranda_k141_1400646,2,FALSE,FALSE,7,4,0,FALSE,0,6,0,1,0,0,0
Miranda_k141_140294,2,FALSE,FALSE,7,3,0,FALSE,0,6,0,1,0,0,0
Miranda_k141_1406801,2,FALSE,FALSE,6,3,0,FALSE,0.16666666666666666,5,1,0,0,0,0
Miranda_k141_1408364,1,FALSE,FALSE,5,0,0,FALSE,0,3,0,0,1,0,1
Miranda_k141_1410312,2,FALSE,FALSE,12,3,0,FALSE,0,12,0,0,0,0,0
Miranda_k141_1412684,2,FALSE,FALSE,7,1,4,FALSE,0.5714285714285714,2,4,1,0,0,0
Miranda_k141_142126,2,FALSE,FALSE,5,0,0,FALSE,0,5,0,0,0,0,0
Miranda_k141_1422248,2,FALSE,FALSE,3,2,0,FALSE,0,3,0,0,0,0,0
Miranda_k141_142295,2,FALSE,FALSE,11,1,0,FALSE,0,10,0,1,0,0,0
Miranda_k141_1428695,2,FALSE,FALSE,10,5,0,FALSE,0.1,9,1,0,0,0,0
Miranda_k141_1433758,1,FALSE,FALSE,5,1,0,TRUE,0.4,3,2,0,0,0,0
Miranda_k141_1434688,2,FALSE,FALSE,3,2,0,FALSE,0,3,0,0,0,0,0
Miranda_k141_1435813,2,FALSE,FALSE,3,1,0,FALSE,0,3,0,0,0,0,0
Miranda_k141_1437209,1,FALSE,FALSE,56,9,2,FALSE,0.01785714285714285,44,1,7,0,0,4
Miranda_k141_1451500,2,FALSE,FALSE,4,0,0,FALSE,0,4,0,0,0,0,0
Miranda_k141_1455200,2,FALSE,FALSE,6,0,0,FALSE,0.16666666666666666,4,1,0,1,0,0
Miranda_k141_1462922,2,FALSE,FALSE,3,0,0,FALSE,0,2,0,1,0,0,0
Miranda_k141_1464671,1,FALSE,FALSE,8,0,0,FALSE,0,8,0,0,0,0,0
Miranda_k141_1476656,1,FALSE,FALSE,15,6,0,FALSE,0,10,0,4,1,0,0
Miranda_k141_149076,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Miranda_k141_1491474,2,FALSE,FALSE,7,1,0,FALSE,0,6,0,0,1,0,0
Miranda_k141_1497085,2,FALSE,FALSE,7,0,0,FALSE,0,7,0,0,0,0,0
Miranda_k141_1508536,1,FALSE,FALSE,95,4,0,FALSE,0.03157894736842105,79,4,9,2,0,1
Miranda_k141_1510793,1,FALSE,FALSE,14,0,0,FALSE,0,5,0,5,0,0,4
Miranda_k141_1511109,2,FALSE,FALSE,5,1,0,FALSE,0,5,0,0,0,0,0
Miranda_k141_1512061,2,FALSE,FALSE,13,6,0,FALSE,0,11,0,0,2,0,0
Miranda_k141_1513745,2,FALSE,FALSE,8,2,0,FALSE,0,8,0,0,0,0,0
Miranda_k141_1516007,2,FALSE,FALSE,6,2,0,FALSE,0,5,0,1,0,0,0
Miranda_k141_1524313,2,FALSE,FALSE,6,3,0,FALSE,0.16666666666666666,5,1,0,0,0,0
Miranda_k141_1530375,2,FALSE,FALSE,9,1,0,FALSE,0,9,0,0,0,0,0
Miranda_k141_1536851,2,FALSE,FALSE,11,5,0,FALSE,0,9,0,2,0,0,0
Miranda_k141_153771,2,FALSE,FALSE,6,0,0,FALSE,0,6,0,0,0,0,0
Miranda_k141_15492,1,FALSE,FALSE,5,1,0,FALSE,0,5,0,0,0,0,0
Miranda_k141_1550799,2,FALSE,FALSE,11,4,1,FALSE,0.09090909090909093,10,1,0,0,0,0
Miranda_k141_158083,2,FALSE,FALSE,5,1,0,FALSE,0,5,0,0,0,0,0
Miranda_k141_1581076,1,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Miranda_k141_159104,2,FALSE,FALSE,5,0,0,FALSE,0,5,0,0,0,0,0
Miranda_k141_159254,2,FALSE,FALSE,6,1,0,FALSE,0.16666666666666666,4,1,1,0,0,0
Miranda_k141_1594662,2,FALSE,FALSE,6,2,0,FALSE,0,6,0,0,0,0,0
Miranda_k141_1599452,2,FALSE,FALSE,5,1,0,FALSE,0,5,0,0,0,0,0
Miranda_k141_160509,1,FALSE,FALSE,7,0,0,FALSE,0,7,0,0,0,0,0
Miranda_k141_162258,2,FALSE,FALSE,13,3,2,FALSE,0,12,0,1,0,0,0
Miranda_k141_1627918,2,FALSE,FALSE,6,3,0,FALSE,0,6,0,0,0,0,0
Miranda_k141_1629337,2,FALSE,FALSE,8,4,1,FALSE,0,5,0,2,1,0,0
Miranda_k141_1632716,1,FALSE,FALSE,20,0,1,FALSE,0,16,0,3,0,0,1
Miranda_k141_1632794,2,FALSE,FALSE,5,0,0,FALSE,0.2,4,1,0,0,0,0
Miranda_k141_1634935,2,FALSE,FALSE,3,1,0,FALSE,0,3,0,0,0,0,0
Miranda_k141_1638171,1,FALSE,FALSE,32,5,0,FALSE,0,27,0,5,0,0,0
Miranda_k141_164133,2,FALSE,FALSE,6,0,0,FALSE,0,6,0,0,0,0,0
Miranda_k141_1642006,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Miranda_k141_1642519,2,FALSE,FALSE,5,2,0,FALSE,0,5,0,0,0,0,0
Miranda_k141_1644479,2,FALSE,FALSE,9,4,1,FALSE,0,9,0,0,0,0,0
Miranda_k141_1645949,2,FALSE,FALSE,9,2,0,FALSE,0.1111111111111111,8,1,0,0,0,0
Miranda_k141_1646273,2,FALSE,FALSE,8,1,0,FALSE,0.125,6,1,0,1,0,0
Miranda_k141_1648663,2,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Miranda_k141_164903,1,FALSE,FALSE,23,3,0,FALSE,0,20,1,1,1,0,0
Miranda_k141_1649301,2,FALSE,FALSE,7,2,0,FALSE,0,6,0,1,0,0,0
Miranda_k141_1650284,2,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Miranda_k141_1651049,2,FALSE,FALSE,5,0,0,FALSE,0,5,0,0,0,0,0
Miranda_k141_1653709,2,FALSE,FALSE,3,0,0,FALSE,0,3,0,0,0,0,0
Miranda_k141_1654577,1,FALSE,FALSE,3,1,0,FALSE,0,2,0,1,0,0,0
Miranda_k141_1659121,2,FALSE,FALSE,9,3,0,FALSE,0,8,0,1,0,0,0
Miranda_k141_1659498,2,FALSE,FALSE,3,1,0,FALSE,0,1,0,1,1,0,0
Miranda_k141_1665590,2,FALSE,FALSE,8,0,0,FALSE,0,8,0,0,0,0,0
Miranda_k141_1665697,1,FALSE,FALSE,15,2,0,FALSE,0,15,0,0,0,0,0
Miranda_k141_1673106,2,FALSE,FALSE,6,2,0,FALSE,0.16666666666666666,5,1,0,0,0,0
Miranda_k141_1673186,2,FALSE,FALSE,9,3,0,FALSE,0,9,0,0,0,0,0
Miranda_k141_1677133,2,FALSE,FALSE,13,1,0,FALSE,0,11,0,1,1,0,0
Miranda_k141_1678810,2,FALSE,FALSE,14,4,3,FALSE,0.07142857142857142,11,1,2,0,0,0
Miranda_k141_168942,2,FALSE,FALSE,11,0,0,FALSE,0,8,0,3,0,0,0
Miranda_k141_1703226,2,FALSE,FALSE,16,2,0,FALSE,0,16,0,0,0,0,0
Miranda_k141_1707017,1,FALSE,FALSE,7,2,0,FALSE,0.14285714285714285,5,1,1,0,0,0
Miranda_k141_1708772,2,FALSE,FALSE,11,2,0,FALSE,0,11,0,0,0,0,0
Miranda_k141_1714686,2,FALSE,FALSE,6,3,0,FALSE,0,6,0,0,0,0,0
Miranda_k141_1721923,2,FALSE,FALSE,7,4,0,FALSE,0,6,0,1,0,0,0
Miranda_k141_1725133,2,FALSE,FALSE,4,2,0,FALSE,0,4,0,0,0,0,0
Miranda_k141_1728948,2,FALSE,FALSE,6,3,0,TRUE,0,4,0,0,2,0,0
Miranda_k141_1731948,2,FALSE,FALSE,8,4,1,FALSE,0,7,0,1,0,0,0
Miranda_k141_1735073,2,FALSE,FALSE,5,0,0,FALSE,0,5,0,0,0,0,0
Miranda_k141_1739521,2,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Miranda_k141_1740041,1,FALSE,FALSE,5,0,0,FALSE,0,5,0,0,0,0,0
Miranda_k141_1741099,2,FALSE,FALSE,5,3,0,FALSE,0.2,4,1,0,0,0,0
Miranda_k141_1743317,2,FALSE,FALSE,6,0,0,FALSE,0,6,0,0,0,0,0
Miranda_k141_1743923,2,FALSE,FALSE,11,1,0,FALSE,0.18181818181818185,9,2,0,0,0,0
Miranda_k141_1752007,2,FALSE,FALSE,8,1,0,FALSE,0,8,0,0,0,0,0
Miranda_k141_1753740,2,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Miranda_k141_1754410,1,FALSE,FALSE,1,0,0,FALSE,0,0,0,1,0,0,0
Miranda_k141_1761093,2,FALSE,FALSE,6,0,0,TRUE,0,3,0,0,3,0,0
Miranda_k141_1767438,2,FALSE,FALSE,29,4,0,FALSE,0,24,2,2,1,0,0
Miranda_k141_1770693,2,FALSE,FALSE,16,0,0,FALSE,0,14,0,2,0,0,0
Miranda_k141_1770871,2,FALSE,FALSE,5,0,0,FALSE,0.2,2,1,1,1,0,0
Miranda_k141_1773242,2,FALSE,FALSE,7,1,0,FALSE,0,7,0,0,0,0,0
Miranda_k141_1777029,1,FALSE,FALSE,10,0,0,FALSE,0,9,0,0,0,0,1
Miranda_k141_1779221,2,FALSE,FALSE,6,1,0,FALSE,0,5,0,1,0,0,0
Miranda_k141_1780141,2,FALSE,FALSE,9,2,0,FALSE,0,8,0,1,0,0,0
Miranda_k141_1786313,2,FALSE,FALSE,25,0,0,FALSE,0,25,0,0,0,0,0
Miranda_k141_1788672,2,FALSE,FALSE,8,2,0,FALSE,0,6,0,0,1,0,1
Miranda_k141_1797910,2,FALSE,FALSE,7,2,0,FALSE,0.14285714285714285,6,1,0,0,0,0
Miranda_k141_1807925,2,FALSE,FALSE,12,1,0,FALSE,0,12,0,0,0,0,0
Miranda_k141_1815947,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Miranda_k141_1817069,2,FALSE,FALSE,7,2,0,FALSE,0.14285714285714285,5,1,1,0,0,0
Miranda_k141_1825633,2,FALSE,FALSE,14,2,0,FALSE,0,14,0,0,0,0,0
Miranda_k141_1826629,2,FALSE,FALSE,14,7,0,FALSE,0,12,0,1,1,0,0
Miranda_k141_1832693,2,FALSE,FALSE,11,0,0,FALSE,0,10,0,1,0,0,0
Miranda_k141_1846384,1,FALSE,FALSE,11,0,0,FALSE,0,9,0,2,0,0,0
Miranda_k141_1848573,2,FALSE,FALSE,5,3,0,FALSE,0,4,0,0,0,0,1
Miranda_k141_1849296,2,FALSE,FALSE,3,1,0,FALSE,0,3,0,0,0,0,0
Miranda_k141_1852389,2,FALSE,FALSE,5,3,0,FALSE,0,5,0,0,0,0,0
Miranda_k141_1871069,2,FALSE,FALSE,9,3,0,FALSE,0,9,0,0,0,0,0
Miranda_k141_1881666,2,FALSE,FALSE,7,0,0,FALSE,0,7,0,0,0,0,0
Miranda_k141_1885377,2,FALSE,FALSE,4,2,0,FALSE,0,3,0,1,0,0,0
Miranda_k141_1889026,1,FALSE,FALSE,22,3,0,FALSE,0,19,1,1,1,0,0
Miranda_k141_1891645,2,FALSE,FALSE,6,1,0,FALSE,0,5,0,1,0,0,0
Miranda_k141_1897908,2,FALSE,FALSE,8,3,0,FALSE,0,8,0,0,0,0,0
Miranda_k141_1904334,2,FALSE,FALSE,35,1,0,FALSE,0,32,0,3,0,0,0
Miranda_k141_1912450,2,FALSE,FALSE,9,3,0,FALSE,0,8,0,0,1,0,0
Miranda_k141_1914915,2,FALSE,FALSE,3,0,0,FALSE,0,2,0,1,0,0,0
Miranda_k141_1941920,2,FALSE,FALSE,9,0,1,FALSE,0.4444444444444444,4,4,1,0,0,0
Miranda_k141_1958749,2,FALSE,FALSE,2,0,0,FALSE,0,2,0,0,0,0,0
Miranda_k141_1965119,2,FALSE,FALSE,3,2,0,FALSE,0.3333333333333333,2,1,0,0,0,0
Miranda_k141_1966594,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Miranda_k141_1967578,2,FALSE,FALSE,7,1,0,FALSE,0.14285714285714285,6,1,0,0,0,0
Miranda_k141_1970153,2,FALSE,FALSE,15,1,0,FALSE,0,12,0,3,0,0,0
Miranda_k141_197083,2,FALSE,FALSE,7,0,0,FALSE,0.14285714285714285,5,1,1,0,0,0
Miranda_k141_1976444,2,FALSE,FALSE,4,1,0,FALSE,0,4,0,0,0,0,0
Miranda_k141_1976452,2,FALSE,FALSE,14,2,0,FALSE,0,14,0,0,0,0,0
Miranda_k141_197888,2,FALSE,FALSE,4,0,0,FALSE,0,3,0,0,1,0,0
Miranda_k141_1984145,2,FALSE,FALSE,4,0,0,FALSE,0.25,3,1,0,0,0,0
Miranda_k141_1985492,2,FALSE,FALSE,6,0,0,FALSE,0,5,0,0,1,0,0
Miranda_k141_2000915,1,FALSE,FALSE,7,0,0,FALSE,0,5,0,1,1,0,0
Miranda_k141_2003557,2,FALSE,FALSE,7,1,0,FALSE,0,6,0,1,0,0,0
Miranda_k141_2008121,2,FALSE,FALSE,4,1,0,TRUE,0,3,0,0,1,0,0
Miranda_k141_2008289,1,FALSE,FALSE,108,2,2,TRUE,0.05555555555555555,83,8,9,2,0,6
Miranda_k141_2012951,2,FALSE,FALSE,6,2,0,FALSE,0,6,0,0,0,0,0
Miranda_k141_2020285,1,FALSE,FALSE,14,1,0,FALSE,0,8,0,6,0,0,0
Miranda_k141_2024549,2,FALSE,FALSE,8,0,2,FALSE,0.5,4,4,0,0,0,0
Miranda_k141_2032176,1,FALSE,FALSE,46,20,0,FALSE,0.0217391304347826,44,1,0,1,0,0
Miranda_k141_2047880,2,FALSE,FALSE,6,2,0,FALSE,0.3333333333333333,4,2,0,0,0,0
Miranda_k141_2048020,2,FALSE,FALSE,7,4,0,FALSE,0,7,0,0,0,0,0
Miranda_k141_2067088,2,FALSE,FALSE,5,2,0,FALSE,0,3,0,2,0,0,0
Miranda_k141_2069615,2,FALSE,FALSE,14,6,2,FALSE,0,13,0,0,1,0,0
Miranda_k141_2070522,2,FALSE,FALSE,3,0,0,FALSE,0,3,0,0,0,0,0
Miranda_k141_2072652,2,FALSE,FALSE,2,0,0,FALSE,0,1,0,1,0,0,0
Miranda_k141_2073406,2,FALSE,FALSE,7,1,0,FALSE,0,7,0,0,0,0,0
Miranda_k141_2075864,2,FALSE,FALSE,7,2,0,FALSE,0,7,0,0,0,0,0
Miranda_k141_2079623,2,FALSE,FALSE,6,1,0,FALSE,0,5,0,1,0,0,0
Miranda_k141_2080304,2,FALSE,FALSE,5,1,0,FALSE,0,5,0,0,0,0,0
Miranda_k141_2091804,2,FALSE,FALSE,2,1,0,FALSE,0,1,0,1,0,0,0
Miranda_k141_2093540,2,FALSE,FALSE,5,1,0,FALSE,0.6,1,3,0,1,0,0
Miranda_k141_2095516,2,FALSE,FALSE,7,0,0,FALSE,0,7,0,0,0,0,0
Miranda_k141_2096649,1,FALSE,FALSE,28,2,1,FALSE,0,22,0,1,0,0,5
Miranda_k141_2104037,1,FALSE,FALSE,27,3,1,FALSE,0,21,1,2,0,0,3
