filename,gene,Genome,gene_id,gene_description,category,header,subheader,module,auxiliary_score,amg_flags
Ettinger,c_000001973345__full-cat_2_14,Ettinger_c_000001973345,NA,NA,NA,NA,NA,NA,3,MKE
Ettinger,c_000001973345__full-cat_2_18,Ettinger_c_000001973345,K00228,coproporphyrinogen III oxidase [EC:1.3.3.3] [RN:R03220],MISC,MISC,NA,"Heme biosynthesis, animals and fungi, glycine => heme",3,MK
Ettinger,c_000001984492__full-cat_2_2,Ettinger_c_000001984492,K10107,ABC-2.CPSE.P1; capsular polysaccharide transport system permease protein,Transporters,NA,NA,Capsular polysaccharide transport system,3,MF
Ettinger,c_000001990180__full-cat_2_2,Ettinger_c_000001990180,K01784,GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2],MISC,Information systems,Nucleotide,"Nucleotide sugar biosynthesis, eukaryotes",3,MKF
Ettinger,c_000001990180__full-cat_2_2,Ettinger_c_000001990180,K01784,UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291],carbon utilization,central carbon,glycolysis,"Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P",3,MKF
Ettinger,c_000001990180__full-cat_2_2,Ettinger_c_000001990180,K01784,UDP-glucose 4-epimerase,carbon utilization (Woodcroft),sugar utilization (woodcroft),galactose degradation,Galactose metabolism,3,MKF
Ettinger,c_000001990180__full-cat_2_4,Ettinger_c_000001990180,M01,Catlytic type: Metallo; each is capable of releasing a variety of residues; none have been shown to hydrolyse Xaa-Pro-bonds,Organic Nitrogen,Peptidase,NA,Aminopeptidases,3,MF
Ettinger,c_000002017599__full-cat_2_4,Ettinger_c_000002017599,NA,NA,NA,NA,NA,NA,3,MKF
Ettinger,c_000002027994__full-cat_2_7,Ettinger_c_000002027994,GT2,"GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)",carbon utilization,CAZY,NA,GlycosylTransferases,3,M
Ettinger,c_000002051851__full-cat_1_11,Ettinger_c_000002051851,NA,NA,NA,NA,NA,NA,1,MKT
Ettinger,c_000002051851__full-cat_1_21,Ettinger_c_000002051851,NA,NA,NA,NA,NA,NA,2,MKTF
Ettinger,c_000002051851__full-cat_1_22,Ettinger_c_000002051851,NA,NA,NA,NA,NA,NA,2,MKTF
Ettinger,c_000002062866__full-cat_1_5,Ettinger_c_000002062866,NA,NA,NA,NA,NA,NA,2,MKF
Ettinger,c_000002088755__full-cat_2_6,Ettinger_c_000002088755,NA,NA,NA,NA,NA,NA,3,MKF
Ettinger,c_000002106314__full-cat_1_5,Ettinger_c_000002106314,K01652,acetolactate synthase [EC:2.2.1.6] [RN:R00226 R08648],Organic Nitrogen,Amino Acid,NA,"Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine",2,MF
Ettinger,c_000002106314__full-cat_1_5,Ettinger_c_000002106314,K01652,acetolactate synthase [EC:2.2.1.6] [RN:R08648],Organic Nitrogen,Amino Acid,NA,"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine",2,MF
Ettinger,c_000002107227__full-cat_1_5,Ettinger_c_000002107227,NA,NA,NA,NA,NA,NA,2,MKF
Ettinger,c_000002113992__full-cat_2_7,Ettinger_c_000002113992,NA,NA,NA,NA,NA,NA,3,MKF
Ettinger,c_000002134435__full-cat_2_3,Ettinger_c_000002134435,NA,NA,NA,NA,NA,NA,3,MKF
Ettinger,c_000002134435__full-cat_2_7,Ettinger_c_000002134435,K01990,ABC-2.A; ABC-2 type transport system ATP-binding protein,Transporters,NA,NA,ABC-2 type transport system,3,MF
Ettinger,c_000002135296__full-cat_2_8,Ettinger_c_000002135296,K01653,acetolactate synthase [EC:2.2.1.6] [RN:R00226 R08648],Organic Nitrogen,Amino Acid,NA,"Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine",3,MF
Ettinger,c_000002135296__full-cat_2_8,Ettinger_c_000002135296,K01653,acetolactate synthase [EC:2.2.1.6] [RN:R08648],Organic Nitrogen,Amino Acid,NA,"Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine",3,MF
Ettinger,c_000002140092__full-cat_1_42,Ettinger_c_000002140092,NA,NA,NA,NA,NA,NA,1,MK
Ettinger,c_000002174266__full-cat_1_6,Ettinger_c_000002174266,K01784,GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2],MISC,Information systems,Nucleotide,"Nucleotide sugar biosynthesis, eukaryotes",2,MKF
Ettinger,c_000002174266__full-cat_1_6,Ettinger_c_000002174266,K01784,UDP-glucose 4-epimerase [EC:5.1.3.2] [RN:R00291],carbon utilization,central carbon,glycolysis,"Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P",2,MKF
Ettinger,c_000002174266__full-cat_1_6,Ettinger_c_000002174266,K01784,UDP-glucose 4-epimerase,carbon utilization (Woodcroft),sugar utilization (woodcroft),galactose degradation,Galactose metabolism,2,MKF
Ettinger,c_000002182459__full-cat_2_2,Ettinger_c_000002182459,GT4,"GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)",carbon utilization,CAZY,NA,GlycosylTransferases,3,MKF
Ettinger,c_000002182459__full-cat_2_5,Ettinger_c_000002182459,GT4,"GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)",carbon utilization,CAZY,NA,GlycosylTransferases,3,MKF
Ettinger,c_000002183438__full-cat_2_10,Ettinger_c_000002183438,NA,NA,NA,NA,NA,NA,3,MKF
Ettinger,c_000002215870__full-cat_2_5,Ettinger_c_000002215870,K00249,acyl-CoA dehydrogenase [EC:1.3.8.7] [RN:R04432],Energy,Electron transport Chain,NA,"Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA",3,MKF
Ettinger,c_000002215870__full-cat_2_5,Ettinger_c_000002215870,K00249,acyl-CoA dehydrogenase [EC:1.3.8.7] [RN:R04095],Organic Nitrogen,Amino Acid,NA,"Leucine degradation, leucine => acetoacetate + acetyl-CoA",3,MKF
Ettinger,c_000002252740__full-cat_2_10,Ettinger_c_000002252740,M01,Catlytic type: Metallo; each is capable of releasing a variety of residues; none have been shown to hydrolyse Xaa-Pro-bonds,Organic Nitrogen,Peptidase,NA,Aminopeptidases,3,M
Ettinger,c_000002274456__full-cat_1_21,Ettinger_c_000002274456,NA,NA,NA,NA,NA,NA,2,MKT
Ettinger,c_000002329755__full-cat_2_16,Ettinger_c_000002329755,NA,NA,NA,NA,NA,NA,3,MKTF
Ettinger,c_000002368588__full-cat_2_2,Ettinger_c_000002368588,K01992,ABC-2.P; ABC-2 type transport system permease protein,Transporters,NA,NA,ABC-2 type transport system,3,MF
Ettinger,c_000002374920__full-cat_2_9,Ettinger_c_000002374920,K00031,isocitrate dehydrogenase [EC:1.1.1.42 1.1.1.41] [RN:R01899 R00268 R00267 R00709],carbon utilization,central carbon,TCA,"Citrate cycle (TCA cycle, Krebs cycle)",3,M
Ettinger,c_000002374920__full-cat_2_9,Ettinger_c_000002374920,K00031,isocitrate dehydrogenase [EC:1.1.1.42 1.1.1.41] [RN:R01899 R00268 R00267 R00709],carbon utilization,central carbon,TCA,"Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",3,M
Ettinger,c_000002374920__full-cat_2_9,Ettinger_c_000002374920,K00031,isocitrate dehydrogenase [EC:1.1.1.42] [RN:R00267],Energy,C1,NA,Reductive citrate cycle (Arnon-Buchanan cycle),3,M
Ettinger,c_000002374920__full-cat_2_9,Ettinger_c_000002374920,K00031,isocitrate dehydrogenase [EC:1.1.1.42] [RN:R01899 R00268],Organic Nitrogen,Amino Acid,NA,Methylaspartate cycle,3,M
Ettinger,c_000002374920__full-cat_2_10,Ettinger_c_000002374920,K00891,shikimate kinase [EC:2.7.1.71] [RN:R02412],Organic Nitrogen,Amino Acid,NA,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate",3,M
Ettinger,c_000002374920__full-cat_2_14,Ettinger_c_000002374920,C82A,Catlytic type: Cysteine; hydrolyse the L-Lys(3)-D-Ala(4) bonds of bacterial cell wall components; protein showed cell-wall cross-linking activity,Organic Nitrogen,Peptidase,NA,Hydrolase (and transfer) bacterial cell wall peptides,3,MF
Ettinger,c_000002388049__full-cat_2_2,Ettinger_c_000002388049,K01783,ribulose-phosphate 3-epimerase [EC:5.1.3.1] [RN:R01529],carbon utilization,central carbon,pentose pathway,Pentose phosphate pathway (Pentose phosphate cycle),3,MKF
Ettinger,c_000002388049__full-cat_2_2,Ettinger_c_000002388049,K01783,ribulose-phosphate 3-epimerase [EC:5.1.3.1] [RN:R01529],carbon utilization,central carbon,pentose pathway,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P",3,MKF
Ettinger,c_000002398135__full-cat_1_4,Ettinger_c_000002398135,GT2,"GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)",carbon utilization,CAZY,NA,GlycosylTransferases,2,MTF
Ettinger,c_000002403760__full-cat_2_2,Ettinger_c_000002403760,CBM48,"CBM48 Modules of approx. 100 residues with glycogen-binding function, appended to GH13 modules. Also found in the beta subunit (glycogen-binding) of AMP-activated protein kinases (AMPK)",carbon utilization,CAZY,NA,Carbohydrate-Binding Modules,3,MF
Ettinger,c_000002506750__full-cat_2_5,Ettinger_c_000002506750,K00558,DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858],Organic Nitrogen,Amino Acid,NA,Methionine degradation,3,MF
Ettinger,c_000002514727__full-cat_1_3,Ettinger_c_000002514727,K00033,6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343] [RN:R01528 R10221],carbon utilization,central carbon,pentose pathway,Pentose phosphate pathway (Pentose phosphate cycle),2,MKEF
Ettinger,c_000002514727__full-cat_1_3,Ettinger_c_000002514727,K00033,6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343] [RN:R01528 R10221],carbon utilization,central carbon,pentose pathway,"Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P",2,MKEF
Ettinger,c_000002534219__full-cat_1_9,Ettinger_c_000002534219,K02010,ABC.FE.A; iron(III) transport system ATP-binding protein [EC:3.6.3.30],Transporters,NA,NA,Iron(III) transport system,2,M
Ettinger,c_000002534219__full-cat_1_9,Ettinger_c_000002534219,K02052,ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein,Transporters,NA,NA,Putative spermidine/putrescine transport system,2,M
Ettinger,c_000002584731__full-cat_2_2,Ettinger_c_000002584731,K00605,glycine cleavage system [RN:R01221],Energy,Photosynthesis,NA,Photorespiration,3,MF
Ettinger,c_000002595852__full-cat_2_14,Ettinger_c_000002595852,NA,NA,NA,NA,NA,NA,3,MK
Ettinger,c_000002595852__full-cat_2_15,Ettinger_c_000002595852,NA,NA,NA,NA,NA,NA,3,MK
Ettinger,c_000002595852__full-cat_2_22,Ettinger_c_000002595852,M17,"Catlytic type: Metallo; any N-terminal amino acid can be released from dipeptides and polypeptides, although there is a preference for leucine; bonds with proline in P1 are not cleaved; maximally active between pH 9 and 9.5",Organic Nitrogen,Peptidase,NA,Aminopeptidases,3,MF
Ettinger,c_000002596379__full-cat_1_4,Ettinger_c_000002596379,K01735,3-dehydroquinate synthase [EC:4.2.3.4] [RN:R03083],Organic Nitrogen,Amino Acid,NA,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate",2,MKTF
Ettinger,c_000002596379__full-cat_1_5,Ettinger_c_000002596379,K00891,shikimate kinase [EC:2.7.1.71] [RN:R02412],Organic Nitrogen,Amino Acid,NA,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate",2,MTF
Ettinger,c_000002597069__full-cat_1_7,Ettinger_c_000002597069,GH16,"GH16 xyloglucan:xyloglucosyltransferase (EC 2.4.1.207); keratan-sulfate endo-1,4-beta-galactosidase (EC 3.2.1.103); endo-1,3-beta-glucanase / laminarinase (EC 3.2.1.39); endo-1,3(4)-beta-glucanase (EC 3.2.1.6); licheninase (EC 3.2.1.73); beta-agarase (EC 3.2.1.81); kappa;-carrageenase (EC 3.2.1.83); xyloglucanase (EC 3.2.1.151); endo-beta-1,3-galactanase (EC 3.2.1.181); [retaining] beta-porphyranase (EC 3.2.1.178); hyaluronidase (EC 3.2.1.35); endo-beta-1,4-galactosidase (EC 3.2.1.-); chitin beta-1,6-glucanosyltransferase (EC 2.4.1.-); beta-transglycosidase (EC 2.4.1.-); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-galactanase (EC 3.2.1.181)",carbon utilization,CAZY,"Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Oligo Cleavage (Hemicellulose), Sulf-Polysachharides Backbone Cleavage",Glycoside Hydrolases,1,MKE
Ettinger,c_000002602401__full-cat_2_3,Ettinger_c_000002602401,NA,NA,NA,NA,NA,NA,3,MKF
Ettinger,c_000002603462__full-cat_1_10,Ettinger_c_000002603462,NA,NA,NA,NA,NA,NA,2,MK
Ettinger,c_000002603462__full-cat_1_12,Ettinger_c_000002603462,NA,NA,NA,NA,NA,NA,2,MK
Ettinger,c_000002614175__full-cat_2_5,Ettinger_c_000002614175,K01990,ABC-2.A; ABC-2 type transport system ATP-binding protein,Transporters,NA,NA,ABC-2 type transport system,3,MF
Ettinger,c_000002666502__full-cat_2_5,Ettinger_c_000002666502,NA,NA,NA,NA,NA,NA,3,MKF
Ettinger,c_000002666502__full-cat_2_6,Ettinger_c_000002666502,K00014,shikimate 5-dehydrogenase [EC:1.1.1.25] [RN:R02413],Organic Nitrogen,Amino Acid,NA,"Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate",3,MKF
Ettinger,c_000002666502__full-cat_2_8,Ettinger_c_000002666502,NA,NA,NA,NA,NA,NA,3,MKF
Ettinger,c_000002682041__full-cat_2_6,Ettinger_c_000002682041,K00343,nuoN; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2],Energy,Electron transport Chain,NA,"NADH:quinone oxidoreductase, prokaryotes",3,MKF
Ettinger,c_000002688985__full-cat_2_6,Ettinger_c_000002688985,GT77,"GT77 alpha-xylosyltransferase (EC 2.4.2.39); alpha-1,3-galactosyltransferase (EC 2.4.1.37); arabinosyltransferase (EC 2.4.2.-); arabinosyltransferase (EC 2.4.2.-)",carbon utilization,CAZY,NA,GlycosylTransferases,2,M
Ettinger,c_000002688985__full-cat_2_7,Ettinger_c_000002688985,K00163,pyruvate dehydrogenase complex [EC:1.2.4.1 2.3.1.12 1.8.1.4] [RN:R00209],carbon utilization,pyruvate metabolism,NA,"Pyruvate oxidation, pyruvate => acetyl-CoA",2,MK
Ettinger,c_000002688985__full-cat_2_12,Ettinger_c_000002688985,NA,NA,NA,NA,NA,NA,2,MK
Ettinger,c_000002688985__full-cat_2_15,Ettinger_c_000002688985,GT2,"GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)",carbon utilization,CAZY,NA,GlycosylTransferases,2,M
Ettinger,c_000002688985__full-cat_2_17,Ettinger_c_000002688985,K09691,ABC-2.LPSE.A; lipopolysaccharide transport system ATP-binding protein,Transporters,NA,NA,Lipopolysaccharide transport system,2,M
Ettinger,c_000002688985__full-cat_2_18,Ettinger_c_000002688985,GT2,"GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)",carbon utilization,CAZY,NA,GlycosylTransferases,2,M
Ettinger,c_000002688985__full-cat_2_20,Ettinger_c_000002688985,GT102,"GT102 dTDP-beta-L-Rhap : O-antigen-polysaccharide alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)",carbon utilization,CAZY,NA,GlycosylTransferases,2,M
Ettinger,c_000002688985__full-cat_2_20,Ettinger_c_000002688985,GT2,"GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)",carbon utilization,CAZY,NA,GlycosylTransferases,2,M
Ettinger,c_000002688985__full-cat_2_23,Ettinger_c_000002688985,NA,NA,NA,NA,NA,NA,2,MK
Ettinger,c_000002688985__full-cat_2_30,Ettinger_c_000002688985,K09692,tagG; teichoic acid transport system permease protein,Transporters,NA,NA,Teichoic acid transport system,2,MF
Ettinger,c_000002752659__full-cat_2_3,Ettinger_c_000002752659,K02968,small subunit ribosomal protein S20,MISC,Information systems,NA,"Ribosome, bacteria",3,MF
Ettinger,c_000002752659__full-cat_2_4,Ettinger_c_000002752659,K01895,acetyl-CoA synthetase [EC:6.2.1.1] [RN:R00235],Energy,C1-methane,NA,"Methanogenesis, acetate => methane",3,MF
Ettinger,c_000002773617__full-cat_2_3,Ettinger_c_000002773617,K00674,"2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase [EC:2.3.1.117] [RN:R04365]",Organic Nitrogen,Amino Acid,NA,"Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine",3,MF
Ettinger,c_000002773617__full-cat_2_5,Ettinger_c_000002773617,K09688,ABC-2.CPSE.P; capsular polysaccharide transport system permease protein,Transporters,NA,NA,Capsular polysaccharide transport system,3,MF
Ettinger,c_000002802777__full-cat_1_13,Ettinger_c_000002802777,NA,NA,NA,NA,NA,NA,1,MKF
Ettinger,c_000002812771__full-cat_2_11,Ettinger_c_000002812771,K00766,anthranilate phosphoribosyltransferase [EC:2.4.2.18] [RN:R01073],Organic Nitrogen,Amino Acid,NA,"Tryptophan biosynthesis, chorismate => tryptophan",3,MF
Ettinger,c_000002838487__full-cat_2_3,Ettinger_c_000002838487,NA,NA,NA,NA,NA,NA,3,MKF
Ettinger,c_000002838487__full-cat_2_4,Ettinger_c_000002838487,NA,NA,NA,NA,NA,NA,3,MKF
Ettinger,c_000002867728__full-cat_2_3,Ettinger_c_000002867728,K02258,COX11; cytochrome c oxidase assembly protein subunit 11,Energy,Oxygen,NA,Cytochrome c oxidase,3,MF
Ettinger,c_000002873686__full-cat_2_5,Ettinger_c_000002873686,K00615,transketolase [EC:2.2.1.1] [RN:R01641],carbon utilization,central carbon,pentose pathway,Pentose phosphate pathway (Pentose phosphate cycle),3,MK
Ettinger,c_000002873686__full-cat_2_5,Ettinger_c_000002873686,K00615,transketolase [EC:2.2.1.1] [RN:R01830 R01641],carbon utilization,central carbon,pentose pathway,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P",3,MK
Ettinger,c_000002873686__full-cat_2_5,Ettinger_c_000002873686,K00615,transketolase [EC:2.2.1.1] [RN:R01067 R01641],Energy,C1,NA,Reductive pentose phosphate cycle (Calvin cycle),3,MK
Ettinger,c_000002873686__full-cat_2_5,Ettinger_c_000002873686,K00615,transketolase [EC:2.2.1.1] [RN:R01067 R01641],Energy,C1,NA,"Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P",3,MK
Ettinger,c_000002877101__full-cat_2_4,Ettinger_c_000002877101,NA,NA,NA,NA,NA,NA,3,MKF
