	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with host benefits	Viral genes with unknown function	Viral structure genes	Viral replication genes	Viral genes with viral benefits
k141_2405865__lt2gene-cat_1	1	False	False	1	0	0	False	0.0	1.0	0.0	0.0	0.0	0.0	0.0
k141_2411302__full-cat_2	2	False	False	15	1	0	False	0.0	14.0	0.0	1.0	0.0	0.0	0.0
k141_2413451__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_2414768__full-cat_2	2	False	False	10	4	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_2414783__full-cat_2	2	False	False	14	2	0	False	0.0	14.0	0.0	0.0	0.0	0.0	0.0
k141_2415278__full-cat_1	1	False	False	4	0	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_24168__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_2419801__full-cat_1	1	False	False	7	3	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_2420378__full-cat_2	2	False	False	7	2	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_242190__full-cat_1	1	False	False	13	0	0	False	0.0	10.0	0.0	3.0	0.0	0.0	0.0
k141_2422391__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_2423852__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_2425544__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2426099__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_24284__full-cat_2	2	False	False	7	4	0	False	0.2857142857142857	5.0	2.0	0.0	0.0	0.0	0.0
k141_2431364__full-cat_2	2	False	False	9	3	0	False	0.0	8.0	1.0	0.0	0.0	0.0	0.0
k141_24330__0_partial-cat_1	1	False	False	13	2	1	False	0.15384615384615385	10.0	2.0	1.0	0.0	0.0	0.0
k141_2433260__full-cat_2	2	False	False	7	2	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_2438728__full-cat_2	2	False	False	2	1	0	False	0.0	1.0	1.0	0.0	0.0	0.0	0.0
k141_2440986__full-cat_1	1	False	False	19	1	0	False	0.0	17.0	1.0	1.0	0.0	0.0	0.0
k141_2441391__full-cat_1	1	False	False	10	0	0	False	0.0	8.0	2.0	0.0	0.0	0.0	0.0
k141_2441654__full-cat_2	2	False	False	15	0	0	False	0.0	12.0	0.0	3.0	0.0	0.0	0.0
k141_2448173__full-cat_1	1	False	False	16	2	0	False	0.0	14.0	0.0	1.0	0.0	1.0	0.0
k141_2448648__full-cat_2	2	False	False	12	0	0	False	0.0	9.0	1.0	1.0	1.0	0.0	0.0
k141_2451523__full-cat_1	1	False	False	15	0	0	False	0.0	10.0	2.0	2.0	0.0	1.0	0.0
k141_2454679__full-cat_1	1	False	False	8	1	0	False	0.0	7.0	0.0	1.0	0.0	0.0	0.0
k141_2454813__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_2459386__full-cat_2	2	False	False	8	4	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_2460014__full-cat_1	1	False	False	58	14	0	False	0.034482758620689655	50.0	6.0	2.0	0.0	0.0	0.0
k141_2460448__full-cat_2	2	False	False	19	1	0	False	0.10526315789473684	14.0	3.0	2.0	0.0	0.0	0.0
k141_2460885__full-cat_2	2	False	False	10	4	0	False	0.1	9.0	1.0	0.0	0.0	0.0	0.0
k141_2460996__full-cat_1	1	False	False	34	4	1	False	0.029411764705882353	28.0	2.0	4.0	0.0	0.0	0.0
k141_2461236__full-cat_1	1	False	False	18	0	0	False	0.0	15.0	1.0	1.0	0.0	1.0	0.0
k141_24612__full-cat_1	1	False	False	4	2	0	False	0.0	2.0	0.0	2.0	0.0	0.0	0.0
k141_2465941__full_1-cat_1	1	False	False	8	0	0	False	0.0	5.0	0.0	2.0	0.0	1.0	0.0
k141_2466884__full-cat_2	2	False	False	33	6	3	False	0.030303030303030304	28.0	2.0	2.0	1.0	0.0	0.0
k141_2467673__full-cat_2	2	False	False	15	0	0	False	0.0	11.0	2.0	0.0	0.0	1.0	1.0
k141_2478521__full-cat_1	1	False	False	7	2	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_2478535__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_2478873__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_2484495__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_2487561__full-cat_1	1	False	False	12	0	0	False	0.08333333333333333	7.0	1.0	4.0	0.0	0.0	0.0
k141_2489189__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2490080__full-cat_2	2	False	False	8	2	0	False	0.125	6.0	2.0	0.0	0.0	0.0	0.0
k141_2496841__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_2497758__full-cat_1	1	False	False	74	4	0	False	0.02702702702702703	65.0	6.0	3.0	0.0	0.0	0.0
k141_2499421__full-cat_2	2	False	False	2	0	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k141_2504095__full-cat_2	2	False	False	7	2	1	False	0.14285714285714285	5.0	1.0	1.0	0.0	0.0	0.0
k141_250480__full-cat_2	2	False	False	24	12	0	False	0.0	24.0	0.0	0.0	0.0	0.0	0.0
k141_2506787__full-cat_2	2	False	False	10	0	0	False	0.0	8.0	1.0	1.0	0.0	0.0	0.0
k141_250817__full-cat_1	1	False	False	86	8	0	False	0.011627906976744186	73.0	3.0	10.0	0.0	0.0	0.0
k141_2510007__full-cat_2	2	False	False	8	1	0	False	0.125	7.0	1.0	0.0	0.0	0.0	0.0
k141_2512498__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_2513869__full-cat_2	2	False	False	2	1	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k141_2519213__full-cat_1	1	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_25215__full-cat_2	2	False	False	10	0	0	True	0.0	7.0	2.0	1.0	0.0	0.0	0.0
k141_2528090__lt2gene-cat_1	1	False	False	1	0	0	False	0.0	0.0	0.0	1.0	0.0	0.0	0.0
k141_2531150__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_2534471__full-cat_1	1	False	False	5	2	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_2536105__full-cat_2	2	False	False	4	0	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_2541050__full-cat_2	2	False	False	11	1	0	False	0.0	9.0	1.0	1.0	0.0	0.0	0.0
k141_2545745__full-cat_1	1	False	False	8	1	0	False	0.0	6.0	0.0	2.0	0.0	0.0	0.0
k141_2546344__full-cat_2	2	False	False	15	3	0	False	0.13333333333333333	10.0	2.0	3.0	0.0	0.0	0.0
k141_2547690__full-cat_1	1	False	False	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
k141_2549713__full-cat_2	2	False	False	14	0	0	False	0.07142857142857142	11.0	2.0	1.0	0.0	0.0	0.0
k141_2556015__full-cat_1	1	False	False	11	0	0	False	0.0	5.0	2.0	2.0	1.0	1.0	0.0
k141_2557058__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_2559131__full-cat_2	2	False	False	7	3	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_256320__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2567338__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_2571733__full-cat_1	1	False	False	10	1	1	False	0.0	9.0	1.0	0.0	0.0	0.0	0.0
k141_2573597__full-cat_2	2	False	False	14	0	0	False	0.0	14.0	0.0	0.0	0.0	0.0	0.0
k141_2575432__full-cat_1	1	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_2575742__full-cat_1	1	False	False	60	5	0	False	0.0	49.0	6.0	2.0	1.0	2.0	0.0
k141_2575954__full-cat_2	2	False	False	23	3	0	False	0.0	22.0	0.0	1.0	0.0	0.0	0.0
k141_2577218__full-cat_1	1	False	False	41	3	0	False	0.0	31.0	2.0	7.0	1.0	0.0	0.0
k141_2577437__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2578257__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2581548__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	5.0	2.0	0.0	0.0	0.0	0.0
k141_2583235__full-cat_1	1	False	False	17	0	0	False	0.0	14.0	3.0	0.0	0.0	0.0	0.0
k141_2583251__full-cat_2	2	False	False	18	8	0	False	0.0	18.0	0.0	0.0	0.0	0.0	0.0
k141_2584028__full-cat_1	1	False	False	41	1	0	False	0.0	17.0	3.0	19.0	2.0	0.0	0.0
k141_2585553__full-cat_2	2	False	False	11	1	0	False	0.0	7.0	0.0	3.0	0.0	1.0	0.0
k141_2586373__full-cat_1	1	False	False	11	2	0	False	0.09090909090909091	9.0	1.0	1.0	0.0	0.0	0.0
k141_2587524__0_partial-cat_1	1	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_2588631__full-cat_2	2	False	False	10	0	0	False	0.1	8.0	1.0	0.0	0.0	1.0	0.0
k141_2591649__full-cat_1	1	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_2594196__full-cat_1	1	False	False	24	2	1	False	0.0	18.0	2.0	2.0	0.0	2.0	0.0
k141_2594523__full-cat_1	1	False	False	15	0	0	False	0.06666666666666667	7.0	3.0	3.0	1.0	1.0	0.0
k141_2594959__full-cat_2	2	False	False	13	1	0	False	0.07692307692307693	10.0	1.0	2.0	0.0	0.0	0.0
k141_2596479__full-cat_2	2	False	False	18	4	0	False	0.0	17.0	0.0	1.0	0.0	0.0	0.0
k141_25981__full-cat_2	2	False	False	16	7	0	False	0.0	16.0	0.0	0.0	0.0	0.0	0.0
k141_2599864__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_260244__full-cat_2	2	False	False	16	2	0	False	0.0	15.0	0.0	1.0	0.0	0.0	0.0
k141_2603661__full-cat_2	2	False	False	7	4	1	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_2604112__full-cat_2	2	False	False	4	1	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_2604562__full-cat_1	1	False	False	11	0	0	False	0.0	9.0	0.0	2.0	0.0	0.0	0.0
k141_2604838__0_partial_1-cat_1	1	False	False	5	0	0	False	0.0	3.0	0.0	1.0	0.0	1.0	0.0
k141_2605667__full-cat_2	2	False	False	7	4	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2608327__full-cat_1	1	False	False	8	0	0	False	0.0	5.0	0.0	1.0	1.0	1.0	0.0
k141_2609785__full-cat_1	1	False	False	2	0	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k141_2613191__full-cat_1	1	False	False	9	2	0	False	0.0	7.0	0.0	2.0	0.0	0.0	0.0
k141_2614248__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2615375__full-cat_2	2	False	False	21	2	0	False	0.14285714285714285	11.0	4.0	6.0	0.0	0.0	0.0
k141_261691__full-cat_1	1	False	False	8	0	0	False	0.0	6.0	0.0	1.0	0.0	1.0	0.0
k141_2618677__full-cat_2	2	False	False	5	2	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_2621271__full-cat_2	2	False	False	12	1	0	False	0.0	8.0	1.0	3.0	0.0	0.0	0.0
k141_2625673__full-cat_2	2	False	False	8	2	2	False	0.125	6.0	1.0	0.0	0.0	0.0	1.0
k141_2627742__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_2632045__full-cat_1	1	False	False	12	0	0	False	0.0	5.0	0.0	6.0	1.0	0.0	0.0
k141_2633824__full-cat_2	2	False	False	7	2	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_26374__full-cat_1	1	False	False	8	2	0	False	0.125	6.0	2.0	0.0	0.0	0.0	0.0
k141_2640313__full-cat_2	2	False	False	13	5	0	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
k141_2642549__full-cat_2	2	False	False	13	2	0	False	0.07692307692307693	12.0	1.0	0.0	0.0	0.0	0.0
k141_2644060__full-cat_1	1	False	False	18	1	0	False	0.0	14.0	0.0	3.0	0.0	1.0	0.0
k141_2646715__full-cat_1	1	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_2647030__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_2648725__full-cat_1	1	False	False	10	1	0	False	0.0	8.0	0.0	2.0	0.0	0.0	0.0
k141_265282__full-cat_1	1	False	False	9	0	0	False	0.0	7.0	0.0	1.0	0.0	1.0	0.0
k141_2653402__full-cat_1	1	False	False	12	2	0	False	0.0	10.0	2.0	0.0	0.0	0.0	0.0
k141_2653662__full-cat_1	1	False	False	25	2	0	False	0.0	20.0	0.0	4.0	0.0	1.0	0.0
k141_2655165__full-cat_2	2	False	False	8	1	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_26553__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_2656583__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_2656815__full-cat_2	2	False	False	13	2	0	False	0.0	12.0	0.0	1.0	0.0	0.0	0.0
k141_2657263__full-cat_2	2	False	False	13	3	1	False	0.15384615384615385	9.0	3.0	1.0	0.0	0.0	0.0
k141_2660830__full-cat_2	2	False	False	10	0	0	False	0.0	8.0	1.0	1.0	0.0	0.0	0.0
k141_2661796__full-cat_2	2	False	False	13	7	0	False	0.07692307692307693	12.0	1.0	0.0	0.0	0.0	0.0
k141_2662043__full-cat_1	1	False	False	22	2	0	False	0.0	11.0	1.0	10.0	0.0	0.0	0.0
k141_26621__full-cat_1	1	False	False	23	0	0	False	0.0	20.0	1.0	1.0	0.0	1.0	0.0
k141_266601__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_2666286__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_2667678__full-cat_2	2	False	False	15	5	5	False	0.0	14.0	0.0	1.0	0.0	0.0	0.0
k141_2668605__full-cat_2	2	False	False	5	2	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_2672709__full-cat_2	2	False	False	8	2	0	False	0.125	7.0	1.0	0.0	0.0	0.0	0.0
k141_2673345__full-cat_1	1	False	False	101	4	0	False	0.0	80.0	2.0	18.0	1.0	0.0	0.0
k141_2674536__full-cat_2	2	False	False	14	4	0	False	0.07142857142857142	12.0	2.0	0.0	0.0	0.0	0.0
k141_267532__full-cat_2	2	False	False	6	2	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_2675568__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_2676400__full-cat_2	2	False	False	14	4	1	False	0.0	14.0	0.0	0.0	0.0	0.0	0.0
k141_2680207__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2681358__full-cat_1	1	False	False	9	3	0	False	0.0	8.0	1.0	0.0	0.0	0.0	0.0
k141_2683968__full-cat_1	1	False	False	5	0	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_2684082__full-cat_2	2	False	False	16	0	0	False	0.0625	13.0	1.0	2.0	0.0	0.0	0.0
k141_2686990__full-cat_1	1	False	False	4	0	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_2687027__full-cat_2	2	False	False	10	2	0	False	0.0	9.0	1.0	0.0	0.0	0.0	0.0
k141_2687830__full-cat_2	2	False	False	19	0	0	False	0.15789473684210525	11.0	3.0	5.0	0.0	0.0	0.0
k141_269014__full-cat_2	2	False	False	7	1	0	False	0.2857142857142857	5.0	2.0	0.0	0.0	0.0	0.0
k141_2692392__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_269787__full-cat_2	2	False	False	8	2	0	True	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_270333__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_2704460__full-cat_2	2	False	False	8	3	0	False	0.0	7.0	0.0	1.0	0.0	0.0	0.0
k141_2704885__full-cat_1	1	False	False	44	4	0	False	0.06818181818181818	34.0	6.0	3.0	1.0	0.0	0.0
k141_2706525__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_2709423__full-cat_2	2	False	False	6	3	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_270956__full-cat_1	1	False	False	16	0	0	False	0.0	14.0	0.0	2.0	0.0	0.0	0.0
k141_2712404__full-cat_2	2	False	False	5	1	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_2716850__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_2716871__full-cat_2	2	False	False	4	2	0	False	0.25	2.0	2.0	0.0	0.0	0.0	0.0
k141_2717782__full-cat_1	1	False	False	5	3	0	False	0.0	3.0	0.0	2.0	0.0	0.0	0.0
k141_2718197__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_271869__full-cat_1	1	False	False	13	1	0	False	0.0	12.0	0.0	1.0	0.0	0.0	0.0
k141_2721484__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_2722182__full-cat_1	1	False	False	15	0	0	False	0.0	14.0	0.0	1.0	0.0	0.0	0.0
k141_2723061__full-cat_1	1	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2723620__full-cat_1	1	False	False	9	0	0	False	0.0	3.0	0.0	6.0	0.0	0.0	0.0
k141_2725383__full-cat_1	1	False	False	46	2	0	False	0.06521739130434782	27.0	9.0	8.0	1.0	1.0	0.0
k141_2726360__full-cat_2	2	False	False	6	2	1	True	0.0	4.0	0.0	1.0	0.0	1.0	0.0
k141_2730022__full-cat_2	2	False	False	5	2	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_2731428__full-cat_2	2	False	False	24	1	0	False	0.041666666666666664	17.0	2.0	5.0	0.0	0.0	0.0
k141_2733296__full-cat_2	2	False	False	18	0	0	False	0.1111111111111111	12.0	2.0	4.0	0.0	0.0	0.0
k141_2734243__full-cat_2	2	False	False	8	0	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_2735474__full-cat_2	2	False	False	4	1	0	False	0.25	2.0	2.0	0.0	0.0	0.0	0.0
k141_2736351__full-cat_2	2	False	False	5	2	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_2736859__full-cat_2	2	False	False	17	7	0	False	0.058823529411764705	15.0	1.0	1.0	0.0	0.0	0.0
k141_2737468__0_partial-cat_1	1	False	False	13	2	3	False	0.07692307692307693	11.0	1.0	0.0	1.0	0.0	0.0
k141_273793__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_2744058__full-cat_1	1	False	False	14	0	0	False	0.0	11.0	0.0	2.0	0.0	1.0	0.0
k141_2744595__full-cat_2	2	False	False	10	2	0	False	0.1	8.0	1.0	1.0	0.0	0.0	0.0
k141_2746122__full-cat_1	1	False	False	12	0	0	False	0.0	10.0	0.0	1.0	0.0	1.0	0.0
k141_2746684__full-cat_2	2	False	False	8	1	0	False	0.0	7.0	0.0	0.0	0.0	1.0	0.0
k141_2747146__full-cat_1	1	False	False	11	0	0	False	0.09090909090909091	9.0	1.0	1.0	0.0	0.0	0.0
k141_2752516__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	4.0	1.0	1.0	0.0	0.0	0.0
k141_2756135__full-cat_2	2	False	False	4	1	0	False	0.0	2.0	1.0	1.0	0.0	0.0	0.0
k141_2756752__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2761400__full-cat_2	2	False	False	14	5	0	False	0.07142857142857142	11.0	1.0	2.0	0.0	0.0	0.0
k141_276156__full-cat_2	2	False	False	5	2	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_2762486__full-cat_1	1	False	False	10	3	1	True	0.0	6.0	1.0	2.0	0.0	1.0	0.0
k141_2767572__full-cat_2	2	False	False	10	2	0	False	0.0	8.0	0.0	1.0	0.0	1.0	0.0
k141_2771842__full-cat_2	2	False	False	9	0	0	False	0.1111111111111111	5.0	2.0	2.0	0.0	0.0	0.0
k141_2772057__full-cat_2	2	False	False	10	1	1	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_277356__full-cat_1	1	False	False	8	3	0	False	0.0	6.0	0.0	2.0	0.0	0.0	0.0
k141_2776449__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_2780791__full-cat_2	2	False	False	5	0	0	False	0.4	3.0	2.0	0.0	0.0	0.0	0.0
k141_2781986__full-cat_2	2	False	False	9	0	0	False	0.1111111111111111	6.0	1.0	2.0	0.0	0.0	0.0
k141_2786139__full-cat_2	2	False	False	14	0	0	False	0.0	12.0	0.0	2.0	0.0	0.0	0.0
k141_2788285__full-cat_2	2	False	False	30	1	0	False	0.0	25.0	2.0	2.0	0.0	1.0	0.0
k141_2791074__full-cat_1	1	False	False	43	2	0	False	0.023255813953488372	33.0	3.0	4.0	1.0	1.0	1.0
k141_2792870__full-cat_1	1	False	False	16	8	0	False	0.0	14.0	0.0	2.0	0.0	0.0	0.0
k141_2794805__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_2797097__full-cat_2	2	False	False	5	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	1.0
k141_2799603__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2799622__full-cat_2	2	False	False	15	7	0	False	0.0	15.0	0.0	0.0	0.0	0.0	0.0
k141_280254__full-cat_2	2	False	False	9	2	0	False	0.1111111111111111	8.0	1.0	0.0	0.0	0.0	0.0
k141_2803303__full-cat_1	1	False	False	12	2	0	False	0.0	11.0	1.0	0.0	0.0	0.0	0.0
k141_2806908__full-cat_1	1	False	False	4	0	0	False	0.0	2.0	0.0	2.0	0.0	0.0	0.0
k141_2810869__full-cat_2	2	False	False	7	2	0	False	0.0	4.0	1.0	1.0	0.0	1.0	0.0
k141_2812645__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_2813513__full-cat_1	1	False	False	45	7	0	False	0.0	40.0	2.0	3.0	0.0	0.0	0.0
k141_2816280__full_1-cat_2	2	False	False	6	0	0	False	0.0	3.0	1.0	2.0	0.0	0.0	0.0
k141_2816378__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_2819919__full-cat_1	1	False	False	7	0	0	False	0.0	2.0	1.0	4.0	0.0	0.0	0.0
k141_282714__full-cat_2	2	False	False	2	1	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k141_2827307__0_partial_1-cat_1	1	False	False	17	2	0	False	0.058823529411764705	10.0	3.0	3.0	1.0	0.0	0.0
k141_2831430__full-cat_1	1	False	False	10	0	0	False	0.0	4.0	0.0	5.0	1.0	0.0	0.0
k141_283523__full-cat_2	2	False	False	7	4	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2835382__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_2837291__full-cat_2	2	False	False	20	2	0	False	0.05	12.0	3.0	5.0	0.0	0.0	0.0
k141_2841589__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_2843357__full-cat_2	2	False	False	20	1	1	False	0.0	16.0	1.0	3.0	0.0	0.0	0.0
k141_2843516__full-cat_1	1	False	False	8	0	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_2845038__full-cat_2	2	False	False	11	0	0	False	0.0	9.0	0.0	2.0	0.0	0.0	0.0
k141_2848947__full_1-cat_2	2	False	False	32	13	0	False	0.0	32.0	0.0	0.0	0.0	0.0	0.0
k141_2849995__full-cat_2	2	False	False	6	0	1	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_285567__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_2855795__full-cat_2	2	False	False	9	1	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_2857787__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_2859145__full-cat_2	2	False	False	8	2	0	False	0.0	7.0	0.0	1.0	0.0	0.0	0.0
k141_2860172__full-cat_2	2	False	False	7	0	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_2860574__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_2860629__full-cat_2	2	False	False	7	3	0	False	0.2857142857142857	5.0	2.0	0.0	0.0	0.0	0.0
k141_2862733__0_partial_1-cat_1	1	False	False	47	7	0	False	0.02127659574468085	34.0	4.0	5.0	2.0	2.0	0.0
k141_2865783__full-cat_2	2	False	False	11	0	0	False	0.0	7.0	1.0	3.0	0.0	0.0	0.0
k141_2865916__full-cat_1	1	False	False	13	1	1	False	0.0	12.0	0.0	0.0	0.0	1.0	0.0
k141_286818__full-cat_1	1	False	False	9	4	2	True	0.1111111111111111	7.0	2.0	0.0	0.0	0.0	0.0
k141_286975__full-cat_1	1	False	False	4	2	0	False	0.25	3.0	1.0	0.0	0.0	0.0	0.0
k141_287046__full-cat_2	2	False	False	19	5	0	False	0.0	18.0	1.0	0.0	0.0	0.0	0.0
k141_2870753__full-cat_1	1	False	False	23	3	0	False	0.0	18.0	1.0	3.0	0.0	1.0	0.0
k141_287142__full-cat_1	1	False	False	97	6	1	False	0.041237113402061855	86.0	6.0	4.0	0.0	1.0	0.0
k141_2872758__full-cat_1	1	False	False	10	0	0	False	0.2	5.0	4.0	0.0	1.0	0.0	0.0
k141_2873461__full-cat_1	1	False	False	17	8	1	False	0.17647058823529413	13.0	4.0	0.0	0.0	0.0	0.0
k141_287349__full-cat_1	1	False	False	11	0	0	False	0.0	7.0	0.0	4.0	0.0	0.0	0.0
k141_2874344__full-cat_2	2	False	False	8	3	1	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
