	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with unknown function	Viral replication genes	Viral genes with host benefits	Viral structure genes	Viral genes with viral benefits
k141_2150098__full-cat_2	2	False	False	8	0	0	False	0.25	6.0	0.0	0.0	2.0	0.0	0.0
k141_215287__full-cat_2	2	False	False	12	5	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_2153962__full-cat_1	1	False	False	10	0	0	False	0.0	9.0	1.0	0.0	0.0	0.0	0.0
k141_2159471__full-cat_2	2	False	False	7	3	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_2159960__full-cat_2	2	False	False	10	5	3	False	0.0	9.0	0.0	1.0	0.0	0.0	0.0
k141_2160398__full-cat_1	1	False	False	6	0	0	False	0.0	2.0	3.0	0.0	0.0	1.0	0.0
k141_2165727__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2169760__full-cat_2	2	False	False	11	3	0	False	0.0	9.0	1.0	1.0	0.0	0.0	0.0
k141_2183388__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_2191317__full-cat_2	2	False	False	2	1	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k141_2191637__full-cat_2	2	False	False	13	1	0	False	0.0	11.0	1.0	1.0	0.0	0.0	0.0
k141_2193898__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	4.0	2.0	0.0	1.0	0.0	0.0
k141_2200370__full-cat_2	2	False	False	27	2	0	False	0.0	25.0	1.0	1.0	0.0	0.0	0.0
k141_2204115__full-cat_2	2	False	False	7	0	0	False	0.0	5.0	1.0	1.0	0.0	0.0	0.0
k141_2210120__full-cat_2	2	False	False	4	1	0	False	0.25	3.0	0.0	0.0	1.0	0.0	0.0
k141_2216988__full-cat_2	2	False	False	10	1	1	False	0.0	7.0	2.0	1.0	0.0	0.0	0.0
k141_2218537__full-cat_1	1	False	False	15	2	0	False	0.0	11.0	1.0	2.0	0.0	1.0	0.0
k141_2223490__full-cat_2	2	False	False	18	0	0	False	0.0	9.0	7.0	2.0	0.0	0.0	0.0
k141_2226311__full-cat_2	2	False	False	5	1	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_2233541__full-cat_2	2	False	False	14	0	0	False	0.0	14.0	0.0	0.0	0.0	0.0	0.0
k141_2241035__full-cat_2	2	False	False	7	3	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_2253642__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_2262707__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_2264956__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_2265801__full-cat_2	2	False	False	13	3	0	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
k141_2282044__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2286846__full-cat_2	2	False	False	9	4	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_2293070__full-cat_1	1	False	False	3	0	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_2296938__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_2299152__full-cat_1	1	False	False	5	0	0	False	0.0	2.0	1.0	0.0	0.0	2.0	0.0
k141_2303615__full-cat_1	1	False	False	13	0	0	False	0.0	10.0	2.0	0.0	0.0	1.0	0.0
k141_2310578__full-cat_2	2	False	False	8	2	1	False	0.125	7.0	0.0	0.0	1.0	0.0	0.0
k141_2311659__full-cat_2	2	False	False	12	2	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_2330680__full-cat_1	1	False	False	19	2	1	False	0.05263157894736842	16.0	2.0	0.0	1.0	0.0	0.0
k141_233778__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_2341473__full-cat_1	1	False	False	75	2	0	False	0.04	52.0	13.0	4.0	3.0	1.0	2.0
k141_2342446__lt2gene-cat_1	1	False	False	1	0	0	False	0.0	1.0	0.0	0.0	0.0	0.0	0.0
k141_2344694__full-cat_2	2	False	False	8	4	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_2345744__full-cat_2	2	False	False	6	3	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_2350337__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5.0	0.0	0.0	1.0	0.0	0.0
k141_2354679__full-cat_2	2	False	False	3	1	0	False	0.0	2.0	0.0	1.0	0.0	0.0	0.0
k141_2355260__full-cat_2	2	False	False	25	10	0	False	0.0	25.0	0.0	0.0	0.0	0.0	0.0
k141_2360039__full_1-cat_1	1	False	False	25	1	0	False	0.0	9.0	7.0	2.0	0.0	6.0	1.0
k141_2368720__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_2371559__lt2gene-cat_1	1	False	False	1	0	0	False	0.0	1.0	0.0	0.0	0.0	0.0	0.0
k141_2393605__full-cat_1	1	False	False	8	0	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_2400976__full-cat_2	2	False	False	8	2	0	False	0.25	5.0	1.0	0.0	2.0	0.0	0.0
k141_240924__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_2410571__full-cat_2	2	False	False	8	4	1	False	0.125	7.0	0.0	0.0	1.0	0.0	0.0
k141_2413681__full-cat_2	2	False	False	6	5	0	False	0.16666666666666666	5.0	0.0	0.0	1.0	0.0	0.0
k141_2415895__full-cat_2	2	False	False	5	3	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_2420479__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2422953__full-cat_1	1	False	False	8	0	0	False	0.0	6.0	1.0	0.0	0.0	1.0	0.0
k141_2423603__full-cat_2	2	False	False	11	4	0	False	0.0	10.0	0.0	1.0	0.0	0.0	0.0
k141_2427137__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_2427912__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5.0	0.0	0.0	1.0	0.0	0.0
k141_2433217__full-cat_2	2	False	False	18	1	0	False	0.05555555555555555	15.0	1.0	1.0	1.0	0.0	0.0
k141_2433219__full-cat_1	1	False	False	63	5	0	False	0.031746031746031744	49.0	0.0	4.0	2.0	8.0	0.0
k141_2434090__full-cat_2	2	False	False	9	2	0	False	0.1111111111111111	7.0	0.0	1.0	1.0	0.0	0.0
k141_2434345__full-cat_2	2	False	False	18	4	0	False	0.0	17.0	1.0	0.0	0.0	0.0	0.0
k141_2447416__full-cat_2	2	False	False	12	0	2	False	0.08333333333333333	4.0	7.0	0.0	1.0	0.0	0.0
k141_2449793__full-cat_2	2	False	False	14	0	0	False	0.0	12.0	2.0	0.0	0.0	0.0	0.0
k141_2458183__full-cat_1	1	False	False	17	1	0	False	0.0	13.0	3.0	0.0	0.0	1.0	0.0
k141_2459067__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_2465590__full-cat_2	2	False	False	3	0	0	False	0.0	0.0	0.0	2.0	0.0	1.0	0.0
k141_2473796__full-cat_2	2	False	False	5	2	2	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_2479973__full-cat_2	2	False	False	14	1	0	False	0.0	12.0	2.0	0.0	0.0	0.0	0.0
k141_2481443__full-cat_2	2	False	False	10	2	0	False	0.0	9.0	0.0	1.0	0.0	0.0	0.0
k141_2493436__full-cat_1	1	False	False	4	3	0	False	0.0	2.0	2.0	0.0	0.0	0.0	0.0
k141_2496787__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5.0	0.0	0.0	1.0	0.0	0.0
k141_2505373__full-cat_2	2	False	False	9	0	0	False	0.2222222222222222	7.0	0.0	0.0	2.0	0.0	0.0
k141_2505587__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	4.0	1.0	0.0	1.0	0.0	0.0
k141_2513844__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_2514067__full-cat_1	1	False	False	6	1	0	False	0.0	2.0	3.0	0.0	0.0	1.0	0.0
k141_2514987__full-cat_2	2	False	False	13	0	0	False	0.07692307692307693	10.0	1.0	0.0	2.0	0.0	0.0
k141_2536002__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_2542991__full-cat_2	2	False	False	4	1	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_2556813__full-cat_1	1	False	False	15	2	0	False	0.0	12.0	1.0	1.0	0.0	1.0	0.0
k141_256543__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_2569502__full-cat_2	2	False	False	3	0	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_2586168__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5.0	0.0	0.0	1.0	0.0	0.0
k141_2590842__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_2598696__full-cat_2	2	False	False	7	2	2	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2613470__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	6.0	0.0	0.0	1.0	0.0	0.0
k141_2620806__full-cat_1	1	False	False	8	0	0	False	0.0	4.0	0.0	0.0	0.0	4.0	0.0
k141_2621331__full-cat_2	2	False	False	6	0	0	False	0.0	4.0	1.0	1.0	0.0	0.0	0.0
k141_2640177__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2642847__full-cat_1	1	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_2646578__full-cat_2	2	False	False	5	3	0	False	0.2	4.0	0.0	0.0	1.0	0.0	0.0
k141_2653736__full-cat_2	2	False	False	6	1	0	True	0.0	3.0	0.0	3.0	0.0	0.0	0.0
k141_2661021__full-cat_2	2	False	False	13	1	2	False	0.0	12.0	1.0	0.0	0.0	0.0	0.0
k141_2669424__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_2670735__full-cat_2	2	False	False	5	1	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_267379__full-cat_1	1	False	False	21	3	0	False	0.047619047619047616	15.0	2.0	3.0	1.0	0.0	0.0
k141_2675334__full-cat_2	2	False	False	9	2	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_2675785__lt2gene-cat_1	1	False	False	2	0	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k141_2676598__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_2679630__full-cat_2	2	False	False	6	1	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_2698585__full-cat_2	2	False	False	6	3	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_2703809__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_2715915__full-cat_2	2	False	False	11	0	0	False	0.09090909090909091	6.0	3.0	1.0	1.0	0.0	0.0
k141_2717626__full-cat_2	2	False	False	6	1	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_272233__full-cat_2	2	False	False	6	1	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_2728842__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	5.0	0.0	0.0	1.0	1.0	0.0
k141_2728887__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_2730586__full-cat_2	2	False	False	6	2	1	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_2731914__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_2734099__full-cat_2	2	False	False	3	2	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_2742231__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_2744088__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6.0	0.0	0.0	1.0	0.0	0.0
k141_2746167__full-cat_2	2	False	False	5	1	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_2752017__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_2757833__full-cat_2	2	False	False	5	0	1	False	0.2	4.0	0.0	0.0	1.0	0.0	0.0
k141_2758149__lt2gene-cat_1	1	False	False	1	0	0	False	0.0	1.0	0.0	0.0	0.0	0.0	0.0
k141_2763871__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_2765459__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_2767503__full-cat_2	2	False	False	17	5	0	False	0.11764705882352941	14.0	1.0	0.0	2.0	0.0	0.0
k141_277206__full-cat_1	1	False	False	81	2	6	False	0.037037037037037035	74.0	2.0	0.0	4.0	1.0	0.0
k141_2772287__full-cat_1	1	False	False	3	0	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_2779353__full-cat_2	2	False	False	5	0	0	False	0.0	0.0	5.0	0.0	0.0	0.0	0.0
k141_2782927__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2787103__full-cat_2	2	False	False	5	2	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_2798660__full-cat_2	2	False	False	24	3	0	False	0.0	21.0	0.0	0.0	0.0	3.0	0.0
k141_2798831__full-cat_2	2	False	False	8	1	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_2807236__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_2812516__full-cat_2	2	False	False	24	0	0	False	0.0	19.0	4.0	1.0	0.0	0.0	0.0
k141_2814027__full-cat_1	1	False	False	30	0	0	False	0.1	22.0	2.0	1.0	5.0	0.0	0.0
k141_284111__full-cat_2	2	False	False	4	2	0	False	0.5	2.0	0.0	0.0	2.0	0.0	0.0
k141_2844694__full-cat_1	1	False	False	3	1	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_2853986__full-cat_2	2	False	False	3	1	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_2859337__full-cat_2	2	False	False	6	2	0	False	0.0	5.0	0.0	0.0	0.0	1.0	0.0
k141_2862147__full-cat_1	1	False	False	4	2	0	False	0.0	2.0	2.0	0.0	0.0	0.0	0.0
k141_2878392__full-cat_1	1	False	False	33	5	0	False	0.0	25.0	4.0	1.0	1.0	2.0	0.0
k141_2879606__full-cat_2	2	False	False	11	3	0	False	0.09090909090909091	10.0	0.0	0.0	1.0	0.0	0.0
k141_2903020__full-cat_1	1	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_2903514__full-cat_1	1	False	False	16	0	0	False	0.0	16.0	0.0	0.0	0.0	0.0	0.0
k141_2908764__full-cat_2	2	False	False	5	2	0	False	0.0	4.0	0.0	0.0	0.0	1.0	0.0
k141_29186__full-cat_2	2	False	False	8	1	0	False	0.125	7.0	0.0	0.0	1.0	0.0	0.0
k141_2922333__full-cat_2	2	False	False	15	3	0	False	0.0	12.0	2.0	1.0	0.0	0.0	0.0
k141_2924579__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_2940425__full-cat_1	1	False	False	10	0	0	False	0.0	8.0	0.0	1.0	0.0	1.0	0.0
k141_2942384__full-cat_2	2	False	False	8	2	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_2946150__full-cat_2	2	False	False	6	4	0	False	0.16666666666666666	5.0	0.0	0.0	1.0	0.0	0.0
k141_2953477__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_2956617__full-cat_2	2	False	False	10	0	0	False	0.1	7.0	0.0	2.0	1.0	0.0	0.0
k141_2961181__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_2961401__full-cat_1	1	False	False	22	3	1	False	0.0	11.0	8.0	2.0	0.0	1.0	0.0
k141_2966311__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_296920__full-cat_2	2	False	False	9	0	0	False	0.1111111111111111	8.0	0.0	0.0	1.0	0.0	0.0
k141_297062__full-cat_2	2	False	False	12	3	0	False	0.08333333333333333	10.0	1.0	0.0	1.0	0.0	0.0
k141_2971046__full-cat_2	2	False	False	4	1	0	False	0.25	3.0	0.0	0.0	1.0	0.0	0.0
k141_2979685__full-cat_2	2	False	False	2	0	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k141_2980747__full-cat_1	1	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_2987473__full-cat_2	2	False	False	14	0	0	False	0.0	14.0	0.0	0.0	0.0	0.0	0.0
k141_2994968__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_3003793__full-cat_2	2	False	False	3	2	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_3013137__full-cat_1	1	False	False	47	7	0	False	0.0	35.0	11.0	1.0	0.0	0.0	0.0
k141_3017928__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_3019296__full-cat_2	2	False	False	6	1	1	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_3020251__full-cat_2	2	False	False	5	3	0	True	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_3023436__full-cat_2	2	False	False	18	5	0	False	0.1111111111111111	14.0	0.0	2.0	2.0	0.0	0.0
k141_3031111__full-cat_1	1	False	False	5	2	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_3040333__full-cat_1	1	False	False	12	2	0	False	0.0	10.0	0.0	2.0	0.0	0.0	0.0
k141_3051756__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_3057031__full-cat_1	1	False	False	4	0	0	False	0.0	2.0	2.0	0.0	0.0	0.0	0.0
k141_3059344__full-cat_1	1	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_3062150__full-cat_1	1	False	False	12	2	0	False	0.0	8.0	2.0	2.0	0.0	0.0	0.0
k141_3068206__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_3068685__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_3069524__full-cat_1	1	False	False	5	0	0	False	0.0	0.0	0.0	0.0	0.0	5.0	0.0
k141_3070114__full-cat_2	2	False	False	10	2	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_3070218__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_3072776__full-cat_2	2	False	False	5	0	0	False	0.2	3.0	1.0	0.0	1.0	0.0	0.0
k141_3074536__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6.0	0.0	0.0	1.0	0.0	0.0
k141_3088970__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_3093454__full-cat_2	2	False	False	5	2	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_3094175__full-cat_2	2	False	False	8	2	1	False	0.0	7.0	0.0	1.0	0.0	0.0	0.0
k141_3106904__full-cat_2	2	False	False	10	0	0	False	0.0	7.0	3.0	0.0	0.0	0.0	0.0
k141_3118595__full-cat_2	2	False	False	9	2	1	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_3120999__full-cat_2	2	False	False	8	3	0	False	0.25	6.0	0.0	0.0	2.0	0.0	0.0
k141_3123373__full-cat_2	2	False	False	4	1	0	False	0.0	2.0	1.0	1.0	0.0	0.0	0.0
k141_3128614__full-cat_1	1	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_3133868__full-cat_2	2	False	False	10	0	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_3136174__full-cat_2	2	False	False	9	4	0	False	0.2222222222222222	6.0	0.0	0.0	3.0	0.0	0.0
k141_3141725__full-cat_2	2	False	False	24	1	0	False	0.0	22.0	1.0	1.0	0.0	0.0	0.0
k141_3145360__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_3150467__full-cat_2	2	False	False	14	3	0	False	0.0	13.0	0.0	0.0	0.0	1.0	0.0
k141_315942__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_317139__full-cat_2	2	False	False	18	2	0	False	0.0	17.0	0.0	0.0	0.0	1.0	0.0
k141_3173428__full-cat_2	2	False	False	7	4	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_3174801__full-cat_2	2	False	False	8	2	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_3176623__full-cat_1	1	False	False	3	1	0	False	0.3333333333333333	2.0	0.0	0.0	1.0	0.0	0.0
k141_3181566__full-cat_2	2	False	False	5	2	0	False	0.4	3.0	0.0	0.0	2.0	0.0	0.0
k141_3191388__full-cat_1	1	False	False	39	1	0	False	0.05128205128205128	32.0	5.0	0.0	2.0	0.0	0.0
k141_3196492__full-cat_2	2	False	False	28	3	0	False	0.03571428571428571	25.0	2.0	0.0	1.0	0.0	0.0
k141_3199090__full-cat_2	2	False	False	10	1	0	False	0.0	4.0	6.0	0.0	0.0	0.0	0.0
k141_3203691__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_320507__full-cat_2	2	False	False	5	2	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_323743__full-cat_1	1	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_3243144__full-cat_2	2	False	False	12	2	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_3247051__full-cat_1	1	False	False	9	0	0	False	0.0	7.0	0.0	2.0	0.0	0.0	0.0
k141_3261451__full-cat_2	2	False	False	22	10	0	False	0.0	22.0	0.0	0.0	0.0	0.0	0.0
k141_3266306__full-cat_2	2	False	False	3	0	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_3266838__full-cat_2	2	False	False	9	5	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_3271057__full-cat_1	1	False	False	12	0	0	False	0.0	7.0	5.0	0.0	0.0	0.0	0.0
k141_3271318__full-cat_2	2	False	False	4	2	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_3275591__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_328166__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_3283862__full-cat_1	1	False	False	9	0	0	False	0.0	7.0	1.0	1.0	0.0	0.0	0.0
k141_3285078__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_3292861__full-cat_2	2	False	False	5	0	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_3293476__full-cat_2	2	False	False	14	0	0	False	0.0	10.0	3.0	1.0	0.0	0.0	0.0
k141_3296129__full-cat_2	2	False	False	3	2	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_329650__full-cat_1	1	False	False	9	3	0	False	0.0	7.0	2.0	0.0	0.0	0.0	0.0
k141_3299717__full-cat_2	2	False	False	4	2	0	False	0.0	1.0	3.0	0.0	0.0	0.0	0.0
k141_3304908__full-cat_2	2	False	False	4	2	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_3306264__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5.0	0.0	0.0	1.0	0.0	0.0
k141_3313004__full-cat_2	2	False	False	2	0	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k141_3313178__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_3324263__full-cat_2	2	False	False	7	4	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_3326274__full-cat_2	2	False	False	5	3	0	False	0.2	4.0	0.0	0.0	1.0	0.0	0.0
k141_3326878__full-cat_1	1	False	False	13	3	0	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
k141_3330442__full-cat_2	2	False	False	11	0	0	False	0.09090909090909091	7.0	1.0	2.0	1.0	0.0	0.0
k141_3330769__full-cat_1	1	False	False	6	0	0	False	0.0	4.0	1.0	0.0	0.0	1.0	0.0
k141_3331973__full-cat_1	1	False	False	12	0	0	False	0.0	8.0	2.0	0.0	1.0	1.0	0.0
k141_3351471__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_3366954__full-cat_2	2	False	False	24	1	0	False	0.041666666666666664	21.0	2.0	0.0	1.0	0.0	0.0
k141_3380536__full-cat_2	2	False	False	9	1	0	False	0.2222222222222222	7.0	0.0	0.0	2.0	0.0	0.0
k141_3389982__full-cat_2	2	False	False	3	1	0	False	0.3333333333333333	2.0	0.0	0.0	1.0	0.0	0.0
k141_3390908__full-cat_1	1	False	False	20	2	0	False	0.0	19.0	1.0	0.0	0.0	0.0	0.0
k141_3393607__full-cat_2	2	False	False	10	5	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_3398330__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_3402325__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_3402837__full-cat_2	2	False	False	11	1	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_3404160__full-cat_2	2	False	False	8	0	0	False	0.125	7.0	0.0	0.0	1.0	0.0	0.0
k141_3407934__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_3408127__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_3408563__full-cat_2	2	False	False	22	0	0	False	0.0	19.0	3.0	0.0	0.0	0.0	0.0
k141_3412575__full-cat_1	1	False	False	11	5	0	False	0.09090909090909091	10.0	0.0	0.0	1.0	0.0	0.0
k141_3414263__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5.0	0.0	0.0	1.0	0.0	0.0
k141_341847__full-cat_1	1	False	False	5	0	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_3429937__full-cat_2	2	False	False	5	2	0	False	0.2	3.0	0.0	1.0	1.0	0.0	0.0
k141_3431325__full-cat_1	1	False	False	18	8	0	False	0.0	18.0	0.0	0.0	0.0	0.0	0.0
k141_3444294__full-cat_1	1	False	False	10	0	0	False	0.1	1.0	6.0	0.0	1.0	2.0	0.0
