	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with unknown function	Viral structure genes	Viral genes with host benefits	Viral replication genes	Viral genes with viral benefits
c_000002359304__full-cat_2	2	False	False	8	1	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
c_000002359750__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	4	1.0	0.0	1.0	0.0	0.0
c_000002361953__full-cat_1	1	False	False	5	0	0	False	0.0	3	2.0	0.0	0.0	0.0	0.0
c_000002362778__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000002363056__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002363634__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002364253__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002365245__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002366179__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002368588__full-cat_2	2	False	False	5	0	1	False	0.0	4	1.0	0.0	0.0	0.0	0.0
c_000002371501__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002372134__full-cat_1	1	False	False	6	1	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
c_000002373240__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002374157__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
c_000002374920__full-cat_2	2	False	False	16	7	3	False	0.0625	15	0.0	0.0	1.0	0.0	0.0
c_000002375913__full-cat_1	1	False	False	11	6	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000002377774__full-cat_1	1	False	False	7	0	0	False	0.14285714285714285	4	2.0	0.0	1.0	0.0	0.0
c_000002380230__full-cat_1	1	False	False	12	3	0	False	0.08333333333333333	10	0.0	0.0	1.0	1.0	0.0
c_000002380282__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	5	0.0	1.0	1.0	0.0	0.0
c_000002380611__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002381264__full-cat_2	2	False	False	10	4	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000002382959__full-cat_1	1	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002383395__full-cat_1	1	False	False	11	4	0	False	0.0	7	2.0	2.0	0.0	0.0	0.0
c_000002383611__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002384287__full-cat_2	2	False	False	4	0	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
c_000002384728__full-cat_2	2	False	False	5	0	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
c_000002385724__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002386214__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
c_000002387217__full-cat_1	1	False	False	8	0	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000002388025__full-cat_2	2	False	False	17	0	0	False	0.0	15	2.0	0.0	0.0	0.0	0.0
c_000002388049__full-cat_2	2	False	False	7	1	1	False	0.0	6	0.0	0.0	1.0	0.0	0.0
c_000002388112__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
c_000002388158__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002388914__full-cat_1	1	False	False	47	6	0	False	0.0425531914893617	31	8.0	5.0	3.0	0.0	0.0
c_000002389648__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002393294__full-cat_2	2	False	False	9	3	0	False	0.1111111111111111	8	0.0	0.0	1.0	0.0	0.0
c_000002393400__full-cat_1	1	False	False	7	0	0	False	0.0	4	3.0	0.0	0.0	0.0	0.0
c_000002396567__full-cat_2	2	False	False	21	1	0	False	0.047619047619047616	14	4.0	0.0	2.0	1.0	0.0
c_000002397552__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	5	1.0	0.0	1.0	0.0	0.0
c_000002398135__full-cat_1	1	False	False	12	3	1	True	0.08333333333333333	11	0.0	0.0	1.0	0.0	0.0
c_000002401007__full-cat_1	1	False	False	29	7	0	False	0.06896551724137931	25	2.0	0.0	2.0	0.0	0.0
c_000002401221__full-cat_2	2	False	False	5	2	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
c_000002401689__full-cat_1	1	False	False	7	0	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
c_000002403698__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002403760__full-cat_2	2	False	False	9	4	1	False	0.1111111111111111	7	1.0	0.0	1.0	0.0	0.0
c_000002406051__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002406337__full-cat_2	2	False	False	11	4	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000002408359__full-cat_1	1	False	False	5	1	0	False	0.0	4	0.0	1.0	0.0	0.0	0.0
c_000002409384__full-cat_2	2	False	False	20	5	0	False	0.0	20	0.0	0.0	0.0	0.0	0.0
c_000002411528__full-cat_2	2	False	False	8	4	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
c_000002413378__full-cat_2	2	False	False	8	2	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
c_000002415175__full-cat_2	2	False	False	3	1	0	False	0.0	2	1.0	0.0	0.0	0.0	0.0
c_000002415513__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002416235__full-cat_2	2	False	False	4	1	0	False	0.0	3	0.0	1.0	0.0	0.0	0.0
c_000002417183__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
c_000002417865__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002418191__full-cat_2	2	False	False	8	3	0	False	0.25	6	0.0	0.0	2.0	0.0	0.0
c_000002418844__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002420321__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
c_000002426025__full-cat_2	2	False	False	8	3	0	False	0.25	5	1.0	0.0	2.0	0.0	0.0
c_000002428914__full-cat_2	2	False	False	7	2	0	False	0.0	6	0.0	0.0	1.0	0.0	0.0
c_000002431264__full-cat_2	2	False	False	4	0	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
c_000002431667__full-cat_1	1	False	False	27	1	0	False	0.0	19	6.0	0.0	2.0	0.0	0.0
c_000002432426__full-cat_2	2	False	False	7	5	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002432746__full-cat_2	2	False	False	4	0	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
c_000002440054__full-cat_2	2	False	False	8	1	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
c_000002440175__full-cat_2	2	False	False	4	2	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
c_000002440486__full-cat_2	2	False	False	6	4	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002443959__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000002445002__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002445123__full-cat_2	2	False	False	5	1	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
c_000002445714__full-cat_2	2	False	False	5	3	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002446402__full-cat_2	2	False	False	12	3	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
c_000002446419__full-cat_2	2	False	False	2	1	0	False	0.0	1	0.0	0.0	1.0	0.0	0.0
c_000002447113__full-cat_2	2	False	False	7	3	0	False	0.2857142857142857	5	0.0	0.0	2.0	0.0	0.0
c_000002447151__full-cat_2	2	False	False	10	3	0	False	0.1	9	0.0	0.0	1.0	0.0	0.0
c_000002448171__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002448353__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002449587__full-cat_2	2	False	False	16	7	0	False	0.0	16	0.0	0.0	0.0	0.0	0.0
c_000002451684__full-cat_2	2	False	False	8	2	0	True	0.0	7	0.0	0.0	0.0	1.0	0.0
c_000002455702__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002456769__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000002457258__full-cat_2	2	False	False	3	0	0	False	0.3333333333333333	2	0.0	0.0	1.0	0.0	0.0
c_000002459996__full-cat_2	2	False	False	4	3	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002460923__full-cat_1	1	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002462304__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002463446__full-cat_1	1	False	False	9	0	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
c_000002465058__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002465902__full-cat_2	2	False	False	3	1	0	False	0.0	2	0.0	1.0	0.0	0.0	0.0
c_000002468433__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002470417__full-cat_2	2	False	False	10	3	0	False	0.2	8	0.0	0.0	2.0	0.0	0.0
c_000002470767__full-cat_2	2	False	False	9	5	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000002472330__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002473514__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
c_000002473814__full-cat_2	2	False	False	9	4	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000002474139__full-cat_2	2	False	False	10	1	0	False	0.0	9	0.0	0.0	1.0	0.0	0.0
c_000002474358__full-cat_2	2	False	False	15	4	0	False	0.0	15	0.0	0.0	0.0	0.0	0.0
c_000002474468__full-cat_2	2	False	False	8	0	0	False	0.0	6	1.0	0.0	0.0	1.0	0.0
c_000002477369__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002477415__full-cat_1	1	False	False	12	2	0	False	0.08333333333333333	9	1.0	0.0	2.0	0.0	0.0
c_000002479384__full-cat_2	2	False	False	6	2	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000002479533__full-cat_1	1	False	False	6	3	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000002479871__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002483229__full-cat_2	2	False	False	5	1	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
c_000002483630__full-cat_2	2	False	False	10	0	0	False	0.2	7	0.0	0.0	3.0	0.0	0.0
c_000002484827__full-cat_2	2	False	False	10	3	0	False	0.0	9	0.0	0.0	1.0	0.0	0.0
c_000002486382__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002488971__full-cat_1	1	False	False	7	3	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
c_000002490415__full-cat_1	1	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002491835__full-cat_1	1	False	False	13	1	0	False	0.07692307692307693	9	2.0	1.0	1.0	0.0	0.0
c_000002492483__full-cat_2	2	False	False	7	4	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002493522__full-cat_2	2	False	False	4	0	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
c_000002494421__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002500492__full-cat_2	2	False	False	11	1	0	False	0.0	10	1.0	0.0	0.0	0.0	0.0
c_000002501509__full-cat_2	2	False	False	8	1	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
c_000002501533__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002504580__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002505425__full-cat_1	1	False	False	9	0	0	False	0.0	6	2.0	1.0	0.0	0.0	0.0
c_000002506750__full-cat_2	2	False	False	7	3	1	False	0.0	4	1.0	1.0	1.0	0.0	0.0
c_000002507072__full-cat_2	2	False	False	6	1	0	False	0.0	5	0.0	1.0	0.0	0.0	0.0
c_000002508243__full-cat_2	2	False	False	27	1	0	False	0.0	24	3.0	0.0	0.0	0.0	0.0
c_000002512366__full-cat_2	2	False	False	6	2	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000002514727__full-cat_1	1	False	False	6	2	1	False	0.5	3	0.0	0.0	3.0	0.0	0.0
c_000002517981__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002518622__full-cat_1	1	False	False	9	0	0	False	0.0	4	1.0	4.0	0.0	0.0	0.0
c_000002523490__full-cat_1	1	False	False	7	0	0	False	0.0	5	0.0	2.0	0.0	0.0	0.0
c_000002527479__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002528677__full-cat_2	2	False	False	11	3	0	False	0.0	10	1.0	0.0	0.0	0.0	0.0
c_000002529222__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002532647__full-cat_2	2	False	False	11	1	0	False	0.0	9	0.0	0.0	2.0	0.0	0.0
c_000002534219__full-cat_1	1	False	False	15	6	1	False	0.06666666666666667	13	1.0	0.0	1.0	0.0	0.0
c_000002534853__full-cat_2	2	False	False	8	3	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
c_000002535683__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000002535829__full-cat_1	1	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002536912__full-cat_2	2	False	False	2	1	0	False	0.0	1	0.0	0.0	1.0	0.0	0.0
c_000002540489__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000002541435__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002541927__full-cat_2	2	False	False	5	3	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
c_000002542199__full-cat_2	2	False	False	4	3	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
c_000002542507__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002543260__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002545236__full-cat_2	2	False	False	3	1	0	False	0.3333333333333333	2	0.0	0.0	1.0	0.0	0.0
c_000002546102__full-cat_2	2	False	False	8	1	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000002547251__full-cat_2	2	False	False	5	0	0	False	0.0	4	0.0	1.0	0.0	0.0	0.0
c_000002547614__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
c_000002548545__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002551734__full-cat_2	2	False	False	11	5	0	False	0.09090909090909091	9	0.0	0.0	1.0	1.0	0.0
c_000002554233__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002554903__full-cat_2	2	False	False	4	0	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
c_000002556788__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000002558963__full-cat_2	2	False	False	4	1	0	False	0.0	3	0.0	0.0	1.0	0.0	0.0
c_000002559250__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002561601__full-cat_2	2	False	False	10	2	0	False	0.1	8	1.0	0.0	1.0	0.0	0.0
c_000002561644__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002563347__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002567504__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000002568262__full-cat_2	2	False	False	14	5	0	False	0.07142857142857142	12	0.0	0.0	2.0	0.0	0.0
c_000002569035__full-cat_2	2	False	False	5	1	0	False	0.2	3	1.0	0.0	1.0	0.0	0.0
c_000002569210__full-cat_2	2	False	False	5	0	0	False	0.4	3	0.0	0.0	2.0	0.0	0.0
c_000002570571__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002572025__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002572048__full-cat_2	2	False	False	6	2	0	False	0.3333333333333333	3	1.0	0.0	2.0	0.0	0.0
c_000002572980__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002573059__full-cat_2	2	False	False	6	1	0	False	0.3333333333333333	4	0.0	0.0	2.0	0.0	0.0
c_000002573187__full-cat_2	2	False	False	10	2	0	False	0.1	5	1.0	0.0	4.0	0.0	0.0
c_000002573636__full-cat_2	2	False	False	3	0	0	False	0.0	2	0.0	1.0	0.0	0.0	0.0
c_000002573878__full-cat_2	2	False	False	4	0	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
c_000002574760__full-cat_2	2	False	False	11	2	0	False	0.0	8	1.0	0.0	2.0	0.0	0.0
c_000002575839__full-cat_2	2	False	False	3	1	0	False	0.0	2	0.0	0.0	1.0	0.0	0.0
c_000002577574__full-cat_1	1	False	False	7	0	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
c_000002581107__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002581177__full-cat_2	2	False	False	4	0	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
c_000002584731__full-cat_2	2	False	False	3	0	1	False	0.3333333333333333	2	0.0	0.0	1.0	0.0	0.0
c_000002586229__full-cat_2	2	False	False	5	4	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002587767__full-cat_2	2	False	False	3	1	0	False	0.3333333333333333	2	0.0	0.0	1.0	0.0	0.0
c_000002594691__full-cat_1	1	False	False	12	0	0	False	0.0	9	2.0	1.0	0.0	0.0	0.0
c_000002595541__full-cat_2	2	False	False	4	0	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
c_000002595852__full-cat_2	2	False	False	23	6	3	False	0.043478260869565216	22	0.0	0.0	1.0	0.0	0.0
c_000002596379__full-cat_1	1	False	False	10	3	2	True	0.1	8	0.0	0.0	2.0	0.0	0.0
c_000002597069__full-cat_1	1	False	False	23	0	1	False	0.0	21	2.0	0.0	0.0	0.0	0.0
c_000002599501__full-cat_1	1	False	False	32	3	0	False	0.03125	19	6.0	1.0	5.0	0.0	1.0
c_000002601571__full-cat_1	1	False	False	7	0	0	False	0.0	4	1.0	1.0	1.0	0.0	0.0
c_000002602201__full-cat_1	1	False	False	8	2	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
c_000002602401__full-cat_2	2	False	False	10	5	1	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000002603076__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002603462__full-cat_1	1	False	False	36	0	2	False	0.05555555555555555	23	7.0	0.0	6.0	0.0	0.0
c_000002604628__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000002606313__full-cat_1	1	False	False	12	0	0	False	0.0	9	2.0	0.0	0.0	1.0	0.0
c_000002606842__full-cat_1	1	False	False	20	0	0	False	0.05	14	3.0	1.0	1.0	1.0	0.0
c_000002607004__full-cat_2	2	False	False	8	4	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
c_000002610299__full-cat_2	2	False	False	4	3	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002611294__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002611519__full-cat_1	1	False	False	8	0	0	False	0.0	6	2.0	0.0	0.0	0.0	0.0
c_000002614113__full-cat_2	2	False	False	10	0	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000002614175__full-cat_2	2	False	False	9	2	1	False	0.1111111111111111	8	0.0	0.0	1.0	0.0	0.0
c_000002614709__full-cat_1	1	False	False	4	1	0	False	0.25	2	1.0	0.0	1.0	0.0	0.0
c_000002615188__full-cat_2	2	False	False	5	1	0	False	0.2	3	0.0	0.0	2.0	0.0	0.0
c_000002616065__full-cat_2	2	False	False	4	2	0	False	0.25	1	0.0	0.0	2.0	1.0	0.0
c_000002616080__full-cat_2	2	False	False	6	1	0	False	0.3333333333333333	2	2.0	0.0	2.0	0.0	0.0
c_000002617246__full-cat_2	2	False	False	6	1	0	False	0.0	5	0.0	1.0	0.0	0.0	0.0
c_000002619805__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000002621019__full-cat_1	1	False	False	9	1	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000002621292__full-cat_2	2	False	False	8	4	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000002623254__full-cat_2	2	False	False	2	0	0	False	0.0	2	0.0	0.0	0.0	0.0	0.0
c_000002624399__full-cat_2	2	False	False	10	5	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000002626973__full-cat_2	2	False	False	7	0	0	False	0.0	6	0.0	0.0	1.0	0.0	0.0
c_000002628235__full-cat_2	2	False	False	6	0	0	True	0.5	3	0.0	0.0	3.0	0.0	0.0
c_000002630397__full-cat_1	1	False	False	12	3	0	False	0.08333333333333333	9	1.0	0.0	1.0	1.0	0.0
c_000002635804__full-cat_1	1	False	False	15	0	0	False	0.0	12	2.0	1.0	0.0	0.0	0.0
c_000002636032__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002638665__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002639290__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000002642002__full-cat_2	2	False	False	5	2	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
c_000002645376__full-cat_2	2	False	False	7	1	0	True	0.2857142857142857	5	0.0	0.0	2.0	0.0	0.0
c_000002649085__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
c_000002650767__full-cat_2	2	False	False	7	2	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
c_000002650947__full-cat_1	1	False	False	9	0	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
c_000002652372__full-cat_2	2	False	False	9	0	0	False	0.0	6	3.0	0.0	0.0	0.0	0.0
c_000002653414__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000002654996__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000002656345__full-cat_2	2	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000002659183__full-cat_1	1	False	False	4	2	0	False	0.0	3	0.0	1.0	0.0	0.0	0.0
c_000002659666__full-cat_2	2	False	False	15	1	0	False	0.0	14	1.0	0.0	0.0	0.0	0.0
c_000002660081__full-cat_2	2	False	False	11	1	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000002660090__full-cat_2	2	False	False	4	0	0	False	0.0	2	2.0	0.0	0.0	0.0	0.0
c_000002661391__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000002661653__full-cat_1	1	False	False	6	0	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000002662454__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002666160__full-cat_1	1	False	False	7	3	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
c_000002666431__full-cat_2	2	False	False	5	1	0	False	0.0	3	1.0	0.0	1.0	0.0	0.0
c_000002666502__full-cat_2	2	False	False	9	1	3	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000002667336__full-cat_2	2	False	False	12	8	0	False	0.08333333333333333	11	0.0	0.0	1.0	0.0	0.0
c_000002667573__full-cat_2	2	False	False	7	0	0	False	0.14285714285714285	5	0.0	0.0	2.0	0.0	0.0
c_000002668177__full-cat_2	2	False	False	5	1	0	False	0.0	4	0.0	1.0	0.0	0.0	0.0
c_000002669373__full-cat_1	1	False	False	19	3	0	False	0.0	16	2.0	1.0	0.0	0.0	0.0
c_000002671341__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000002671353__full-cat_2	2	False	False	6	0	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000002675221__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000002677032__full-cat_1	1	False	False	9	1	0	False	0.0	5	2.0	2.0	0.0	0.0	0.0
c_000002679681__full-cat_2	2	False	False	4	2	0	False	0.25	2	0.0	1.0	1.0	0.0	0.0
c_000002679987__full-cat_2	2	False	False	7	0	0	False	0.0	6	0.0	0.0	1.0	0.0	0.0
c_000002681341__full-cat_1	1	False	False	16	0	0	False	0.0	10	3.0	3.0	0.0	0.0	0.0
c_000002681884__full-cat_2	2	False	False	3	2	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000002682041__full-cat_2	2	False	False	7	1	1	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
c_000002682434__full-cat_2	2	False	False	19	1	0	False	0.0	16	2.0	0.0	0.0	1.0	0.0
c_000002685134__full-cat_2	2	False	False	9	3	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000002685211__full-cat_2	2	False	False	6	0	0	False	0.0	5	0.0	0.0	1.0	0.0	0.0
c_000002685688__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
c_000002686304__full-cat_2	2	False	False	17	11	0	False	0.0	17	0.0	0.0	0.0	0.0	0.0
c_000002686641__full-cat_2	2	False	False	12	1	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
c_000002687937__full-cat_2	2	False	False	13	6	0	False	0.0	13	0.0	0.0	0.0	0.0	0.0
c_000002688985__full-cat_2	2	False	False	31	13	9	False	0.03225806451612903	27	3.0	0.0	1.0	0.0	0.0
c_000002691058__full-cat_2	2	False	False	9	2	0	False	0.1111111111111111	7	1.0	0.0	1.0	0.0	0.0
