gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
k141_5210944__full-cat_2_18	k141_5210944__full-cat_2	GT47	GT47 heparan beta-glucuronyltransferase (EC 2.4.1.225); xyloglucan beta-galactosyltransferase (EC 2.4.1.-); heparan synthase (EC 2.4.1.-); arabinan alpha-L-arabinosyltransferase (EC 2.4.2.-).	carbon utilization	CAZY		GlycosylTransferases	3	MK
k141_5265030__full-cat_1_14	k141_5265030__full-cat_1							1	MK
k141_5265030__full-cat_1_17	k141_5265030__full-cat_1	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	1	M
k141_5409724__full-cat_2_3	k141_5409724__full-cat_2							3	MKF
k141_568767__full-cat_2_8	k141_568767__full-cat_2							3	MKF
k141_568767__full-cat_2_9	k141_568767__full-cat_2							3	MK
k141_626432__full-cat_2_3	k141_626432__full-cat_2							3	MKF
k141_626432__full-cat_2_6	k141_626432__full-cat_2							3	MK
k141_626432__full-cat_2_8	k141_626432__full-cat_2							3	MKF
k141_626432__full-cat_2_9	k141_626432__full-cat_2							3	MKF
k141_6791142__full-cat_1_35	k141_6791142__full-cat_1							2	MK
k141_6893413__full-cat_1_15	k141_6893413__full-cat_1							2	MKF
k141_6893413__full-cat_1_32	k141_6893413__full-cat_1							2	MK
k141_6893413__full-cat_1_33	k141_6893413__full-cat_1	M29	Catlytic type: Metallo; broad specificity, but preferentially releases Leu, Val, Phe or Tyr; can release Pro but is unable to cleave peptides with Pro in P1. Leu-NHPhNO2 is the usual synthetic substrate	Organic Nitrogen	Peptidase		Aminopeptidases	2	M
k141_6893413__full-cat_1_42	k141_6893413__full-cat_1	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
k141_6921182__full-cat_2_5	k141_6921182__full-cat_2	GT1	GT1 UDP-glucuronosyltransferase (EC 2.4.1.17); zeatin O-beta-xylosyltransferase (EC 2.4.2.40); 2-hydroxyacylsphingosine 1-beta-galactosyltransferase (EC 2.4.1.45); N-acylsphingosine galactosyltransferase (EC 2.4.1.47); flavonol 3-O-glucosyltransferase (EC 2.4.1.91); anthocyanidin 3-O-glucosyltransferase (EC 2.4.1.115); sinapate 1-glucosyltransferase (EC 2.4.1.120); indole-3-acetate beta-glucosyltransferase (EC 2.4.1.121); flavonol L-rhamnosyltransferase (EC 2.4.1.159); sterol glucosyltransferase (EC 2.4.1.173); UDP-Glc: 4-hydroxybenzoate 4-O-beta-glucosyltransferase (EC 2.4.1.194); zeatin O-beta-glucosyltransferase (EC 2.4.1.203); limonoid glucosyltransferase (EC 2.4.1.210); UDP-GlcA: baicalein 7-O-beta-glucuronosyltransferase (EC 2.4.1.253); UDP-Glc: chalcone 4‚àö¬¢‚Äö√á¬®¬¨‚â§-O-beta-glucosyltransferase (EC 2.4.1.286); ecdysteroid UDP-glucosyltransferase (EC 2.4.1.-); salicylic acid beta-glucosyltransferase (EC 2.4.1.-); anthocyanin 3-O-galactosyltransferase (EC 2.4.1.-); anthocyanin 5-O-glucosyltransferase (EC 2.4.1.-); dTDP-beta-2-deoxy-L-fucose: alpha-L-2-deoxyfucosyltransferase (EC 2.4.1.-); UDP-beta-L-rhamnose: alpha-L-rhamnosyltransferase (EC 2.4.1.-); zeaxanthin glucosyltransferase (EC 2.4.1.-); flavone 8-C-glycosyltransferase	carbon utilization	CAZY		GlycosylTransferases	3	MF
k141_6974191__full-cat_2_4	k141_6974191__full-cat_2							3	MKF
k141_759304__full-cat_2_10	k141_759304__full-cat_2							3	MKF
k141_759304__full-cat_2_12	k141_759304__full-cat_2							3	MKF
k141_8057014__full-cat_1_22	k141_8057014__full-cat_1	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
k141_8057014__full-cat_1_24	k141_8057014__full-cat_1	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
k141_8472350__full-cat_2_6	k141_8472350__full-cat_2							3	MKF
