	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with unknown function	Viral genes with host benefits	Viral replication genes	Viral structure genes	Viral genes with viral benefits
k141_1696393__full-cat_2	2	False	False	10	4	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_16967155__full-cat_2	2	False	False	9	4	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_16978819__full-cat_2	2	False	False	15	0	0	False	0.06666666666666667	11	2.0	2.0	0.0	0.0	0.0
k141_16985572__full-cat_2	2	False	False	26	2	0	False	0.0	25	1.0	0.0	0.0	0.0	0.0
k141_16992917__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_16994222__full-cat_2	2	False	False	11	3	0	False	0.09090909090909091	10	0.0	1.0	0.0	0.0	0.0
k141_16995355__full-cat_1	1	False	False	14	0	0	False	0.0	11	1.0	2.0	0.0	0.0	0.0
k141_16995790__full-cat_2	2	False	False	7	3	0	False	0.2857142857142857	5	0.0	2.0	0.0	0.0	0.0
k141_16999002__full-cat_2	2	False	False	7	1	1	True	0.14285714285714285	5	0.0	1.0	1.0	0.0	0.0
k141_1701003__full-cat_1	1	False	False	8	0	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
k141_17011411__full-cat_2	2	False	False	8	1	1	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_1701822__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_17019352__full-cat_1	1	False	False	7	1	1	False	0.14285714285714285	5	0.0	2.0	0.0	0.0	0.0
k141_17029958__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_17032452__full-cat_2	2	False	False	10	4	0	False	0.2	8	0.0	2.0	0.0	0.0	0.0
k141_1703608__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_17052447__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_17058387__full-cat_2	2	False	False	3	1	0	False	0.0	2	1.0	0.0	0.0	0.0	0.0
k141_17063417__full-cat_2	2	False	False	14	2	0	False	0.0	14	0.0	0.0	0.0	0.0	0.0
k141_1706726__full-cat_2	2	False	False	10	5	0	False	0.1	8	0.0	2.0	0.0	0.0	0.0
k141_17070341__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_17070657__full-cat_2	2	False	False	7	4	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_17072604__full-cat_1	1	False	False	48	3	0	False	0.020833333333333332	41	5.0	2.0	0.0	0.0	0.0
k141_17080051__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_17081599__full-cat_2	2	False	False	11	1	0	True	0.0	4	6.0	0.0	1.0	0.0	0.0
k141_17083080__full-cat_2	2	False	False	4	0	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
k141_17093429__full-cat_2	2	False	False	4	2	0	False	0.25	3	0.0	1.0	0.0	0.0	0.0
k141_17095322__full-cat_2	2	False	False	10	0	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_1709534__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_17097844__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_1710118__full-cat_1	1	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_1712547__full-cat_1	1	False	False	5	1	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
k141_1746087__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_1746433__full-cat_2	2	False	False	10	6	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_1749838__full-cat_2	2	False	False	26	0	0	False	0.038461538461538464	20	2.0	3.0	0.0	0.0	1.0
k141_1752958__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_1755255__full-cat_2	2	False	False	10	6	0	False	0.0	7	3.0	0.0	0.0	0.0	0.0
k141_1756920__full-cat_2	2	False	False	5	0	0	False	0.4	3	0.0	2.0	0.0	0.0	0.0
k141_1757928__full-cat_1	1	False	False	9	5	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
k141_1761905__full-cat_1	1	False	False	8	0	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
k141_1770725__full-cat_2	2	False	False	12	1	0	False	0.08333333333333333	9	1.0	2.0	0.0	0.0	0.0
k141_1771619__full-cat_2	2	False	False	9	2	0	False	0.0	8	0.0	1.0	0.0	0.0	0.0
k141_1775613__full-cat_2	2	False	False	7	5	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_1787330__full-cat_1	1	False	False	18	4	0	False	0.0	15	2.0	0.0	1.0	0.0	0.0
k141_1788154__full-cat_1	1	False	False	14	0	0	False	0.0	14	0.0	0.0	0.0	0.0	0.0
k141_1789300__full-cat_2	2	False	False	12	2	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
k141_1792316__full-cat_2	2	False	False	9	3	0	False	0.0	8	0.0	1.0	0.0	0.0	0.0
k141_1793731__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_1797185__full-cat_2	2	False	False	2	0	0	False	0.0	2	0.0	0.0	0.0	0.0	0.0
k141_1809543__full-cat_1	1	False	False	69	0	0	False	0.0	62	5.0	1.0	0.0	1.0	0.0
k141_1812805__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_1813911__full-cat_1	1	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_1814339__full-cat_2	2	False	False	23	2	0	False	0.0	21	2.0	0.0	0.0	0.0	0.0
k141_18247047__full-cat_2	2	False	False	3	1	0	False	0.0	2	0.0	1.0	0.0	0.0	0.0
k141_18251569__full-cat_2	2	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_18253669__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_18253829__full-cat_1	1	False	False	17	0	0	False	0.0	16	0.0	1.0	0.0	0.0	0.0
k141_18266448__full-cat_2	2	False	False	3	1	0	False	0.0	2	1.0	0.0	0.0	0.0	0.0
k141_18271384__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_18272637__full-cat_2	2	False	False	8	0	0	False	0.125	7	0.0	1.0	0.0	0.0	0.0
k141_18277585__full-cat_2	2	False	False	5	3	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_18287588__full-cat_2	2	False	False	6	1	0	False	0.0	5	0.0	1.0	0.0	0.0	0.0
k141_18304857__full-cat_2	2	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_18307956__full-cat_2	2	False	False	4	1	0	False	0.25	2	0.0	2.0	0.0	0.0	0.0
k141_18321084__full-cat_1	1	False	False	71	4	1	False	0.014084507042253521	60	8.0	3.0	0.0	0.0	0.0
k141_18327159__full-cat_2	2	False	False	7	2	0	False	0.0	5	2.0	0.0	0.0	0.0	0.0
k141_18330610__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	4	2.0	1.0	0.0	0.0	0.0
k141_18334178__full-cat_1	1	False	False	34	2	0	False	0.0	28	4.0	0.0	1.0	1.0	0.0
k141_18336074__full-cat_2	2	False	False	14	8	0	False	0.0	14	0.0	0.0	0.0	0.0	0.0
k141_18337548__full-cat_1	1	False	False	6	2	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_18343024__full-cat_1	1	False	False	10	2	0	False	0.0	7	3.0	0.0	0.0	0.0	0.0
k141_18346462__full-cat_2	2	False	False	12	0	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
k141_18350154__full-cat_1	1	False	False	12	0	0	False	0.0	8	1.0	2.0	1.0	0.0	0.0
k141_18351503__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6	0.0	1.0	0.0	0.0	0.0
k141_18360910__full-cat_2	2	False	False	8	4	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_18372126__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_18379683__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_18388710__full-cat_2	2	False	False	4	0	0	False	0.5	2	0.0	2.0	0.0	0.0	0.0
k141_18389465__full-cat_1	1	False	False	7	0	0	False	0.0	5	0.0	1.0	1.0	0.0	0.0
k141_18397197__full-cat_2	2	False	False	17	6	0	True	0.0	17	0.0	0.0	0.0	0.0	0.0
k141_18397991__full-cat_1	1	False	False	8	4	0	False	0.0	7	0.0	1.0	0.0	0.0	0.0
k141_18398190__full-cat_1	1	False	False	7	1	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_18405809__full-cat_2	2	False	False	10	3	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_18406741__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_18416297__full-cat_2	2	False	False	10	5	0	False	0.1	9	0.0	1.0	0.0	0.0	0.0
k141_18417941__full-cat_2	2	False	False	7	2	0	False	0.2857142857142857	5	0.0	2.0	0.0	0.0	0.0
k141_18422050__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_18433445__full-cat_1	1	False	False	8	1	0	False	0.125	6	1.0	1.0	0.0	0.0	0.0
k141_18434745__full-cat_2	2	False	False	16	0	0	False	0.0	16	0.0	0.0	0.0	0.0	0.0
k141_18437923__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
k141_18440499__full-cat_2	2	False	False	4	0	1	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_18442630__full-cat_2	2	False	False	8	0	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_18442825__full-cat_2	2	False	False	35	2	0	False	0.0	33	0.0	1.0	1.0	0.0	0.0
k141_18443194__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_18443548__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	5	0.0	2.0	0.0	0.0	0.0
k141_18446188__full-cat_2	2	False	False	11	0	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
k141_18449505__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	5	0.0	2.0	0.0	0.0	0.0
k141_18455016__full-cat_1	1	False	False	10	0	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_18456823__full-cat_2	2	False	False	5	1	0	False	0.2	3	0.0	2.0	0.0	0.0	0.0
k141_18470267__full-cat_2	2	False	False	8	5	0	True	0.125	6	1.0	1.0	0.0	0.0	0.0
k141_18476383__full-cat_2	2	False	False	40	11	0	False	0.0	36	3.0	1.0	0.0	0.0	0.0
k141_18477877__full-cat_2	2	False	False	4	1	0	False	0.0	2	1.0	1.0	0.0	0.0	0.0
k141_18487442__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_18489226__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_18489829__full-cat_2	2	False	False	5	0	0	False	0.0	3	2.0	0.0	0.0	0.0	0.0
k141_19632930__full-cat_2	2	False	False	6	0	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_19638727__full-cat_2	2	False	False	11	1	0	False	0.0	10	1.0	0.0	0.0	0.0	0.0
k141_19651733__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_19651745__full-cat_2	2	False	False	9	3	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
k141_19666459__full-cat_1	1	False	False	12	0	0	False	0.0	7	4.0	0.0	1.0	0.0	0.0
k141_19669524__full-cat_2	2	False	False	8	0	0	False	0.0	5	2.0	1.0	0.0	0.0	0.0
k141_19676257__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_19676632__full-cat_1	1	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_19677826__full-cat_2	2	False	False	5	3	0	False	0.2	3	0.0	2.0	0.0	0.0	0.0
k141_19686364__full-cat_1	1	False	False	11	0	1	False	0.0	7	1.0	2.0	1.0	0.0	0.0
k141_19686508__full-cat_2	2	False	False	8	5	0	False	0.125	6	1.0	1.0	0.0	0.0	0.0
k141_19712146__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	4	0.0	1.0	1.0	0.0	0.0
k141_19720028__full-cat_1	1	False	False	38	1	0	False	0.0	32	4.0	1.0	1.0	0.0	0.0
k141_19720146__full-cat_2	2	False	False	9	3	0	False	0.1111111111111111	8	0.0	1.0	0.0	0.0	0.0
k141_19734368__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
k141_19740780__full-cat_1	1	False	False	20	0	0	False	0.0	19	0.0	0.0	1.0	0.0	0.0
k141_19742328__full-cat_1	1	False	False	47	8	0	False	0.0	44	2.0	1.0	0.0	0.0	0.0
k141_19743087__full-cat_2	2	False	False	10	3	0	True	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_19754121__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_19754306__full-cat_2	2	False	False	17	1	0	False	0.0	16	0.0	1.0	0.0	0.0	0.0
k141_19766646__full-cat_2	2	False	False	9	0	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_19770990__full-cat_2	2	False	False	6	0	0	False	0.3333333333333333	4	0.0	2.0	0.0	0.0	0.0
k141_19771974__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_19788709__full-cat_2	2	False	False	3	1	0	False	0.3333333333333333	2	0.0	1.0	0.0	0.0	0.0
k141_19797160__full-cat_2	2	False	False	8	0	0	False	0.25	4	2.0	2.0	0.0	0.0	0.0
k141_19812004__full-cat_2	2	False	False	8	2	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
k141_19814667__full-cat_2	2	False	False	8	2	0	False	0.125	7	0.0	1.0	0.0	0.0	0.0
k141_19840180__full-cat_2	2	False	False	40	5	0	False	0.0	35	3.0	1.0	1.0	0.0	0.0
k141_19842369__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_19849017__full-cat_2	2	False	False	11	0	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
k141_19856141__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_19856641__full-cat_2	2	False	False	7	2	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_19857452__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_19867221__full-cat_1	1	False	False	4	0	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
k141_19867559__full-cat_1	1	False	False	12	0	0	False	0.0	10	2.0	0.0	0.0	0.0	0.0
k141_19872534__full-cat_1	1	False	False	42	7	0	False	0.0	40	2.0	0.0	0.0	0.0	0.0
k141_19875170__full-cat_2	2	False	False	9	1	0	False	0.2222222222222222	7	0.0	2.0	0.0	0.0	0.0
k141_202876__full-cat_2	2	False	False	16	8	2	False	0.1875	13	0.0	3.0	0.0	0.0	0.0
k141_203065__full-cat_2	2	False	False	7	3	1	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_205556__full-cat_2	2	False	False	10	4	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_21021887__full-cat_2	2	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_21031517__full-cat_1	1	False	False	10	0	0	False	0.1	8	0.0	2.0	0.0	0.0	0.0
k141_21040813__full-cat_1	1	False	False	54	2	0	False	0.0	44	7.0	3.0	0.0	0.0	0.0
k141_21045256__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_21058581__full-cat_2	2	False	False	6	0	0	False	0.3333333333333333	4	0.0	2.0	0.0	0.0	0.0
k141_21067425__full-cat_2	2	False	False	20	0	0	False	0.0	16	2.0	1.0	1.0	0.0	0.0
k141_21090265__full-cat_2	2	False	False	20	0	0	False	0.0	18	1.0	1.0	0.0	0.0	0.0
k141_21092469__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_21107831__full-cat_1	1	False	False	18	0	0	False	0.0	14	1.0	2.0	1.0	0.0	0.0
k141_21109895__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_21115093__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_21127086__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_211334__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_21135090__full-cat_2	2	False	False	7	1	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_21152833__full-cat_2	2	False	False	13	8	0	False	0.0	13	0.0	0.0	0.0	0.0	0.0
k141_21158891__full-cat_2	2	False	False	17	7	0	False	0.17647058823529413	14	0.0	3.0	0.0	0.0	0.0
k141_21164174__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6	0.0	1.0	0.0	0.0	0.0
k141_21169208__full-cat_1	1	False	False	11	0	0	False	0.0	9	1.0	0.0	1.0	0.0	0.0
k141_21169861__full-cat_2	2	False	False	9	2	1	False	0.3333333333333333	6	0.0	3.0	0.0	0.0	0.0
k141_21177492__full-cat_1	1	False	False	12	5	0	False	0.0	8	1.0	0.0	2.0	1.0	0.0
k141_21178552__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_21180340__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_21191810__full-cat_2	2	False	False	14	2	0	False	0.0	13	1.0	0.0	0.0	0.0	0.0
k141_21192074__full-cat_1	1	False	False	11	0	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
k141_21193816__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_21197463__full-cat_1	1	False	False	7	1	2	False	0.2857142857142857	5	0.0	2.0	0.0	0.0	0.0
k141_21197832__full-cat_2	2	False	False	12	6	0	False	0.0	11	1.0	0.0	0.0	0.0	0.0
k141_21208853__full-cat_2	2	False	False	13	0	0	False	0.07692307692307693	11	1.0	1.0	0.0	0.0	0.0
k141_21226097__full-cat_2	2	False	False	5	2	0	False	0.0	3	0.0	2.0	0.0	0.0	0.0
k141_21229661__full-cat_2	2	False	False	6	4	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_21236301__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_21240661__full-cat_2	2	False	False	5	0	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_21244728__full-cat_2	2	False	False	5	3	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_21266153__full-cat_2	2	False	False	5	1	0	False	0.0	3	1.0	1.0	0.0	0.0	0.0
k141_212862__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
k141_221875__full-cat_2	2	False	False	8	5	0	False	0.0	7	0.0	1.0	0.0	0.0	0.0
k141_222202__full-cat_2	2	False	False	18	1	0	False	0.05555555555555555	16	1.0	1.0	0.0	0.0	0.0
k141_22417175__full-cat_2	2	False	False	14	7	0	False	0.07142857142857142	12	1.0	1.0	0.0	0.0	0.0
k141_22425404__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_22426621__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_22428160__full-cat_2	2	False	False	5	1	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_22429363__full-cat_2	2	False	False	23	5	0	False	0.043478260869565216	21	0.0	1.0	0.0	0.0	1.0
k141_22431557__full-cat_2	2	False	False	4	2	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
k141_22436431__full-cat_2	2	False	False	9	6	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_22440207__full-cat_2	2	False	False	8	3	0	False	0.125	7	0.0	1.0	0.0	0.0	0.0
k141_22446548__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_22452824__full-cat_2	2	False	False	35	2	0	True	0.0	34	0.0	1.0	0.0	0.0	0.0
k141_22457195__full-cat_1	1	False	False	88	2	0	False	0.011363636363636364	72	7.0	7.0	2.0	0.0	0.0
k141_22464551__full-cat_2	2	False	False	11	2	0	False	0.0	10	0.0	1.0	0.0	0.0	0.0
k141_22471172__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_22480090__full-cat_2	2	False	False	6	0	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_22482377__full-cat_2	2	False	False	10	0	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_22502589__full-cat_2	2	False	False	6	4	0	False	0.0	5	0.0	1.0	0.0	0.0	0.0
k141_22506112__full-cat_2	2	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_22508262__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_22511274__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_22520441__full-cat_2	2	False	False	8	3	0	False	0.0	7	0.0	1.0	0.0	0.0	0.0
k141_22521518__full-cat_2	2	False	False	7	0	0	False	0.14285714285714285	6	0.0	1.0	0.0	0.0	0.0
k141_22529918__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_22529947__full-cat_2	2	False	False	8	0	0	False	0.25	5	1.0	2.0	0.0	0.0	0.0
k141_22532573__full-cat_2	2	False	False	6	3	0	False	0.0	4	1.0	1.0	0.0	0.0	0.0
k141_22542398__full-cat_2	2	False	False	8	2	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
k141_22547128__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_22554015__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_22567043__full-cat_2	2	False	False	5	1	0	False	0.0	3	2.0	0.0	0.0	0.0	0.0
k141_22575697__full-cat_2	2	False	False	15	0	0	False	0.0	15	0.0	0.0	0.0	0.0	0.0
k141_22583307__full-cat_2	2	False	False	9	4	2	False	0.1111111111111111	8	0.0	1.0	0.0	0.0	0.0
k141_22588593__full-cat_2	2	False	False	8	1	0	False	0.125	7	0.0	1.0	0.0	0.0	0.0
k141_22595782__full-cat_1	1	False	False	10	0	0	False	0.1	7	2.0	1.0	0.0	0.0	0.0
k141_22601376__full-cat_2	2	False	False	8	4	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_22609644__full-cat_1	1	False	False	5	0	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_22611076__full-cat_2	2	False	False	10	0	0	False	0.2	7	1.0	2.0	0.0	0.0	0.0
k141_22631701__full-cat_2	2	False	False	9	0	0	False	0.0	6	1.0	2.0	0.0	0.0	0.0
k141_22636706__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_22650378__full-cat_2	2	False	False	15	0	1	False	0.13333333333333333	11	1.0	3.0	0.0	0.0	0.0
k141_234896__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_23798919__full-cat_2	2	False	False	9	2	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
k141_23801061__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_23817453__full-cat_2	2	False	False	15	0	0	False	0.0	14	0.0	1.0	0.0	0.0	0.0
k141_23823301__full-cat_1	1	False	False	8	0	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
k141_23825144__full-cat_2	2	False	False	8	0	0	False	0.125	7	0.0	1.0	0.0	0.0	0.0
k141_23833316__full-cat_2	2	False	False	4	1	0	False	0.5	2	0.0	2.0	0.0	0.0	0.0
k141_23846167__full-cat_2	2	False	False	10	4	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_23855566__full-cat_1	1	False	False	12	0	0	False	0.0	11	1.0	0.0	0.0	0.0	0.0
k141_23861902__full-cat_1	1	False	False	10	0	0	False	0.0	7	2.0	0.0	1.0	0.0	0.0
k141_23864696__full-cat_1	1	False	False	7	0	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_23870241__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_23878659__full-cat_2	2	False	False	6	2	0	False	0.3333333333333333	4	0.0	2.0	0.0	0.0	0.0
k141_23892027__full-cat_1	1	False	False	8	0	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_23895949__full-cat_2	2	False	False	12	3	0	False	0.16666666666666666	10	0.0	2.0	0.0	0.0	0.0
k141_23908004__full-cat_1	1	False	False	10	1	1	False	0.0	9	0.0	1.0	0.0	0.0	0.0
k141_23915275__full-cat_1	1	False	False	11	2	0	False	0.0	10	1.0	0.0	0.0	0.0	0.0
k141_23917528__full-cat_1	1	False	False	65	8	0	False	0.015384615384615385	59	2.0	3.0	1.0	0.0	0.0
k141_23937691__full-cat_2	2	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_23946082__full-cat_2	2	False	False	9	0	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_23962607__full-cat_2	2	False	False	8	1	0	False	0.25	5	1.0	2.0	0.0	0.0	0.0
k141_23968998__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
k141_23969568__full-cat_2	2	False	False	20	0	0	False	0.0	17	2.0	1.0	0.0	0.0	0.0
k141_23980506__full-cat_2	2	False	False	5	0	0	False	0.6	1	1.0	3.0	0.0	0.0	0.0
k141_23983350__full-cat_1	1	False	False	36	0	6	False	0.1388888888888889	22	3.0	11.0	0.0	0.0	0.0
k141_23983731__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_23985709__full-cat_2	2	False	False	9	1	0	False	0.1111111111111111	6	2.0	1.0	0.0	0.0	0.0
k141_23991684__full-cat_2	2	False	False	66	9	0	False	0.0	62	3.0	1.0	0.0	0.0	0.0
k141_23992603__full-cat_1	1	False	False	8	3	0	False	0.0	7	0.0	0.0	0.0	1.0	0.0
k141_24006284__full-cat_1	1	False	False	9	2	0	False	0.0	7	2.0	0.0	0.0	0.0	0.0
k141_24011848__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_24032906__full-cat_2	2	False	False	9	1	0	False	0.1111111111111111	6	2.0	1.0	0.0	0.0	0.0
k141_24036809__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
