gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
k141_5257482__full-cat_2_7	k141_5257482__full-cat_2	K00560	thymidylate synthase [EC:2.1.1.45] [RN:R02101]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MF
k141_5257482__full-cat_2_8	k141_5257482__full-cat_2							3	MKF
k141_5313346__full-cat_2_5	k141_5313346__full-cat_2	K00340	nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	Energy	Electron transport Chain		NADH:quinone oxidoreductase, prokaryotes	3	MF
k141_5313346__full-cat_2_6	k141_5313346__full-cat_2	K00341	nuoL; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	Energy	Electron transport Chain		NADH:quinone oxidoreductase, prokaryotes	3	MKF
k141_5331114__full-cat_1_26	k141_5331114__full-cat_1							2	MK
k141_5331114__full-cat_1_31	k141_5331114__full-cat_1							2	MK
k141_5484925__full-cat_2_2	k141_5484925__full-cat_2	M19	Catlytic type: Metallo; cleaves dipeptides and beta-lactams; cleaves dipeptides with D-amino acids in the P1 position; often membrane localized	Organic Nitrogen	Peptidase		Dipeptidases	3	MF
k141_5626690__full-cat_2_3	k141_5626690__full-cat_2							3	MKF
k141_5684819__full-cat_2_31	k141_5684819__full-cat_2	K00527	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKE
k141_5706521__full-cat_1_6	k141_5706521__full-cat_1	PL31	PL31 endo-beta-1,4-glucuronan lyase (EC 4.2.2.14)	carbon utilization	CAZY		Polysaccharide Lyases	2	MF
k141_5783570__full-cat_1_8	k141_5783570__full-cat_1	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
k141_5806847__full-cat_2_4	k141_5806847__full-cat_2	K01006	pyruvate,orthophosphate dikinase [EC:2.7.9.1] [RN:R00206]	Energy	C1		Reductive citrate cycle (Arnon-Buchanan cycle)	3	MKF
k141_5826931__full-cat_1_6	k141_5826931__full-cat_1							1	MKF
k141_5864918__full-cat_2_2	k141_5864918__full-cat_2							3	MKF
k141_5913520__full-cat_2_5	k141_5913520__full-cat_2	GT97	GT97 CMP-Neu5Ac:alpha-galactoside alpha-2,6-sialyltransferase (EC 2.4.99.-); CMP-Neu5Ac:alpha-glucoside alpha-2,6-sialyltransferase (EC 2.4.99.-);	carbon utilization	CAZY		GlycosylTransferases	3	MF
k141_6077094__full-cat_1_7	k141_6077094__full-cat_1	K01494	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MF
k141_62264__full-cat_2_5	k141_62264__full-cat_2							3	MKF
k141_62264__full-cat_2_7	k141_62264__full-cat_2							3	MKF
k141_62264__full-cat_2_8	k141_62264__full-cat_2							3	MK
k141_62264__full-cat_2_10	k141_62264__full-cat_2							3	MKF
k141_62264__full-cat_2_11	k141_62264__full-cat_2							3	MKF
k141_62264__full-cat_2_14	k141_62264__full-cat_2							3	MKF
k141_6319842__full-cat_1_8	k141_6319842__full-cat_1	K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein	Transporters			ABC-2 type transport system	2	MF
k141_6430720__full-cat_2_4	k141_6430720__full-cat_2							3	MKF
k141_647758__full-cat_2_8	k141_647758__full-cat_2	K00527	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	MKEF
k141_6547546__full-cat_2_5	k141_6547546__full-cat_2	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6] [RN:R00177]	Organic Nitrogen	Amino Acid		Cysteine biosynthesis, methionine => cysteine	3	MF
k141_6547546__full-cat_2_5	k141_6547546__full-cat_2	K00789	S-adenosylmethionine synthetase [EC:2.5.1.6] [RN:R00177]	Organic Nitrogen	Amino Acid		Methionine degradation	3	MF
k141_6584082__full-cat_2_50	k141_6584082__full-cat_2	K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	M
k141_6668980__full-cat_1_13	k141_6668980__full-cat_1							1	MK
k141_6717592__full-cat_2_3	k141_6717592__full-cat_2							3	MKF
k141_6863640__full-cat_1_3	k141_6863640__full-cat_1	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	2	MF
k141_6922210__full-cat_2_3	k141_6922210__full-cat_2	K02004	ABC.CD.P;	Transporters			Putative ABC transport system	3	MF
k141_6959688__full-cat_2_7	k141_6959688__full-cat_2							3	MKF
k141_713621__full-cat_1_9	k141_713621__full-cat_1	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MF
k141_7144394__full-cat_2_3	k141_7144394__full-cat_2							3	MKF
k141_7257572__full-cat_2_4	k141_7257572__full-cat_2							3	MKF
k141_7262877__full-cat_2_3	k141_7262877__full-cat_2							3	MKF
k141_7262877__full-cat_2_4	k141_7262877__full-cat_2							3	MKF
k141_7262877__full-cat_2_6	k141_7262877__full-cat_2							3	MKF
k141_7295052__full-cat_2_5	k141_7295052__full-cat_2							3	MKF
k141_7401608__full-cat_2_2	k141_7401608__full-cat_2							3	MKF
k141_7518251__full-cat_1_7	k141_7518251__full-cat_1	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
k141_7518251__full-cat_1_10	k141_7518251__full-cat_1	GT90	GT90 UDP-Xyl: (mannosyl) glucuronoxylomannan/galactoxylomannan beta-1,2-xylosyltransferase (EC 2.4.2.-); UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-); UDP-Xyl: protein O-beta-xylosyltransferase (EC 2.4.2.-)	carbon utilization	CAZY		GlycosylTransferases	2	M
k141_7527155__full-cat_2_3	k141_7527155__full-cat_2	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MTF
k141_7530516__full-cat_2_2	k141_7530516__full-cat_2	K01885	glutamyl-tRNA synthetase [EC:6.1.1.17] [RN:R05578]	MISC	Antibiotic Resistance		Siroheme biosynthesis, glutamate => siroheme	3	MKF
k141_7530516__full-cat_2_2	k141_7530516__full-cat_2	K01885	EARS; glutamyl-tRNA synthetase [EC:6.1.1.17]	MISC	Information systems		Aminoacyl-tRNA biosynthesis, eukaryotes	3	MKF
k141_7535530__full-cat_2_4	k141_7535530__full-cat_2							3	MKF
k141_7545848__full-cat_1_3	k141_7545848__full-cat_1	GT60	GT60 UDP-GlcNAc: polypeptide alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-); UDP-GlcNAc: hydroxyproline polypeptide alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-)	carbon utilization	CAZY		GlycosylTransferases	2	MF
k141_7636340__full-cat_2_3	k141_7636340__full-cat_2	GH13	GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); 6'-P-sucrose phosphorylase (EC 2.4.1.-); amino acid transporter	carbon utilization	CAZY	Starch Backbone Cleavage	Glycoside Hydrolases	3	MTF
k141_765061__full-cat_1_7	k141_765061__full-cat_1							2	MK
k141_765061__full-cat_1_10	k141_765061__full-cat_1							2	MK
k141_765061__full-cat_1_12	k141_765061__full-cat_1	K00762	orotate phosphoribosyltransferase [EC:2.4.2.10] [RN:R01870]	MISC	Information systems	Nucleotide	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	2	MK
k141_765061__full-cat_1_15	k141_765061__full-cat_1							2	MK
k141_7652161__full-cat_1_2	k141_7652161__full-cat_1							1	MKF
k141_7661172__full-cat_2_5	k141_7661172__full-cat_2							3	MKF
k141_7661172__full-cat_2_7	k141_7661172__full-cat_2	GT4	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)	carbon utilization	CAZY		GlycosylTransferases	3	MKF
k141_7763560__full-cat_2_6	k141_7763560__full-cat_2							3	MKF
k141_7785760__full-cat_1_127	k141_7785760__full-cat_1	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
k141_832185__full-cat_2_7	k141_832185__full-cat_2	GT2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289)	carbon utilization	CAZY		GlycosylTransferases	3	MF
k141_849672__full-cat_2_7	k141_849672__full-cat_2							3	MKF
k141_870100__full-cat_2_2	k141_870100__full-cat_2							3	MKF
k141_896918__full-cat_2_8	k141_896918__full-cat_2							3	MK
k141_896918__full-cat_2_9	k141_896918__full-cat_2	K00560	thymidylate synthase [EC:2.1.1.45] [RN:R02101]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	3	M
