	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with unknown function	Viral replication genes	Viral genes with host benefits	Viral genes with viral benefits	Viral structure genes
c_000005448811__full-cat_2	2	False	False	9	2	0	False	0.2222222222222222	6.0	0.0	0.0	2.0	0.0	1.0
c_000005452141__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000005452647__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000005456089__full-cat_2	2	False	False	2	0	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
c_000005456737__full-cat_2	2	False	False	5	0	0	False	0.2	4.0	0.0	0.0	1.0	0.0	0.0
c_000005461293__full-cat_2	2	False	False	11	5	1	False	0.18181818181818182	8.0	0.0	1.0	2.0	0.0	0.0
c_000005462646__full-cat_2	2	False	False	6	4	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
c_000005465554__full-cat_2	2	False	False	10	5	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
c_000005465945__full-cat_1	1	False	False	21	0	0	False	0.0	11.0	3.0	3.0	0.0	0.0	4.0
c_000005466202__full-cat_2	2	False	False	4	1	0	False	0.25	3.0	0.0	0.0	1.0	0.0	0.0
c_000005469033__full-cat_1	1	False	False	10	3	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
c_000005470334__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000005473903__full-cat_1	1	False	False	3	2	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
c_000005474212__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000005481354__full-cat_2	2	False	False	13	0	0	False	0.0	12.0	1.0	0.0	0.0	0.0	0.0
c_000005482695__full-cat_2	2	False	False	10	8	0	False	0.1	6.0	0.0	3.0	1.0	0.0	0.0
c_000005483526__full-cat_1	1	False	False	7	1	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
c_000005485174__full-cat_2	2	False	False	7	4	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000005491225__full-cat_1	1	False	False	20	0	0	False	0.1	12.0	4.0	1.0	2.0	0.0	1.0
c_000005491627__full-cat_2	2	False	False	11	4	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
c_000005493237__full-cat_1	1	False	False	28	0	0	False	0.0	20.0	3.0	3.0	0.0	0.0	2.0
c_000005497178__full-cat_2	2	False	False	8	5	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
c_000005497972__full-cat_2	2	False	False	3	2	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
c_000005498558__full-cat_2	2	False	False	9	2	0	False	0.1111111111111111	6.0	0.0	2.0	1.0	0.0	0.0
c_000005499322__full-cat_2	2	False	False	12	4	0	False	0.16666666666666666	9.0	0.0	0.0	2.0	1.0	0.0
c_000005499538__full-cat_2	2	False	False	10	3	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
c_000005502631__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
c_000005503424__full-cat_2	2	False	False	18	10	0	False	0.0	18.0	0.0	0.0	0.0	0.0	0.0
c_000005504348__full-cat_2	2	False	False	5	2	0	False	0.2	4.0	0.0	0.0	1.0	0.0	0.0
c_000005504368__full-cat_2	2	False	False	13	3	0	False	0.07692307692307693	11.0	1.0	0.0	1.0	0.0	0.0
c_000005504550__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000005509753__full-cat_1	1	False	False	10	2	0	False	0.0	7.0	2.0	1.0	0.0	0.0	0.0
