	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with unknown function	Viral replication genes	Viral genes with host benefits	Viral genes with viral benefits	Viral structure genes
k141_1828562__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_1829445__full-cat_1	1	False	False	22	0	2	False	0.0	20	1.0	0.0	1.0	0.0	0.0
k141_1833086__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_1835787__full-cat_1	1	False	False	4	0	0	False	0.0	2	2.0	0.0	0.0	0.0	0.0
k141_18491653__full-cat_2	2	False	False	8	3	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
k141_18499991__full-cat_1	1	False	False	13	3	0	False	0.0	10	1.0	1.0	1.0	0.0	0.0
k141_18507215__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_18512600__full-cat_2	2	False	False	4	0	0	False	0.0	2	0.0	0.0	1.0	1.0	0.0
k141_18513611__full-cat_1	1	False	False	11	0	0	False	0.0	9	1.0	0.0	0.0	0.0	1.0
k141_18522794__full-cat_2	2	False	False	9	0	0	False	0.0	6	2.0	0.0	1.0	0.0	0.0
k141_18527200__full-cat_2	2	False	False	12	4	0	True	0.16666666666666666	9	1.0	0.0	2.0	0.0	0.0
k141_18549441__full-cat_2	2	False	False	7	2	0	False	0.2857142857142857	5	0.0	0.0	2.0	0.0	0.0
k141_18550364__full-cat_2	2	False	False	16	2	0	False	0.0625	14	1.0	0.0	1.0	0.0	0.0
k141_18554213__full-cat_1	1	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_18567882__full-cat_2	2	False	False	10	1	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_18568171__full-cat_1	1	False	False	169	11	5	False	0.03550295857988166	135	18.0	1.0	14.0	0.0	1.0
k141_18587957__full-cat_1	1	False	False	8	0	0	False	0.0	6	2.0	0.0	0.0	0.0	0.0
k141_18605800__full-cat_2	2	False	False	9	3	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
k141_18619976__full-cat_1	1	False	False	10	0	0	False	0.0	6	1.0	0.0	2.0	0.0	1.0
k141_18625816__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6	0.0	0.0	1.0	0.0	0.0
k141_18631324__full-cat_1	1	False	False	51	6	0	False	0.0	43	5.0	1.0	2.0	0.0	0.0
k141_18654843__full-cat_2	2	False	False	7	0	0	True	0.0	4	0.0	0.0	3.0	0.0	0.0
k141_18657013__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_1866408__full-cat_2	2	False	False	13	0	0	False	0.0	12	1.0	0.0	0.0	0.0	0.0
k141_18664732__full-cat_2	2	False	False	5	1	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_18668258__full-cat_1	1	False	False	6	0	0	False	0.0	3	1.0	1.0	1.0	0.0	0.0
k141_18672579__full-cat_2	2	False	False	16	1	0	False	0.0	15	0.0	0.0	1.0	0.0	0.0
k141_18678131__full-cat_2	2	False	False	7	2	0	False	0.0	5	2.0	0.0	0.0	0.0	0.0
k141_18679525__full-cat_2	2	False	False	17	4	0	False	0.0	14	2.0	1.0	0.0	0.0	0.0
k141_1868194__full-cat_1	1	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_18687591__full-cat_2	2	False	False	29	0	0	False	0.0	29	0.0	0.0	0.0	0.0	0.0
k141_18688017__full-cat_1	1	False	False	7	0	0	False	0.0	6	0.0	0.0	0.0	0.0	1.0
k141_18690142__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_18704906__full-cat_2	2	False	False	15	0	0	False	0.0	12	1.0	0.0	2.0	0.0	0.0
k141_18709721__full-cat_2	2	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_18709864__full-cat_2	2	False	False	5	0	1	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_18714635__full-cat_2	2	False	False	9	0	0	False	0.1111111111111111	6	1.0	1.0	1.0	0.0	0.0
k141_18729595__full-cat_1	1	False	False	16	0	0	False	0.0	12	2.0	1.0	0.0	0.0	1.0
k141_1872994__full-cat_2	2	False	False	7	4	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_1873415__full-cat_2	2	False	False	8	2	0	False	0.0	6	1.0	0.0	1.0	0.0	0.0
k141_18737137__full-cat_2	2	False	False	3	0	0	False	0.3333333333333333	2	0.0	0.0	1.0	0.0	0.0
k141_18739853__full-cat_1	1	False	False	67	2	0	False	0.0	61	5.0	1.0	0.0	0.0	0.0
k141_18749536__full-cat_2	2	False	False	5	0	0	True	0.0	2	0.0	0.0	3.0	0.0	0.0
k141_18751187__full-cat_2	2	False	False	4	0	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
k141_18752739__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_18757014__full-cat_2	2	False	False	6	3	0	False	0.0	4	1.0	0.0	1.0	0.0	0.0
k141_18764800__full-cat_1	1	False	False	8	0	0	False	0.0	5	1.0	0.0	1.0	0.0	1.0
k141_18771329__full-cat_2	2	False	False	5	2	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
k141_18774639__full-cat_2	2	False	False	8	5	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
k141_1879455__full-cat_2	2	False	False	6	2	0	False	0.3333333333333333	4	0.0	0.0	2.0	0.0	0.0
k141_1889120__full-cat_2	2	False	False	22	0	0	False	0.0	20	2.0	0.0	0.0	0.0	0.0
k141_1897821__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_1901041__full-cat_1	1	False	False	17	6	0	False	0.0	13	1.0	0.0	1.0	1.0	1.0
k141_1903233__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_1916138__full-cat_2	2	False	False	6	4	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_1925264__full-cat_2	2	False	False	13	0	0	False	0.0	10	0.0	0.0	3.0	0.0	0.0
k141_1949778__full-cat_1	1	False	False	45	1	0	False	0.0	35	5.0	2.0	1.0	0.0	2.0
k141_1955910__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_1962897__full-cat_2	2	False	False	5	3	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
k141_1974374__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_1982999__full-cat_2	2	False	False	10	4	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_19884891__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
k141_19884962__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_19895026__full-cat_2	2	False	False	4	3	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_1989635__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_19900917__full-cat_2	2	False	False	5	2	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_19906991__full-cat_2	2	False	False	5	0	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_1990762__full-cat_2	2	False	False	8	0	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_1995919__full-cat_2	2	False	False	13	5	1	False	0.0	12	1.0	0.0	0.0	0.0	0.0
k141_19966766__full-cat_1	1	False	False	14	0	0	False	0.0	10	0.0	1.0	2.0	0.0	1.0
k141_19975615__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_19986732__full-cat_2	2	False	False	17	4	0	True	0.0	14	2.0	1.0	0.0	0.0	0.0
k141_19992558__full-cat_1	1	False	False	5	1	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
k141_19997625__full-cat_1	1	False	False	5	1	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
k141_20000444__full-cat_1	1	False	False	14	3	0	False	0.0	11	2.0	0.0	1.0	0.0	0.0
k141_20007262__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_20034070__full-cat_2	2	False	False	12	1	0	False	0.0	11	0.0	0.0	1.0	0.0	0.0
k141_20035333__full-cat_2	2	False	False	8	2	0	False	0.125	3	3.0	0.0	2.0	0.0	0.0
k141_20042952__full-cat_2	2	False	False	6	3	1	False	0.16666666666666666	3	0.0	0.0	3.0	0.0	0.0
k141_20062435__full-cat_2	2	False	False	5	0	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
k141_20065005__full-cat_2	2	False	False	7	3	0	False	0.0	6	0.0	0.0	1.0	0.0	0.0
k141_20066699__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_20071145__full-cat_1	1	False	False	8	0	0	False	0.0	6	0.0	0.0	2.0	0.0	0.0
k141_2007357__full-cat_2	2	False	False	8	1	0	False	0.0	3	4.0	0.0	1.0	0.0	0.0
k141_20076536__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_20090438__full-cat_2	2	False	False	9	5	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_20104772__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_2011898__full-cat_1	1	False	False	5	0	0	False	0.0	2	1.0	1.0	1.0	0.0	0.0
k141_20126285__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_20132525__full-cat_2	2	False	False	3	1	0	False	0.3333333333333333	2	0.0	0.0	1.0	0.0	0.0
k141_20132677__full-cat_2	2	False	False	15	1	0	False	0.06666666666666667	14	0.0	0.0	1.0	0.0	0.0
k141_20135207__full-cat_2	2	False	False	13	0	0	False	0.07692307692307693	10	1.0	1.0	1.0	0.0	0.0
k141_20144941__full-cat_1	1	False	False	41	2	0	False	0.024390243902439025	34	6.0	0.0	1.0	0.0	0.0
k141_20155034__full-cat_2	2	False	False	10	0	0	False	0.0	8	1.0	0.0	1.0	0.0	0.0
k141_2020697__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_2036617__full-cat_2	2	False	False	3	0	0	False	0.0	2	0.0	0.0	1.0	0.0	0.0
k141_2037562__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_2051202__full-cat_2	2	False	False	19	2	0	False	0.0	19	0.0	0.0	0.0	0.0	0.0
k141_2053447__full-cat_2	2	False	False	13	1	0	False	0.0	13	0.0	0.0	0.0	0.0	0.0
k141_2063006__full-cat_2	2	False	False	5	2	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
k141_2071054__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_2074911__full-cat_1	1	False	False	10	0	0	False	0.0	8	0.0	1.0	1.0	0.0	0.0
k141_2082921__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_2085722__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_2089273__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_2094126__full-cat_2	2	False	False	13	0	0	False	0.07692307692307693	11	1.0	0.0	1.0	0.0	0.0
k141_2100464__full-cat_2	2	False	False	4	2	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
k141_2104652__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_2104981__full-cat_2	2	False	False	3	1	0	False	0.3333333333333333	2	0.0	0.0	1.0	0.0	0.0
k141_21272379__full-cat_1	1	False	False	44	1	0	False	0.0	34	4.0	3.0	1.0	0.0	2.0
k141_21277988__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_21281608__full-cat_2	2	False	False	5	2	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
k141_21285291__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	4	1.0	0.0	1.0	0.0	0.0
k141_21297235__full-cat_2	2	False	False	9	4	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_21303136__full-cat_2	2	False	False	10	4	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_21304990__full-cat_2	2	False	False	11	2	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
k141_21305611__full-cat_2	2	False	False	8	4	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
k141_21312284__full-cat_1	1	False	False	15	0	1	False	0.0	9	5.0	0.0	1.0	0.0	0.0
k141_21335250__full-cat_1	1	False	False	10	2	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_21342362__full-cat_2	2	False	False	5	0	0	False	0.2	3	1.0	0.0	1.0	0.0	0.0
k141_21352844__full-cat_2	2	False	False	7	2	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_21374740__full-cat_2	2	False	False	2	0	0	False	0.5	1	0.0	0.0	1.0	0.0	0.0
k141_21376551__full-cat_2	2	False	False	16	0	0	False	0.0	16	0.0	0.0	0.0	0.0	0.0
k141_21382534__full-cat_2	2	False	False	6	4	0	True	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_21400092__full-cat_1	1	False	False	37	0	0	False	0.02702702702702703	33	1.0	0.0	3.0	0.0	0.0
k141_21407725__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_21423521__full-cat_1	1	False	False	11	0	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
k141_21429817__full-cat_1	1	False	False	19	0	1	False	0.0	10	5.0	0.0	2.0	0.0	2.0
k141_21434072__full-cat_2	2	False	False	4	1	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
k141_21436621__full-cat_2	2	False	False	8	4	0	True	0.0	7	1.0	0.0	0.0	0.0	0.0
k141_21444093__full-cat_2	2	False	False	12	1	0	False	0.0	9	2.0	0.0	1.0	0.0	0.0
k141_21448265__full-cat_2	2	False	False	12	4	0	False	0.0	10	2.0	0.0	0.0	0.0	0.0
k141_21451069__full-cat_2	2	False	False	9	1	0	False	0.1111111111111111	7	1.0	0.0	1.0	0.0	0.0
k141_21456571__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_21458422__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
k141_21459412__full-cat_2	2	False	False	10	4	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_21464956__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_21464957__full-cat_1	1	False	False	65	3	2	False	0.0	45	15.0	0.0	5.0	0.0	0.0
k141_21476513__full-cat_1	1	False	False	9	0	0	False	0.0	7	0.0	0.0	1.0	0.0	1.0
k141_21484499__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_21484822__full-cat_2	2	False	False	4	0	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
k141_21501407__full-cat_2	2	False	False	5	4	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
k141_21503131__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_21514296__full-cat_2	2	False	False	8	4	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
k141_21522202__full-cat_2	2	False	False	7	0	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_21531240__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_21533200__full-cat_2	2	False	False	4	2	0	False	0.25	3	0.0	0.0	1.0	0.0	0.0
k141_21533661__full-cat_1	1	False	False	7	0	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_21537999__full-cat_2	2	False	False	12	2	0	False	0.0	9	3.0	0.0	0.0	0.0	0.0
k141_21546071__full-cat_2	2	False	False	4	1	0	False	0.0	2	2.0	0.0	0.0	0.0	0.0
k141_22667542__full-cat_1	1	False	False	17	0	0	False	0.0	11	3.0	1.0	1.0	0.0	1.0
k141_22680017__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_22682137__full-cat_2	2	False	False	9	0	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
k141_22693838__full-cat_2	2	False	False	9	1	0	False	0.1111111111111111	6	0.0	0.0	3.0	0.0	0.0
k141_22696635__full-cat_2	2	False	False	5	3	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_22716068__full-cat_1	1	False	False	86	4	4	False	0.011627906976744186	68	12.0	1.0	5.0	0.0	0.0
k141_22726259__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_22727204__full-cat_1	1	False	False	9	1	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_22728504__full-cat_2	2	False	False	5	1	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_22742432__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_22743229__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_22743291__full-cat_2	2	False	False	5	4	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
k141_22765711__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	4	1.0	0.0	1.0	0.0	0.0
k141_22768854__full-cat_2	2	False	False	5	2	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
k141_22769599__full-cat_2	2	False	False	6	2	0	False	0.0	4	2.0	0.0	0.0	0.0	0.0
k141_22772026__full-cat_2	2	False	False	3	1	0	False	0.0	2	0.0	0.0	1.0	0.0	0.0
k141_22778672__full-cat_2	2	False	False	14	0	0	False	0.0	14	0.0	0.0	0.0	0.0	0.0
k141_22781005__full-cat_2	2	False	False	13	0	0	False	0.0	10	0.0	1.0	1.0	0.0	1.0
k141_22792451__full-cat_2	2	False	False	7	4	0	True	0.0	5	1.0	1.0	0.0	0.0	0.0
k141_22824859__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_22829232__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_22868231__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_22875694__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_22887985__full-cat_2	2	False	False	10	1	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
k141_22902429__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_22902502__full-cat_2	2	False	False	8	4	0	False	0.125	6	1.0	0.0	1.0	0.0	0.0
k141_22915219__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_22916231__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_22916499__full-cat_1	1	False	False	13	0	0	False	0.0	9	3.0	0.0	0.0	0.0	1.0
k141_22918381__full-cat_2	2	False	False	3	1	0	False	0.0	2	0.0	0.0	1.0	0.0	0.0
k141_22926989__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_24065362__full-cat_2	2	False	False	7	3	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_24068665__full-cat_2	2	False	False	6	1	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_24070822__full-cat_2	2	False	False	8	3	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
k141_24083136__full-cat_1	1	False	False	45	10	1	False	0.022222222222222223	28	9.0	1.0	6.0	0.0	1.0
k141_24083701__full-cat_2	2	False	False	2	1	0	False	0.0	2	0.0	0.0	0.0	0.0	0.0
k141_24085400__full-cat_2	2	False	False	9	4	0	False	0.1111111111111111	8	0.0	0.0	1.0	0.0	0.0
k141_24094681__full-cat_1	1	False	False	20	3	0	False	0.0	16	3.0	1.0	0.0	0.0	0.0
k141_24109919__full-cat_2	2	False	False	6	4	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_24117315__full-cat_1	1	False	False	7	0	0	False	0.0	5	1.0	1.0	0.0	0.0	0.0
k141_24125145__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_24125723__full-cat_2	2	False	False	6	4	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_24127656__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_24131324__full-cat_2	2	False	False	7	4	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_24155387__full-cat_2	2	False	False	3	2	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_24159559__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_24161373__full-cat_2	2	False	False	34	6	0	False	0.0	32	2.0	0.0	0.0	0.0	0.0
k141_24166624__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_24177574__full-cat_2	2	False	False	7	2	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
k141_24187848__full-cat_2	2	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
k141_24203354__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_24212978__full-cat_2	2	False	False	7	0	0	False	0.0	6	0.0	0.0	1.0	0.0	0.0
k141_24214950__full-cat_1	1	False	False	9	0	0	False	0.0	8	0.0	0.0	1.0	0.0	0.0
k141_24232350__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_24241218__full-cat_2	2	False	False	10	2	0	True	0.0	9	0.0	1.0	0.0	0.0	0.0
k141_24243344__full-cat_2	2	False	False	3	1	0	False	0.0	2	1.0	0.0	0.0	0.0	0.0
k141_24250983__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_24253367__full-cat_2	2	False	False	6	1	0	False	0.0	5	0.0	0.0	1.0	0.0	0.0
k141_24258601__full-cat_2	2	False	False	15	0	1	False	0.06666666666666667	14	0.0	0.0	1.0	0.0	0.0
k141_24269722__full-cat_2	2	False	False	9	4	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_24270385__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_24296828__full-cat_2	2	False	False	6	0	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_24299205__full-cat_2	2	False	False	5	0	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
k141_24306903__full-cat_1	1	False	False	9	0	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
k141_24307200__full-cat_2	2	False	False	20	0	0	False	0.0	20	0.0	0.0	0.0	0.0	0.0
k141_24315001__full-cat_1	1	False	False	5	1	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
k141_25435595__full-cat_1	1	False	False	5	1	0	False	0.0	3	2.0	0.0	0.0	0.0	0.0
k141_25446097__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_25448550__full-cat_2	2	False	False	27	2	1	False	0.037037037037037035	24	2.0	0.0	1.0	0.0	0.0
k141_25449562__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_25450703__full-cat_2	2	False	False	18	6	3	False	0.0	15	3.0	0.0	0.0	0.0	0.0
k141_25459783__full-cat_1	1	False	False	7	0	0	False	0.0	6	0.0	0.0	0.0	0.0	1.0
k141_25464746__full-cat_2	2	False	False	8	4	0	True	0.25	5	0.0	1.0	2.0	0.0	0.0
k141_25468322__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_25470615__full-cat_2	2	False	False	6	0	0	False	0.0	2	1.0	0.0	3.0	0.0	0.0
k141_25474595__full-cat_2	2	False	False	15	0	1	False	0.13333333333333333	11	0.0	0.0	4.0	0.0	0.0
k141_25482106__full-cat_2	2	False	False	8	2	0	False	0.0	6	2.0	0.0	0.0	0.0	0.0
k141_25484609__full-cat_2	2	False	False	3	2	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
k141_25487493__full-cat_2	2	False	False	10	4	2	False	0.0	9	0.0	0.0	0.0	1.0	0.0
k141_25497388__full-cat_1	1	False	False	11	5	0	False	0.09090909090909091	10	0.0	0.0	1.0	0.0	0.0
k141_25503852__full-cat_2	2	False	False	16	1	0	False	0.0625	14	1.0	0.0	1.0	0.0	0.0
k141_25508637__full-cat_1	1	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
k141_25513760__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
k141_25514870__full-cat_2	2	False	False	8	0	0	False	0.0	5	2.0	0.0	1.0	0.0	0.0
k141_25524635__full-cat_2	2	False	False	5	3	0	False	0.2	4	0.0	0.0	1.0	0.0	0.0
k141_25527679__full-cat_2	2	False	False	8	4	0	False	0.125	7	0.0	0.0	1.0	0.0	0.0
k141_25531818__full-cat_1	1	False	False	141	7	4	False	0.04964539007092199	120	8.0	2.0	11.0	0.0	0.0
k141_25532329__full-cat_2	2	False	False	15	0	0	False	0.0	14	0.0	0.0	1.0	0.0	0.0
k141_25533238__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_25544518__full-cat_2	2	False	False	12	2	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
k141_25547337__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
k141_25552125__full-cat_1	1	False	False	10	0	0	False	0.0	8	0.0	2.0	0.0	0.0	0.0
k141_25553459__full-cat_2	2	False	False	15	2	0	False	0.0	14	0.0	0.0	1.0	0.0	0.0
k141_25554815__full-cat_2	2	False	False	11	0	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
k141_25556875__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5	0.0	0.0	1.0	0.0	0.0
k141_25559489__full-cat_2	2	False	False	2	0	0	False	0.0	2	0.0	0.0	0.0	0.0	0.0
k141_25561828__full-cat_2	2	False	False	6	3	0	True	0.0	4	0.0	0.0	2.0	0.0	0.0
k141_25562401__full-cat_1	1	False	False	13	1	0	False	0.07692307692307693	11	1.0	0.0	1.0	0.0	0.0
k141_25567693__full-cat_2	2	False	False	6	2	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
k141_25570722__full-cat_2	2	False	False	9	2	0	False	0.0	7	2.0	0.0	0.0	0.0	0.0
k141_25597231__full-cat_2	2	False	False	7	0	1	False	0.2857142857142857	3	2.0	0.0	2.0	0.0	0.0
k141_25599438__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
k141_25608673__full-cat_1	1	False	False	14	0	0	False	0.0	12	1.0	0.0	1.0	0.0	0.0
