gene	scaffold	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
c_000004432612__full-cat_1_5	c_000004432612__full-cat_1	GT4	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)	carbon utilization	CAZY		GlycosylTransferases	2	MKF
c_000004432612__full-cat_1_5	c_000004432612__full-cat_1	GT5	GT5 UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-)	carbon utilization	CAZY		GlycosylTransferases	2	MKF
c_000004437740__full-cat_1_12	c_000004437740__full-cat_1							1	MK
c_000004447276__full-cat_2_6	c_000004447276__full-cat_2							3	MKF
c_000004447276__full-cat_2_8	c_000004447276__full-cat_2	GT4	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342)	carbon utilization	CAZY		GlycosylTransferases	3	MKF
c_000004447276__full-cat_2_8	c_000004447276__full-cat_2	GT5	GT5 UDP-Glc: glycogen glucosyltransferase (EC 2.4.1.11); ADP-Glc: starch glucosyltransferase (EC 2.4.1.21); NDP-Glc: starch glucosyltransferase (EC 2.4.1.242); UDP-Glc: alpha-1,3-glucan synthase (EC 2.4.1.183) UDP-Glc: alpha-1,4-glucan synthase (EC 2.4.1.-)	carbon utilization	CAZY		GlycosylTransferases	3	MKF
c_000004456455__full-cat_2_6	c_000004456455__full-cat_2							3	MK
c_000004473584__full-cat_2_2	c_000004473584__full-cat_2	CBM9	CBM9 Modules of approx. 170 residues found so far only in xylanases. The cellulose-binding function has been demonstrated in one case.	carbon utilization	CAZY		Carbohydrate-Binding Modules	3	MF
c_000004473584__full-cat_2_4	c_000004473584__full-cat_2							3	MKF
c_000004498005__full-cat_1_22	c_000004498005__full-cat_1							2	MKET
c_000004551697__full-cat_2_2	c_000004551697__full-cat_2							3	MKF
c_000004568961__full-cat_1_5	c_000004568961__full-cat_1							1	MK
c_000004568961__full-cat_1_6	c_000004568961__full-cat_1							1	MK
c_000004568961__full-cat_1_27	c_000004568961__full-cat_1	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
c_000004570632__full-cat_1_5	c_000004570632__full-cat_1	K01735	3-dehydroquinate synthase [EC:4.2.3.4] [RN:R03083]	Organic Nitrogen	Amino Acid		Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	2	MKTF
c_000004570632__full-cat_1_6	c_000004570632__full-cat_1	K00891	shikimate kinase [EC:2.7.1.71] [RN:R02412]	Organic Nitrogen	Amino Acid		Shikimate pathway, phosphoenolpyruvate + erythrose-4P => chorismate	2	MTF
c_000004573213__full-cat_1_6	c_000004573213__full-cat_1	M61	Catlytic type: Metallo; hydrolyses a broad range of N-terminal amino acids, but shows a preference for glycine or alanine; degradation of extracellular proteins for uptake of amino acids	Organic Nitrogen	Peptidase		Aminopeptidase	2	MF
c_000004573213__full-cat_1_9	c_000004573213__full-cat_1	K01886	QARS; glutaminyl-tRNA synthetase [EC:6.1.1.18]	MISC	Information systems		Aminoacyl-tRNA biosynthesis, eukaryotes	2	MK
c_000004579866__full-cat_2_5	c_000004579866__full-cat_2							3	MKF
c_000004601141__full-cat_1_8	c_000004601141__full-cat_1	K01494	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	M
c_000004601141__full-cat_1_57	c_000004601141__full-cat_1							1	MK
c_000004619629__full-cat_1_7	c_000004619629__full-cat_1	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	2	MF
c_000004677195__full-cat_2_9	c_000004677195__full-cat_2							2	MK
c_000004690873__full-cat_2_2	c_000004690873__full-cat_2							3	MKF
c_000004709839__full-cat_2_68	c_000004709839__full-cat_2							3	MK
c_000004782292__full-cat_2_12	c_000004782292__full-cat_2							3	MKF
c_000004794305__full-cat_1_3	c_000004794305__full-cat_1							2	MKF
c_000004807280__full-cat_2_39	c_000004807280__full-cat_2							3	MK
c_000004808924__full-cat_2_9	c_000004808924__full-cat_2							3	MKF
c_000004809060__full-cat_1_84	c_000004809060__full-cat_1							2	MK
c_000004847415__full-cat_1_5	c_000004847415__full-cat_1	K01992	ABC-2.P; ABC-2 type transport system permease protein	Transporters			ABC-2 type transport system	2	MF
c_000004847415__full-cat_1_6	c_000004847415__full-cat_1							2	MKF
c_000004861024__full-cat_1_20	c_000004861024__full-cat_1	C82B	Catlytic type: Cysteine; hydrolyse the L-Lys(3)-D-Ala(4) bonds of bacterial cell wall components; protein showed cell-wall cross-linking activity	Organic Nitrogen	Peptidase		Hydrolase (and transfer) bacterial cell wall peptides	1	M
c_000004869457__full-cat_1_65	c_000004869457__full-cat_1	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	1	M
c_000004898847__full-cat_2_7	c_000004898847__full-cat_2	M01	Catlytic type: Metallo; each is capable of releasing a variety of residues; none have been shown to hydrolyse Xaa-Pro-bonds	Organic Nitrogen	Peptidase		Aminopeptidases	3	MF
c_000004942904__full-cat_2_3	c_000004942904__full-cat_2	GH13	GH13 alpha-amylase (EC 3.2.1.1); pullulanase (EC 3.2.1.41); cyclomaltodextrin glucanotransferase (EC 2.4.1.19); cyclomaltodextrinase (EC 3.2.1.54); trehalose-6-phosphate hydrolase (EC 3.2.1.93); oligo-alpha-glucosidase (EC 3.2.1.10); maltogenic amylase (EC 3.2.1.133); neopullulanase (EC 3.2.1.135); alpha-glucosidase (EC 3.2.1.20); maltotetraose-forming alpha-amylase (EC 3.2.1.60); isoamylase (EC 3.2.1.68); glucodextranase (EC 3.2.1.70); maltohexaose-forming alpha-amylase (EC 3.2.1.98); maltotriose-forming alpha-amylase (EC 3.2.1.116); branching enzyme (EC 2.4.1.18); trehalose synthase (EC 5.4.99.16); 4-alpha-glucanotransferase (EC 2.4.1.25); maltopentaose-forming alpha-amylase (EC 3.2.1.-) ; amylosucrase (EC 2.4.1.4) ; sucrose phosphorylase (EC 2.4.1.7); malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141); isomaltulose synthase (EC 5.4.99.11); malto-oligosyltrehalose synthase (EC 5.4.99.15); amylo-alpha-1,6-glucosidase (EC 3.2.1.33); alpha-1,4-glucan: phosphate alpha-maltosyltransferase (EC 2.4.99.16); 6'-P-sucrose phosphorylase (EC 2.4.1.-); amino acid transporter	carbon utilization	CAZY	Starch Backbone Cleavage	Glycoside Hydrolases	3	MF
c_000004942904__full-cat_2_4	c_000004942904__full-cat_2							3	MKF
c_000004942904__full-cat_2_6	c_000004942904__full-cat_2							3	MK
c_000004942904__full-cat_2_12	c_000004942904__full-cat_2	K06208	chorismate mutase [EC:5.4.99.5] [RN:R01715]	Organic Nitrogen	Amino Acid		Phenylalanine biosynthesis, chorismate => phenylalanine	3	M
c_000004942904__full-cat_2_12	c_000004942904__full-cat_2	K06208	chorismate mutase [EC:5.4.99.5] [RN:R01715]	Organic Nitrogen	Amino Acid		Tyrosine biosynthesis, chorismate => tyrosine	3	M
c_000004942904__full-cat_2_14	c_000004942904__full-cat_2							3	MK
c_000004942904__full-cat_2_18	c_000004942904__full-cat_2							3	MKF
c_000004942904__full-cat_2_21	c_000004942904__full-cat_2							3	MKF
c_000004971009__full-cat_2_4	c_000004971009__full-cat_2							3	MKF
