	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with host benefits	Viral genes with unknown function	Viral replication genes	Viral genes with viral benefits	Viral structure genes
c_000000240767__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
c_000000241119__full-cat_2	2	False	False	7	1	1	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
c_000000241135__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
c_000000242361__full-cat_2	2	False	False	7	3	0	False	0.0	6.0	0.0	0.0	1.0	0.0	0.0
c_000000242600__full-cat_2	2	False	False	10	5	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
c_000000242776__full-cat_2	2	False	False	7	1	0	False	0.14285714285714285	4.0	2.0	1.0	0.0	0.0	0.0
c_000000242838__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
c_000000243871__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
c_000000245547__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
c_000000248166__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
c_000000249041__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000000250227__full-cat_2	2	False	False	6	4	0	False	0.16666666666666666	4.0	1.0	1.0	0.0	0.0	0.0
c_000000251677__full-cat_1	1	False	False	5	1	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
c_000000253210__full-cat_2	2	False	False	14	5	0	False	0.0	14.0	0.0	0.0	0.0	0.0	0.0
c_000000253501__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
c_000000254646__full-cat_2	2	False	False	11	2	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
c_000000254726__full-cat_2	2	False	False	22	5	0	False	0.0	22.0	0.0	0.0	0.0	0.0	0.0
c_000000255022__full-cat_2	2	False	False	5	3	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
c_000000255300__full-cat_2	2	False	False	8	5	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
c_000000256375__full-cat_1	1	False	False	8	3	0	False	0.0	7.0	0.0	1.0	0.0	0.0	0.0
c_000000258151__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
c_000000259330__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
c_000000259780__full-cat_2	2	False	False	7	0	0	True	0.0	5.0	0.0	1.0	1.0	0.0	0.0
c_000000259970__full-cat_2	2	False	False	11	3	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
c_000000260037__full-cat_2	2	False	False	8	1	0	False	0.0	7.0	0.0	1.0	0.0	0.0	0.0
c_000000260163__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000000263507__full-cat_2	2	False	False	5	0	0	False	0.2	3.0	2.0	0.0	0.0	0.0	0.0
c_000000263542__full-cat_2	2	False	False	8	3	0	False	0.125	7.0	1.0	0.0	0.0	0.0	0.0
c_000000263938__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
c_000000264977__full-cat_2	2	False	False	6	2	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
c_000000266239__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000000266321__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
c_000000266345__full-cat_2	2	False	False	12	4	0	False	0.08333333333333333	9.0	3.0	0.0	0.0	0.0	0.0
c_000000266794__full-cat_2	2	False	False	2	1	0	False	0.5	1.0	1.0	0.0	0.0	0.0	0.0
c_000000267158__full-cat_1	1	False	False	7	3	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
c_000000267503__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000000267619__full-cat_2	2	False	False	6	2	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
c_000000270678__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
c_000000272055__full-cat_2	2	False	False	8	0	0	False	0.0	6.0	0.0	2.0	0.0	0.0	0.0
c_000000273392__full-cat_2	2	False	False	10	3	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
c_000000273542__full-cat_2	2	False	False	6	2	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
c_000000273776__full-cat_2	2	False	False	8	4	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
c_000000277451__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
c_000000277972__full-cat_2	2	False	False	4	3	0	False	0.0	3.0	0.0	0.0	1.0	0.0	0.0
c_000000278043__full-cat_2	2	False	False	12	5	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
c_000000278102__full-cat_1	1	False	False	5	0	0	False	0.0	3.0	1.0	1.0	0.0	0.0	0.0
c_000000278195__full-cat_2	2	False	False	3	2	0	False	0.3333333333333333	2.0	1.0	0.0	0.0	0.0	0.0
c_000000278421__full-cat_2	2	False	False	9	4	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
c_000000279667__full-cat_2	2	False	False	14	0	1	False	0.21428571428571427	10.0	3.0	1.0	0.0	0.0	0.0
c_000000279815__full-cat_2	2	False	False	5	3	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
c_000000281880__full-cat_1	1	False	False	11	2	0	False	0.0	10.0	0.0	1.0	0.0	0.0	0.0
c_000000282022__full-cat_2	2	False	False	6	2	0	False	0.0	5.0	0.0	0.0	1.0	0.0	0.0
c_000000283792__full-cat_1	1	False	False	3	1	0	False	0.3333333333333333	2.0	1.0	0.0	0.0	0.0	0.0
c_000000284539__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
c_000000285468__full-cat_2	2	False	False	5	1	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
c_000000286655__full-cat_2	2	False	False	8	4	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
c_000000287338__full-cat_2	2	False	False	5	2	1	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
c_000000287428__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
c_000000287887__full-cat_1	1	False	False	13	1	0	False	0.0	10.0	1.0	1.0	0.0	0.0	1.0
c_000000287948__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000000288721__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
c_000000288736__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
c_000000289739__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
c_000000290099__full-cat_2	2	False	False	25	1	3	False	0.08	23.0	2.0	0.0	0.0	0.0	0.0
c_000000290921__full-cat_2	2	False	False	3	0	0	False	0.0	2.0	0.0	1.0	0.0	0.0	0.0
c_000000291174__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000000291218__full-cat_2	2	False	False	10	2	0	False	0.0	9.0	0.0	0.0	1.0	0.0	0.0
c_000000291271__full-cat_2	2	False	False	3	0	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
c_000000292332__full-cat_1	1	False	False	9	2	0	False	0.1111111111111111	5.0	1.0	2.0	0.0	0.0	1.0
c_000000293154__full-cat_2	2	False	False	9	4	0	False	0.1111111111111111	8.0	1.0	0.0	0.0	0.0	0.0
c_000000293237__full-cat_2	2	False	False	8	0	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
c_000000294277__full-cat_1	1	False	False	44	2	0	False	0.06818181818181818	23.0	7.0	13.0	1.0	0.0	0.0
c_000000294457__full-cat_2	2	False	False	24	9	0	False	0.0	24.0	0.0	0.0	0.0	0.0	0.0
c_000000295593__full-cat_1	1	False	False	18	0	0	False	0.0	10.0	3.0	4.0	0.0	0.0	1.0
c_000000296404__full-cat_1	1	False	False	34	13	1	False	0.029411764705882353	30.0	3.0	0.0	1.0	0.0	0.0
c_000000296905__full-cat_2	2	False	False	6	0	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
c_000000297968__full-cat_2	2	False	False	7	0	1	False	0.0	5.0	0.0	2.0	0.0	0.0	0.0
c_000000299332__full-cat_1	1	False	False	13	0	0	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
c_000000300104__full-cat_2	2	False	False	2	1	0	False	0.0	1.0	0.0	1.0	0.0	0.0	0.0
c_000000300121__full-cat_2	2	False	False	7	4	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
c_000000301824__full-cat_2	2	False	False	15	0	0	False	0.0	9.0	2.0	3.0	0.0	0.0	1.0
c_000000302497__full-cat_2	2	False	False	4	1	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
c_000000303268__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
c_000000303318__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
c_000000303918__full-cat_2	2	False	False	6	1	0	False	0.0	4.0	2.0	0.0	0.0	0.0	0.0
c_000000304512__full-cat_1	1	False	False	18	5	2	False	0.0	17.0	0.0	1.0	0.0	0.0	0.0
c_000000304575__full-cat_1	1	False	False	15	0	0	False	0.0	9.0	0.0	6.0	0.0	0.0	0.0
c_000000306438__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
c_000000306730__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
c_000000307547__full-cat_2	2	False	False	5	3	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
c_000000307956__full-cat_2	2	False	False	16	1	0	False	0.0625	12.0	3.0	1.0	0.0	0.0	0.0
c_000000310576__full-cat_1	1	False	False	12	5	2	True	0.08333333333333333	10.0	2.0	0.0	0.0	0.0	0.0
c_000000311087__full-cat_1	1	False	False	6	2	0	False	0.0	4.0	0.0	2.0	0.0	0.0	0.0
c_000000312557__full-cat_2	2	False	False	4	1	0	False	0.25	3.0	1.0	0.0	0.0	0.0	0.0
c_000000313145__full-cat_1	1	False	False	6	1	0	False	0.0	4.0	0.0	2.0	0.0	0.0	0.0
c_000000313970__full-cat_2	2	False	False	9	4	1	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
c_000000315046__full-cat_1	1	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
c_000000316463__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
c_000000317723__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
c_000000317868__full-cat_2	2	False	False	10	2	0	False	0.0	9.0	1.0	0.0	0.0	0.0	0.0
c_000000318508__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
c_000000319116__full-cat_2	2	False	False	8	1	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
c_000000324498__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
c_000000325515__full-cat_2	2	False	False	8	2	0	True	0.0	8.0	0.0	0.0	0.0	0.0	0.0
c_000000326398__0_partial_1-cat_1	1	False	False	16	0	0	False	0.0	8.0	3.0	4.0	0.0	0.0	1.0
c_000000328555__full-cat_2	2	False	False	4	0	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
c_000000330458__full-cat_2	2	False	False	6	0	0	False	0.3333333333333333	4.0	2.0	0.0	0.0	0.0	0.0
c_000000332528__full-cat_1	1	False	False	10	0	0	False	0.0	7.0	1.0	2.0	0.0	0.0	0.0
c_000000333289__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000000335271__full-cat_2	2	False	False	9	4	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
c_000000335669__full-cat_2	2	False	False	17	2	0	False	0.0	15.0	1.0	1.0	0.0	0.0	0.0
c_000000335929__full-cat_2	2	False	False	13	5	0	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
c_000000336299__full_1-cat_1	1	False	False	17	0	0	False	0.0	10.0	2.0	4.0	0.0	0.0	1.0
c_000000336662__full-cat_2	2	False	False	5	0	0	False	0.0	3.0	2.0	0.0	0.0	0.0	0.0
c_000000339768__full-cat_2	2	False	False	12	6	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
c_000000340806__full-cat_2	2	False	False	19	9	0	False	0.0	19.0	0.0	0.0	0.0	0.0	0.0
c_000000343300__full-cat_2	2	False	False	5	1	0	False	0.0	2.0	0.0	2.0	0.0	0.0	1.0
c_000000345360__full-cat_2	2	False	False	23	10	0	False	0.043478260869565216	21.0	2.0	0.0	0.0	0.0	0.0
c_000000346624__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000000347682__full-cat_1	1	False	False	13	0	0	False	0.0	11.0	1.0	1.0	0.0	0.0	0.0
c_000000351217__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
c_000000351775__full-cat_2	2	False	False	3	0	0	False	0.6666666666666666	1.0	2.0	0.0	0.0	0.0	0.0
c_000000352373__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
c_000000352511__full-cat_1	1	False	False	12	0	0	False	0.08333333333333333	11.0	1.0	0.0	0.0	0.0	0.0
c_000000352666__full-cat_2	2	False	False	11	3	0	False	0.09090909090909091	10.0	1.0	0.0	0.0	0.0	0.0
c_000000354955__full-cat_2	2	False	False	7	4	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000000355295__full-cat_2	2	False	False	7	1	0	True	0.0	6.0	0.0	1.0	0.0	0.0	0.0
c_000000355650__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
c_000000356075__full-cat_2	2	False	False	8	3	0	False	0.0	7.0	0.0	1.0	0.0	0.0	0.0
c_000000357198__full-cat_2	2	False	False	12	4	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
c_000000357895__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
c_000000358526__full-cat_1	1	False	False	11	6	0	False	0.0	7.0	0.0	4.0	0.0	0.0	0.0
c_000000358997__full-cat_2	2	False	False	9	0	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
c_000000362722__full-cat_2	2	False	False	6	0	0	False	0.3333333333333333	1.0	4.0	1.0	0.0	0.0	0.0
c_000000364196__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
c_000000365544__full-cat_2	2	False	False	14	4	0	False	0.0	14.0	0.0	0.0	0.0	0.0	0.0
c_000000365585__full-cat_1	1	False	False	8	3	0	False	0.125	7.0	1.0	0.0	0.0	0.0	0.0
c_000000365815__full-cat_2	2	False	False	10	3	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
c_000000366869__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
c_000000367464__full-cat_2	2	False	False	8	3	0	False	0.0	7.0	0.0	1.0	0.0	0.0	0.0
c_000000367552__full-cat_1	1	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
c_000000367553__full-cat_1	1	False	False	6	1	0	False	0.0	4.0	1.0	1.0	0.0	0.0	0.0
c_000000371252__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
c_000000371513__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000000372429__full_1-cat_1	1	False	False	17	0	0	False	0.0	10.0	2.0	4.0	0.0	0.0	1.0
c_000000372931__full-cat_2	2	False	False	7	3	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
c_000000374599__full-cat_2	2	False	False	8	1	0	False	0.125	7.0	1.0	0.0	0.0	0.0	0.0
c_000000375861__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
c_000000376919__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000000378808__full-cat_2	2	False	False	11	4	0	False	0.0	10.0	1.0	0.0	0.0	0.0	0.0
c_000000378811__full-cat_2	2	False	False	10	2	0	False	0.0	9.0	1.0	0.0	0.0	0.0	0.0
c_000000379145__full_1-cat_1	1	False	False	7	0	0	False	0.0	3.0	2.0	1.0	0.0	0.0	1.0
c_000000380249__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
c_000000380791__full-cat_2	2	False	False	16	7	1	False	0.125	13.0	3.0	0.0	0.0	0.0	0.0
c_000000381423__full-cat_2	2	False	False	5	2	1	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
c_000000381527__full-cat_2	2	False	False	10	2	0	False	0.0	5.0	0.0	5.0	0.0	0.0	0.0
c_000000383739__full-cat_2	2	False	False	4	1	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
c_000000384014__full-cat_1	1	False	False	8	0	0	False	0.0	7.0	0.0	1.0	0.0	0.0	0.0
c_000000384293__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
c_000000386461__full-cat_2	2	False	False	12	5	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
c_000000386579__full-cat_2	2	False	False	4	2	0	False	0.25	3.0	1.0	0.0	0.0	0.0	0.0
c_000000386849__full-cat_2	2	False	False	7	4	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
c_000000387971__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
c_000000388221__full-cat_2	2	False	False	4	1	0	False	0.25	3.0	1.0	0.0	0.0	0.0	0.0
c_000000388486__full-cat_2	2	False	False	12	3	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
c_000000388650__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000000389314__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
c_000000390487__0_partial_1-cat_1	1	False	False	18	0	0	False	0.0	10.0	2.0	5.0	0.0	0.0	1.0
c_000000390745__full-cat_2	2	False	False	11	3	0	False	0.0	10.0	0.0	1.0	0.0	0.0	0.0
c_000000391668__full_1-cat_1	1	False	False	8	0	0	False	0.0	5.0	1.0	1.0	0.0	0.0	1.0
c_000000393984__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
c_000000394320__full-cat_2	2	False	False	21	2	0	False	0.0	19.0	0.0	1.0	0.0	1.0	0.0
c_000000397090__full-cat_2	2	False	False	5	0	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
c_000000400155__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
c_000000400450__full-cat_2	2	False	False	8	4	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
c_000000401852__full-cat_1	1	False	False	10	0	0	False	0.0	5.0	0.0	5.0	0.0	0.0	0.0
c_000000403033__full-cat_1	1	False	False	14	0	0	False	0.0	9.0	2.0	2.0	0.0	0.0	1.0
c_000000403458__full-cat_2	2	False	False	7	4	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
c_000000403933__full-cat_2	2	False	False	6	2	0	True	0.0	4.0	0.0	2.0	0.0	0.0	0.0
c_000000404007__full-cat_1	1	False	False	22	0	0	False	0.0	22.0	0.0	0.0	0.0	0.0	0.0
c_000000405683__full_1-cat_1	1	False	False	10	0	0	False	0.0	4.0	3.0	2.0	0.0	0.0	1.0
c_000000405810__full-cat_2	2	False	False	25	7	0	False	0.0	25.0	0.0	0.0	0.0	0.0	0.0
c_000000407252__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
c_000000408128__full-cat_2	2	False	False	9	3	0	False	0.0	8.0	1.0	0.0	0.0	0.0	0.0
c_000000409566__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000000410206__full-cat_2	2	False	False	9	0	0	False	0.0	6.0	1.0	2.0	0.0	0.0	0.0
c_000000410655__0_partial-cat_1	1	False	False	19	1	0	False	0.05263157894736842	14.0	4.0	0.0	0.0	0.0	1.0
c_000000411450__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
c_000000413315__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
c_000000415133__full-cat_1	1	False	False	4	0	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
c_000000415374__full-cat_2	2	False	False	19	5	2	False	0.10526315789473684	17.0	2.0	0.0	0.0	0.0	0.0
c_000000418486__full-cat_1	1	False	False	21	0	0	False	0.0	21.0	0.0	0.0	0.0	0.0	0.0
c_000000419249__full-cat_2	2	False	False	10	7	0	True	0.0	10.0	0.0	0.0	0.0	0.0	0.0
c_000000419706__full-cat_2	2	False	False	9	5	0	False	0.1111111111111111	7.0	2.0	0.0	0.0	0.0	0.0
c_000000420477__full-cat_2	2	False	False	8	1	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
c_000000421505__full-cat_2	2	False	False	6	4	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
c_000000422103__full-cat_1	1	False	False	5	0	0	False	0.0	2.0	0.0	3.0	0.0	0.0	0.0
c_000000422381__full-cat_2	2	False	False	9	2	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
c_000000426306__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
c_000000426752__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000000427258__full-cat_2	2	False	False	12	4	0	False	0.08333333333333333	10.0	1.0	0.0	0.0	1.0	0.0
c_000000427692__full-cat_1	1	False	False	6	0	0	False	0.0	4.0	0.0	2.0	0.0	0.0	0.0
c_000000428358__full-cat_1	1	False	False	7	1	0	False	0.0	5.0	1.0	0.0	1.0	0.0	0.0
c_000000431840__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
c_000000432939__full-cat_2	2	False	False	27	0	0	False	0.0	20.0	1.0	6.0	0.0	0.0	0.0
c_000000433859__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
c_000000435234__full-cat_2	2	False	False	9	2	0	False	0.1111111111111111	7.0	2.0	0.0	0.0	0.0	0.0
c_000000436806__full-cat_1	1	False	False	15	2	0	False	0.06666666666666667	9.0	2.0	4.0	0.0	0.0	0.0
c_000000437549__full-cat_1	1	False	False	17	1	0	False	0.0	12.0	2.0	2.0	0.0	0.0	1.0
c_000000439184__full-cat_2	2	False	False	7	1	2	False	0.14285714285714285	5.0	2.0	0.0	0.0	0.0	0.0
c_000000440154__full-cat_2	2	False	False	7	4	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000000440900__full-cat_2	2	False	False	10	4	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
c_000000441701__full-cat_2	2	False	False	9	2	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
c_000000442104__full-cat_2	2	False	False	2	1	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
c_000000442342__full-cat_1	1	False	False	42	1	0	False	0.0	38.0	3.0	0.0	1.0	0.0	0.0
c_000000442714__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
c_000000444941__full-cat_1	1	False	False	74	19	0	True	0.013513513513513514	50.0	7.0	12.0	2.0	0.0	3.0
c_000000446115__full-cat_2	2	False	False	10	1	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
c_000000447935__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
c_000000447955__full-cat_2	2	False	False	6	0	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
c_000000449609__full-cat_1	1	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
c_000000451917__full-cat_2	2	False	False	5	0	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
c_000000452344__full-cat_2	2	False	False	13	7	0	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
c_000000453698__full-cat_2	2	False	False	4	1	0	True	0.0	3.0	1.0	0.0	0.0	0.0	0.0
c_000000454104__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
c_000000454351__full-cat_2	2	False	False	4	0	0	False	0.25	3.0	1.0	0.0	0.0	0.0	0.0
c_000000454796__full-cat_1	1	False	False	12	6	1	False	0.0	11.0	1.0	0.0	0.0	0.0	0.0
c_000000455950__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000000457352__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000000457670__full-cat_2	2	False	False	3	1	0	False	0.3333333333333333	2.0	1.0	0.0	0.0	0.0	0.0
c_000000458133__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
c_000000459827__full-cat_1	1	False	False	19	0	0	False	0.0	12.0	3.0	1.0	1.0	0.0	2.0
c_000000462987__full-cat_2	2	False	False	13	0	0	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
c_000000464127__full-cat_1	1	False	False	7	0	0	False	0.14285714285714285	5.0	1.0	1.0	0.0	0.0	0.0
c_000000465479__full-cat_2	2	False	False	9	0	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
c_000000465662__full-cat_2	2	False	False	5	0	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
c_000000466141__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
c_000000466168__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
c_000000466636__full-cat_2	2	False	False	16	6	0	False	0.0	16.0	0.0	0.0	0.0	0.0	0.0
c_000000467238__full-cat_2	2	False	False	17	6	0	False	0.0	17.0	0.0	0.0	0.0	0.0	0.0
c_000000468228__full-cat_2	2	False	False	3	1	0	False	0.3333333333333333	2.0	1.0	0.0	0.0	0.0	0.0
c_000000469383__full-cat_2	2	False	False	6	4	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
c_000000470649__full-cat_2	2	False	False	10	2	0	False	0.0	8.0	0.0	2.0	0.0	0.0	0.0
c_000000470831__full-cat_2	2	False	False	6	1	0	False	0.0	5.0	0.0	0.0	1.0	0.0	0.0
