	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with unknown function	Viral genes with host benefits	Viral replication genes	Viral structure genes	Viral genes with viral benefits
c_000003810799__full-cat_2	2	False	False	23	7	1	False	0.0	23	0.0	0.0	0.0	0.0	0.0
c_000003811088__full-cat_2	2	False	False	6	2	0	True	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000003811463__full-cat_1	1	False	False	7	0	0	False	0.14285714285714285	4	0.0	1.0	1.0	1.0	0.0
c_000003815137__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000003816663__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003818437__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003818654__full-cat_2	2	False	False	8	3	0	False	0.125	6	1.0	1.0	0.0	0.0	0.0
c_000003819907__full-cat_2	2	False	False	4	2	0	False	0.25	3	0.0	1.0	0.0	0.0	0.0
c_000003821355__full-cat_2	2	False	False	5	0	0	False	0.4	2	1.0	2.0	0.0	0.0	0.0
c_000003821901__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000003825031__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003825442__full-cat_2	2	False	False	6	5	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003825859__full-cat_1	1	False	False	17	1	0	False	0.058823529411764705	14	2.0	1.0	0.0	0.0	0.0
c_000003827368__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	4	0.0	1.0	1.0	0.0	0.0
c_000003830771__full-cat_2	2	False	False	6	1	0	False	0.0	3	1.0	0.0	2.0	0.0	0.0
c_000003831940__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003832137__full-cat_1	1	False	False	25	2	1	False	0.08	21	2.0	2.0	0.0	0.0	0.0
c_000003833578__full-cat_2	2	False	False	13	2	0	False	0.0	13	0.0	0.0	0.0	0.0	0.0
c_000003833864__full-cat_1	1	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003834785__full-cat_2	2	False	False	10	4	0	False	0.1	9	0.0	1.0	0.0	0.0	0.0
c_000003834834__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003836200__full-cat_2	2	False	False	6	2	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000003836206__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003836315__full-cat_2	2	False	False	8	0	0	False	0.0	6	1.0	0.0	1.0	0.0	0.0
c_000003838843__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	4	0.0	1.0	1.0	0.0	0.0
c_000003840101__full-cat_2	2	False	False	12	5	0	False	0.08333333333333333	11	0.0	1.0	0.0	0.0	0.0
c_000003840989__full-cat_2	2	False	False	14	1	1	False	0.0	12	2.0	0.0	0.0	0.0	0.0
c_000003843046__full-cat_2	2	False	False	9	8	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000003843304__full-cat_2	2	False	False	10	2	0	False	0.1	9	0.0	1.0	0.0	0.0	0.0
c_000003845066__full-cat_1	1	False	False	12	6	0	False	0.08333333333333333	11	0.0	1.0	0.0	0.0	0.0
c_000003846783__full-cat_2	2	False	False	2	0	0	False	0.0	2	0.0	0.0	0.0	0.0	0.0
c_000003847211__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003849039__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003851159__full-cat_2	2	False	False	5	2	0	False	0.0	4	0.0	0.0	1.0	0.0	0.0
c_000003851184__full-cat_1	1	False	False	25	0	0	False	0.0	12	4.0	0.0	3.0	5.0	1.0
c_000003854095__full-cat_1	1	False	False	4	3	0	False	0.25	1	1.0	1.0	0.0	1.0	0.0
c_000003854539__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003855294__full-cat_2	2	False	False	12	3	0	False	0.08333333333333333	10	0.0	1.0	1.0	0.0	0.0
c_000003855722__full-cat_2	2	False	False	9	2	0	False	0.0	8	1.0	0.0	0.0	0.0	0.0
c_000003855905__full-cat_2	2	False	False	13	6	0	False	0.0	13	0.0	0.0	0.0	0.0	0.0
c_000003856059__full-cat_1	1	False	False	4	1	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
c_000003856763__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003860772__full-cat_2	2	False	False	9	2	0	False	0.0	8	0.0	0.0	1.0	0.0	0.0
c_000003861318__full-cat_2	2	False	False	4	0	0	False	0.25	3	0.0	1.0	0.0	0.0	0.0
c_000003864134__full-cat_2	2	False	False	4	1	0	False	0.25	3	0.0	1.0	0.0	0.0	0.0
c_000003869863__full-cat_2	2	False	False	8	4	0	False	0.125	7	0.0	1.0	0.0	0.0	0.0
c_000003870959__full-cat_1	1	False	False	7	0	0	False	0.0	4	3.0	0.0	0.0	0.0	0.0
c_000003871950__full-cat_2	2	False	False	5	1	1	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003872261__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003873323__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
c_000003873355__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003873634__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003875693__full-cat_2	2	False	False	4	2	0	False	0.0	2	2.0	0.0	0.0	0.0	0.0
c_000003876099__full-cat_2	2	False	False	5	2	0	False	0.2	4	0.0	1.0	0.0	0.0	0.0
c_000003878635__full-cat_2	2	False	False	6	4	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000003878912__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003881007__full-cat_2	2	False	False	6	3	0	False	0.0	5	0.0	0.0	1.0	0.0	0.0
c_000003881142__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003884791__full-cat_2	2	False	False	6	1	0	False	0.3333333333333333	4	0.0	2.0	0.0	0.0	0.0
c_000003884901__full-cat_2	2	False	False	5	1	1	False	0.0	4	1.0	0.0	0.0	0.0	0.0
c_000003892685__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003892777__full-cat_2	2	False	False	7	0	0	False	0.0	6	0.0	0.0	0.0	0.0	1.0
c_000003893664__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003897063__full-cat_2	2	False	False	8	4	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000003899042__full-cat_2	2	False	False	5	3	0	False	0.2	4	0.0	1.0	0.0	0.0	0.0
c_000003901948__full-cat_1	1	False	False	10	2	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000003902719__full-cat_1	1	False	False	2	0	0	False	0.0	2	0.0	0.0	0.0	0.0	0.0
c_000003904722__full-cat_2	2	False	False	5	1	0	False	0.0	3	1.0	0.0	1.0	0.0	0.0
c_000003905102__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003906820__full-cat_2	2	False	False	9	5	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000003908128__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003910000__full-cat_1	1	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003910454__full-cat_1	1	False	False	8	2	0	False	0.25	4	1.0	2.0	1.0	0.0	0.0
c_000003910513__full-cat_2	2	False	False	2	0	0	False	0.0	2	0.0	0.0	0.0	0.0	0.0
c_000003910833__full-cat_2	2	False	False	10	7	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000003913469__full-cat_2	2	False	False	15	1	0	False	0.06666666666666667	13	0.0	1.0	1.0	0.0	0.0
c_000003915378__full-cat_2	2	False	False	3	2	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000003917205__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
c_000003918635__full-cat_2	2	False	False	6	3	1	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003921489__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003922239__full-cat_2	2	False	False	6	4	0	False	0.3333333333333333	4	0.0	2.0	0.0	0.0	0.0
c_000003922592__full-cat_2	2	False	False	8	3	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
c_000003922787__full-cat_2	2	False	False	6	3	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000003923368__full-cat_2	2	False	False	9	2	0	False	0.0	8	0.0	0.0	1.0	0.0	0.0
c_000003924468__full-cat_2	2	False	False	4	2	0	False	0.25	2	0.0	1.0	0.0	1.0	0.0
c_000003924950__full-cat_2	2	False	False	2	0	0	False	0.0	2	0.0	0.0	0.0	0.0	0.0
c_000003927445__full-cat_1	1	False	False	16	6	0	False	0.0	14	1.0	0.0	1.0	0.0	0.0
c_000003928874__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000003931570__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6	0.0	1.0	0.0	0.0	0.0
c_000003932018__full-cat_2	2	False	False	3	2	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000003932118__full-cat_2	2	False	False	7	1	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003934595__full-cat_2	2	False	False	10	0	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000003935180__full-cat_2	2	False	False	12	0	0	False	0.08333333333333333	9	1.0	1.0	1.0	0.0	0.0
c_000003935799__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003940153__full-cat_2	2	False	False	15	6	0	False	0.06666666666666667	12	0.0	1.0	2.0	0.0	0.0
c_000003943708__full-cat_1	1	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000003945073__full-cat_2	2	False	False	5	3	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
c_000003947647__full-cat_2	2	False	False	8	2	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
c_000003948664__full-cat_2	2	False	False	6	2	1	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
c_000003948678__full-cat_2	2	False	False	5	1	0	False	0.2	4	0.0	1.0	0.0	0.0	0.0
c_000003950135__full-cat_1	1	False	False	6	1	1	False	0.16666666666666666	4	1.0	1.0	0.0	0.0	0.0
c_000003950844__full-cat_2	2	False	False	7	2	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003952497__full-cat_1	1	False	False	7	0	0	False	0.0	1	4.0	0.0	1.0	1.0	0.0
c_000003956869__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000003963160__full-cat_2	2	False	False	7	1	0	True	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000003964353__full-cat_1	1	False	False	26	1	0	False	0.0	17	5.0	0.0	2.0	2.0	0.0
c_000003965477__full-cat_1	1	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003965482__full-cat_2	2	False	False	9	2	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000003968409__full-cat_2	2	False	False	10	1	0	False	0.2	8	0.0	2.0	0.0	0.0	0.0
c_000003971994__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000003974819__full-cat_2	2	False	False	14	1	0	False	0.21428571428571427	9	2.0	3.0	0.0	0.0	0.0
c_000003976974__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000003978290__full-cat_2	2	False	False	8	4	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000003978532__full-cat_2	2	False	False	5	0	0	False	0.4	3	0.0	2.0	0.0	0.0	0.0
c_000003979442__full-cat_1	1	False	False	15	0	1	False	0.06666666666666667	12	0.0	1.0	1.0	1.0	0.0
c_000003981278__full-cat_2	2	False	False	4	3	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003982752__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000003983027__full-cat_1	1	False	False	19	0	0	False	0.0	9	2.0	0.0	1.0	7.0	0.0
c_000003984682__full-cat_1	1	False	False	8	1	0	False	0.0	6	1.0	0.0	1.0	0.0	0.0
c_000003985338__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6	0.0	1.0	0.0	0.0	0.0
c_000003985683__full-cat_2	2	False	False	12	3	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
c_000003986105__full-cat_1	1	False	False	7	0	1	False	0.0	6	1.0	0.0	0.0	0.0	0.0
c_000003987489__full-cat_2	2	False	False	10	2	0	False	0.2	8	0.0	2.0	0.0	0.0	0.0
c_000003988753__full-cat_1	1	False	False	23	10	2	False	0.043478260869565216	21	1.0	1.0	0.0	0.0	0.0
c_000003989015__full-cat_1	1	False	False	10	1	0	False	0.0	9	1.0	0.0	0.0	0.0	0.0
c_000003989194__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000003989743__full-cat_2	2	False	False	4	0	0	False	0.0	2	2.0	0.0	0.0	0.0	0.0
c_000003990014__full-cat_2	2	False	False	39	6	0	False	0.02564102564102564	32	3.0	1.0	3.0	0.0	0.0
c_000003991891__full-cat_2	2	False	False	20	4	0	False	0.05	17	1.0	1.0	1.0	0.0	0.0
c_000003993674__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000003998088__full-cat_1	1	False	False	6	2	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
c_000004000470__full-cat_2	2	False	False	3	1	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000004003663__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000004005504__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004006338__full-cat_1	1	False	False	5	0	0	False	0.2	4	0.0	1.0	0.0	0.0	0.0
c_000004006401__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004012403__full-cat_1	1	False	False	11	8	0	False	0.0	10	0.0	0.0	0.0	1.0	0.0
c_000004015219__full-cat_2	2	False	False	11	5	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000004016214__full-cat_2	2	False	False	9	5	0	False	0.2222222222222222	6	1.0	2.0	0.0	0.0	0.0
c_000004018807__full-cat_2	2	False	False	6	2	0	False	0.0	5	0.0	0.0	0.0	1.0	0.0
c_000004019147__full-cat_2	2	False	False	3	2	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000004020058__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004023115__full-cat_1	1	False	False	6	2	0	False	0.3333333333333333	4	0.0	2.0	0.0	0.0	0.0
c_000004027543__full-cat_1	1	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000004027935__full-cat_2	2	False	False	4	0	0	False	0.0	2	2.0	0.0	0.0	0.0	0.0
c_000004029185__full-cat_2	2	False	False	7	1	0	False	0.0	6	1.0	0.0	0.0	0.0	0.0
c_000004034986__full-cat_2	2	False	False	10	6	0	False	0.0	10	0.0	0.0	0.0	0.0	0.0
c_000004037058__full-cat_2	2	False	False	6	0	0	False	0.0	5	0.0	0.0	1.0	0.0	0.0
c_000004037127__full-cat_1	1	False	False	9	0	0	False	0.0	6	1.0	0.0	0.0	2.0	0.0
c_000004039097__full-cat_2	2	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000004039215__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004039753__full-cat_2	2	False	False	9	1	0	False	0.1111111111111111	8	0.0	1.0	0.0	0.0	0.0
c_000004040556__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004047405__full-cat_2	2	False	False	6	3	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004048515__full-cat_2	2	False	False	5	1	0	False	0.2	4	0.0	1.0	0.0	0.0	0.0
c_000004048949__full-cat_2	2	False	False	9	2	0	False	0.0	8	0.0	0.0	1.0	0.0	0.0
c_000004050498__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000004050912__full-cat_2	2	False	False	6	2	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000004053979__full-cat_2	2	False	False	9	0	0	False	0.0	9	0.0	0.0	0.0	0.0	0.0
c_000004055412__full-cat_2	2	False	False	4	1	0	True	0.0	1	0.0	0.0	3.0	0.0	0.0
c_000004056804__full-cat_2	2	False	False	12	3	0	False	0.0	12	0.0	0.0	0.0	0.0	0.0
c_000004059672__full-cat_2	2	False	False	9	2	0	False	0.0	8	0.0	0.0	1.0	0.0	0.0
c_000004060116__full-cat_1	1	False	False	24	1	0	False	0.0	10	5.0	0.0	3.0	5.0	1.0
c_000004061329__full-cat_2	2	False	False	12	0	0	False	0.08333333333333333	8	0.0	1.0	1.0	2.0	0.0
c_000004061937__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004063153__full-cat_1	1	False	False	29	6	3	False	0.06896551724137931	27	0.0	2.0	0.0	0.0	0.0
c_000004064967__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
c_000004065141__full-cat_2	2	False	False	3	0	0	False	0.0	3	0.0	0.0	0.0	0.0	0.0
c_000004065917__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004066985__full-cat_1	1	False	False	5	0	0	False	0.0	4	0.0	0.0	0.0	1.0	0.0
c_000004067008__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004067855__full-cat_2	2	False	False	6	1	0	False	0.0	5	0.0	0.0	1.0	0.0	0.0
c_000004068909__full-cat_1	1	False	False	3	0	0	False	0.0	1	1.0	0.0	0.0	1.0	0.0
c_000004071311__full-cat_2	2	False	False	5	0	0	False	0.2	3	1.0	1.0	0.0	0.0	0.0
c_000004072021__full-cat_2	2	False	False	5	3	1	False	0.0	4	1.0	0.0	0.0	0.0	0.0
c_000004073147__full-cat_2	2	False	False	9	2	0	False	0.1111111111111111	8	0.0	1.0	0.0	0.0	0.0
c_000004073283__full-cat_2	2	False	False	14	4	0	False	0.07142857142857142	12	1.0	1.0	0.0	0.0	0.0
c_000004073488__full-cat_2	2	False	False	8	1	0	False	0.0	6	1.0	0.0	0.0	1.0	0.0
c_000004074312__full-cat_2	2	False	False	6	1	2	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004074541__full-cat_2	2	False	False	5	1	0	False	0.2	4	0.0	1.0	0.0	0.0	0.0
c_000004077416__full-cat_2	2	False	False	7	0	1	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000004078382__full-cat_2	2	False	False	5	3	0	False	0.4	3	0.0	2.0	0.0	0.0	0.0
c_000004078752__full-cat_2	2	False	False	5	0	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
c_000004080949__full-cat_1	1	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000004081510__full-cat_2	2	False	False	3	0	0	False	0.0	1	0.0	0.0	1.0	1.0	0.0
c_000004082361__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004082402__full-cat_2	2	False	False	5	0	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004083786__full-cat_2	2	False	False	4	1	0	False	0.0	3	0.0	0.0	1.0	0.0	0.0
c_000004087791__full-cat_2	2	False	False	14	7	0	False	0.0	14	0.0	0.0	0.0	0.0	0.0
c_000004091780__full-cat_2	2	False	False	4	0	0	False	0.25	3	0.0	1.0	0.0	0.0	0.0
c_000004098824__full-cat_1	1	False	False	11	4	2	True	0.09090909090909091	9	0.0	1.0	1.0	0.0	0.0
c_000004103567__full-cat_2	2	False	False	5	0	0	False	0.0	4	1.0	0.0	0.0	0.0	0.0
c_000004105903__full-cat_1	1	False	False	14	1	0	False	0.0	7	4.0	0.0	2.0	0.0	1.0
c_000004109685__full-cat_2	2	False	False	11	2	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000004114997__full-cat_2	2	False	False	6	0	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004116871__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004117659__full-cat_1	1	False	False	6	2	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
c_000004119295__full-cat_1	1	False	False	6	3	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000004120757__full-cat_1	1	False	False	7	4	0	False	0.14285714285714285	6	0.0	1.0	0.0	0.0	0.0
c_000004121034__full-cat_2	2	False	False	8	3	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000004122417__full-cat_2	2	False	False	4	0	0	False	0.25	3	0.0	1.0	0.0	0.0	0.0
c_000004122934__full-cat_2	2	False	False	8	3	0	True	0.0	7	0.0	0.0	1.0	0.0	0.0
c_000004124298__full-cat_2	2	False	False	8	0	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000004125172__full-cat_2	2	False	False	11	2	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000004126847__full-cat_2	2	False	False	8	2	0	False	0.0	8	0.0	0.0	0.0	0.0	0.0
c_000004127200__full-cat_2	2	False	False	5	0	0	False	0.2	4	0.0	1.0	0.0	0.0	0.0
c_000004129399__full-cat_2	2	False	False	4	0	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000004130384__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000004131116__full-cat_2	2	False	False	8	0	3	False	0.125	5	2.0	1.0	0.0	0.0	0.0
c_000004131245__full-cat_2	2	False	False	6	2	0	False	0.0	5	0.0	0.0	1.0	0.0	0.0
c_000004132545__full-cat_2	2	False	False	6	1	2	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004133341__full-cat_2	2	False	False	7	2	1	False	0.0	6	0.0	0.0	1.0	0.0	0.0
c_000004135265__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000004135926__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004136086__full-cat_1	1	False	False	22	2	0	False	0.0	16	3.0	0.0	1.0	2.0	0.0
c_000004137574__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5	0.0	1.0	0.0	0.0	0.0
c_000004139258__full-cat_2	2	False	False	7	0	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000004140436__full-cat_2	2	False	False	13	6	1	False	0.07692307692307693	10	1.0	1.0	1.0	0.0	0.0
c_000004141347__full-cat_2	2	False	False	7	3	0	False	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000004143680__full-cat_2	2	False	False	11	7	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000004146153__full-cat_2	2	False	False	6	0	0	False	0.0	5	0.0	0.0	1.0	0.0	0.0
c_000004147286__full-cat_2	2	False	False	4	1	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000004147647__full-cat_2	2	False	False	7	2	0	True	0.0	7	0.0	0.0	0.0	0.0	0.0
c_000004148180__full-cat_2	2	False	False	6	2	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004149779__full-cat_2	2	False	False	6	4	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004153961__full-cat_2	2	False	False	6	2	0	False	0.0	5	1.0	0.0	0.0	0.0	0.0
c_000004155066__full-cat_2	2	False	False	5	2	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004157878__full-cat_2	2	False	False	4	2	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000004158028__full-cat_2	2	False	False	4	1	0	False	0.0	3	1.0	0.0	0.0	0.0	0.0
c_000004159598__full-cat_2	2	False	False	14	2	0	False	0.07142857142857142	13	0.0	1.0	0.0	0.0	0.0
c_000004161480__full-cat_2	2	False	False	5	1	0	False	0.0	5	0.0	0.0	0.0	0.0	0.0
c_000004163598__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004163649__full-cat_2	2	False	False	28	11	0	False	0.0	25	0.0	0.0	3.0	0.0	0.0
c_000004164550__full-cat_2	2	False	False	18	7	0	False	0.0	18	0.0	0.0	0.0	0.0	0.0
c_000004164909__full-cat_2	2	False	False	12	2	0	False	0.0	11	0.0	0.0	1.0	0.0	0.0
c_000004164998__full-cat_2	2	False	False	6	1	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
c_000004165551__full-cat_1	1	False	False	7	0	0	False	0.14285714285714285	4	1.0	1.0	0.0	1.0	0.0
c_000004166924__full-cat_2	2	False	False	2	0	0	False	0.0	2	0.0	0.0	0.0	0.0	0.0
c_000004167687__full-cat_2	2	False	False	8	4	0	False	0.0	7	0.0	0.0	1.0	0.0	0.0
c_000004169327__full-cat_2	2	False	False	13	2	0	False	0.07692307692307693	11	0.0	1.0	0.0	0.0	1.0
c_000004172808__full-cat_1	1	False	False	3	1	0	False	0.0	2	1.0	0.0	0.0	0.0	0.0
c_000004175135__full-cat_2	2	False	False	15	3	0	False	0.0	14	1.0	0.0	0.0	0.0	0.0
c_000004175639__full-cat_1	1	False	False	5	0	0	False	0.0	3	2.0	0.0	0.0	0.0	0.0
c_000004176502__full-cat_2	2	False	False	8	0	0	False	0.125	3	3.0	1.0	1.0	0.0	0.0
c_000004176915__full-cat_2	2	False	False	4	3	0	False	0.0	4	0.0	0.0	0.0	0.0	0.0
c_000004181071__full-cat_2	2	False	False	11	4	0	False	0.0	11	0.0	0.0	0.0	0.0	0.0
c_000004182467__full-cat_2	2	False	False	31	13	0	False	0.0	30	1.0	0.0	0.0	0.0	0.0
c_000004182468__full-cat_1	1	False	False	7	0	0	False	0.0	6	0.0	0.0	0.0	1.0	0.0
c_000004182565__full-cat_2	2	False	False	8	2	0	False	0.0	7	1.0	0.0	0.0	0.0	0.0
c_000004184645__full-cat_2	2	False	False	5	1	0	False	0.2	4	0.0	1.0	0.0	0.0	0.0
c_000004186779__full-cat_2	2	False	False	5	1	0	False	0.2	4	0.0	1.0	0.0	0.0	0.0
c_000004191343__full-cat_2	2	False	False	10	5	1	False	0.1	8	1.0	1.0	0.0	0.0	0.0
c_000004192064__full-cat_2	2	False	False	6	4	0	False	0.0	6	0.0	0.0	0.0	0.0	0.0
