	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with unknown function	Viral genes with host benefits	Viral genes with viral benefits	Viral structure genes	Viral replication genes
k141_18166690__full-cat_2	2	False	False	20	0	0	False	0.0	19.0	1.0	0.0	0.0	0.0	0.0
k141_18168750__full-cat_2	2	False	False	11	2	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_18169027__full-cat_1	1	False	False	8	0	0	False	0.0	6.0	1.0	0.0	0.0	1.0	0.0
k141_18174498__full_1-cat_2	2	False	False	11	0	0	False	0.0	8.0	0.0	3.0	0.0	0.0	0.0
k141_18176752__full-cat_1	1	False	False	59	4	0	False	0.01694915254237288	50.0	3.0	4.0	0.0	0.0	2.0
k141_18178460__full-cat_2	2	False	False	10	1	0	False	0.0	7.0	3.0	0.0	0.0	0.0	0.0
k141_18187182__full-cat_1	1	False	False	12	0	0	False	0.0	10.0	0.0	1.0	0.0	0.0	1.0
k141_18190150__full-cat_1	1	False	False	8	0	0	False	0.0	6.0	2.0	0.0	0.0	0.0	0.0
k141_18201965__full-cat_2	2	False	False	9	2	0	False	0.0	8.0	1.0	0.0	0.0	0.0	0.0
k141_18202055__full-cat_2	2	False	False	4	2	0	False	0.25	2.0	0.0	2.0	0.0	0.0	0.0
k141_18204574__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_18217380__full-cat_2	2	False	False	6	2	0	False	0.16666666666666666	5.0	0.0	1.0	0.0	0.0	0.0
k141_18217907__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_18218299__full-cat_1	1	False	False	43	1	0	False	0.0	29.0	14.0	0.0	0.0	0.0	0.0
k141_18226098__full-cat_2	2	False	False	8	1	2	False	0.125	7.0	0.0	1.0	0.0	0.0	0.0
k141_18235980__full-cat_1	1	False	False	19	0	0	False	0.0	14.0	2.0	2.0	0.0	0.0	1.0
k141_18241000__full-cat_2	2	False	False	7	0	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_18477589__full_1-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_18823__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_1905922__full-cat_2	2	False	False	8	4	0	True	0.0	6.0	0.0	2.0	0.0	0.0	0.0
k141_19172026__0_partial-cat_1	1	False	False	20	8	0	False	0.0	17.0	1.0	1.0	0.0	0.0	1.0
k141_19448533__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_19457662__full-cat_1	1	False	False	10	0	0	False	0.0	9.0	0.0	0.0	0.0	1.0	0.0
k141_19459623__full-cat_2	2	False	False	12	4	0	False	0.16666666666666666	10.0	0.0	2.0	0.0	0.0	0.0
k141_19461951__full-cat_1	1	False	False	11	4	0	False	0.0	10.0	1.0	0.0	0.0	0.0	0.0
k141_19474631__full-cat_2	2	False	False	8	4	0	True	0.125	6.0	1.0	1.0	0.0	0.0	0.0
k141_19475358__full_1-cat_1	1	False	False	12	0	0	False	0.0	8.0	0.0	3.0	1.0	0.0	0.0
k141_19491365__full-cat_2	2	False	False	3	0	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
k141_19499541__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_19503811__full-cat_2	2	False	False	3	0	0	False	1.0	0.0	0.0	3.0	0.0	0.0	0.0
k141_19505369__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_19508864__full-cat_1	1	False	False	11	1	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_19511471__full-cat_2	2	False	False	3	1	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_19524957__full-cat_2	2	False	False	18	1	3	False	0.05555555555555555	17.0	0.0	1.0	0.0	0.0	0.0
k141_19525013__full_1-cat_2	2	False	False	6	0	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_19525156__full-cat_2	2	False	False	19	0	0	False	0.0	17.0	2.0	0.0	0.0	0.0	0.0
k141_19525675__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6.0	0.0	1.0	0.0	0.0	0.0
k141_19530249__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_19534873__full-cat_2	2	False	False	8	2	0	False	0.125	6.0	0.0	1.0	0.0	1.0	0.0
k141_19537244__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_19539317__full-cat_2	2	False	False	7	3	1	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_19546632__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_19552431__full-cat_2	2	False	False	6	1	1	False	0.6666666666666666	2.0	0.0	4.0	0.0	0.0	0.0
k141_19552569__full-cat_2	2	False	False	8	3	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_19553790__full-cat_1	1	False	False	38	0	0	False	0.0	35.0	0.0	2.0	0.0	1.0	0.0
k141_19556973__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_19559711__full-cat_2	2	False	False	13	0	3	False	0.15384615384615385	11.0	0.0	2.0	0.0	0.0	0.0
k141_19563902__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_19565310__full-cat_2	2	False	False	5	1	0	False	0.0	3.0	1.0	1.0	0.0	0.0	0.0
k141_19566810__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_19577185__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_19581176__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_19584501__full-cat_2	2	False	False	7	5	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_19594152__full-cat_2	2	False	False	8	2	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_19595961__full-cat_2	2	False	False	15	7	0	False	0.06666666666666667	14.0	0.0	1.0	0.0	0.0	0.0
k141_19596667__full-cat_2	2	False	False	7	4	1	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_19604983__full-cat_2	2	False	False	2	1	0	False	0.0	2.0	0.0	0.0	0.0	0.0	0.0
k141_19605782__full-cat_2	2	False	False	5	0	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_19609568__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_19612971__full-cat_1	1	False	False	42	5	0	False	0.047619047619047616	34.0	2.0	5.0	0.0	1.0	0.0
k141_19615239__full-cat_1	1	False	False	26	2	1	False	0.0	22.0	3.0	1.0	0.0	0.0	0.0
k141_19619626__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_19624861__full-cat_2	2	False	False	15	3	0	False	0.0	14.0	0.0	1.0	0.0	0.0	0.0
k141_19626861__full-cat_2	2	False	False	8	2	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_19632177__full-cat_2	2	False	False	13	4	1	False	0.0	12.0	1.0	0.0	0.0	0.0	0.0
k141_19632188__full-cat_2	2	False	False	10	3	0	False	0.1	9.0	0.0	1.0	0.0	0.0	0.0
k141_19652172__full_1-cat_1	1	False	False	11	0	0	False	0.0	9.0	0.0	0.0	0.0	1.0	1.0
k141_20303961__0_partial-cat_1	1	False	False	15	4	1	False	0.0	12.0	1.0	0.0	1.0	1.0	0.0
k141_20606244__full-cat_2	2	False	False	8	4	0	True	0.0	6.0	0.0	2.0	0.0	0.0	0.0
k141_20836302__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_20842484__full-cat_2	2	False	False	10	0	0	False	0.1	9.0	0.0	1.0	0.0	0.0	0.0
k141_20845305__full-cat_2	2	False	False	8	3	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_20854793__full-cat_2	2	False	False	8	1	1	False	0.125	7.0	0.0	1.0	0.0	0.0	0.0
k141_20855251__full-cat_2	2	False	False	18	0	0	False	0.0	16.0	2.0	0.0	0.0	0.0	0.0
k141_20861654__full-cat_2	2	False	False	7	2	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_20866342__full-cat_1	1	False	False	23	3	0	False	0.0	21.0	1.0	0.0	0.0	0.0	1.0
k141_20867991__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_20868653__full-cat_1	1	False	False	101	0	1	False	0.039603960396039604	89.0	6.0	5.0	0.0	0.0	1.0
k141_20869584__full-cat_2	2	False	False	5	3	0	False	0.2	4.0	0.0	1.0	0.0	0.0	0.0
k141_20888273__full-cat_2	2	False	False	16	6	2	False	0.25	12.0	0.0	4.0	0.0	0.0	0.0
k141_20894037__full-cat_2	2	False	False	9	3	0	False	0.1111111111111111	8.0	0.0	1.0	0.0	0.0	0.0
k141_20897726__full-cat_2	2	False	False	20	3	0	False	0.1	17.0	0.0	3.0	0.0	0.0	0.0
k141_20898289__full-cat_2	2	False	False	16	0	1	False	0.0625	11.0	3.0	2.0	0.0	0.0	0.0
k141_20901423__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_20905674__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_20910105__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_20914415__full-cat_2	2	False	False	8	1	0	False	0.25	6.0	0.0	2.0	0.0	0.0	0.0
k141_20919387__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_20931028__full-cat_2	2	False	False	5	3	1	False	0.2	4.0	0.0	1.0	0.0	0.0	0.0
k141_20931792__full-cat_2	2	False	False	10	1	0	False	0.0	9.0	0.0	1.0	0.0	0.0	0.0
k141_20932714__full-cat_1	1	False	False	9	0	0	False	0.0	8.0	1.0	0.0	0.0	0.0	0.0
k141_20934764__full-cat_2	2	False	False	8	1	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_20935189__full-cat_1	1	False	False	8	3	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_20936310__full-cat_1	1	False	False	8	0	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_20942949__full-cat_1	1	False	False	19	2	0	False	0.0	18.0	1.0	0.0	0.0	0.0	0.0
k141_20950704__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6.0	0.0	1.0	0.0	0.0	0.0
k141_20951656__full-cat_2	2	False	False	13	7	0	False	0.0	13.0	0.0	0.0	0.0	0.0	0.0
k141_20951961__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_20954645__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_20957397__full-cat_1	1	False	False	8	0	1	False	0.0	7.0	0.0	1.0	0.0	0.0	0.0
k141_20964342__full-cat_1	1	False	False	39	1	1	False	0.0	35.0	3.0	0.0	0.0	1.0	0.0
k141_20970161__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_20971326__full-cat_2	2	False	False	2	0	0	False	0.0	1.0	0.0	1.0	0.0	0.0	0.0
k141_20978798__full-cat_1	1	False	False	4	0	0	False	0.0	2.0	2.0	0.0	0.0	0.0	0.0
k141_20980263__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_20982440__full-cat_2	2	False	False	8	0	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_20988226__full-cat_2	2	False	False	6	1	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_20990953__full-cat_1	1	False	False	7	0	0	False	0.14285714285714285	4.0	2.0	1.0	0.0	0.0	0.0
k141_20992147__full-cat_2	2	False	False	14	0	0	False	0.0	13.0	1.0	0.0	0.0	0.0	0.0
k141_20995742__full-cat_2	2	False	False	28	2	0	False	0.0	27.0	0.0	1.0	0.0	0.0	0.0
k141_20999978__full-cat_2	2	False	False	5	2	0	False	0.2	4.0	0.0	1.0	0.0	0.0	0.0
k141_21000278__full-cat_2	2	False	False	10	0	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_21011630__full-cat_1	1	False	False	12	6	0	False	0.16666666666666666	9.0	1.0	2.0	0.0	0.0	0.0
k141_21012721__full-cat_1	1	False	False	9	0	0	False	0.0	8.0	0.0	0.0	0.0	1.0	0.0
k141_21013974__full-cat_1	1	False	False	11	2	0	False	0.2727272727272727	8.0	0.0	3.0	0.0	0.0	0.0
k141_21136516__full-cat_2	2	False	False	31	2	0	True	0.0	29.0	1.0	1.0	0.0	0.0	0.0
k141_21196334__0_partial-cat_1	1	False	False	24	0	0	False	0.0	24.0	0.0	0.0	0.0	0.0	0.0
k141_2129021__full-cat_1	1	False	False	70	6	0	False	0.014285714285714285	61.0	5.0	1.0	0.0	2.0	1.0
k141_2133210__full_1-cat_2	2	False	False	12	0	0	False	0.0	9.0	2.0	1.0	0.0	0.0	0.0
k141_21389247__full_1-cat_1	1	False	False	19	0	0	False	0.0	17.0	1.0	1.0	0.0	0.0	0.0
k141_21460333__full_1-cat_1	1	False	False	10	0	0	False	0.1	8.0	0.0	2.0	0.0	0.0	0.0
k141_21562098__full-cat_1	1	False	False	77	2	0	False	0.025974025974025976	59.0	7.0	8.0	0.0	3.0	0.0
k141_21971450__full-cat_1	1	False	False	60	4	0	False	0.0	49.0	7.0	3.0	0.0	1.0	0.0
k141_22019__full-cat_1	1	False	False	11	0	0	False	0.0	7.0	1.0	2.0	0.0	1.0	0.0
k141_22221677__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_22222291__full-cat_2	2	False	False	9	4	0	False	0.2222222222222222	6.0	0.0	3.0	0.0	0.0	0.0
k141_22236130__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_22242288__full-cat_2	2	False	False	6	4	0	False	0.3333333333333333	4.0	0.0	2.0	0.0	0.0	0.0
k141_22243557__full-cat_2	2	False	False	8	1	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_22244929__full-cat_2	2	False	False	7	3	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_22246807__full-cat_2	2	False	False	9	1	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_22248898__full-cat_2	2	False	False	11	0	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_22251842__full-cat_2	2	False	False	8	1	0	False	0.0	5.0	3.0	0.0	0.0	0.0	0.0
k141_22254074__full-cat_2	2	False	False	5	1	0	False	0.0	3.0	2.0	0.0	0.0	0.0	0.0
k141_22256113__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_22258565__full-cat_2	2	False	False	4	1	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_22259694__full-cat_1	1	False	False	14	2	0	False	0.0	13.0	1.0	0.0	0.0	0.0	0.0
k141_22275437__full-cat_2	2	False	False	9	5	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_22282431__full-cat_1	1	False	False	42	2	3	False	0.09523809523809523	34.0	2.0	6.0	0.0	0.0	0.0
k141_22285539__full-cat_2	2	False	False	10	0	0	False	0.1	8.0	0.0	2.0	0.0	0.0	0.0
k141_22287930__full-cat_1	1	False	False	26	3	8	False	0.5	13.0	0.0	13.0	0.0	0.0	0.0
k141_22290762__full-cat_2	2	False	False	56	8	0	False	0.017857142857142856	48.0	2.0	4.0	0.0	2.0	0.0
k141_22298936__full-cat_2	2	False	False	8	0	0	False	0.375	5.0	0.0	3.0	0.0	0.0	0.0
k141_22306966__full-cat_1	1	False	False	7	0	0	False	0.0	5.0	1.0	0.0	0.0	1.0	0.0
k141_22308495__full-cat_2	2	False	False	4	0	0	False	0.0	2.0	2.0	0.0	0.0	0.0	0.0
k141_22313357__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6.0	0.0	1.0	0.0	0.0	0.0
k141_22322801__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_22324672__full-cat_2	2	False	False	4	0	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_22351476__full-cat_2	2	False	False	8	2	0	True	0.0	7.0	0.0	1.0	0.0	0.0	0.0
k141_22357482__full-cat_2	2	False	False	14	6	0	True	0.0	14.0	0.0	0.0	0.0	0.0	0.0
k141_22370431__full-cat_2	2	False	False	6	5	0	False	0.16666666666666666	5.0	0.0	1.0	0.0	0.0	0.0
k141_22372935__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_22373541__full-cat_1	1	False	False	11	4	0	False	0.0	9.0	2.0	0.0	0.0	0.0	0.0
k141_22375655__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_22384023__full-cat_2	2	False	False	24	0	0	False	0.0	23.0	1.0	0.0	0.0	0.0	0.0
k141_22385305__full-cat_2	2	False	False	4	0	0	False	0.25	2.0	0.0	2.0	0.0	0.0	0.0
k141_22387019__full-cat_2	2	False	False	9	4	2	False	0.0	7.0	1.0	1.0	0.0	0.0	0.0
k141_22392760__full-cat_2	2	False	False	118	6	2	False	0.025423728813559324	104.0	10.0	4.0	0.0	0.0	0.0
k141_22397448__full-cat_2	2	False	False	8	2	1	False	0.0	6.0	1.0	1.0	0.0	0.0	0.0
k141_22402006__full-cat_2	2	False	False	14	1	0	False	0.0	13.0	0.0	1.0	0.0	0.0	0.0
k141_22402881__full-cat_1	1	False	False	5	0	0	False	0.0	1.0	4.0	0.0	0.0	0.0	0.0
k141_22405639__full-cat_2	2	False	False	7	3	0	False	0.14285714285714285	6.0	0.0	1.0	0.0	0.0	0.0
k141_22976836__0_partial-cat_1	1	False	False	10	2	0	False	0.2	6.0	1.0	3.0	0.0	0.0	0.0
k141_23403955__full_1-cat_1	1	False	False	7	1	0	False	0.0	5.0	0.0	2.0	0.0	0.0	0.0
k141_2350845__0_partial-cat_1	1	False	False	11	0	0	False	0.0	10.0	0.0	1.0	0.0	0.0	0.0
k141_23610065__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6.0	0.0	1.0	0.0	0.0	0.0
k141_23631886__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6.0	0.0	1.0	0.0	0.0	0.0
k141_23640008__full-cat_2	2	False	False	12	5	0	True	0.0	11.0	0.0	1.0	0.0	0.0	0.0
k141_23644061__full_1-cat_2	2	False	False	6	2	0	True	0.0	4.0	0.0	1.0	0.0	0.0	1.0
k141_23647037__full-cat_2	2	False	False	9	1	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_23647385__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_23655304__full-cat_1	1	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_23659022__full-cat_2	2	False	False	12	1	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_23664769__full-cat_2	2	False	False	9	2	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_23669529__full-cat_2	2	False	False	6	2	0	True	0.0	5.0	0.0	0.0	0.0	0.0	1.0
k141_23675063__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_23677556__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_23681144__full-cat_2	2	False	False	4	1	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_23681561__full-cat_2	2	False	False	8	0	0	False	0.0	7.0	1.0	0.0	0.0	0.0	0.0
k141_23687500__full-cat_1	1	False	False	14	2	0	False	0.0	9.0	2.0	1.0	0.0	2.0	0.0
k141_23691044__full-cat_2	2	False	False	7	5	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_23697471__full-cat_2	2	False	False	3	1	0	False	0.0	2.0	0.0	0.0	0.0	1.0	0.0
k141_23703797__full-cat_2	2	False	False	7	0	0	False	0.2857142857142857	5.0	0.0	2.0	0.0	0.0	0.0
k141_23704126__full-cat_1	1	False	False	21	0	0	False	0.047619047619047616	18.0	1.0	1.0	0.0	0.0	1.0
k141_23709105__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_23717995__full-cat_2	2	False	False	8	3	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_23744985__full-cat_1	1	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_23745494__full-cat_1	1	False	False	4	1	0	False	0.25	3.0	0.0	1.0	0.0	0.0	0.0
k141_23746258__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_23749863__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_23758106__full-cat_1	1	False	False	12	7	0	False	0.0	11.0	1.0	0.0	0.0	0.0	0.0
k141_23771187__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_23773446__full-cat_2	2	False	False	16	1	1	False	0.125	11.0	1.0	3.0	0.0	0.0	1.0
k141_23778552__full-cat_2	2	False	False	12	3	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_23784422__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_23794923__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_23797635__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_23797788__full-cat_2	2	False	False	20	1	0	False	0.0	19.0	0.0	0.0	0.0	0.0	1.0
k141_24334648__full_1-cat_2	2	False	False	15	2	0	False	0.0	14.0	1.0	0.0	0.0	0.0	0.0
k141_24685296__full_1-cat_2	2	False	False	8	4	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_24699317__full_1-cat_2	2	False	False	5	0	0	False	0.2	1.0	2.0	2.0	0.0	0.0	0.0
k141_24999989__full-cat_1	1	False	False	17	2	0	False	0.0	16.0	0.0	1.0	0.0	0.0	0.0
k141_25010015__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_25019834__full-cat_2	2	False	False	11	7	0	False	0.0	10.0	0.0	1.0	0.0	0.0	0.0
k141_25025877__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_25028526__full-cat_1	1	False	False	8	0	0	False	0.0	6.0	1.0	1.0	0.0	0.0	0.0
k141_25030799__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_25031363__full-cat_2	2	False	False	5	2	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_25038389__full-cat_1	1	False	False	74	0	1	False	0.0	66.0	5.0	3.0	0.0	0.0	0.0
k141_25040658__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_25042460__full-cat_2	2	False	False	3	1	0	False	0.0	2.0	1.0	0.0	0.0	0.0	0.0
k141_25048765__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_25050806__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6.0	0.0	1.0	0.0	0.0	0.0
k141_25051620__full-cat_2	2	False	False	7	0	1	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_25054201__full-cat_2	2	False	False	24	1	0	False	0.041666666666666664	22.0	1.0	1.0	0.0	0.0	0.0
k141_25066710__full-cat_1	1	False	False	26	0	0	False	0.0	24.0	2.0	0.0	0.0	0.0	0.0
k141_25072440__full-cat_1	1	False	False	5	3	0	False	0.2	4.0	0.0	1.0	0.0	0.0	0.0
k141_25080768__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_25081789__full-cat_2	2	False	False	14	3	1	False	0.0	13.0	1.0	0.0	0.0	0.0	0.0
k141_25086929__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_25089422__full-cat_1	1	False	False	26	4	0	False	0.0	24.0	2.0	0.0	0.0	0.0	0.0
k141_25097327__full-cat_2	2	False	False	5	3	0	False	0.2	4.0	0.0	1.0	0.0	0.0	0.0
k141_25107541__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_25108102__full-cat_1	1	False	False	7	0	0	False	0.0	5.0	2.0	0.0	0.0	0.0	0.0
k141_25108650__full-cat_2	2	False	False	47	5	0	False	0.0	41.0	6.0	0.0	0.0	0.0	0.0
k141_25123348__full-cat_2	2	False	False	17	3	0	False	0.11764705882352941	13.0	1.0	2.0	0.0	0.0	1.0
k141_25125298__full-cat_2	2	False	False	10	0	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_25128105__full-cat_1	1	False	False	47	1	0	False	0.0	44.0	2.0	1.0	0.0	0.0	0.0
k141_25131611__full-cat_2	2	False	False	14	5	0	False	0.07142857142857142	11.0	0.0	2.0	1.0	0.0	0.0
k141_25135901__full-cat_2	2	False	False	5	3	0	False	0.0	3.0	2.0	0.0	0.0	0.0	0.0
k141_25136142__full-cat_2	2	False	False	4	3	0	False	0.25	3.0	0.0	1.0	0.0	0.0	0.0
k141_25136673__full-cat_1	1	False	False	10	1	0	False	0.1	5.0	1.0	1.0	0.0	3.0	0.0
k141_25146300__full-cat_2	2	False	False	40	1	0	False	0.0	39.0	1.0	0.0	0.0	0.0	0.0
k141_25149086__full-cat_1	1	False	False	13	0	0	False	0.0	12.0	0.0	0.0	0.0	1.0	0.0
k141_25150618__full-cat_2	2	False	False	12	4	0	False	0.0	10.0	2.0	0.0	0.0	0.0	0.0
k141_25156099__full-cat_2	2	False	False	11	3	0	False	0.18181818181818182	8.0	0.0	2.0	0.0	0.0	1.0
k141_25158251__full-cat_2	2	False	False	4	0	0	False	0.0	3.0	1.0	0.0	0.0	0.0	0.0
k141_25162102__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_25173686__full-cat_2	2	False	False	9	0	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_25215066__full-cat_1	1	False	False	84	10	0	False	0.011904761904761904	69.0	10.0	2.0	0.0	0.0	3.0
k141_2559676__full-cat_1	1	False	False	15	0	0	False	0.0	13.0	0.0	2.0	0.0	0.0	0.0
k141_25664649__full_1-cat_1	1	False	False	7	0	0	False	0.0	3.0	3.0	0.0	0.0	1.0	0.0
k141_26305522__full-cat_1	1	False	False	54	4	2	False	0.018518518518518517	42.0	8.0	1.0	0.0	2.0	1.0
