	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral hypothetical genes	Viral genes with host benefits	Viral genes with unknown function	Viral replication genes	Viral genes with viral benefits	Viral structure genes
k141_17152307__full-cat_2	2	False	False	9	2	0	False	0.2222222222222222	7.0	2.0	0.0	0.0	0.0	0.0
k141_17161764__full-cat_2	2	False	False	9	0	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_17163204__full-cat_2	2	False	False	7	4	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_17170566__full-cat_2	2	False	False	23	0	0	False	0.043478260869565216	21.0	1.0	1.0	0.0	0.0	0.0
k141_17175351__full-cat_2	2	False	False	15	0	1	False	0.0	12.0	1.0	2.0	0.0	0.0	0.0
k141_17377844__full_1-cat_1	1	False	False	7	0	0	False	0.42857142857142855	3.0	3.0	1.0	0.0	0.0	0.0
k141_1743583__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_1745376__full-cat_2	2	False	False	23	1	0	False	0.0	20.0	1.0	1.0	1.0	0.0	0.0
k141_1745820__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_1753742__full-cat_2	2	False	False	11	1	0	False	0.0	8.0	1.0	2.0	0.0	0.0	0.0
k141_17555477__full_1-cat_1	1	False	False	7	0	0	False	0.0	2.0	1.0	4.0	0.0	0.0	0.0
k141_1760043__full-cat_1	1	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_1760850__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_17668976__full-cat_2	2	False	False	22	0	0	False	0.0	21.0	1.0	0.0	0.0	0.0	0.0
k141_1786998__full-cat_2	2	False	False	6	2	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_178856__full-cat_2	2	False	False	9	1	0	False	0.0	8.0	1.0	0.0	0.0	0.0	0.0
k141_1798312__full-cat_2	2	False	False	19	2	0	False	0.0	16.0	0.0	3.0	0.0	0.0	0.0
k141_1806556__full-cat_2	2	False	False	8	0	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_1813337__full-cat_1	1	False	False	12	0	0	False	0.0	11.0	1.0	0.0	0.0	0.0	0.0
k141_1815457__full-cat_1	1	False	False	14	0	0	False	0.0	9.0	2.0	3.0	0.0	0.0	0.0
k141_1820531__full-cat_2	2	False	False	8	0	1	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_18260799__full-cat_1	1	False	False	19	0	0	False	0.0	11.0	1.0	4.0	0.0	0.0	3.0
k141_18266883__full-cat_1	1	False	False	16	0	0	False	0.125	10.0	4.0	2.0	0.0	0.0	0.0
k141_1827501__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_18275061__full-cat_1	1	False	False	18	0	0	False	0.0	13.0	2.0	3.0	0.0	0.0	0.0
k141_18275936__full-cat_1	1	False	False	14	3	0	False	0.0	9.0	2.0	3.0	0.0	0.0	0.0
k141_18283559__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_18307363__full-cat_2	2	False	False	7	3	0	False	0.0	6.0	0.0	1.0	0.0	0.0	0.0
k141_18309363__full-cat_2	2	False	False	13	2	0	False	0.0	12.0	1.0	0.0	0.0	0.0	0.0
k141_18311516__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_18316248__full-cat_1	1	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_1833104__full-cat_2	2	False	False	4	1	0	False	0.25	3.0	1.0	0.0	0.0	0.0	0.0
k141_18337378__full-cat_2	2	False	False	8	2	0	False	0.25	6.0	2.0	0.0	0.0	0.0	0.0
k141_18345445__full-cat_2	2	False	False	30	0	0	False	0.03333333333333333	27.0	1.0	2.0	0.0	0.0	0.0
k141_18350144__full-cat_2	2	False	False	10	2	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_18350254__full-cat_2	2	False	False	44	0	3	False	0.0	44.0	0.0	0.0	0.0	0.0	0.0
k141_18359253__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_18372877__full-cat_1	1	False	False	24	0	0	False	0.0	23.0	1.0	0.0	0.0	0.0	0.0
k141_18397391__full-cat_2	2	False	False	6	0	0	False	0.3333333333333333	4.0	2.0	0.0	0.0	0.0	0.0
k141_18407129__full-cat_1	1	False	False	17	2	0	False	0.0	15.0	0.0	1.0	0.0	0.0	1.0
k141_18416956__full-cat_2	2	False	False	21	0	0	False	0.0	18.0	1.0	2.0	0.0	0.0	0.0
k141_18419401__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_18421923__full-cat_1	1	False	False	27	2	0	False	0.0	25.0	0.0	1.0	0.0	0.0	1.0
k141_18433141__full-cat_1	1	False	False	60	6	0	False	0.016666666666666666	50.0	1.0	8.0	1.0	0.0	0.0
k141_18448917__full-cat_1	1	False	False	6	3	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_1845410__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_18456966__full-cat_1	1	False	False	31	1	0	False	0.0	28.0	0.0	3.0	0.0	0.0	0.0
k141_1850265__full-cat_2	2	False	False	5	0	1	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_18516403__full-cat_2	2	False	False	8	0	1	False	0.0	6.0	0.0	2.0	0.0	0.0	0.0
k141_18519127__full-cat_2	2	False	False	9	0	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_1853439__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_18548075__full-cat_1	1	False	False	9	0	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_18556129__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_1855796__full-cat_2	2	False	False	7	2	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_18561138__full-cat_2	2	False	False	4	1	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_18570179__full-cat_2	2	False	False	12	0	0	False	0.0	9.0	3.0	0.0	0.0	0.0	0.0
k141_18591030__full-cat_1	1	False	False	9	0	0	False	0.0	7.0	1.0	1.0	0.0	0.0	0.0
k141_18641079__full-cat_2	2	False	False	16	1	0	False	0.0	15.0	0.0	1.0	0.0	0.0	0.0
k141_18656999__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_18666291__full-cat_2	2	False	False	5	1	0	False	0.2	3.0	1.0	1.0	0.0	0.0	0.0
k141_18668579__full-cat_1	1	False	False	10	0	0	False	0.1	5.0	3.0	2.0	0.0	0.0	0.0
k141_18670663__full-cat_2	2	False	False	10	0	0	False	0.0	9.0	0.0	1.0	0.0	0.0	0.0
k141_18690172__full-cat_2	2	False	False	21	1	0	False	0.0	21.0	0.0	0.0	0.0	0.0	0.0
k141_18690310__full-cat_2	2	False	False	11	0	0	False	0.0	10.0	1.0	0.0	0.0	0.0	0.0
k141_18695034__full-cat_2	2	False	False	10	0	0	False	0.0	7.0	1.0	2.0	0.0	0.0	0.0
k141_18707256__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_18710236__full-cat_2	2	False	False	10	3	0	False	0.2	8.0	2.0	0.0	0.0	0.0	0.0
k141_18711680__full-cat_2	2	False	False	9	1	0	False	0.0	8.0	0.0	0.0	1.0	0.0	0.0
k141_1883669__full-cat_2	2	False	False	11	5	1	False	0.18181818181818182	9.0	2.0	0.0	0.0	0.0	0.0
k141_1894707__full-cat_2	2	False	False	12	0	0	False	0.0	10.0	0.0	2.0	0.0	0.0	0.0
k141_1896982__full-cat_2	2	False	False	5	3	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_1899035__full-cat_1	1	False	False	13	0	0	False	0.0	10.0	0.0	0.0	1.0	0.0	2.0
k141_1926156__full-cat_2	2	False	False	4	1	0	False	0.25	3.0	1.0	0.0	0.0	0.0	0.0
k141_1929884__full-cat_2	2	False	False	13	4	0	False	0.0	12.0	0.0	1.0	0.0	0.0	0.0
k141_1938271__full-cat_2	2	False	False	11	0	0	False	0.0	11.0	0.0	0.0	0.0	0.0	0.0
k141_1940067__full-cat_2	2	False	False	4	0	0	False	0.5	2.0	2.0	0.0	0.0	0.0	0.0
k141_1966497__full-cat_2	2	False	False	6	1	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_19800018__full-cat_2	2	False	False	5	0	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_19806060__full-cat_2	2	False	False	3	0	0	False	0.3333333333333333	1.0	1.0	1.0	0.0	0.0	0.0
k141_19825666__full-cat_2	2	False	False	15	4	1	False	0.0	15.0	0.0	0.0	0.0	0.0	0.0
k141_19832933__full-cat_1	1	False	False	62	4	0	False	0.03225806451612903	55.0	2.0	5.0	0.0	0.0	0.0
k141_19834405__full-cat_2	2	False	False	6	3	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_19847384__full-cat_2	2	False	False	11	0	0	False	0.0	9.0	0.0	2.0	0.0	0.0	0.0
k141_19855754__full-cat_2	2	False	False	6	4	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_19859007__full-cat_2	2	False	False	10	1	0	False	0.0	7.0	1.0	2.0	0.0	0.0	0.0
k141_19868937__full-cat_2	2	False	False	3	2	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_19871122__full-cat_2	2	False	False	5	0	0	True	0.2	3.0	1.0	0.0	1.0	0.0	0.0
k141_19873951__full-cat_2	2	False	False	6	0	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_19875102__full-cat_2	2	False	False	9	3	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_19878769__full-cat_2	2	False	False	18	2	0	False	0.0	16.0	0.0	2.0	0.0	0.0	0.0
k141_19887364__full-cat_2	2	False	False	12	6	0	False	0.08333333333333333	10.0	1.0	1.0	0.0	0.0	0.0
k141_19896424__full-cat_2	2	False	False	4	1	0	False	0.25	3.0	1.0	0.0	0.0	0.0	0.0
k141_19906109__full-cat_2	2	False	False	9	0	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_19914438__full-cat_2	2	False	False	5	0	0	False	0.4	2.0	3.0	0.0	0.0	0.0	0.0
k141_19921715__full-cat_2	2	False	False	5	2	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_19929857__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_19931202__full-cat_1	1	False	False	72	5	0	False	0.0	58.0	6.0	6.0	0.0	0.0	2.0
k141_19934030__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_19949142__full-cat_1	1	False	False	13	3	0	False	0.0	12.0	1.0	0.0	0.0	0.0	0.0
k141_19952557__full-cat_2	2	False	False	6	3	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_19969861__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_19973104__full-cat_2	2	False	False	8	1	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_19985394__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_19987809__full-cat_1	1	False	False	9	0	0	False	0.0	4.0	1.0	4.0	0.0	0.0	0.0
k141_19990483__full-cat_1	1	False	False	7	0	2	False	0.2857142857142857	1.0	4.0	2.0	0.0	0.0	0.0
k141_20010472__full-cat_2	2	False	False	10	5	0	False	0.0	8.0	0.0	2.0	0.0	0.0	0.0
k141_20016127__full-cat_2	2	False	False	8	1	0	False	0.125	6.0	1.0	1.0	0.0	0.0	0.0
k141_20016608__full-cat_2	2	False	False	58	1	2	False	0.034482758620689655	51.0	3.0	4.0	0.0	0.0	0.0
k141_20020230__full-cat_2	2	False	False	6	2	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_20023270__full-cat_1	1	False	False	20	0	0	False	0.0	18.0	2.0	0.0	0.0	0.0	0.0
k141_20024998__full-cat_2	2	False	False	6	1	0	True	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_20032503__full-cat_2	2	False	False	12	0	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_20064699__full-cat_2	2	False	False	14	2	0	False	0.0	14.0	0.0	0.0	0.0	0.0	0.0
k141_20065931__full-cat_2	2	False	False	4	1	0	False	0.0	3.0	0.0	1.0	0.0	0.0	0.0
k141_20070660__full-cat_2	2	False	False	7	2	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_20078132__full-cat_1	1	False	False	15	2	0	False	0.0	12.0	0.0	1.0	1.0	0.0	1.0
k141_20082326__full-cat_2	2	False	False	8	0	0	False	0.0	6.0	0.0	2.0	0.0	0.0	0.0
k141_20086034__full-cat_2	2	False	False	9	3	0	False	0.1111111111111111	6.0	3.0	0.0	0.0	0.0	0.0
k141_20092514__full-cat_2	2	False	False	12	3	0	True	0.08333333333333333	9.0	1.0	1.0	1.0	0.0	0.0
k141_20099501__full-cat_1	1	False	False	37	2	0	False	0.02702702702702703	27.0	3.0	7.0	0.0	0.0	0.0
k141_20151890__full-cat_2	2	False	False	7	1	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_20161570__full-cat_1	1	False	False	8	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	2.0
k141_20174902__full-cat_1	1	False	False	6	0	0	False	0.0	3.0	0.0	3.0	0.0	0.0	0.0
k141_20176532__full-cat_1	1	False	False	33	0	0	False	0.0	20.0	4.0	4.0	1.0	1.0	3.0
k141_20181430__full-cat_1	1	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_20199159__full-cat_2	2	False	False	7	0	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_20200721__full-cat_2	2	False	False	16	2	0	False	0.0	16.0	0.0	0.0	0.0	0.0	0.0
k141_20213395__full-cat_2	2	False	False	8	4	0	False	0.125	7.0	1.0	0.0	0.0	0.0	0.0
k141_20224584__full-cat_2	2	False	False	6	1	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_20234202__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_20236784__full-cat_1	1	False	False	25	8	0	False	0.0	22.0	0.0	3.0	0.0	0.0	0.0
k141_20241068__full-cat_2	2	False	False	6	1	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_20251846__full-cat_2	2	False	False	9	0	0	False	0.1111111111111111	6.0	2.0	1.0	0.0	0.0	0.0
k141_21306950__full-cat_1	1	False	False	73	4	2	False	0.0	47.0	4.0	19.0	0.0	0.0	3.0
k141_21311363__full-cat_2	2	False	False	14	0	0	False	0.0	14.0	0.0	0.0	0.0	0.0	0.0
k141_21314667__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_21328528__full-cat_2	2	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_21333975__full-cat_2	2	False	False	5	1	0	False	0.2	3.0	2.0	0.0	0.0	0.0	0.0
k141_21352704__full-cat_2	2	False	False	5	0	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_21364935__full-cat_2	2	False	False	8	2	0	False	0.0	7.0	0.0	1.0	0.0	0.0	0.0
k141_21367107__full-cat_2	2	False	False	18	3	0	False	0.0	18.0	0.0	0.0	0.0	0.0	0.0
k141_21367513__full-cat_2	2	False	False	20	0	0	False	0.1	17.0	2.0	1.0	0.0	0.0	0.0
k141_21372918__full-cat_1	1	False	False	41	4	1	False	0.0	36.0	4.0	0.0	0.0	0.0	1.0
k141_21374410__full-cat_2	2	False	False	8	2	1	False	0.125	7.0	1.0	0.0	0.0	0.0	0.0
k141_21378801__full-cat_1	1	False	False	16	0	1	False	0.1875	9.0	5.0	1.0	1.0	0.0	0.0
k141_21384666__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	4.0	2.0	0.0	0.0	0.0	0.0
k141_21402840__full-cat_1	1	False	False	11	0	0	False	0.09090909090909091	9.0	2.0	0.0	0.0	0.0	0.0
k141_21410137__full-cat_2	2	False	False	8	0	0	False	0.125	7.0	1.0	0.0	0.0	0.0	0.0
k141_21418221__full-cat_2	2	False	False	20	0	0	False	0.0	20.0	0.0	0.0	0.0	0.0	0.0
k141_21424321__full-cat_2	2	False	False	8	4	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_21425084__full_1-cat_1	1	False	False	49	1	1	False	0.0	48.0	1.0	0.0	0.0	0.0	0.0
k141_21450806__full-cat_1	1	False	False	5	0	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_21454769__full-cat_2	2	False	False	9	3	0	False	0.0	9.0	0.0	0.0	0.0	0.0	0.0
k141_21472209__full-cat_1	1	False	False	13	1	0	False	0.0	6.0	4.0	1.0	0.0	1.0	1.0
k141_21478791__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	6.0	1.0	0.0	0.0	0.0	0.0
k141_214802__full-cat_2	2	False	False	10	2	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_21486263__full-cat_1	1	False	False	21	0	0	False	0.0	17.0	0.0	2.0	1.0	0.0	1.0
k141_21486289__full-cat_1	1	False	False	45	2	0	False	0.0	29.0	2.0	12.0	1.0	0.0	1.0
k141_21495656__full-cat_2	2	False	False	12	1	0	False	0.0	10.0	1.0	0.0	1.0	0.0	0.0
k141_21507166__full-cat_2	2	False	False	15	0	0	False	0.06666666666666667	13.0	1.0	1.0	0.0	0.0	0.0
k141_21518893__full-cat_2	2	False	False	31	0	0	False	0.0	30.0	0.0	1.0	0.0	0.0	0.0
k141_21525031__full-cat_2	2	False	False	16	0	2	False	0.1875	12.0	3.0	1.0	0.0	0.0	0.0
k141_21526896__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_21538627__full-cat_2	2	False	False	4	1	0	False	0.0	2.0	0.0	1.0	1.0	0.0	0.0
k141_21549714__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_21553667__full-cat_1	1	False	False	9	2	1	False	0.1111111111111111	8.0	1.0	0.0	0.0	0.0	0.0
k141_21572244__full-cat_1	1	False	False	11	3	0	False	0.0	9.0	1.0	0.0	0.0	0.0	1.0
k141_21576622__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_21599398__full-cat_2	2	False	False	5	0	0	False	0.0	4.0	0.0	1.0	0.0	0.0	0.0
k141_216031__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_21615102__full-cat_2	2	False	False	9	3	0	False	0.1111111111111111	8.0	1.0	0.0	0.0	0.0	0.0
k141_21639988__full-cat_2	2	False	False	5	0	0	True	0.0	2.0	3.0	0.0	0.0	0.0	0.0
k141_21661579__full-cat_2	2	False	False	6	1	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_21662568__full-cat_2	2	False	False	15	0	0	False	0.0	13.0	0.0	2.0	0.0	0.0	0.0
k141_21670064__full-cat_2	2	False	False	5	0	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_21679563__full-cat_2	2	False	False	5	2	0	False	0.0	4.0	1.0	0.0	0.0	0.0	0.0
k141_21684416__full-cat_1	1	False	False	5	0	0	False	0.0	3.0	0.0	1.0	0.0	0.0	1.0
k141_21706244__full-cat_2	2	False	False	4	1	0	False	0.0	3.0	0.0	0.0	1.0	0.0	0.0
k141_21851690__full_1-cat_2	2	False	False	7	0	0	True	0.2857142857142857	5.0	2.0	0.0	0.0	0.0	0.0
k141_221819__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_22828005__full-cat_2	2	False	False	7	4	0	False	0.0	5.0	2.0	0.0	0.0	0.0	0.0
k141_22850591__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_22853489__full-cat_2	2	False	False	5	1	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_22866119__full-cat_1	1	False	False	8	0	0	False	0.0	6.0	0.0	1.0	1.0	0.0	0.0
k141_22867867__full-cat_2	2	False	False	9	2	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_22875096__full-cat_2	2	False	False	8	1	0	False	0.0	6.0	1.0	1.0	0.0	0.0	0.0
k141_22880989__full-cat_2	2	False	False	4	2	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_22883398__full-cat_2	2	False	False	36	3	0	False	0.027777777777777776	32.0	1.0	2.0	1.0	0.0	0.0
k141_22904762__full-cat_1	1	False	False	30	0	1	False	0.0	26.0	1.0	2.0	0.0	0.0	1.0
k141_22912314__full-cat_2	2	False	False	5	0	1	False	0.4	3.0	2.0	0.0	0.0	0.0	0.0
k141_22924048__full-cat_2	2	False	False	9	0	0	False	0.0	8.0	0.0	0.0	1.0	0.0	0.0
k141_22931891__full-cat_1	1	False	False	8	0	0	False	0.0	4.0	1.0	0.0	1.0	0.0	2.0
k141_22939807__full-cat_2	2	False	False	5	1	0	False	0.2	4.0	1.0	0.0	0.0	0.0	0.0
k141_22949972__full-cat_2	2	False	False	20	0	0	False	0.0	20.0	0.0	0.0	0.0	0.0	0.0
k141_22952643__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	5.0	1.0	1.0	0.0	0.0	0.0
k141_22970430__full-cat_2	2	False	False	9	3	0	False	0.0	5.0	2.0	2.0	0.0	0.0	0.0
k141_22972020__full-cat_2	2	False	False	6	1	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_22972393__full-cat_2	2	False	False	6	3	0	False	0.16666666666666666	3.0	1.0	2.0	0.0	0.0	0.0
k141_22975643__full-cat_2	2	False	False	13	0	1	False	0.0	6.0	0.0	6.0	1.0	0.0	0.0
k141_22980800__full-cat_2	2	False	False	6	2	0	False	0.6666666666666666	1.0	5.0	0.0	0.0	0.0	0.0
k141_22982002__full-cat_1	1	False	False	98	3	0	False	0.0	75.0	5.0	15.0	0.0	0.0	3.0
k141_22989896__full-cat_2	2	False	False	5	1	1	False	0.4	3.0	2.0	0.0	0.0	0.0	0.0
k141_22993287__full-cat_2	2	False	False	12	0	0	False	0.0	11.0	0.0	1.0	0.0	0.0	0.0
k141_23046096__full-cat_1	1	False	False	10	0	0	False	0.1	7.0	1.0	2.0	0.0	0.0	0.0
k141_23046852__full-cat_2	2	False	False	6	4	0	False	0.3333333333333333	4.0	2.0	0.0	0.0	0.0	0.0
k141_23047103__full-cat_2	2	False	False	7	0	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_23054565__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_23113200__full-cat_2	2	False	False	7	1	0	False	0.0	6.0	1.0	0.0	0.0	0.0	0.0
k141_23114280__full-cat_1	1	False	False	11	0	0	False	0.0	9.0	1.0	0.0	1.0	0.0	0.0
k141_23114311__full-cat_1	1	False	False	15	0	0	False	0.0	15.0	0.0	0.0	0.0	0.0	0.0
k141_23128912__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	4.0	2.0	1.0	0.0	0.0	0.0
k141_23139901__full-cat_1	1	False	False	9	0	0	False	0.0	6.0	0.0	2.0	0.0	0.0	1.0
k141_23151444__full-cat_2	2	False	False	7	2	0	False	0.14285714285714285	5.0	2.0	0.0	0.0	0.0	0.0
k141_23154954__full-cat_1	1	False	False	10	0	0	False	0.0	6.0	0.0	3.0	1.0	0.0	0.0
k141_23176728__full-cat_2	2	False	False	8	0	0	False	0.0	8.0	0.0	0.0	0.0	0.0	0.0
k141_23178972__full-cat_2	2	False	False	8	0	0	False	0.0	6.0	0.0	2.0	0.0	0.0	0.0
k141_23184502__full-cat_2	2	False	False	10	4	0	False	0.0	10.0	0.0	0.0	0.0	0.0	0.0
k141_23189315__full-cat_2	2	False	False	9	1	0	False	0.0	8.0	0.0	1.0	0.0	0.0	0.0
k141_23207284__full-cat_2	2	False	False	4	1	0	False	0.25	2.0	2.0	0.0	0.0	0.0	0.0
k141_23221195__full-cat_2	2	False	False	14	0	0	False	0.0	13.0	0.0	1.0	0.0	0.0	0.0
k141_23231479__full-cat_1	1	False	False	10	0	0	False	0.0	8.0	0.0	0.0	2.0	0.0	0.0
k141_23233832__full-cat_2	2	False	False	14	0	0	False	0.0	13.0	0.0	1.0	0.0	0.0	0.0
k141_23243219__full-cat_2	2	False	False	13	1	0	False	0.0	12.0	0.0	1.0	0.0	0.0	0.0
k141_23279027__full-cat_2	2	False	False	6	0	0	False	0.16666666666666666	5.0	1.0	0.0	0.0	0.0	0.0
k141_24379081__full-cat_2	2	False	False	6	0	0	False	0.0	5.0	0.0	1.0	0.0	0.0	0.0
k141_24389779__full-cat_2	2	False	False	5	0	0	False	0.2	3.0	2.0	0.0	0.0	0.0	0.0
k141_24399501__full-cat_2	2	False	False	4	0	0	False	0.0	4.0	0.0	0.0	0.0	0.0	0.0
k141_24403062__full-cat_2	2	False	False	6	0	0	False	0.0	6.0	0.0	0.0	0.0	0.0	0.0
k141_24413954__full-cat_2	2	False	False	7	2	0	False	0.0	7.0	0.0	0.0	0.0	0.0	0.0
k141_24422651__full-cat_2	2	False	False	6	2	0	False	0.0	5.0	1.0	0.0	0.0	0.0	0.0
k141_24425033__full-cat_2	2	False	False	3	0	0	False	0.0	2.0	0.0	1.0	0.0	0.0	0.0
k141_24426762__full-cat_1	1	False	False	104	6	6	False	0.019230769230769232	91.0	5.0	7.0	1.0	0.0	0.0
k141_24447646__full-cat_2	2	False	False	25	0	0	False	0.04	19.0	4.0	2.0	0.0	0.0	0.0
k141_24456342__full-cat_2	2	False	False	3	2	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_24470370__full-cat_2	2	False	False	3	0	0	False	0.0	3.0	0.0	0.0	0.0	0.0	0.0
k141_24479545__full-cat_1	1	False	False	17	0	0	False	0.0	15.0	2.0	0.0	0.0	0.0	0.0
k141_24481427__full-cat_2	2	False	False	6	0	0	False	0.0	5.0	0.0	0.0	1.0	0.0	0.0
k141_24481601__full-cat_2	2	False	False	12	0	0	False	0.0	12.0	0.0	0.0	0.0	0.0	0.0
k141_244896__full-cat_2	2	False	False	5	3	0	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_24493227__full-cat_1	1	False	False	44	6	1	False	0.06818181818181818	34.0	5.0	5.0	0.0	0.0	0.0
k141_24511315__full-cat_2	2	False	False	7	1	2	False	0.0	4.0	1.0	1.0	1.0	0.0	0.0
k141_24532214__full-cat_2	2	False	False	36	0	0	False	0.05555555555555555	30.0	4.0	2.0	0.0	0.0	0.0
k141_24542328__full-cat_2	2	False	False	5	0	2	False	0.0	5.0	0.0	0.0	0.0	0.0	0.0
k141_24545599__full-cat_2	2	False	False	31	2	0	False	0.0	29.0	1.0	1.0	0.0	0.0	0.0
