genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
SoginMETA_k141_1251366.fa,909_0,0.050000000000000044,single,ANImf,909
Ettinger_c_000000189001.fa,910_0,0.050000000000000044,single,ANImf,910
Rubio_Protillo_k141_2813513.fa,911_0,0.050000000000000044,single,ANImf,911
Ettinger_c_000000187590.fa,912_0,0.050000000000000044,single,ANImf,912
Ettinger_c_000001361446.fa,913_0,0.050000000000000044,single,ANImf,913
Ettinger_c_000001924927.fa,914_0,0.050000000000000044,single,ANImf,914
Ettinger_c_000002286755.fa,915_0,0.050000000000000044,single,ANImf,915
Ettinger_c_000000178719.fa,916_0,0.050000000000000044,single,ANImf,916
Ettinger_c_000000194876.fa,917_0,0.050000000000000044,single,ANImf,917
Ettinger_c_000005307593.fa,918_0,0.050000000000000044,single,ANImf,918
SoginMETA_k141_16938415.fa,919_0,0.050000000000000044,single,ANImf,919
SoginMETA_k141_4762474.fa,920_0,0.050000000000000044,single,ANImf,920
Ettinger_c_000000380791.fa,921_0,0.050000000000000044,single,ANImf,921
Ettinger_c_000005353453.fa,922_0,0.050000000000000044,single,ANImf,922
Ettinger_c_000000827827.fa,923_0,0.050000000000000044,single,ANImf,923
Rubio_Protillo_k141_3959617.fa,924_0,0.050000000000000044,single,ANImf,924
Rubio_Protillo_k141_859351.fa,925_0,0.050000000000000044,single,ANImf,925
Rubio_Protillo_k141_4659628.fa,926_0,0.050000000000000044,single,ANImf,926
Ettinger_c_000000471441.fa,927_0,0.050000000000000044,single,ANImf,927
Rubio_Protillo_k141_2329915.fa,928_0,0.050000000000000044,single,ANImf,928
Ettinger_c_000004573213.fa,929_0,0.050000000000000044,single,ANImf,929
Miranda_k141_460464.fa,930_0,0.050000000000000044,single,ANImf,930
Miranda_k141_475803.fa,931_0,0.050000000000000044,single,ANImf,931
Ettinger_c_000000459827.fa,932_0,0.050000000000000044,single,ANImf,932
Ettinger_c_000001832114.fa,933_0,0.050000000000000044,single,ANImf,933
Rubio_Protillo_k141_3002101.fa,934_0,0.050000000000000044,single,ANImf,934
SoginMETA_k141_9768876.fa,935_0,0.050000000000000044,single,ANImf,935
Ettinger_c_000001098813.fa,936_0,0.050000000000000044,single,ANImf,936
SoginMETA_k141_202876.fa,937_0,0.050000000000000044,single,ANImf,937
SoginMETA_k141_20888273.fa,938_0,0.050000000000000044,single,ANImf,938
Ettinger_c_000003779792.fa,939_0,0.050000000000000044,single,ANImf,939
SoginMETA_k141_28673421.fa,940_0,0.050000000000000044,single,ANImf,940
Ettinger_c_000001211539.fa,941_0,0.050000000000000044,single,ANImf,941
Ettinger_c_000004832862.fa,942_0,0.050000000000000044,single,ANImf,942
Ettinger_c_000002140485.fa,943_0,0.050000000000000044,single,ANImf,943
Ettinger_c_000003427243.fa,944_0,0.050000000000000044,single,ANImf,944
Ettinger_c_000000176917.fa,945_0,0.050000000000000044,single,ANImf,945
Ettinger_c_000001377763.fa,946_0,0.050000000000000044,single,ANImf,946
Ettinger_c_000001283663.fa,947_0,0.050000000000000044,single,ANImf,947
Ettinger_c_000004881682.fa,948_0,0.050000000000000044,single,ANImf,948
Ettinger_c_000004927160.fa,949_0,0.050000000000000044,single,ANImf,949
Ettinger_c_000004952063.fa,950_0,0.050000000000000044,single,ANImf,950
Ettinger_c_000000879995.fa,951_0,0.050000000000000044,single,ANImf,951
Miranda_k141_277206.fa,952_0,0.050000000000000044,single,ANImf,952
Miranda_k141_896918.fa,953_0,0.050000000000000044,single,ANImf,953
Miranda_k141_489172.fa,954_0,0.050000000000000044,single,ANImf,954
Rubio_Protillo_k141_6847187.fa,955_0,0.050000000000000044,single,ANImf,955
Ettinger_c_000004485374.fa,956_0,0.050000000000000044,single,ANImf,956
Ettinger_c_000005190969.fa,957_0,0.050000000000000044,single,ANImf,957
Miranda_k141_2008289.fa,958_0,0.050000000000000044,single,ANImf,958
Miranda_k141_4556158.fa,959_0,0.050000000000000044,single,ANImf,959
Rubio_Protillo_k141_446587.fa,960_0,0.050000000000000044,single,ANImf,960
Rubio_Protillo_k141_1374280.fa,961_0,0.050000000000000044,single,ANImf,961
Rubio_Protillo_k141_5594190.fa,962_0,0.050000000000000044,single,ANImf,962
Rubio_Protillo_k141_5913735.fa,963_0,0.050000000000000044,single,ANImf,963
Rubio_Protillo_k141_86616.fa,964_0,0.050000000000000044,single,ANImf,964
SoginMETA_k141_14076983.fa,965_0,0.050000000000000044,single,ANImf,965
Ettinger_c_000000168081.fa,966_0,0.050000000000000044,single,ANImf,966
Ettinger_c_000001217857.fa,967_0,0.050000000000000044,single,ANImf,967
Ettinger_c_000000159889.fa,968_0,0.050000000000000044,single,ANImf,968
Miranda_k141_2961401.fa,969_0,0.050000000000000044,single,ANImf,969
Ettinger_c_000000156474.fa,970_0,0.050000000000000044,single,ANImf,970
Rubio_Protillo_k141_5476495.fa,971_0,0.050000000000000044,single,ANImf,971
Ettinger_c_000000138834.fa,972_0,0.050000000000000044,single,ANImf,972
Ettinger_c_000003438850.fa,973_0,0.050000000000000044,single,ANImf,973
Ettinger_c_000000730907.fa,974_0,0.050000000000000044,single,ANImf,974
Rubio_Protillo_k141_5756356.fa,975_0,0.050000000000000044,single,ANImf,975
Ettinger_c_000000137271.fa,976_0,0.050000000000000044,single,ANImf,976
Ettinger_c_000003901948.fa,977_0,0.050000000000000044,single,ANImf,977
Ettinger_c_000000133629.fa,978_0,0.050000000000000044,single,ANImf,978
Ettinger_c_000002388025.fa,979_0,0.050000000000000044,single,ANImf,979
SoginMETA_k141_15704500.fa,980_0,0.050000000000000044,single,ANImf,980
Ettinger_c_000001746325.fa,981_0,0.050000000000000044,single,ANImf,981
Miranda_k141_999625.fa,982_0,0.050000000000000044,single,ANImf,982
Ettinger_c_000000095732.fa,983_0,0.050000000000000044,single,ANImf,983
Ettinger_c_000002736901.fa,984_0,0.050000000000000044,single,ANImf,984
Ettinger_c_000000024595.fa,985_0,0.050000000000000044,single,ANImf,985
Ettinger_c_000003264660.fa,986_0,0.050000000000000044,single,ANImf,986
Ettinger_c_000000034469.fa,987_0,0.050000000000000044,single,ANImf,987
Ettinger_c_000004271441.fa,988_0,0.050000000000000044,single,ANImf,988
Ettinger_c_000000016440.fa,989_0,0.050000000000000044,single,ANImf,989
Ettinger_c_000001879287.fa,990_0,0.050000000000000044,single,ANImf,990
Ettinger_c_000000012432.fa,991_0,0.050000000000000044,single,ANImf,991
SoginMETA_k141_23565698.fa,992_0,0.050000000000000044,single,ANImf,992
Ettinger_c_000000008518.fa,993_0,0.050000000000000044,single,ANImf,993
SoginMETA_k141_17063417.fa,994_0,0.050000000000000044,single,ANImf,994
Ettinger_c_000000002292.fa,995_0,0.050000000000000044,single,ANImf,995
SoginMETA_k141_27310259.fa,996_0,0.050000000000000044,single,ANImf,996
SoginMETA_k141_11843790.fa,997_0,0.050000000000000044,single,ANImf,997
SoginMETA_k141_1354221.fa,998_0,0.050000000000000044,single,ANImf,998
Cucio_k119_47432.fa,999_0,0.050000000000000044,single,ANImf,999
Cucio_k119_871575.fa,1000_0,0.050000000000000044,single,ANImf,1000
SoginMETA_k141_22392760.fa,1001_0,0.050000000000000044,single,ANImf,1001
SoginMETA_k141_24768060.fa,1002_0,0.050000000000000044,single,ANImf,1002
SoginMETA_k141_29351178.fa,1003_0,0.050000000000000044,single,ANImf,1003
SoginMETA_k141_5673800.fa,1004_0,0.050000000000000044,single,ANImf,1004
SoginMETA_k141_6721863.fa,1005_0,0.050000000000000044,single,ANImf,1005
SoginMETA_k141_6725894.fa,1006_0,0.050000000000000044,single,ANImf,1006
SoginMETA_k141_17640119.fa,1007_0,0.050000000000000044,single,ANImf,1007
SoginMETA_k141_21400092.fa,1008_0,0.050000000000000044,single,ANImf,1008
SoginMETA_k141_12672958.fa,1009_0,0.050000000000000044,single,ANImf,1009
SoginMETA_k141_2643050.fa,1010_0,0.050000000000000044,single,ANImf,1010
Rubio_Protillo_k141_4019112.fa,1011_0,0.050000000000000044,single,ANImf,1011
SoginMETA_k141_21013974.fa,1012_0,0.050000000000000044,single,ANImf,1012
Rubio_Protillo_k141_2949207.fa,1013_0,0.050000000000000044,single,ANImf,1013
Rubio_Protillo_k141_4897812.fa,1014_0,0.050000000000000044,single,ANImf,1014
Rubio_Protillo_k141_1447884.fa,1015_0,0.050000000000000044,single,ANImf,1015
SoginMETA_k141_5142928.fa,1016_0,0.050000000000000044,single,ANImf,1016
SoginMETA_k141_6192373.fa,1017_0,0.050000000000000044,single,ANImf,1017
SoginMETA_k141_12943047.fa,1018_0,0.050000000000000044,single,ANImf,1018
SoginMETA_k141_550814.fa,1019_0,0.050000000000000044,single,ANImf,1019
SoginMETA_k141_14569914.fa,1020_0,0.050000000000000044,single,ANImf,1020
SoginMETA_k141_24083136.fa,1021_0,0.050000000000000044,single,ANImf,1021
Ettinger_c_000001618046.fa,1022_0,0.050000000000000044,single,ANImf,1022
Ettinger_c_000005041987.fa,1023_0,0.050000000000000044,single,ANImf,1023
Ettinger_c_000000436806.fa,1024_0,0.050000000000000044,single,ANImf,1024
Ettinger_c_000001967721.fa,1025_0,0.050000000000000044,single,ANImf,1025
Ettinger_c_000001999413.fa,1026_0,0.050000000000000044,single,ANImf,1026
Ettinger_c_000000729059.fa,1027_0,0.050000000000000044,single,ANImf,1027
Ettinger_c_000000687705.fa,1028_0,0.050000000000000044,single,ANImf,1028
Ettinger_c_000000940267.fa,1029_0,0.050000000000000044,single,ANImf,1029
Ettinger_c_000001984050.fa,1030_0,0.050000000000000044,single,ANImf,1030
Ettinger_c_000002383395.fa,1031_0,0.050000000000000044,single,ANImf,1031
Ettinger_c_000002832410.fa,1032_0,0.050000000000000044,single,ANImf,1032
SoginMETA_k141_26351349.fa,1033_0,0.050000000000000044,single,ANImf,1033
SoginMETA_k141_32491746.fa,1034_0,0.050000000000000044,single,ANImf,1034
SoginMETA_k141_13106922.fa,1035_0,0.050000000000000044,single,ANImf,1035
SoginMETA_k141_15785065.fa,1036_0,0.050000000000000044,single,ANImf,1036
SoginMETA_k141_3504387.fa,1037_0,0.050000000000000044,single,ANImf,1037
SoginMETA_k141_16747803.fa,1038_0,0.050000000000000044,single,ANImf,1038
Schorn_k141_144080.fa,1039_0,0.050000000000000044,single,ANImf,1039
Schorn_k141_19530300.fa,1040_0,0.050000000000000044,single,ANImf,1040
Schorn_k141_24743588.fa,1041_0,0.050000000000000044,single,ANImf,1041
Schorn_k141_27691801.fa,1042_0,0.050000000000000044,single,ANImf,1042
Schorn_k141_25277012.fa,1043_0,0.050000000000000044,single,ANImf,1043
Schorn_k141_7849618.fa,1044_0,0.050000000000000044,single,ANImf,1044
Schorn_k141_29874519.fa,1045_1,0.050000000000000044,single,ANImf,1045
SoginMETA_k141_10890426.fa,1045_1,0.050000000000000044,single,ANImf,1045
Sogin_k141_2392247.fa,1045_1,0.050000000000000044,single,ANImf,1045
Schorn_k141_12297770.fa,1046_0,0.050000000000000044,single,ANImf,1046
Schorn_k141_32742510.fa,1047_0,0.050000000000000044,single,ANImf,1047
Rubio_Protillo_k141_5211.fa,1048_0,0.050000000000000044,single,ANImf,1048
Rubio_Protillo_k141_6835844.fa,1049_0,0.050000000000000044,single,ANImf,1049
Rubio_Protillo_k141_287142.fa,1050_0,0.050000000000000044,single,ANImf,1050
Rubio_Protillo_k141_4486668.fa,1051_0,0.050000000000000044,single,ANImf,1051
Rubio_Protillo_k141_3328296.fa,1052_0,0.050000000000000044,single,ANImf,1052
Rubio_Protillo_k141_4800348.fa,1053_0,0.050000000000000044,single,ANImf,1053
Ettinger_c_000004833077.fa,1054_0,0.050000000000000044,single,ANImf,1054
Rubio_Protillo_k141_2661796.fa,1055_0,0.050000000000000044,single,ANImf,1055
Rubio_Protillo_k141_467253.fa,1056_0,0.050000000000000044,single,ANImf,1056
Ettinger_c_000003548220.fa,1057_0,0.050000000000000044,single,ANImf,1057
Rubio_Protillo_k141_2384311.fa,1058_0,0.050000000000000044,single,ANImf,1058
Rubio_Protillo_k141_5002928.fa,1059_0,0.050000000000000044,single,ANImf,1059
Rubio_Protillo_k141_5070677.fa,1060_0,0.050000000000000044,single,ANImf,1060
Rubio_Protillo_k141_1062045.fa,1061_0,0.050000000000000044,single,ANImf,1061
Rubio_Protillo_k141_6808822.fa,1062_0,0.050000000000000044,single,ANImf,1062
Rubio_Protillo_k141_2384508.fa,1063_0,0.050000000000000044,single,ANImf,1063
Ettinger_c_000001728273.fa,1064_0,0.050000000000000044,single,ANImf,1064
Ettinger_c_000003730712.fa,1065_0,0.050000000000000044,single,ANImf,1065
Ettinger_c_000001232375.fa,1066_0,0.050000000000000044,single,ANImf,1066
Ettinger_c_000004061329.fa,1067_0,0.050000000000000044,single,ANImf,1067
Ettinger_c_000000072374.fa,1068_0,0.050000000000000044,single,ANImf,1068
Ettinger_c_000003494552.fa,1069_0,0.050000000000000044,single,ANImf,1069
Ettinger_c_000000326398.fa,1070_0,0.050000000000000044,single,ANImf,1070
Ettinger_c_000001373356.fa,1071_0,0.050000000000000044,single,ANImf,1071
Ettinger_c_000001649145.fa,1072_0,0.050000000000000044,single,ANImf,1072
Ettinger_c_000003504915.fa,1073_0,0.050000000000000044,single,ANImf,1073
Ettinger_c_000002005160.fa,1074_0,0.050000000000000044,single,ANImf,1074
Ettinger_c_000002202080.fa,1075_0,0.050000000000000044,single,ANImf,1075
Ettinger_c_000000712784.fa,1076_0,0.050000000000000044,single,ANImf,1076
Ettinger_c_000001168137.fa,1077_0,0.050000000000000044,single,ANImf,1077
Ettinger_c_000000944506.fa,1078_0,0.050000000000000044,single,ANImf,1078
Ettinger_c_000002423809.fa,1079_0,0.050000000000000044,single,ANImf,1079
Ettinger_c_000001149698.fa,1080_0,0.050000000000000044,single,ANImf,1080
Ettinger_c_000002614552.fa,1081_0,0.050000000000000044,single,ANImf,1081
Ettinger_c_000002851255.fa,1082_0,0.050000000000000044,single,ANImf,1082
Ettinger_c_000005499271.fa,1083_0,0.050000000000000044,single,ANImf,1083
Ettinger_c_000000854736.fa,1084_0,0.050000000000000044,single,ANImf,1084
Miranda_k141_3600077.fa,1085_0,0.050000000000000044,single,ANImf,1085
Rubio_Protillo_k141_2883289.fa,1086_0,0.050000000000000044,single,ANImf,1086
Rubio_Protillo_k141_4394538.fa,1087_0,0.050000000000000044,single,ANImf,1087
Ettinger_c_000003975594.fa,1088_0,0.050000000000000044,single,ANImf,1088
Rubio_Protillo_k141_1463513.fa,1089_0,0.050000000000000044,single,ANImf,1089
Ettinger_c_000000532943.fa,1090_0,0.050000000000000044,single,ANImf,1090
Ettinger_c_000001722804.fa,1091_0,0.050000000000000044,single,ANImf,1091
Ettinger_c_000002433283.fa,1092_0,0.050000000000000044,single,ANImf,1092
Ettinger_c_000000295593.fa,1093_0,0.050000000000000044,single,ANImf,1093
Rubio_Protillo_k141_109459.fa,1094_0,0.050000000000000044,single,ANImf,1094
Ettinger_c_000000089825.fa,1095_0,0.050000000000000044,single,ANImf,1095
Ettinger_c_000000372429.fa,1096_0,0.050000000000000044,single,ANImf,1096
Ettinger_c_000000336299.fa,1097_0,0.050000000000000044,single,ANImf,1097
Ettinger_c_000000760615.fa,1098_0,0.050000000000000044,single,ANImf,1098
Ettinger_c_000002639113.fa,1099_0,0.050000000000000044,single,ANImf,1099
Ettinger_c_000003319275.fa,1100_0,0.050000000000000044,single,ANImf,1100
Rubio_Protillo_k141_2335839.fa,1101_0,0.050000000000000044,single,ANImf,1101
Rubio_Protillo_k141_3695872.fa,1102_0,0.050000000000000044,single,ANImf,1102
Rubio_Protillo_k141_4139509.fa,1103_0,0.050000000000000044,single,ANImf,1103
Rubio_Protillo_k141_4315540.fa,1104_0,0.050000000000000044,single,ANImf,1104
Rubio_Protillo_k141_6801649.fa,1105_0,0.050000000000000044,single,ANImf,1105
Ettinger_c_000001895351.fa,1106_0,0.050000000000000044,single,ANImf,1106
Miranda_k141_2032176.fa,1107_0,0.050000000000000044,single,ANImf,1107
Miranda_k141_6942385.fa,1108_0,0.050000000000000044,single,ANImf,1108
Miranda_k141_1065816.fa,1109_0,0.050000000000000044,single,ANImf,1109
Miranda_k141_2075864.fa,1110_0,0.050000000000000044,single,ANImf,1110
Miranda_k141_3790621.fa,1111_0,0.050000000000000044,single,ANImf,1111
Miranda_k141_7282525.fa,1112_0,0.050000000000000044,single,ANImf,1112
Miranda_k141_2020285.fa,1113_0,0.050000000000000044,single,ANImf,1113
Miranda_k141_5381445.fa,1114_0,0.050000000000000044,single,ANImf,1114
Miranda_k141_3811062.fa,1115_0,0.050000000000000044,single,ANImf,1115
Miranda_k141_1476656.fa,1116_0,0.050000000000000044,single,ANImf,1116
Miranda_k141_1638171.fa,1117_0,0.050000000000000044,single,ANImf,1117
Miranda_k141_1160466.fa,1118_0,0.050000000000000044,single,ANImf,1118
Miranda_k141_1627918.fa,1119_0,0.050000000000000044,single,ANImf,1119
Rubio_Protillo_k141_314768.fa,1120_0,0.050000000000000044,single,ANImf,1120
Rubio_Protillo_k141_2076393.fa,1121_0,0.050000000000000044,single,ANImf,1121
Rubio_Protillo_k141_4950615.fa,1122_0,0.050000000000000044,single,ANImf,1122
Ettinger_c_000000462987.fa,1123_0,0.050000000000000044,single,ANImf,1123
Ettinger_c_000000812157.fa,1124_0,0.050000000000000044,single,ANImf,1124
Miranda_k141_1410312.fa,1125_0,0.050000000000000044,single,ANImf,1125
Miranda_k141_3806355.fa,1126_0,0.050000000000000044,single,ANImf,1126
Miranda_k141_106453.fa,1127_0,0.050000000000000044,single,ANImf,1127
Miranda_k141_1807925.fa,1128_0,0.050000000000000044,single,ANImf,1128
Miranda_k141_3402837.fa,1129_0,0.050000000000000044,single,ANImf,1129
Miranda_k141_4243866.fa,1130_0,0.050000000000000044,single,ANImf,1130
Miranda_k141_4277531.fa,1131_0,0.050000000000000044,single,ANImf,1131
Miranda_k141_5674184.fa,1132_0,0.050000000000000044,single,ANImf,1132
Miranda_k141_4428389.fa,1133_0,0.050000000000000044,single,ANImf,1133
Miranda_k141_5001460.fa,1134_0,0.050000000000000044,single,ANImf,1134
Miranda_k141_7636229.fa,1135_0,0.050000000000000044,single,ANImf,1135
Miranda_k141_1703226.fa,1136_0,0.050000000000000044,single,ANImf,1136
Miranda_k141_5508226.fa,1137_0,0.050000000000000044,single,ANImf,1137
Miranda_k141_5865394.fa,1138_0,0.050000000000000044,single,ANImf,1138
Miranda_k141_7422429.fa,1139_0,0.050000000000000044,single,ANImf,1139
Miranda_k141_5624456.fa,1140_0,0.050000000000000044,single,ANImf,1140
Miranda_k141_5677545.fa,1141_0,0.050000000000000044,single,ANImf,1141
Miranda_k141_6022527.fa,1142_0,0.050000000000000044,single,ANImf,1142
Miranda_k141_7178572.fa,1143_0,0.050000000000000044,single,ANImf,1143
Ettinger_c_000000372931.fa,1144_0,0.050000000000000044,single,ANImf,1144
Ettinger_c_000004357069.fa,1145_0,0.050000000000000044,single,ANImf,1145
Ettinger_c_000002874124.fa,1146_0,0.050000000000000044,single,ANImf,1146
Ettinger_c_000004351637.fa,1147_0,0.050000000000000044,single,ANImf,1147
Ettinger_c_000002699727.fa,1148_0,0.050000000000000044,single,ANImf,1148
Ettinger_c_000005320219.fa,1149_0,0.050000000000000044,single,ANImf,1149
Rubio_Protillo_k141_3446968.fa,1150_0,0.050000000000000044,single,ANImf,1150
Rubio_Protillo_k141_5388881.fa,1151_0,0.050000000000000044,single,ANImf,1151
Rubio_Protillo_k141_1847413.fa,1152_0,0.050000000000000044,single,ANImf,1152
Rubio_Protillo_k141_2379943.fa,1153_0,0.050000000000000044,single,ANImf,1153
Ettinger_c_000001001771.fa,1154_0,0.050000000000000044,single,ANImf,1154
Ettinger_c_000005296372.fa,1155_0,0.050000000000000044,single,ANImf,1155
Ettinger_c_000000388486.fa,1156_0,0.050000000000000044,single,ANImf,1156
Ettinger_c_000000455950.fa,1157_0,0.050000000000000044,single,ANImf,1157
Ettinger_c_000000794794.fa,1158_0,0.050000000000000044,single,ANImf,1158
Ettinger_c_000003964353.fa,1159_0,0.050000000000000044,single,ANImf,1159
Ettinger_c_000000720531.fa,1160_0,0.050000000000000044,single,ANImf,1160
Ettinger_c_000001561431.fa,1161_0,0.050000000000000044,single,ANImf,1161
Ettinger_c_000001588084.fa,1162_0,0.050000000000000044,single,ANImf,1162
Ettinger_c_000000386461.fa,1163_0,0.050000000000000044,single,ANImf,1163
Ettinger_c_000001503706.fa,1164_0,0.050000000000000044,single,ANImf,1164
Ettinger_c_000002818742.fa,1165_0,0.050000000000000044,single,ANImf,1165
Ettinger_c_000000797514.fa,1166_0,0.050000000000000044,single,ANImf,1166
Ettinger_c_000003940153.fa,1167_0,0.050000000000000044,single,ANImf,1167
Ettinger_c_000003373645.fa,1168_0,0.050000000000000044,single,ANImf,1168
Ettinger_c_000005499538.fa,1169_0,0.050000000000000044,single,ANImf,1169
Ettinger_c_000001520589.fa,1170_0,0.050000000000000044,single,ANImf,1170
Ettinger_c_000003956869.fa,1171_0,0.050000000000000044,single,ANImf,1171
Ettinger_c_000000621658.fa,1172_0,0.050000000000000044,single,ANImf,1172
Ettinger_c_000001356669.fa,1173_0,0.050000000000000044,single,ANImf,1173
Ettinger_c_000001569769.fa,1174_0,0.050000000000000044,single,ANImf,1174
Ettinger_c_000000024372.fa,1175_0,0.050000000000000044,single,ANImf,1175
Ettinger_c_000000266239.fa,1176_0,0.050000000000000044,single,ANImf,1176
Ettinger_c_000001843953.fa,1177_0,0.050000000000000044,single,ANImf,1177
Ettinger_c_000000087002.fa,1178_0,0.050000000000000044,single,ANImf,1178
Ettinger_c_000000557925.fa,1179_0,0.050000000000000044,single,ANImf,1179
Ettinger_c_000001359319.fa,1180_0,0.050000000000000044,single,ANImf,1180
Ettinger_c_000002862671.fa,1181_0,0.050000000000000044,single,ANImf,1181
Ettinger_c_000000113014.fa,1182_0,0.050000000000000044,single,ANImf,1182
Ettinger_c_000000194836.fa,1183_0,0.050000000000000044,single,ANImf,1183
Ettinger_c_000000582111.fa,1184_0,0.050000000000000044,single,ANImf,1184
Ettinger_c_000001042076.fa,1185_0,0.050000000000000044,single,ANImf,1185
Ettinger_c_000004332588.fa,1186_0,0.050000000000000044,single,ANImf,1186
Ettinger_c_000000902193.fa,1187_0,0.050000000000000044,single,ANImf,1187
Ettinger_c_000001221218.fa,1188_0,0.050000000000000044,single,ANImf,1188
Ettinger_c_000003780198.fa,1189_0,0.050000000000000044,single,ANImf,1189
Ettinger_c_000000339768.fa,1190_0,0.050000000000000044,single,ANImf,1190
Ettinger_c_000003214858.fa,1191_0,0.050000000000000044,single,ANImf,1191
Ettinger_c_000000811280.fa,1192_0,0.050000000000000044,single,ANImf,1192
Ettinger_c_000000286655.fa,1193_0,0.050000000000000044,single,ANImf,1193
Ettinger_c_000000909369.fa,1194_0,0.050000000000000044,single,ANImf,1194
Ettinger_c_000001019056.fa,1195_0,0.050000000000000044,single,ANImf,1195
Ettinger_c_000001024860.fa,1196_0,0.050000000000000044,single,ANImf,1196
Ettinger_c_000001051988.fa,1197_0,0.050000000000000044,single,ANImf,1197
Ettinger_c_000002409384.fa,1198_0,0.050000000000000044,single,ANImf,1198
Ettinger_c_000002987938.fa,1199_0,0.050000000000000044,single,ANImf,1199
Ettinger_c_000000351217.fa,1200_0,0.050000000000000044,single,ANImf,1200
Ettinger_c_000000615441.fa,1201_0,0.050000000000000044,single,ANImf,1201
Ettinger_c_000001129882.fa,1202_0,0.050000000000000044,single,ANImf,1202
Ettinger_c_000001289709.fa,1203_0,0.050000000000000044,single,ANImf,1203
Ettinger_c_000001514544.fa,1204_0,0.050000000000000044,single,ANImf,1204
Ettinger_c_000001787408.fa,1205_0,0.050000000000000044,single,ANImf,1205
Ettinger_c_000003056405.fa,1206_0,0.050000000000000044,single,ANImf,1206
Ettinger_c_000003276501.fa,1207_0,0.050000000000000044,single,ANImf,1207
Ettinger_c_000003447863.fa,1208_0,0.050000000000000044,single,ANImf,1208
Ettinger_c_000003727609.fa,1209_0,0.050000000000000044,single,ANImf,1209
Ettinger_c_000004143680.fa,1210_0,0.050000000000000044,single,ANImf,1210
Ettinger_c_000004539869.fa,1211_0,0.050000000000000044,single,ANImf,1211
Cucio_k119_457602.fa,1212_0,0.050000000000000044,single,ANImf,1212
Ettinger_c_000000236168.fa,1213_0,0.050000000000000044,single,ANImf,1213
Ettinger_c_000000442342.fa,1214_0,0.050000000000000044,single,ANImf,1214
Ettinger_c_000000452344.fa,1215_0,0.050000000000000044,single,ANImf,1215
Ettinger_c_000000253210.fa,1216_0,0.050000000000000044,single,ANImf,1216
Ettinger_c_000000822854.fa,1217_0,0.050000000000000044,single,ANImf,1217
Ettinger_c_000000259970.fa,1218_0,0.050000000000000044,single,ANImf,1218
Ettinger_c_000001107502.fa,1219_0,0.050000000000000044,single,ANImf,1219
Ettinger_c_000001179050.fa,1220_0,0.050000000000000044,single,ANImf,1220
Ettinger_c_000001211832.fa,1221_0,0.050000000000000044,single,ANImf,1221
Ettinger_c_000001525682.fa,1222_0,0.050000000000000044,single,ANImf,1222
Ettinger_c_000001739437.fa,1223_0,0.050000000000000044,single,ANImf,1223
Ettinger_c_000001953327.fa,1224_0,0.050000000000000044,single,ANImf,1224
Ettinger_c_000001973345.fa,1225_0,0.050000000000000044,single,ANImf,1225
Ettinger_c_000002120820.fa,1226_0,0.050000000000000044,single,ANImf,1226
Ettinger_c_000002190608.fa,1227_0,0.050000000000000044,single,ANImf,1227
Ettinger_c_000002205155.fa,1228_0,0.050000000000000044,single,ANImf,1228
Ettinger_c_000002222226.fa,1229_0,0.050000000000000044,single,ANImf,1229
Ettinger_c_000002344568.fa,1230_0,0.050000000000000044,single,ANImf,1230
Ettinger_c_000003083933.fa,1231_0,0.050000000000000044,single,ANImf,1231
Ettinger_c_000003348902.fa,1232_0,0.050000000000000044,single,ANImf,1232
Ettinger_c_000003376343.fa,1233_0,0.050000000000000044,single,ANImf,1233
Ettinger_c_000003561006.fa,1234_0,0.050000000000000044,single,ANImf,1234
Ettinger_c_000003578907.fa,1235_0,0.050000000000000044,single,ANImf,1235
Ettinger_c_000001497367.fa,1236_0,0.050000000000000044,single,ANImf,1236
Ettinger_c_000003583892.fa,1237_0,0.050000000000000044,single,ANImf,1237
Ettinger_c_000003763628.fa,1238_0,0.050000000000000044,single,ANImf,1238
Ettinger_c_000003840101.fa,1239_0,0.050000000000000044,single,ANImf,1239
Ettinger_c_000000365544.fa,1240_0,0.050000000000000044,single,ANImf,1240
Ettinger_c_000003906820.fa,1241_0,0.050000000000000044,single,ANImf,1241
Ettinger_c_000003910833.fa,1242_0,0.050000000000000044,single,ANImf,1242
Ettinger_c_000004087791.fa,1243_0,0.050000000000000044,single,ANImf,1243
Ettinger_c_000004182467.fa,1244_0,0.050000000000000044,single,ANImf,1244
Ettinger_c_000004192281.fa,1245_0,0.050000000000000044,single,ANImf,1245
Ettinger_c_000004635299.fa,1246_0,0.050000000000000044,single,ANImf,1246
Ettinger_c_000001051991.fa,1247_0,0.050000000000000044,single,ANImf,1247
Ettinger_c_000004793327.fa,1248_0,0.050000000000000044,single,ANImf,1248
Ettinger_c_000004818774.fa,1249_0,0.050000000000000044,single,ANImf,1249
Ettinger_c_000004838269.fa,1250_0,0.050000000000000044,single,ANImf,1250
Ettinger_c_000005006185.fa,1251_0,0.050000000000000044,single,ANImf,1251
Ettinger_c_000004775287.fa,1252_0,0.050000000000000044,single,ANImf,1252
Ettinger_c_000005182290.fa,1253_0,0.050000000000000044,single,ANImf,1253
Ettinger_c_000001688575.fa,1254_0,0.050000000000000044,single,ANImf,1254
Ettinger_c_000005389406.fa,1255_0,0.050000000000000044,single,ANImf,1255
