genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
Ettinger_c_000003525908.fa,3.4963507345823057,NA,NA,NA,NA,NA,734_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000004063153.fa,3.5128320753782747,NA,NA,NA,NA,NA,735_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001607600.fa,3.2144123441047685,NA,NA,NA,NA,NA,736_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002624399.fa,3.1892807327185237,NA,NA,NA,NA,NA,737_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000004648130.fa,3.489743105539993,NA,NA,NA,NA,NA,738_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001606029.fa,3.64577170200094,NA,NA,NA,NA,NA,739_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002563347.fa,3.0946965171101937,NA,NA,NA,NA,NA,740_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001574546.fa,3.3943726219064745,NA,NA,NA,NA,NA,741_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001691269.fa,3.180172888892536,NA,NA,NA,NA,NA,742_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000004809060.fa,4.0368344114210615,NA,NA,NA,NA,NA,743_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000005070482.fa,3.775004544919757,NA,NA,NA,NA,NA,744_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001514118.fa,3.110055364824845,NA,NA,NA,NA,NA,745_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003667375.fa,3.09563587107822,NA,NA,NA,NA,NA,746_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001459538.fa,3.176877868835267,NA,NA,NA,NA,NA,747_0,NA,NA,1,NA,NA,NA,NA
SoginMETA_k141_15296622.fa,3.601303581896227,NA,NA,NA,NA,NA,748_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001454279.fa,3.171494186241665,NA,NA,NA,NA,NA,749_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000004947926.fa,3.2896747876467813,NA,NA,NA,NA,NA,750_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002595852.fa,3.4230959870787268,NA,NA,NA,NA,NA,751_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001450892.fa,3.535338056309353,NA,NA,NA,NA,NA,752_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000004493979.fa,3.1133708935857034,NA,NA,NA,NA,NA,753_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001364723.fa,3.149473456014168,NA,NA,NA,NA,NA,754_0,NA,NA,1,NA,NA,NA,NA
Miranda_k141_721850.fa,3.1053400995441813,NA,NA,NA,NA,NA,755_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001347707.fa,3.068076063645795,NA,NA,NA,NA,NA,756_0,NA,NA,1,NA,NA,NA,NA
Miranda_k141_6319842.fa,3.091905639223649,NA,NA,NA,NA,NA,757_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001310493.fa,3.1658101414097857,NA,NA,NA,NA,NA,758_0,NA,NA,1,NA,NA,NA,NA
SoginMETA_k141_23503153.fa,3.1777525158329727,NA,NA,NA,NA,NA,759_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_5314381.fa,3.068534070428183,NA,NA,NA,NA,NA,760_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_6691813.fa,3.1399757226877285,NA,NA,NA,NA,NA,761_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_5163063.fa,3.460895277968897,NA,NA,NA,NA,NA,762_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_12883.fa,3.2164301138432823,NA,NA,NA,NA,NA,763_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_6153184.fa,3.150577302789596,NA,NA,NA,NA,NA,764_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_1559882.fa,3.3309651480970928,NA,NA,NA,NA,NA,765_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001306427.fa,3.0649823085854817,NA,NA,NA,NA,NA,766_0,NA,NA,1,NA,NA,NA,NA
SoginMETA_k141_7979497.fa,3.384272757407155,NA,NA,NA,NA,NA,767_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_2899548.fa,3.4015064229290437,NA,NA,NA,NA,NA,768_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_2744595.fa,3.0894934351259336,NA,NA,NA,NA,NA,769_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001289780.fa,3.215333372596983,NA,NA,NA,NA,NA,770_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_2305976.fa,3.123864922903,NA,NA,NA,NA,NA,771_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001262219.fa,3.1013069108179736,NA,NA,NA,NA,NA,772_0,NA,NA,1,NA,NA,NA,NA
SoginMETA_k141_2721221.fa,3.2245249779201504,NA,NA,NA,NA,NA,773_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_1209158.fa,3.112356318085437,NA,NA,NA,NA,NA,774_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001141387.fa,3.155544245746573,NA,NA,NA,NA,NA,775_0,NA,NA,1,NA,NA,NA,NA
Miranda_k141_2798660.fa,3.379133357214287,NA,NA,NA,NA,NA,776_0,NA,NA,1,NA,NA,NA,NA
SoginMETA_k141_9876326.fa,3.2746107469783348,NA,NA,NA,NA,NA,777_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001111701.fa,3.1295430074029063,NA,NA,NA,NA,NA,778_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_2223948.fa,3.0825784719243123,NA,NA,NA,NA,NA,779_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_6562613.fa,3.517104713021061,NA,NA,NA,NA,NA,780_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002817793.fa,3.1972433595433687,NA,NA,NA,NA,NA,781_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003466434.fa,3.1859590921245564,NA,NA,NA,NA,NA,782_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001087239.fa,3.4713406383004437,NA,NA,NA,NA,NA,783_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001692375.fa,3.0924573745743205,NA,NA,NA,NA,NA,784_0,NA,NA,1,NA,NA,NA,NA
SoginMETA_k141_178681.fa,3.0780830070178378,NA,NA,NA,NA,NA,785_0,NA,NA,1,NA,NA,NA,NA
SoginMETA_k141_6425334.fa,3.1542822070944383,NA,NA,NA,NA,NA,786_0,NA,NA,1,NA,NA,NA,NA
SoginMETA_k141_3712086.fa,3.3483071373285087,NA,NA,NA,NA,NA,787_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001071526.fa,3.1557485555269933,NA,NA,NA,NA,NA,788_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000004953808.fa,3.4038393238045432,NA,NA,NA,NA,NA,789_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001064625.fa,3.5725876704565036,NA,NA,NA,NA,NA,790_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001069542.fa,3.070982442918419,NA,NA,NA,NA,NA,791_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002205716.fa,3.058344629252689,NA,NA,NA,NA,NA,792_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002802777.fa,3.176131407261984,NA,NA,NA,NA,NA,793_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001015950.fa,3.129976723632597,NA,NA,NA,NA,NA,794_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001000684.fa,3.3262779369046624,NA,NA,NA,NA,NA,795_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000004523674.fa,3.2746107469783348,NA,NA,NA,NA,NA,796_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000004619629.fa,3.253549596750741,NA,NA,NA,NA,NA,797_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000004964805.fa,3.1976144985620265,NA,NA,NA,NA,NA,798_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000986227.fa,3.365697514449576,NA,NA,NA,NA,NA,799_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002775867.fa,3.4031658049657576,NA,NA,NA,NA,NA,800_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000004060116.fa,3.351854372269586,NA,NA,NA,NA,NA,801_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000947170.fa,3.2582800785453085,NA,NA,NA,NA,NA,802_0,NA,NA,1,NA,NA,NA,NA
Schorn_k141_12926758.fa,3.4061788855533752,NA,NA,NA,NA,NA,803_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000929045.fa,3.1219556103029804,NA,NA,NA,NA,NA,804_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001773746.fa,3.2038758136789776,NA,NA,NA,NA,NA,805_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001749293.fa,3.0823366598457347,NA,NA,NA,NA,NA,806_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003450512.fa,3.178237670769187,NA,NA,NA,NA,NA,807_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003855294.fa,3.0512576313122306,NA,NA,NA,NA,NA,808_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000844203.fa,3.3084696615506934,NA,NA,NA,NA,NA,809_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001698493.fa,3.207124195504869,NA,NA,NA,NA,NA,810_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000812627.fa,3.254852236928216,NA,NA,NA,NA,NA,811_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000005323214.fa,3.4960398358061227,NA,NA,NA,NA,NA,812_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000920334.fa,3.225047699526168,NA,NA,NA,NA,NA,813_0,NA,NA,1,NA,NA,NA,NA
Miranda_k141_1233133.fa,3.0648564200445056,NA,NA,NA,NA,NA,814_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_3937046.fa,3.300395603057116,NA,NA,NA,NA,NA,815_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_6177780.fa,3.1860225993970106,NA,NA,NA,NA,NA,816_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_3447774.fa,3.5061533893746937,NA,NA,NA,NA,NA,817_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_2338648.fa,3.3807991908366484,NA,NA,NA,NA,NA,818_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_3746397.fa,3.2440978855789515,NA,NA,NA,NA,NA,819_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_222632.fa,3.6555743760609984,NA,NA,NA,NA,NA,820_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_6381508.fa,3.362600439261259,NA,NA,NA,NA,NA,821_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_4566852.fa,3.3622408451442123,NA,NA,NA,NA,NA,822_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_6098716.fa,3.070816887028907,NA,NA,NA,NA,NA,823_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_3706791.fa,3.1269679521979183,NA,NA,NA,NA,NA,824_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_6351178.fa,3.1165867964706946,NA,NA,NA,NA,NA,825_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_3899486.fa,3.2540113954614838,NA,NA,NA,NA,NA,826_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_4044719.fa,3.340969008948517,NA,NA,NA,NA,NA,827_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_2993927.fa,3.308206126068828,NA,NA,NA,NA,NA,828_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_4842861.fa,3.401448422909116,NA,NA,NA,NA,NA,829_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000797437.fa,3.2013085481820176,NA,NA,NA,NA,NA,830_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001977285.fa,3.2735997646496937,NA,NA,NA,NA,NA,831_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002630397.fa,3.1906337251348185,NA,NA,NA,NA,NA,832_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003412247.fa,3.091234731171431,NA,NA,NA,NA,NA,833_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000758887.fa,3.3038708523396823,NA,NA,NA,NA,NA,834_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000720254.fa,3.1537695231936733,NA,NA,NA,NA,NA,835_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000711315.fa,3.360905629376141,NA,NA,NA,NA,NA,836_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_4349920.fa,3.332939165754773,NA,NA,NA,NA,NA,837_0,NA,NA,1,NA,NA,NA,NA
Miranda_k141_2169760.fa,3.2063067994940724,NA,NA,NA,NA,NA,838_0,NA,NA,1,NA,NA,NA,NA
Miranda_k141_364380.fa,3.3403240445501066,NA,NA,NA,NA,NA,839_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000708715.fa,3.093676585602717,NA,NA,NA,NA,NA,840_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000005387093.fa,3.25417426607352,NA,NA,NA,NA,NA,841_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001962407.fa,3.1910419409390496,NA,NA,NA,NA,NA,842_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001975669.fa,3.2522157758011314,NA,NA,NA,NA,NA,843_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000673873.fa,3.5921529322868317,NA,NA,NA,NA,NA,844_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002401007.fa,3.4937009735746702,NA,NA,NA,NA,NA,845_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000660168.fa,3.1040382106848696,NA,NA,NA,NA,NA,846_0,NA,NA,1,NA,NA,NA,NA
SoginMETA_k141_10906367.fa,3.5082902743917286,NA,NA,NA,NA,NA,847_0,NA,NA,1,NA,NA,NA,NA
SoginMETA_k141_23273933.fa,3.293732364552649,NA,NA,NA,NA,NA,848_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000642307.fa,3.1736883416675865,NA,NA,NA,NA,NA,849_0,NA,NA,1,NA,NA,NA,NA
Miranda_k141_4359107.fa,3.3331654904677497,NA,NA,NA,NA,NA,850_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001491361.fa,3.2528695877152103,NA,NA,NA,NA,NA,851_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000604066.fa,3.689277260341978,NA,NA,NA,NA,NA,852_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_4178651.fa,3.1408573959815334,NA,NA,NA,NA,NA,853_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000738200.fa,3.115654393514962,NA,NA,NA,NA,NA,854_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000747477.fa,3.0904836642062694,NA,NA,NA,NA,NA,855_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001844711.fa,3.1051488898893935,NA,NA,NA,NA,NA,856_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000542335.fa,3.512323113084234,NA,NA,NA,NA,NA,857_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001691912.fa,3.930024288109905,NA,NA,NA,NA,NA,858_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003153969.fa,3.495136968713304,NA,NA,NA,NA,NA,859_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000004413179.fa,3.0886996230206227,NA,NA,NA,NA,NA,860_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002269210.fa,3.1764885707003736,NA,NA,NA,NA,NA,861_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_3213644.fa,3.2637036536801785,NA,NA,NA,NA,NA,862_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_4272600.fa,3.4231511671158885,NA,NA,NA,NA,NA,863_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000532140.fa,3.0542783722001623,NA,NA,NA,NA,NA,864_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000005120957.fa,3.3158315662552607,NA,NA,NA,NA,NA,865_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000714059.fa,3.3233948539971365,NA,NA,NA,NA,NA,866_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000525581.fa,3.1971195760219646,NA,NA,NA,NA,NA,867_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000004941576.fa,3.1982940974347454,NA,NA,NA,NA,NA,868_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000524178.fa,3.08996902686746,NA,NA,NA,NA,NA,869_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000590865.fa,3.090404528914159,NA,NA,NA,NA,NA,870_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000471989.fa,3.4947940102762316,NA,NA,NA,NA,NA,871_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003990014.fa,3.459679570060356,NA,NA,NA,NA,NA,872_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003991891.fa,3.1202965181977644,NA,NA,NA,NA,NA,873_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000004709839.fa,3.779634481135937,NA,NA,NA,NA,NA,874_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000447955.fa,3.066448318259037,NA,NA,NA,NA,NA,875_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_2599864.fa,3.0596208408143246,NA,NA,NA,NA,NA,876_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000440900.fa,3.2007564398603088,NA,NA,NA,NA,NA,877_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001985022.fa,3.098713638080969,NA,NA,NA,NA,NA,878_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000404007.fa,3.2055485771535297,NA,NA,NA,NA,NA,879_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001778851.fa,3.2300685009012184,NA,NA,NA,NA,NA,880_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_2594196.fa,3.2697940266919803,NA,NA,NA,NA,NA,881_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_5471513.fa,3.0928903897292437,NA,NA,NA,NA,NA,882_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_2594523.fa,3.0966902213700567,NA,NA,NA,NA,NA,883_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000390745.fa,3.0964561424125914,NA,NA,NA,NA,NA,884_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_1546626.fa,3.698447836938991,NA,NA,NA,NA,NA,885_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000371252.fa,3.0532450548131465,NA,NA,NA,NA,NA,886_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003682343.fa,3.0644785353262063,NA,NA,NA,NA,NA,887_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001236139.fa,3.376130956710794,NA,NA,NA,NA,NA,888_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001781441.fa,3.0671168494388126,NA,NA,NA,NA,NA,889_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001813335.fa,3.2263806922432705,NA,NA,NA,NA,NA,890_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003024300.fa,3.392363454809172,NA,NA,NA,NA,NA,891_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000307956.fa,3.3552653620234487,NA,NA,NA,NA,NA,892_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001013051.fa,3.199680882482938,NA,NA,NA,NA,NA,893_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003360677.fa,3.0688668631509066,NA,NA,NA,NA,NA,894_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000004741437.fa,3.1212190183999735,NA,NA,NA,NA,NA,895_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000304512.fa,3.281749854398692,NA,NA,NA,NA,NA,896_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002188630.fa,3.15636090880675,NA,NA,NA,NA,NA,897_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000294457.fa,3.2461208925983804,NA,NA,NA,NA,NA,898_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002687937.fa,3.050781027353495,NA,NA,NA,NA,NA,899_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000278421.fa,3.138632141846319,NA,NA,NA,NA,NA,900_0,NA,NA,1,NA,NA,NA,NA
Miranda_k141_1035534.fa,3.0810042813635374,NA,NA,NA,NA,NA,901_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000266345.fa,3.3271047272838548,NA,NA,NA,NA,NA,902_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002181255.fa,3.2910980094033344,NA,NA,NA,NA,NA,903_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001872687.fa,3.2221649135409556,NA,NA,NA,NA,NA,904_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000504227.fa,3.28352912726862,NA,NA,NA,NA,NA,905_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002890704.fa,3.2409196989125735,NA,NA,NA,NA,NA,906_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_4645267.fa,3.0916295084751377,NA,NA,NA,NA,NA,907_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000235485.fa,3.202838509892218,NA,NA,NA,NA,NA,908_0,NA,NA,1,NA,NA,NA,NA
SoginMETA_k141_1251366.fa,3.391276210721688,NA,NA,NA,NA,NA,909_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000189001.fa,3.077145665774341,NA,NA,NA,NA,NA,910_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_2813513.fa,3.5348832530010768,NA,NA,NA,NA,NA,911_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000187590.fa,3.1126571802255643,NA,NA,NA,NA,NA,912_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001361446.fa,3.0713960567419716,NA,NA,NA,NA,NA,913_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001924927.fa,3.083544376090948,NA,NA,NA,NA,NA,914_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002286755.fa,3.208060793936605,NA,NA,NA,NA,NA,915_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000178719.fa,3.1005730767551483,NA,NA,NA,NA,NA,916_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000194876.fa,3.530825865259064,NA,NA,NA,NA,NA,917_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000005307593.fa,3.1256564335979338,NA,NA,NA,NA,NA,918_0,NA,NA,1,NA,NA,NA,NA
SoginMETA_k141_16938415.fa,3.344333933583456,NA,NA,NA,NA,NA,919_0,NA,NA,1,NA,NA,NA,NA
SoginMETA_k141_4762474.fa,3.627951127729755,NA,NA,NA,NA,NA,920_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000380791.fa,3.287769874301018,NA,NA,NA,NA,NA,921_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000005353453.fa,3.1626050015345744,NA,NA,NA,NA,NA,922_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000827827.fa,3.1216979452216136,NA,NA,NA,NA,NA,923_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_3959617.fa,3.082457582714929,NA,NA,NA,NA,NA,924_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_859351.fa,3.1567007323623537,NA,NA,NA,NA,NA,925_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_4659628.fa,3.396411658929061,NA,NA,NA,NA,NA,926_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000471441.fa,3.1370356648056603,NA,NA,NA,NA,NA,927_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_2329915.fa,3.237238619831478,NA,NA,NA,NA,NA,928_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000004573213.fa,3.3023432243800857,NA,NA,NA,NA,NA,929_0,NA,NA,1,NA,NA,NA,NA
Miranda_k141_460464.fa,3.2761357224736445,NA,NA,NA,NA,NA,930_0,NA,NA,1,NA,NA,NA,NA
Miranda_k141_475803.fa,3.2264674845991337,NA,NA,NA,NA,NA,931_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000459827.fa,3.1946053387147444,NA,NA,NA,NA,NA,932_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001832114.fa,3.051560652642573,NA,NA,NA,NA,NA,933_0,NA,NA,1,NA,NA,NA,NA
Rubio_Protillo_k141_3002101.fa,3.360544628636955,NA,NA,NA,NA,NA,934_0,NA,NA,1,NA,NA,NA,NA
SoginMETA_k141_9768876.fa,3.4073439570965336,NA,NA,NA,NA,NA,935_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001098813.fa,3.3976812126349003,NA,NA,NA,NA,NA,936_0,NA,NA,1,NA,NA,NA,NA
SoginMETA_k141_202876.fa,3.1634419539653216,NA,NA,NA,NA,NA,937_0,NA,NA,1,NA,NA,NA,NA
SoginMETA_k141_20888273.fa,3.165976429454817,NA,NA,NA,NA,NA,938_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003779792.fa,3.2210825773575262,NA,NA,NA,NA,NA,939_0,NA,NA,1,NA,NA,NA,NA
SoginMETA_k141_28673421.fa,3.070527012274563,NA,NA,NA,NA,NA,940_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001211539.fa,3.3356473089007284,NA,NA,NA,NA,NA,941_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000004832862.fa,3.171264305229581,NA,NA,NA,NA,NA,942_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000002140485.fa,3.063090138125056,NA,NA,NA,NA,NA,943_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000003427243.fa,3.304016060861036,NA,NA,NA,NA,NA,944_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000000176917.fa,3.06736728355353,NA,NA,NA,NA,NA,945_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001377763.fa,3.3500299678823016,NA,NA,NA,NA,NA,946_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000001283663.fa,3.2874431953754604,NA,NA,NA,NA,NA,947_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000004881682.fa,3.2756710430811435,NA,NA,NA,NA,NA,948_0,NA,NA,1,NA,NA,NA,NA
Ettinger_c_000004927160.fa,3.190193678578632,NA,NA,NA,NA,NA,949_0,NA,NA,1,NA,NA,NA,NA
